PG,SG,SF,PF,C,G,F,UTIL,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42971735,42971767,42971757,42971800,42971820,42971747,42971772,42971723,,259.89,241.25,258.875,276.5625,287,302.5125,323.7525,336.58,50000,1,0,106.2512617,98.74594033,102.4946786,94.99720203,172.5025234,102.4639855,98.71524722,98.71524722,84.96650891,40.02799323,131.7003369
42971735,42971787,42971767,42971757,42971820,42971747,42971776,42971723,,258.65,240.75,257.375,274.0625,283.25,300,318.2525,311.82,50000,1,0,105.7794191,98.59365908,102.2064531,94.98086509,172.3927121,102.0895211,98.47672706,98.47672706,84.91164557,38.18179784,101.756227
42971735,42971822,42971767,42971800,42971723,42971744,42971776,42971747,,259.04,242.5,258.25,274.25,283.5,298.5,316.0025,318.62,50000,1,0,105.8880586,98.5437725,102.2067012,94.88084377,172.4124934,102.0700853,98.40715661,98.40715661,84.77693403,39.01863482,118.9464331
42971735,42971767,42971757,42971800,42971820,42971744,42971776,42971723,,259.86,241.5,258.5,275.5625,284.25,301.2875,318.2525,330.34,49800,1,0,106.0989674,98.55913818,102.3528086,94.76546774,172.4034245,102.1933498,98.39967933,98.39967933,84.60716323,40.60643787,94.94042397
42971735,42971744,42971784,42971772,42971820,42971747,42971776,42971723,,259.21,242.25,258,274.25,283.7875,299.7625,314.25,285.5,50000,1,0,105.9453423,98.59644769,102.2775225,94.9153729,172.4285311,102.0452833,98.36420848,98.36420848,84.7092986,39.1565561,125.8311391
42971735,42971744,42971767,42971757,42971820,42971747,42971776,42971761,,258.84,242.4375,257.25,274.5625,284.5,297.5,314.5125,296.16,50000,1,0,105.8589269,98.47272862,102.1226766,94.82278066,172.3768904,101.9732458,98.32329784,98.32329784,84.71375159,38.69978897,99.63920116
42971735,42971822,42971767,42971757,42971723,42971744,42971800,42971772,,257.8,240.1875,256.25,274.75,282.75,298,325.005,337.14,50000,1,0,105.4048728,98.11034705,101.7532042,94.46748991,172.0709366,101.9100993,98.26724218,98.26724218,84.70480367,38.48072602,121.7820048
42971747,42971767,42971757,42971772,42971820,42971744,42971776,42971723,,259.87,242.1875,259.25,277,285.575,302.2625,318,326.62,49700,1,0,106.0950106,98.43327532,102.2809176,94.58563309,172.2985591,102.0814848,98.23384257,98.23384257,84.38696989,41.17071657,122.6512671
42971735,42971767,42971757,42971800,42971723,42971813,42971776,42971744,,258.16,240.4375,256.75,274.25,284.0375,300.2875,322.2525,329.54,50000,1,0,105.5535078,98.22018722,101.8977902,94.54258428,172.1122611,101.8944369,98.21683395,98.21683395,84.60579764,38.99130425,127.5436282
42971732,42971744,42971776,42971800,42971820,42971747,42971772,42971723,,258.86,242.25,257.75,275,284.2875,299.5,316.265,304.98,50000,1,0,105.7818461,98.31436851,102.0416887,94.58704829,172.2283023,101.8801191,98.15279887,98.15279887,84.4651108,39.52960871,143.95504
42971735,42971744,42971767,42971772,42971820,42971747,42971813,42971723,,258.16,242.25,257.5,274.3125,283.25,298.0125,318.0075,308.94,49900,1,0,105.5451289,98.20222287,101.8607657,94.54367999,172.1503812,101.8019436,98.14340073,98.14340073,84.55142448,39.07169586,123.322475
42971735,42971767,42971757,42971800,42971820,42971747,42971776,42971723,,258.88,240.9375,257.625,274.3125,283.75,301.525,317.2525,328.12,49700,1,0,105.7389782,98.29344538,102.0526008,94.53428997,172.1707884,101.8545284,98.09537301,98.09537301,84.3750802,40.15597267,104.8887372
42971747,42971767,42971776,42971750,42971723,42971744,42971772,42971820,,258.81,243.25,258.25,274.5,283.5,299.025,320.2575,303.56,49900,1,0,105.6684498,98.07928505,101.8733236,94.28524648,172.0794745,101.8502878,98.05624919,98.05624919,84.30376666,40.45986018,172.1564054
42971735,42971767,42971776,42971750,42971820,42971744,42971800,42971723,,258.8,243,258.5,273.25,280.75,297.2625,314.5225,307.28,50000,1,0,105.622755,98.17913634,101.9192031,94.43906958,172.1843399,101.7779248,98.037858,98.037858,84.33973206,39.90532436,128.2708764
42971735,42971787,42971767,42971757,42971772,42971744,42971776,42971747,,258.3,240.9375,257.75,274.25,283.5,298.525,317.015,329.68,50000,1,0,105.540647,98.07183526,101.7974397,94.34623081,172.0593533,101.6911514,97.96554698,97.96554698,84.30112226,39.54879381,87.79321909
42971735,42971767,42971779,42971800,42971723,42971744,42971776,42971772,,259.28,241.6875,259.25,276,285.25,299.7625,319.005,345.84,49900,1,0,105.8191871,98.01123873,101.8963613,94.12611612,172.041983,101.8104276,97.92530496,97.92530496,84.06365382,41.64796813,139.3164873
42971747,42971767,42971784,42971757,42971723,42971744,42971800,42971772,,258,239,258.25,274.25,283.75,299.0125,316.0225,328.14,50000,1,0,105.4674562,98.07309969,101.7651723,94.38102706,172.0340702,101.6122436,97.92017102,97.92017102,84.30082147,39.18711887,78.75704765
42971809,42971767,42971757,42971772,42971723,42971747,42971776,42971744,,256.59,239.6875,255.375,273.75,283.7875,298.275,314.2625,311.8,50000,1,0,105.1125455,98.06516211,101.5709148,94.55940938,171.9726802,101.3881932,97.88244046,97.88244046,84.50366452,34.05601522,57.8017652
42971809,42971767,42971757,42971800,42971723,42971735,42971776,42971747,,255.6,237.4375,254.75,271.75,281.325,300.0125,318,313.3,50000,1,0,104.7343005,98.00708278,101.4243487,94.58981688,171.8449095,101.2992347,97.88196877,97.88196877,84.62977271,33.21662896,93.23633313
42971735,42971767,42971813,42971757,42971723,42971747,42971800,42971776,,257.18,238.5,256,273.75,283,299.5125,320.0025,327.32,49900,1,0,105.1747904,97.92105098,101.5641389,94.27796307,171.8796251,101.5171546,97.87406669,97.87406669,84.33525366,38.55875644,96.34308219
42971735,42971822,42971779,42971772,42971723,42971744,42971776,42971747,,257.28,239.25,256.5,273.75,284,296,316.2725,305.02,50000,1,0,105.2656221,97.89604114,101.5216183,94.27046394,171.9454288,101.4758864,97.8503092,97.8503092,84.3251591,38.33514666,119.6176291
42971732,42971822,42971757,42971772,42971723,42971735,42971776,42971820,,256.35,237.25,255.25,273,282.75,302.75,319.0025,296.68,50000,1,0,104.9521717,98.0249956,101.5626255,94.48736571,171.8350484,101.377936,97.84030613,97.84030613,84.43888772,36.7982299,109.122777
42971735,42971744,42971779,42971800,42971820,42971747,42971767,42971723,,258.12,241.5,257.5,272.25,281.75,298.5125,314.02,323.98,49800,1,0,105.4216593,98.0359063,101.7502628,94.32154984,172.0264412,101.5522349,97.83787847,97.83787847,84.19162775,40.01184508,110.9859705
42971735,42971779,42971757,42971772,42971820,42971744,42971776,42971723,,258.1,238.75,256.375,274.0625,283.25,299.2625,318.2675,316.74,49800,1,0,105.4242661,97.92709632,101.6834152,94.17077743,171.9363599,101.5913048,97.83498588,97.83498588,84.14754227,39.89513622,116.8078303
42971763,42971744,42971757,42971772,42971820,42971747,42971776,42971723,,257.3,239.25,256.5,275,282.0375,296,313.755,297.68,50000,1,0,105.2226701,97.95693323,101.5647782,94.34908821,171.9870496,101.441586,97.83374094,97.83374094,84.32555347,37.79304906,105.3921461
42971735,42971763,42971757,42971800,42971820,42971747,42971776,42971723,,256.31,237.75,255.5,270.8125,280.7875,298.2875,316.255,299.18,50000,1,0,104.8866725,97.9170207,101.4363789,94.39766251,171.8592789,101.3145511,97.79519292,97.79519292,84.41358531,36.86155529,121.257019
42971735,42971767,42971776,42971750,42971820,42971747,42971800,42971723,,257.82,241.5,256.5,273,281.5,297,315.52,305.06,49900,1,0,105.3063198,97.89692827,101.60248,94.19137652,171.9517039,101.500564,97.79501228,97.79501228,84.16910962,39.46263691,113.4128213
42971732,42971779,42971767,42971757,42971820,42971735,42971776,42971744,,257.89,240.75,257,273.75,282.75,299,317.505,321.08,50000,1,0,105.3441301,97.89188925,101.6301192,94.15365931,171.907895,101.5232181,97.78498815,97.78498815,84.12371384,39.82274918,82.78460503
42971735,42971744,42971800,42971772,42971820,42971747,42971776,42971723,,258.29,240.4375,257.375,275,284.2875,299,314.755,310.64,49600,1,0,105.5124626,97.92834989,101.70573,94.15096974,171.9527236,101.5142149,97.7368347,97.7368347,84.02101906,40.41222604,116.5195704
42971735,42971744,42971767,42971800,42971820,42971732,42971776,42971747,,258.08,241.5,257.375,274.25,282.75,297,315.5125,314.98,49800,1,0,105.3961767,97.83575223,101.5950434,94.07646104,171.9242588,101.4928967,97.73360549,97.73360549,84.04395914,40.33890077,121.9713688
42971747,42971779,42971757,42971800,42971723,42971767,42971776,42971744,,258.13,239.75,257.375,274.25,283,299.25,317.51,340.86,49800,1,0,105.3960293,97.84501853,101.6324068,94.05763021,171.8834557,101.5174019,97.73001363,97.73001363,84.01034627,40.48439111,82.30696917
42971747,42971767,42971800,42971772,42971820,42971744,42971738,42971723,,257.14,240.375,257,275,284,300.2625,317.5,313.2,50000,1,0,105.1693452,97.855741,101.5237262,94.18775583,171.8175177,101.3749701,97.70698498,97.70698498,84.1448138,38.73416371,131.96702
42971735,42971779,42971767,42971800,42971723,42971747,42971776,42971772,,258.3,239.4375,257.375,276,284.75,300.5125,320.2575,343.62,49800,1,0,105.4591979,97.76247409,101.6130817,93.9118665,171.809347,101.5409129,97.69030527,97.69030527,83.90087742,41.18594876,79.43693399
42971822,42971767,42971757,42971800,42971723,42971732,42971776,42971747,,256.38,237,256.375,272.5,282.0375,300,316.5,320.8,50000,1,0,104.9078199,97.85249666,101.421196,94.28379736,171.7821443,101.2503417,97.6816424,97.6816424,84.24800024,37.3417432,107.7243209
42971732,42971744,42971757,42971772,42971820,42971787,42971776,42971723,,256.38,239,255.75,272.5,282.0375,296.25,316.7525,298.74,50000,1,0,104.9052149,97.72081705,101.2921214,94.14951273,171.7769342,101.2529008,97.68159648,97.68159648,84.2453493,37.1865817,77.75442004
42971747,42971787,42971757,42971800,42971723,42971744,42971767,42971772,,256.85,239.9375,255.75,272.25,282.5,297.775,317.7575,336.98,49900,1,0,105.0314634,97.73989767,101.3819142,94.09788111,171.7801864,101.3232447,97.6812281,97.6812281,84.15618411,38.45544523,45.29745281
42971735,42971787,42971757,42971800,42971820,42971732,42971776,42971723,,255.39,236.75,254.125,271.75,281.75,300.25,320.26,300.24,50000,1,0,104.6027539,97.73746935,101.2202868,94.25465186,171.6491636,101.1568655,97.67404798,97.67404798,84.36438066,36.27003566,96.52377367
42971732,42971767,42971813,42971757,42971820,42971744,42971772,42971723,,256.48,238.5,256.25,274.25,283.25,298,317.76,313.34,50000,1,0,104.9584159,97.73452587,101.3333543,94.1356974,171.7526682,101.2673298,97.66850135,97.66850135,84.20088224,37.811989,74.72947836
42971735,42971767,42971784,42971772,42971723,42971744,42971776,42971800,,258.14,241,257.75,273.25,283.0375,298.2625,316.5025,324.66,49800,1,0,105.388348,97.77774153,101.5779655,93.97751751,171.8608625,101.4645788,97.66435478,97.66435478,83.93146694,40.44230248,97.02297449
42971735,42971787,42971767,42971772,42971723,42971747,42971784,42971776,,256.93,240,256.5,272,281.5375,299.75,313.755,306.14,50000,1,0,105.051378,97.90392222,101.5232698,94.28457464,171.8501501,101.2762129,97.65686535,97.65686535,84.15141212,38.02746309,82.38009214
42971747,42971779,42971767,42971772,42971723,42971744,42971800,42971761,,256.81,239.25,255.75,273,283.5,297.2625,318.26,318.96,50000,1,0,105.0351198,97.66019133,101.3180036,94.00237909,171.7362821,101.2917235,97.63391123,97.63391123,84.09461066,38.59509579,111.0590935
42971735,42971779,42971757,42971772,42971820,42971747,42971776,42971723,,257.12,237.25,256.125,273.0625,282.75,299.075,320.515,314.52,49700,1,0,105.064277,97.64736554,101.3691694,93.92556166,171.7037238,101.352405,97.6306011,97.6306011,84.01538078,39.45256179,109.6004009
42971735,42971822,42971784,42971772,42971723,42971744,42971776,42971747,,256.14,238.6875,254.75,271.75,280.7875,296.775,315.0275,283.84,49900,1,0,104.7999398,97.73768845,101.2783671,94.19700984,171.7643082,101.1687293,97.62805073,97.62805073,84.23166393,37.22538377,65.40503502
42971735,42971767,42971784,42971757,42971820,42971732,42971776,42971744,,256.75,239.9375,256,272.75,282.25,295.5125,317.2525,299.9,49900,1,0,104.9729599,97.59274383,101.2460752,93.93941248,171.7267745,101.246599,97.59326767,97.59326767,84.06075666,38.66992173,106.7906022
42971735,42971767,42971757,42971800,42971820,42971732,42971813,42971723,,255.49,237.75,254.75,272.75,284,299.7625,319.015,314.84,50000,1,0,104.6921048,97.67727231,101.187614,94.16693066,171.6248975,101.1019879,97.59164623,97.59164623,84.25060698,36.88002841,101.4248133
42971822,42971767,42971757,42971800,42971723,42971735,42971776,42971744,,256.79,239,254.75,272,282,298,316.53,328.68,49700,1,0,104.9796974,97.69046977,101.343744,94.03719552,171.7392016,101.2398739,97.58659968,97.58659968,84.05260666,38.60375845,58.23205709
42971735,42971744,42971767,42971800,42971820,42971747,42971784,42971723,,256.98,241,256.125,271.75,281.5,295.5,311.75,302.8,49700,1,0,105.0592,97.75245039,101.3819083,94.12299252,171.8453207,101.2135399,97.58408202,97.58408202,84.0665946,38.8535435,99.67786074
42971735,42971779,42971767,42971800,42971723,42971744,42971813,42971747,,256.42,240,255.625,272.3125,282,296.775,315.505,323.18,50000,1,0,104.8923147,97.6725953,101.2708843,94.07430635,171.7352779,101.1759386,97.57764966,97.57764966,84.11287873,38.42036157,82.97818303
42971735,42971744,42971784,42971772,42971761,42971747,42971767,42971776,,257.12,239.5,256.375,274.5625,283.5375,297.7625,312.2525,290.48,50000,1,0,105.1570183,97.79991992,101.4564215,94.14341837,171.8343285,101.2287828,97.57228123,97.57228123,84.02236323,38.54336045,128.572011
42971809,42971744,42971800,42971772,42971723,42971735,42971776,42971747,,255.01,237,254.625,272,281.25,296.5125,316.5075,295.82,49900,1,0,104.4864434,97.6097825,101.0452731,94.17429186,171.6268447,100.9898437,97.55435306,97.55435306,84.30663417,33.42859925,69.84132528
42971735,42971779,42971757,42971772,42971723,42971744,42971813,42971776,,256.4,237.6875,255.25,273,282.575,298.7625,318.76,315.94,50000,1,0,104.8626916,97.60466064,101.244912,93.96440924,171.6451965,101.1844705,97.54421908,97.54421908,84.03825527,38.30829484,95.37491798
42971787,42971744,42971767,42971738,42971723,42971747,42971776,42971820,,255.9,240.4375,256.625,272,279.7875,293.0125,313.755,288.44,50000,1,0,104.6813876,97.5469775,101.0790184,94.01493665,171.7077064,101.0545048,97.52246399,97.52246399,84.14394963,36.9476431,69.50572133
42971747,42971767,42971800,42971750,42971723,42971779,42971776,42971744,,257.07,240.25,256.25,272.75,282.25,297.0125,318.7525,317.8,50000,1,0,105.0156357,97.52405881,101.2578435,93.79027416,171.6643711,101.2549746,97.52118995,97.52118995,83.89591275,39.78538486,109.2776895
42971735,42971767,42971784,42971757,42971723,42971779,42971776,42971772,,256.97,237.5,257,273.0625,282.25,300.5375,321.02,328.54,49900,1,0,104.9662948,97.5694244,101.3140721,93.82477665,171.6118627,101.2645387,97.519891,97.519891,83.88759848,39.48192401,81.94980025
42971735,42971779,42971776,42971750,42971820,42971744,42971772,42971723,,257.04,239.25,256.125,271.75,280.75,297.25,316.0025,293.68,50000,1,0,104.9828969,97.61356848,101.3162837,93.91085325,171.7172753,101.220956,97.51824078,97.51824078,83.92518734,39.20630408,123.3353615
42971822,42971744,42971767,42971772,42971723,42971735,42971800,42971761,,255.47,237.6875,255.875,271.75,279.5375,295.5125,317.2575,306.78,49900,1,0,104.5155649,97.4891273,101.0128255,93.96542912,171.592028,101.0135032,97.48980498,97.48980498,84.13617876,36.80222709,91.45492315
42971735,42971813,42971757,42971750,42971820,42971747,42971776,42971723,,254.94,237.9375,253.25,270.5,279.5,298.0125,316.76,275.16,50000,1,0,104.3733435,97.55682417,101.0175047,94.09614363,171.5549173,100.9202985,97.45961801,97.45961801,84.18940267,36.29820128,116.0461307
42971735,42971822,42971767,42971757,42971761,42971744,42971776,42971747,,255.77,239.5,254.5,270.5,282.25,295.275,311.03,294.5,49900,1,0,104.7396569,97.63915518,101.148707,94.1296034,171.7126676,100.965617,97.45606518,97.45606518,84.10504201,36.79114406,72.42308855
42971735,42971828,42971757,42971800,42971723,42971744,42971776,42971761,,253.53,234.5,252.25,269.5,278.25,295,314.52,271.44,50000,1,0,103.9860655,97.51122219,100.7730895,94.24935492,171.5185141,100.7064658,97.44459856,97.44459856,84.42745021,32.43852594,91.70872569
42971735,42971787,42971779,42971800,42971723,42971744,42971776,42971747,,256.32,237.9375,254.75,272,280.5375,295.2625,309.51,308.58,50000,1,0,104.8304029,97.66673124,101.237496,94.09596643,171.7595439,101.0080504,97.43728561,97.43728561,84.00388661,37.78489183,69.61328983
42971732,42971767,42971776,42971772,42971761,42971744,42971800,42971747,,256.77,240.5,256.75,273,283.25,298.7625,316.27,309.96,50000,1,0,104.9660831,97.55954182,101.2622888,93.85679483,171.6340997,101.125233,97.42248605,97.42248605,83.83978986,38.91057102,116.1150575
42971735,42971779,42971767,42971757,42971820,42971732,42971776,42971747,,256.91,238.75,257.5,274.0625,283.25,299.2625,314.515,318.86,49900,1,0,105.0189841,97.62702222,101.3307371,93.9233073,171.675259,101.1231669,97.41945201,97.41945201,83.83040098,39.38097778,90.03069997
42971735,42971813,42971800,42971772,42971723,42971747,42971776,42971744,,256.59,238.1875,255.75,274,282.25,294.775,314.25,309.84,49800,1,0,104.9034141,97.4828754,101.1441881,93.82156274,171.6615603,101.0766887,97.41537607,97.41537607,83.88104022,38.80481725,85.5599463
42971735,42971767,42971776,42971728,42971820,42971744,42971800,42971747,,257.09,241,257.75,271.0625,279.7875,293.2625,310.0125,317.32,49900,1,0,104.9891225,97.56266775,101.2448597,93.88047575,171.7737129,101.0969365,97.41474452,97.41474452,83.84029042,39.02606335,98.97219539
42971735,42971787,42971767,42971757,42971820,42971732,42971772,42971747,,255.63,238.25,255.25,273,282.25,298.0125,315.7525,314.98,50000,1,0,104.6369966,97.52933324,101.0876764,93.97099007,171.5719897,100.9594707,97.40112755,97.40112755,84.00669989,37.40733138,61.42480373
42971735,42971744,42971779,42971757,42971820,42971787,42971767,42971723,,255.64,238,254.25,270.75,280.2875,295.7625,315.5025,317.74,49800,1,0,104.5724672,97.45887011,101.0172107,93.90052956,171.5750731,100.9556315,97.39729099,97.39729099,84.00248116,37.64023461,71.08486295
42971735,42971809,42971767,42971800,42971723,42971744,42971776,42971761,,254.25,237.9375,252.75,271.25,279.5375,295.525,310.7625,285.16,50000,1,0,104.2372117,97.59333948,100.9259614,94.26071752,171.598637,100.7263832,97.3937612,97.3937612,84.27815413,32.12411281,75.99878907
42971747,42971767,42971784,42971757,42971723,42971744,42971800,42971776,,256.99,237.9375,257.25,272.625,281.5,296.7625,312.5075,319.68,49700,1,0,104.9900159,97.57890366,101.2813934,93.87641393,171.7023352,101.0946313,97.39214155,97.39214155,83.80123749,39.31240981,66.69591069
42971735,42971822,42971757,42971750,42971820,42971747,42971772,42971723,,254.58,236.5,252.875,270.8125,279.75,297.2625,315.51,282.76,50000,1,0,104.2782799,97.49776848,100.9237032,94.07183373,171.5135928,100.812809,97.38687429,97.38687429,84.16525675,35.82288834,91.42046571
42971735,42971744,42971784,42971757,42971820,42971732,42971800,42971747,,255.03,236.9375,254.875,270.75,280.25,295.2625,314.515,287.4,50000,1,0,104.4198686,97.45790818,100.9328261,93.98299031,171.5541467,100.8573781,97.38246019,97.38246019,84.09454451,36.7794391,86.93683743
42971747,42971779,42971757,42971750,42971820,42971744,42971776,42971723,,255.89,237.5,254.5,271.5,279.75,295.0625,316.2575,288.7,49900,1,0,104.6032931,97.3920221,100.997003,93.78704116,171.558748,100.9817757,97.37679478,97.37679478,83.92572511,38.11094322,105.6330681
42971735,42971767,42971784,42971772,42971723,42971747,42971800,42971776,,257.16,239.25,256.75,274,282.5,299.2625,316,322.44,49700,1,0,105.0270522,97.53723453,101.3029435,93.77152553,171.6282265,101.1410649,97.37535592,97.37535592,83.71469136,39.9936581,94.60901022
42971747,42971767,42971784,42971800,42971723,42971744,42971772,42971761,,255.67,238.25,254.625,273.25,281,295.275,315.7525,297.78,49900,1,0,104.5942632,97.41059174,100.9835054,93.83767809,171.5551616,100.9457209,97.3728072,97.3728072,83.96226993,37.47780764,100.1339316
42971735,42971763,42971767,42971757,42971820,42971744,42971776,42971747,,256.52,240.5,256,272.5,281.7875,295.2625,311.5375,307.68,49800,1,0,104.8818613,97.5365333,101.1763493,93.89671731,171.6830061,101.0092873,97.36947133,97.36947133,83.85932558,38.56678844,63.56339455
42971822,42971744,42971767,42971757,42971723,42971747,42971776,42971772,,256.8,238.25,255.875,272.8125,283,297.7625,314.01,324.96,49600,1,0,104.9644166,97.52455737,101.2318034,93.81731131,171.6343362,101.0582408,97.35099477,97.35099477,83.76264517,39.14020734,70.84394097
42971735,42971767,42971779,42971757,42971723,42971813,42971776,42971761,,254.66,236.4375,253.75,271.0625,280.5375,298.2625,320.7525,303.06,50000,1,0,104.2595682,97.33078245,100.8336501,93.82791476,171.3843527,100.8510306,97.34816292,97.34816292,84.04653421,36.4050005,98.31806421
42971735,42971744,42971757,42971772,42971820,42971732,42971767,42971800,,256.84,238.5,256,273.75,283,299.0125,316.5075,333.5,49800,1,0,104.9478341,97.48531605,101.2245357,93.74609644,171.582702,101.0865298,97.34731023,97.34731023,83.72544796,39.78279085,99.13999438
42971735,42971767,42971813,42971800,42971723,42971744,42971776,42971761,,255.83,238.75,255.375,272,279.575,295,311.27,299.18,49900,1,0,104.6206458,97.50648192,101.0649259,93.94803795,171.6333525,100.8983038,97.33985982,97.33985982,83.93763579,37.29053431,87.89211512
42971735,42971767,42971776,42971750,42971772,42971747,42971800,42971744,,257.47,241.25,256.5,273,281.5,298,316.01,322.92,49900,1,0,105.058837,97.45685507,101.2752173,93.63849286,171.618345,101.1553474,97.33698522,97.33698522,83.61173934,40.87548986,106.5152287
42971735,42971779,42971784,42971757,42971723,42971747,42971800,42971772,,255.25,235.25,253.125,272.25,281.5,299.5,319,316.04,50000,1,0,104.4567574,97.40857719,100.9748114,93.84234292,171.4392349,100.8973944,97.3311601,97.3311601,83.94346291,37.55174448,70.76213956
42971732,42971822,42971776,42971772,42971723,42971744,42971800,42971747,,255.79,238.6875,255.5,272.5,280.7875,296,314.26,303.32,49900,1,0,104.619022,97.43868111,101.0256052,93.85175707,171.5640795,100.9179511,97.33102705,97.33102705,83.90186206,37.5800377,71.33446336
42971809,42971779,42971757,42971772,42971723,42971735,42971776,42971747,,253.84,234.25,253,271,280,299.55,318.2525,299.7,50000,1,0,104.0482752,97.42665117,100.8065655,94.0467368,171.3778449,100.7044973,97.3245829,97.3245829,84.17745933,32.63477435,51.80341601
42971735,42971779,42971767,42971800,42971820,42971732,42971772,42971723,,256.61,238.25,255.5,273.5,284.5,298.75,316.5025,331.14,49900,1,0,104.9329583,97.45222142,101.1700827,93.73436011,171.5546194,101.0405936,97.32273228,97.32273228,83.7310782,39.39284097,122.4403143
42971735,42971744,42971767,42971757,42971820,42971747,42971779,42971750,,256.12,239.5,254.75,271.25,279.25,294.05,313.5,307.16,50000,1,0,104.6528166,97.38241606,101.0089509,93.75588126,171.5864394,100.9423221,97.31578732,97.31578732,83.83431389,38.76724236,62.54788637
42971822,42971744,42971776,42971757,42971820,42971735,42971750,42971723,,254.55,237.4375,252.75,268.8125,277.2875,295,317.515,276.52,49800,1,0,104.136003,97.27669713,100.747564,93.80583025,171.4144939,100.7730928,97.30222592,97.30222592,84.03683059,36.34056499,77.82753706
42971732,42971787,42971757,42971772,42971820,42971747,42971776,42971723,,255.4,237.5,254.75,270.5,280.5,297.7625,313.255,296.52,49900,1,0,104.5090759,97.49723821,101.0340275,93.96044891,171.5442982,100.8372345,97.30044519,97.30044519,83.93642129,36.77405447,62.94372678
42971735,42971744,42971784,42971800,42971723,42971747,42971776,42971787,,255.18,237.25,254.25,270,278.75,294,311.015,287.4,49900,1,0,104.4143721,97.4410788,100.926945,93.95521258,171.5784234,100.7855074,97.29964122,97.29964122,83.99500552,36.69105825,66.82927012
42971735,42971779,42971757,42971800,42971723,42971744,42971772,42971787,,255.08,235.6875,254,270.6875,280.5375,299.5,318.2525,327.1,50000,1,0,104.3733495,97.38978803,100.9404812,93.83909482,171.4179872,100.8400645,97.2893713,97.2893713,83.92375638,37.26399134,75.61583519
42971735,42971763,42971767,42971800,42971820,42971744,42971772,42971723,,256.22,237.9375,255.5,272.8125,280.5375,296.75,313.755,319.96,49800,1,0,104.7087275,97.42779361,101.081756,93.77383123,171.5623665,100.9337908,97.27982841,97.27982841,83.76707961,38.57840636,90.36630988
42971732,42971767,42971813,42971757,42971820,42971747,42971772,42971723,,255.5,237.25,255,272.8125,283.75,298.0125,314.0025,311.12,49900,1,0,104.6332699,97.4614012,101.0257147,93.89708775,171.5200321,100.8436636,97.27935019,97.27935019,83.88395436,37.39252385,72.63823748
42971822,42971744,42971767,42971757,42971723,42971747,42971800,42971761,,254.32,237,253.625,269.75,278.5375,293.2625,315.25,301.8,49800,1,0,104.135961,97.26551652,100.6914804,93.83955263,171.4335007,100.7047086,97.27874466,97.27874466,84.06710221,35.77403226,69.59171295
42971735,42971763,42971776,42971757,42971772,42971744,42971800,42971747,,255.96,236.25,255.875,273,281.7875,297.7875,314.7875,317.04,50000,1,0,104.6740329,97.42740168,101.0595703,93.79523302,171.5259201,100.9091047,97.27693602,97.27693602,83.79598518,38.18128355,114.514339
42971735,42971779,42971776,42971750,42971820,42971747,42971772,42971723,,256.06,238,254.75,271.5,281.25,298,316.755,291.46,49900,1,0,104.6577509,97.36480384,101.033004,93.69660363,171.4846393,100.9360569,97.26785672,97.26785672,83.74702655,38.77137118,112.3628616
42971732,42971767,42971784,42971757,42971820,42971735,42971776,42971747,,255.77,239,255.25,272.8125,281.2875,296.5125,315.5025,297.68,49800,1,0,104.5968558,97.35223683,100.9710532,93.73342049,171.4941385,100.8847011,97.26588479,97.26588479,83.80559706,38.24093916,81.74753189
42971732,42971787,42971767,42971757,42971820,42971747,42971784,42971723,,254.09,236.5,253,269.8125,278.0375,297.7625,314.0175,288.68,50000,1,0,104.0671373,97.43694564,100.8258127,94.04807862,171.4368952,100.6524808,97.2636138,97.2636138,84.09791813,35.35569468,77.24232674
42971735,42971779,42971813,42971757,42971723,42971747,42971776,42971772,,255.42,235.75,254,273.0625,281.2875,299.7875,318.505,313.72,49900,1,0,104.4752634,97.3649794,100.9707158,93.75924302,171.4125605,100.8685719,97.26283549,97.26283549,83.82909496,37.88332395,58.56766105
42971735,42971779,42971767,42971851,42971723,42971747,42971776,42971744,,254.17,237.1875,253.875,269.5,278.75,293.25,312.0025,291.68,50000,1,0,104.1315304,97.34503253,100.7251145,93.96495051,171.479091,100.638834,97.25875202,97.25875202,84.09876311,29.35396064,60.00478268
42971732,42971744,42971828,42971772,42971820,42971747,42971767,42971723,,254.35,237.75,253.5,271.25,280.5375,294.5,313.5125,285.64,49800,1,0,104.2207422,97.32858922,100.7510018,93.90617668,171.449838,100.6698939,97.24748134,97.24748134,84.03823591,34.5180875,69.80686188
42971735,42971767,42971779,42971750,42971772,42971747,42971757,42971776,,256.3,237.5,255.125,272.75,282.5375,300.5125,322.2525,326.8,50000,1,0,104.7003726,97.25638269,101.0191686,93.49359676,171.3693452,101.0083835,97.24559755,97.24559755,83.62094698,39.90482455,88.69247437
42971747,42971767,42971784,42971750,42971723,42971744,42971800,42971776,,255.93,238.9375,254.5,270.5,279.5,294.2625,315.7525,296.62,49900,1,0,104.5660683,97.24927342,100.8981595,93.60038736,171.4832506,100.8938184,97.24493231,97.24493231,83.74841841,38.63363907,90.7492578
