Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
28,5132254097,Sheila0426,0,156.7,1B Matt Olson 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Mike Trout OF Jorge Soler OF Luke Raley P Davis Martin P Trevor McDonald SS Colson Montgomery,,Jung Hoo Lee,OF,13.93%,0
29,5132050328,Biscuit2013,0,156.4,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ramon Laureano OF Jarred Kelenic OF Sam Antonacci P Davis Martin P JR Ritchie SS Colson Montgomery,,Sam Antonacci,OF,13.76%,12
30,5132017376,nerdytenor (38/94),0,155.7,1B Josh Naylor 2B Ozzie Albies 3B Miguel Vargas C Mitch Garver OF Dominic Canzone OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Trevor McDonald SS J.P. Crawford,,Mitch Garver,C,12.72%,4
30,5132182864,HerreraSJSU (3/7),0,155.7,1B Munetaka Murakami 2B Luis Arraez 3B Austin Riley C Drake Baldwin OF Mike Trout OF Jung Hoo Lee OF Julio Rodriguez P Davis Martin P Trevor McDonald SS Colson Montgomery,,Luis Arraez,2B,12.54%,14
32,5132078824,bafoon13 (7/94),0,155.3,1B Josh Naylor 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Randy Vasquez SS J.P. Crawford,,Jo Adell,OF,12.40%,3
33,5131689420,JaserD,0,154.45,1B Munetaka Murakami 2B Luis Arraez 3B Miguel Vargas C Drew Romo OF Luke Raley OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,Dominic Canzone,OF,12.40%,7
33,5132017364,nerdytenor (26/94),0,154.45,1B Munetaka Murakami 2B Luis Arraez 3B Manny Machado C Drake Baldwin OF Heliot Ramos OF Jackson Merrill OF Sam Antonacci P Davis Martin P Logan Gilbert SS Willy Adames,,Jesus Rodriguez,C,10.91%,0
33,5132017383,nerdytenor (45/94),0,154.45,1B Munetaka Murakami 2B Jake Cronenworth 3B Miguel Vargas C Drake Baldwin OF Andrew Benintendi OF Ramon Laureano OF Dominic Canzone P Davis Martin P Logan Gilbert SS Colson Montgomery,,Josh Lowe,OF,10.78%,0
36,5131506872,dfs_ads (22/94),0,154.3,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Eli White OF Andrew Benintendi OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Cole Young,2B,10.78%,0
36,5132277851,shrimptoven (2/10),0,154.3,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drake Baldwin OF Ramon Laureano OF Jackson Merrill OF Sam Antonacci P Davis Martin P Randy Vasquez SS Mauricio Dubon,,Miguel Andujar,3B,10.71%,0
38,5131470922,ShaidyAdvice (20/94),0,153.7,1B Munetaka Murakami 2B Chase Meidroth 3B Yoan Moncada C Drew Romo OF Andrew Benintendi OF Julio Rodriguez OF Jarred Kelenic P Davis Martin P Trevor McDonald SS J.P. Crawford,,Nolan Schanuel,1B,10.43%,10
39,5132282495,hoop2410 (63/94),0,153.5,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Andrew Benintendi OF Dominic Canzone OF Sam Antonacci P Randy Vasquez P Trevor McDonald SS Colson Montgomery,,Freddy Fermin,C,9.32%,0
40,5132278357,OneDropKing (87/94),0,153.45,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Jesus Rodriguez OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Logan Gilbert SS J.P. Crawford,,Travis d'Arnaud,C,8.97%,6
41,5132225918,pntgvn,0,153.3,1B Matt Olson 2B Fernando Tatis Jr. 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Jackson Merrill OF Sam Antonacci P Davis Martin P Randy Vasquez SS J.P. Crawford,,Trevor McDonald,P,8.91%,31.95
42,5131673878,lozingitall (4/25),0,153.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ramon Laureano OF Luke Raley OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,Willy Adames,SS,8.84%,8
43,5132276681,cobra_bets,0,152.7,1B Munetaka Murakami 2B Ozzie Albies 3B Leo Rivas C Drake Baldwin OF Mike Trout OF Julio Rodriguez OF Jackson Merrill P Davis Martin P Trevor McDonald SS Zach Neto,,Heliot Ramos,OF,8.84%,8
44,5132277804,Kisersozey (2/2),0,152.5,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Mike Trout OF Randy Arozarena OF Julio Rodriguez P Randy Vasquez P Trevor McDonald SS J.P. Crawford,,Luke Raley,OF,8.39%,20
45,5132274898,sportsfan14 (69/94),0,152.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Randy Arozarena OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Casey Schmitt,1B,8.07%,16
46,5131470911,ShaidyAdvice (9/94),0,151.7,1B Casey Schmitt 2B Ozzie Albies 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Tristan Peters OF Sam Antonacci P Davis Martin P Trevor McDonald SS Jorge Mateo,,Jorge Mateo,SS,8.00%,8
47,5131942486,TreyMonkey3,0,151.3,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Randy Vasquez SS Jorge Mateo,,Andrew Benintendi,OF,7.90%,14
47,5131960353,FtheRaiders (2/6),0,151.3,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mauricio Dubon OF Andrew Benintendi OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Rafael Devers,1B,7.52%,9
47,5132166629,HerculesRockefeller (2/2),0,151.3,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Andujar C Drake Baldwin OF Andrew Benintendi OF Jackson Merrill OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Gavin Sheets,1B,7.35%,0
47,5132185002,dbsultan (2/2),0,151.3,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mauricio Dubon OF Ramon Laureano OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Miguel Andujar,OF,7.24%,0
47,5132211150,rickyrozay1986,0,151.3,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Drake Baldwin OF Andrew Benintendi OF Ramon Laureano OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Chase Meidroth,2B,7.14%,5
47,5132281449,Acewarrior31,0,151.3,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mauricio Dubon OF Ramon Laureano OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,Sean Murphy,C,7.03%,0
53,5131615324,hfkrh000,0,151.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,Jake Cronenworth,2B,6.48%,2
53,5131872065,murder_i_wrote (1/2),0,151.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,Mauricio Dubon,OF,6.34%,0
53,5132183161,murder_i_wrote (2/2),0,151.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,Mauricio Dubon,SS,5.93%,0
53,5132239864,Kardsy,0,151.15,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Drew Romo OF Ramon Laureano OF Randy Arozarena OF Jackson Merrill P Davis Martin P Jose Soriano SS J.P. Crawford,,Mike Yastrzemski,OF,5.65%,3
53,5132278278,OneDropKing (8/94),0,151.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,Eli White,OF,5.13%,3
58,5132017423,nerdytenor (85/94),0,150.45,1B Matt Olson 2B Fernando Tatis Jr. 3B Miguel Vargas C Mitch Garver OF Randy Arozarena OF Luke Raley OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Leo Rivas,3B,4.44%,2
59,5132078829,bafoon13 (12/94),0,150.4,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Eli White OF Andrew Benintendi OF Sam Antonacci P Davis Martin P JR Ritchie SS Colson Montgomery,,Jarred Kelenic,OF,3.88%,9
59,5132078875,bafoon13 (58/94),0,150.4,1B Munetaka Murakami 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mike Yastrzemski OF Andrew Benintendi OF Jarred Kelenic P Davis Martin P JR Ritchie SS Jorge Mateo,,Bryce Eldridge,1B,3.36%,2
59,5132280302,jpeters6 (48/50),0,150.4,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Ramon Laureano OF Sam Antonacci P Davis Martin P JR Ritchie SS Jorge Mateo,,Adam Frazier,2B,3.26%,0
62,5132280292,jpeters6 (38/50),0,149.65,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Randy Arozarena OF Julio Rodriguez P Logan Gilbert P Trevor McDonald SS J.P. Crawford,,Drew Gilbert,OF,2.39%,0
63,5131572031,garnes222 (6/20),0,149.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Tristan Peters,OF,1.77%,0
63,5131774432,craftylefty (9/45),0,149.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Dominic Canzone OF Julio Rodriguez P Davis Martin P Logan Gilbert SS J.P. Crawford,,Luis Campusano,C,0.17%,0
63,5132252934,gmoney_69 (16/20),0,149.45,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Mitch Garver OF Randy Arozarena OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Dominic Smith,1B,0.17%,3
63,5132275299,rhelt24 (7/10),0,149.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Ha-Seong Kim,SS,0.17%,0
63,5132280693,xDaleFish (4/4),0,149.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Ramon Laureano OF Fernando Tatis Jr. OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,Daniel Susac,C,0.17%,0
68,5132134702,grace32810,0,149.15,1B Matt Olson 2B Ozzie Albies 3B Leo Rivas C Drake Baldwin OF Luke Raley OF Julio Rodriguez OF Jackson Merrill P Davis Martin P Jose Soriano SS J.P. Crawford,,Matt Chapman,3B,0.10%,0
68,5132210466,djmuggs (3/3),0,149.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Dominic Canzone P Davis Martin P Jose Soriano SS Jorge Mateo,,Michael Harris II,OF,0.07%,0
68,5132274145,AJTruth33 (4/20),0,149.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Dominic Canzone P Davis Martin P Jose Soriano SS Jorge Mateo,,Oswald Peraza,3B,0.03%,0
71,5131817893,thechek182 (13/20),0,148.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Mitch Garver OF Andrew Benintendi OF Jackson Merrill OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,Austin Hays,OF,0.03%,0
71,5132252106,tommigunz54,0,148.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Luke Raley OF Fernando Tatis Jr. OF Julio Rodriguez P Davis Martin P Logan Gilbert SS J.P. Crawford,,Patrick Bailey,C,0.03%,0
71,5132274142,AJTruth33 (1/20),0,148.45,1B Munetaka Murakami 2B Luis Arraez 3B Miguel Vargas C Drake Baldwin OF Jung Hoo Lee OF Heliot Ramos OF Jarred Kelenic P Davis Martin P Logan Gilbert SS Colson Montgomery,,Carlos Vargas,P,0.03%,0
74,5132076632,vinny1081 (6/6),0,148.3,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Andujar C Drake Baldwin OF Luke Raley OF Fernando Tatis Jr. OF Jackson Merrill P Davis Martin P Randy Vasquez SS Jorge Mateo,,,,,
74,5132295997,Nitram99,0,148.3,1B Matt Olson 2B Ozzie Albies 3B Manny Machado C Drake Baldwin OF Ramon Laureano OF Luke Raley OF Julio Rodriguez P Davis Martin P Randy Vasquez SS J.P. Crawford,,,,,
76,5132279439,CRoss57312,0,148.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Randy Arozarena OF Julio Rodriguez OF Jarred Kelenic P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
77,5131775471,mrclean913 (1/20),0,147.45,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Drew Romo OF Randy Arozarena OF Luke Raley OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
77,5132017385,nerdytenor (47/94),0,147.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Drew Romo OF Randy Arozarena OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,,,,
77,5132230421,Nadesify (2/12),0,147.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Drew Romo OF Randy Arozarena OF Luke Raley OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
77,5132282454,hoop2410 (22/94),0,147.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Randy Arozarena OF Dominic Canzone OF Julio Rodriguez P Davis Martin P Logan Gilbert SS J.P. Crawford,,,,,
81,5132187873,Poodak,0,147.3,1B Munetaka Murakami 2B Chase Meidroth 3B Austin Riley C Drake Baldwin OF Andrew Benintendi OF Julio Rodriguez OF Sam Antonacci P Davis Martin P Randy Vasquez SS Colson Montgomery,,,,,
82,5132268205,colbyhornet (1/5),0,146.65,1B Munetaka Murakami 2B Luis Arraez 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Heliot Ramos OF Jarred Kelenic P Logan Gilbert P Trevor McDonald SS Willy Adames,,,,,
83,5132282500,hoop2410 (68/94),0,146.5,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Andrew Benintendi OF Jo Adell OF Jarred Kelenic P Randy Vasquez P Trevor McDonald SS Colson Montgomery,,,,,
84,5131774451,craftylefty (28/45),0,146.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Freddy Fermin OF Andrew Benintendi OF Ramon Laureano OF Randy Arozarena P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
84,5132270991,Tuomi1 (3/6),0,146.45,1B Munetaka Murakami 2B Luis Arraez 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Heliot Ramos OF Sam Antonacci P Davis Martin P Logan Gilbert SS Xander Bogaerts,,,,,
86,5131909420,cantfademe (43/94),0,146.15,1B Josh Naylor 2B Cole Young 3B Austin Riley C Drake Baldwin OF Ramon Laureano OF Randy Arozarena OF Luke Raley P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
86,5132228113,LILBONEST,0,146.15,1B Josh Naylor 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Luke Raley OF Dominic Canzone OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
88,5131673884,lozingitall (10/25),0,145.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Mitch Garver OF Andrew Benintendi OF Jarred Kelenic OF Jackson Merrill P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
89,5131775490,mrclean913 (20/20),0,145.4,1B Munetaka Murakami 2B Ozzie Albies 3B Miguel Vargas C Drake Baldwin OF Mike Yastrzemski OF Jarred Kelenic OF Sam Antonacci P Davis Martin P JR Ritchie SS Colson Montgomery,,,,,
89,5132284253,topspacey (3/8),0,145.4,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ramon Laureano OF Jackson Merrill OF Sam Antonacci P Davis Martin P JR Ritchie SS Mauricio Dubon,,,,,
91,5132078866,bafoon13 (49/94),0,144.7,1B Matt Olson 2B Cole Young 3B Leo Rivas C Drake Baldwin OF Randy Arozarena OF Luke Raley OF Julio Rodriguez P Davis Martin P Trevor McDonald SS Colson Montgomery,,,,,
92,5131470975,ShaidyAdvice (73/94),0,144.45,1B Josh Naylor 2B Chase Meidroth 3B Miguel Vargas C Drew Romo OF Andrew Benintendi OF Jackson Merrill OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,,,,
92,5131470994,ShaidyAdvice (92/94),0,144.45,1B Munetaka Murakami 2B Chase Meidroth 3B Manny Machado C Drew Romo OF Andrew Benintendi OF Randy Arozarena OF Sam Antonacci P Davis Martin P Logan Gilbert SS J.P. Crawford,,,,,
92,5131769256,cjcarlto (1/25),0,144.45,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Mitch Garver OF Randy Arozarena OF Luke Raley OF Dominic Canzone P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
92,5132145609,Adog1181 (2/2),0,144.45,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Mitch Garver OF Julio Rodriguez OF Jackson Merrill OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
96,5131774442,craftylefty (19/45),0,144.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Eli White OF Randy Arozarena OF Dominic Canzone P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
96,5132278299,OneDropKing (29/94),0,144.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Eli White OF Randy Arozarena OF Dominic Canzone P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
96,5132286374,Nmullis3,0,144.15,1B Casey Schmitt 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Mike Yastrzemski OF Ramon Laureano OF Julio Rodriguez P Davis Martin P Jose Soriano SS J.P. Crawford,,,,,
99,5131675891,lbeezy713 (3/3),0,143.45,1B Munetaka Murakami 2B Cole Young 3B Miguel Vargas C Drake Baldwin OF Julio Rodriguez OF Jarred Kelenic OF Sam Antonacci P Davis Martin P Logan Gilbert SS Colson Montgomery,,,,,
99,5132226668,marty777 (8/8),0,143.45,1B Munetaka Murakami 2B Fernando Tatis Jr. 3B Miguel Vargas C Drew Romo OF Luke Raley OF Heliot Ramos OF Jackson Merrill P Davis Martin P Logan Gilbert SS Mauricio Dubon,,,,,
99,5132274894,sportsfan14 (65/94),0,143.45,1B Casey Schmitt 2B Cole Young 3B Miguel Vargas C Drake Baldwin OF Luke Raley OF Jung Hoo Lee OF Julio Rodriguez P Davis Martin P Logan Gilbert SS J.P. Crawford,,,,,
102,5131506868,dfs_ads (18/94),0,143.15,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Luke Raley OF Heliot Ramos OF Julio Rodriguez P Davis Martin P Jose Soriano SS Jorge Mateo,,,,,
