PG,SG,SF,PF,C,G,F,UTIL,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score
42971735,42971767,42971757,42971800,42971820,42971747,42971772,42971723,,259.89,242.4375,258.75,275.8125,285,302.0125,319.755,321.88,50000,1,0,106.2337486,98.73684434,102.4855826,94.98810603,172.5025234,102.4247911,98.67605282,98.67605282,84.92731452,40.02799323,127.3242712
42971735,42971787,42971767,42971757,42971820,42971747,42971776,42971723,,258.65,242.75,258,273.75,283.2875,301,321.255,310.76,50000,1,0,105.8325855,98.63408404,102.246878,95.02129005,172.3927121,102.2661011,98.6533071,98.6533071,85.08822561,38.18179784,143.7527776
42971735,42971822,42971767,42971800,42971723,42971744,42971776,42971747,,259.04,243,258.5,274.5,283.0375,298.0125,319.52,318.18,50000,1,0,105.9237576,98.53499113,102.1979199,94.87206239,172.4124934,102.2620566,98.59912784,98.59912784,84.96890525,39.01863482,124.2175221
42971735,42971744,42971767,42971757,42971820,42971747,42971776,42971761,,258.84,241.9375,257.75,275.0625,283.25,298.75,319.0225,314.74,50000,1,0,105.8672258,98.52135595,102.1713039,94.87140799,172.3768904,102.1956246,98.54567667,98.54567667,84.93613041,38.69978897,111.9283676
42971735,42971744,42971784,42971772,42971820,42971747,42971776,42971723,,259.21,243.9375,258.375,274.8125,284.25,297.7625,314,315.99,50000,1,0,106.0134932,98.53770146,102.2187763,94.85662667,172.4285311,102.1198865,98.43881169,98.43881169,84.78390181,39.1565561,148.0428338
42971735,42971767,42971757,42971800,42971820,42971744,42971776,42971723,,259.86,242.75,259.25,276.25,285.0375,302.5,316.015,326.69,49800,1,0,106.1785866,98.60661898,102.4002894,94.81294855,172.4034245,102.2073282,98.41365773,98.41365773,84.62114164,40.60643787,151.4378309
42971735,42971767,42971776,42971750,42971723,42971744,42971800,42971820,,258.8,242.25,257.75,273.75,283.25,298.5125,318.0275,321.97,50000,1,0,105.7617159,98.22775783,101.9678246,94.48769107,172.1843399,101.9691202,98.22905345,98.22905345,84.53092751,39.90532436,98.34831953
42971735,42971767,42971757,42971800,42971723,42971813,42971776,42971744,,258.16,240.75,258,274,285.5,301.0125,318.27,316.9,50000,1,0,105.6567308,98.25152908,101.929132,94.57392615,172.1122611,101.8553148,98.17771188,98.17771188,84.56667557,38.99130425,140.3104186
42971732,42971744,42971776,42971772,42971820,42971747,42971800,42971723,,258.86,242,259.75,276,283.7875,298.2625,311.5,317.49,50000,1,0,105.8163758,98.28082036,102.0081406,94.55350014,172.2283023,101.8151461,98.08782592,98.08782592,84.40013785,39.52960871,125.7837892
42971735,42971767,42971776,42971757,42971723,42971813,42971800,42971747,,257.18,240,256.875,273.25,283.5375,300.75,322.26,313.21,49900,1,0,105.2454242,97.96931456,101.6124025,94.32622665,171.8796251,101.6710753,98.0279874,98.0279874,84.48917437,38.55875644,114.8715138
42971747,42971767,42971784,42971757,42971723,42971744,42971800,42971772,,258,240.4375,257.25,274.3125,284.5,299.0125,316.505,316.88,50000,1,0,105.5456704,98.08044527,101.7725179,94.38837265,172.0340702,101.7100415,98.01796887,98.01796887,84.39861932,39.18711887,125.1641154
42971735,42971822,42971779,42971772,42971723,42971744,42971776,42971747,,257.28,240.75,256.75,274.3125,283.2875,299.75,317.7575,311.83,50000,1,0,105.2926561,98.02726942,101.6528466,94.40169222,171.9454288,101.6048582,97.97928099,97.97928099,84.4541309,38.33514666,127.5436282
42971735,42971744,42971779,42971800,42971820,42971747,42971767,42971723,,258.12,241.6875,257,273.75,282.25,298,315.5025,321.75,49800,1,0,105.4907508,98.02629885,101.7406553,94.3119424,172.0264412,101.6805388,97.96618233,97.96618233,84.31993161,40.01184508,104.8887372
42971735,42971787,42971767,42971757,42971772,42971747,42971776,42971744,,258.3,241.25,257.75,274.75,284.5,299.25,314.2525,321.97,50000,1,0,105.627572,98.10313383,101.8287383,94.37752938,172.0593533,101.6885143,97.96290986,97.96290986,84.29848514,39.54879381,100.1297235
42971747,42971767,42971776,42971750,42971723,42971744,42971772,42971820,,258.81,241,256.75,274.5,283,297,314.0025,326.36,49900,1,0,105.7028353,98.01969433,101.8137329,94.22565576,172.0794745,101.7401252,97.94608666,97.94608666,84.19360413,40.45986018,141.5281773
42971735,42971767,42971779,42971800,42971723,42971744,42971776,42971772,,259.28,242.75,259.625,275.25,284.825,300.775,315.7525,334.63,49900,1,0,105.85652,98.05207104,101.9371936,94.16694844,172.041983,101.7931069,97.90798428,97.90798428,84.04633315,41.64796813,136.5067005
42971735,42971809,42971757,42971800,42971723,42971767,42971776,42971747,,255.6,239.1875,254.625,272.3125,282.75,299.025,315.2625,295.43,50000,1,0,104.8357135,97.981811,101.3990769,94.5645451,171.8449095,101.2976315,97.88036558,97.88036558,84.62816952,33.21662896,122.6081252
42971763,42971744,42971757,42971772,42971723,42971747,42971776,42971820,,257.3,240.25,257.25,274.5,282.5,298.5125,312.2525,306.78,50000,1,0,105.2905007,98.0472558,101.6551008,94.43941077,171.9870496,101.4771933,97.86934828,97.86934828,84.36116081,37.79304906,110.831058
42971735,42971767,42971776,42971750,42971723,42971747,42971800,42971820,,257.82,242.125,257,271.5,282.5,298,315.0075,318.28,49900,1,0,105.3928786,97.93727953,101.6428313,94.23172779,171.9517039,101.5673545,97.86180275,97.86180275,84.23590009,39.46263691,98.37409258
42971735,42971779,42971776,42971757,42971820,42971744,42971772,42971723,,258.1,241,258.5,275.5,284.5,298.2625,315.51,320.34,49800,1,0,105.5199019,97.90139293,101.6577118,94.14507404,171.9363599,101.5891511,97.83283218,97.83283218,84.14538857,39.89513622,107.6383114
42971732,42971744,42971767,42971800,42971820,42971735,42971776,42971747,,258.08,243.75,257.75,274.0625,283.5375,299.25,316.01,324.76,49800,1,0,105.4755213,97.9174224,101.6767136,94.1581312,171.9242588,101.5910263,97.83173514,97.83173514,84.14208879,40.33890077,114.152956
42971735,42971822,42971767,42971757,42971723,42971787,42971776,42971747,,255.58,239.25,255,271.0625,280.5,296.775,319.25,299.01,49900,1,0,104.6940769,97.7343457,101.2067435,94.26194789,171.7284892,101.3034076,97.83100979,97.83100979,84.52445138,36.29869986,71.39469981
42971735,42971779,42971767,42971757,42971820,42971732,42971776,42971744,,257.89,241.25,258,275.25,285.25,300.55,315.25,320.88,50000,1,0,105.4834571,97.95046997,101.6886999,94.21224003,171.907895,101.5364575,97.79822761,97.79822761,84.1369533,39.82274918,134.1056108
42971822,42971767,42971757,42971800,42971723,42971735,42971772,42971747,,256.82,239.5,256,273.25,283.5,299.775,315.5075,310.13,49900,1,0,105.1403363,97.90280305,101.5111452,94.29446092,171.8383006,101.392511,97.78416885,97.78416885,84.29395362,38.05384227,75.68475008
42971735,42971767,42971784,42971800,42971723,42971744,42971772,42971776,,258.14,242.25,258.25,274.3125,282.5,299.2625,317.505,327.04,49800,1,0,105.4213354,97.81812381,101.6183478,94.01789979,171.8608625,101.5786385,97.77841447,97.77841447,84.04552663,40.44230248,98.74415994
42971735,42971744,42971767,42971757,42971772,42971747,42971776,42971800,,258.53,241.9375,257.375,275.3125,284.7875,302.525,318.765,334.21,49700,1,0,105.5797796,97.86080406,101.7327699,93.98883818,171.8374296,101.6243171,97.75235125,97.75235125,83.93271521,41.59364863,131.7260981
42971747,42971767,42971800,42971738,42971820,42971744,42971772,42971723,,257.14,239.4375,255.875,272,281.5,301.2625,316.0075,314.08,50000,1,0,105.1337698,97.89617241,101.5641576,94.22818724,171.8175177,101.4118693,97.74388415,97.74388415,84.18171297,38.73416371,101.5066147
42971747,42971779,42971757,42971800,42971723,42971767,42971776,42971744,,258.13,240.9375,257.25,272.75,283,298.7625,315.26,325.59,49800,1,0,105.4478364,97.83625558,101.6236439,94.04886726,171.8834557,101.5307979,97.74340955,97.74340955,84.0237422,40.48439111,102.1865129
42971735,42971767,42971779,42971800,42971723,42971747,42971776,42971772,,258.3,241.25,257.5,275.5,284,298.25,319.2625,330.94,49800,1,0,105.4850557,97.69506931,101.5456769,93.84446173,171.809347,101.5939726,97.74336499,97.74336499,83.95393714,41.18594876,83.52473974
42971735,42971767,42971779,42971757,42971820,42971744,42971784,42971723,,256.79,239.75,256.25,271.8125,282.75,297.55,314.25,310.28,49900,1,0,105.1024688,97.81754859,101.4259452,94.20915198,171.8289569,101.3418374,97.73344074,97.73344074,84.24432536,38.35639762,105.0220847
42971735,42971767,42971784,42971772,42971761,42971744,42971776,42971747,,257.12,240.6875,255.25,274.0625,282.75,298.25,314.755,315.09,50000,1,0,105.1813407,97.82334917,101.4798507,94.16684762,171.8343285,101.3882749,97.73177332,97.73177332,84.18185532,38.54336045,131.8594456
42971735,42971822,42971767,42971738,42971820,42971747,42971776,42971723,,255.87,240.25,255.875,271.3125,279.25,295.025,314.765,300.22,50000,1,0,104.7359111,97.71017907,101.2085455,94.21181265,171.7658205,101.2238827,97.72551629,97.72551629,84.38183069,36.56178662,82.28539824
42971822,42971767,42971757,42971800,42971723,42971735,42971776,42971744,,256.79,240,256.375,272.75,282.2875,298.8,317.5075,314.94,49700,1,0,105.0413915,97.72423458,101.3775088,94.07096033,171.7392016,101.3531651,97.69989081,97.69989081,84.16589779,38.60375845,79.30780053
42971735,42971779,42971767,42971800,42971723,42971747,42971813,42971744,,256.42,240,255.5,273,282,297.7625,316.755,311.96,50000,1,0,104.9439388,97.71252785,101.3108168,94.1142389,171.7352779,101.297417,97.69912806,97.69912806,84.23435713,38.42036157,94.13138032
42971735,42971744,42971784,42971800,42971723,42971747,42971767,42971820,,256.98,240.4375,256.625,272,280,294.775,312.5,314.16,49700,1,0,105.0581932,97.73574472,101.3652026,94.10628685,171.8453207,101.3185187,97.68906085,97.68906085,84.17157343,38.8535435,88.18906546
42971735,42971744,42971776,42971800,42971723,42971806,42971772,42971747,,255.57,238.1875,255.25,271.5625,281.5,295.7875,311.5075,296.51,50000,1,0,104.7591764,97.79961898,101.2380958,94.36114216,171.793253,101.1271455,97.68866869,97.68866869,84.41641604,33.35241283,90.64168334
42971735,42971767,42971813,42971757,42971820,42971732,42971800,42971723,,255.49,238.1875,254.875,274.8125,284.7875,301.025,319.2525,299.4,50000,1,0,104.7716782,97.72636841,101.2367101,94.21602676,171.6248975,101.1929675,97.68262582,97.68262582,84.34158657,36.88002841,108.2621813
42971747,42971767,42971784,42971757,42971723,42971744,42971776,42971787,,256.76,239.75,256.125,271,280.5375,296.7625,307.755,305.76,50000,1,0,105.0656981,97.93677927,101.4929076,94.38065096,171.9242588,101.2332853,97.67715699,97.67715699,84.24146425,37.37970679,88.35686445
42971735,42971822,42971784,42971772,42971723,42971744,42971776,42971747,,256.14,240,255.625,273.25,281.75,297,313.7625,304.24,49900,1,0,104.8850547,97.75241647,101.2930951,94.21173786,171.7643082,101.21204,97.6713614,97.6713614,84.27497461,37.22538377,78.33963633
42971735,42971744,42971779,42971800,42971723,42971747,42971776,42971787,,256.32,239.25,256.25,272.75,281.825,297.2625,313.2575,306.49,50000,1,0,104.9268556,97.74009494,101.3108597,94.16933014,171.7595439,101.2054571,97.63469233,97.63469233,84.20129333,37.78489183,95.54271698
42971822,42971744,42971767,42971757,42971761,42971735,42971776,42971747,,255.77,238,255.5,272.5,281.25,297.525,313.7525,302.99,49900,1,0,104.7563005,97.72078297,101.2303348,94.21123119,171.7126676,101.1316154,97.62206366,97.62206366,84.27104048,36.79114406,70.42653561
42971732,42971787,42971757,42971800,42971820,42971735,42971776,42971723,,255.39,238.25,255.625,274,284.5,299.275,315.7525,293.93,50000,1,0,104.7506544,97.71261659,101.1954341,94.2297991,171.6491636,101.10093,97.61811251,97.61811251,84.3084452,36.27003566,117.1692252
42971747,42971767,42971779,42971772,42971723,42971744,42971800,42971761,,256.81,239.1875,254.5,273.0625,282.75,297.8,314.0025,313.58,50000,1,0,105.0607487,97.68526106,101.3430733,94.02744881,171.7362821,101.2430215,97.5852093,97.5852093,84.04590873,38.59509579,94.28629875
42971732,42971767,42971779,42971757,42971820,42971744,42971800,42971723,,256.44,239,256.25,273,282.25,298.5375,318.2525,311.78,49900,1,0,104.9040379,97.57678186,101.2314239,93.92213982,171.6287281,101.2388751,97.58423304,97.58423304,84.06233947,38.72182695,112.7200365
42971735,42971767,42971784,42971757,42971820,42971732,42971776,42971744,,256.75,239.9375,256.5,274.25,284.5,299.25,313.505,313.29,49900,1,0,105.1034389,97.72354695,101.3768783,94.07021559,171.7267745,101.2134588,97.56012742,97.56012742,84.02761641,38.66992173,122.3672152
42971732,42971779,42971767,42971757,42971820,42971735,42971776,42971747,,256.91,240.5,256.875,274,284.5,298.75,316.275,317.19,49900,1,0,105.1146198,97.6174332,101.3211481,93.91371828,171.675259,101.2602116,97.55649667,97.55649667,83.96744564,39.38097778,110.1856112
42971787,42971767,42971757,42971772,42971723,42971747,42971800,42971744,,256.85,239.625,256.25,272.75,282.5,297.2625,311.0025,312.87,49900,1,0,105.083179,97.73027211,101.3722887,94.08825555,171.7801864,101.1969115,97.55489494,97.55489494,84.02985095,38.45544523,68.24929118
42971732,42971744,42971784,42971757,42971820,42971735,42971800,42971747,,255.03,238.5,256.25,272.5,281.75,297.25,317.025,296.27,50000,1,0,104.5237117,97.5308587,101.0057766,94.05594082,171.5541467,101.0176959,97.54277798,97.54277798,84.2548623,36.7794391,94.15715933
42971735,42971744,42971779,42971757,42971820,42971747,42971813,42971723,,255.24,239,254.25,272.75,281.5,297.775,313.7525,297.67,49900,1,0,104.6011912,97.64531392,101.1147992,94.17582867,171.6296547,101.0078161,97.53833082,97.53833082,84.24776742,36.80336946,92.86626577
42971735,42971779,42971767,42971757,42971820,42971747,42971784,42971723,,255.81,239.25,255,272.5,280.25,296.525,316.2575,306.59,49800,1,0,104.6723355,97.51012954,101.0840111,93.93624794,171.5963208,101.0960792,97.52219761,97.52219761,84.10530551,37.9308931,85.35768986
42971732,42971744,42971757,42971800,42971820,42971735,42971776,42971761,,255.58,238.25,255.5,275.5625,283.7875,298.2625,313.7625,297.91,50000,1,0,104.7616521,97.64079421,101.1607657,94.12082275,171.6333419,101.0379785,97.51800706,97.51800706,84.16387498,36.76209099,107.724309
42971735,42971767,42971784,42971800,42971723,42971747,42971776,42971772,,257.16,240.9375,257,273.25,281.25,297.0125,317.755,323.35,49700,1,0,105.0349849,97.47021224,101.2359212,93.70450324,171.6282265,101.2783436,97.51263463,97.51263463,83.85197007,39.9936581,100.2630711
42971806,42971744,42971767,42971772,42971723,42971747,42971776,42971761,,254.82,236.75,253.5,269.3125,279.2875,294.05,310.005,292.48,50000,1,0,104.441994,97.60029271,100.9898726,94.21071277,171.6601799,100.8897318,97.50015185,97.50015185,84.30565445,32.49628791,70.16404867
42971747,42971744,42971767,42971738,42971820,42971787,42971776,42971723,,255.9,240.75,254,270.5,279.0375,293.0125,310.255,302.96,50000,1,0,104.706337,97.55417569,101.0862165,94.02213484,171.7077064,101.0281281,97.49608722,97.49608722,84.11757286,36.9476431,76.7260313
42971735,42971779,42971776,42971757,42971820,42971747,42971772,42971723,,257.12,240.25,256.5,274.25,283.25,299.2625,313.265,316.65,49700,1,0,105.1335515,97.6609105,101.3827144,93.93910662,171.7037238,101.2114343,97.48963038,97.48963038,83.87441005,39.45256179,138.6021256
42971735,42971822,42971767,42971772,42971723,42971744,42971800,42971761,,255.47,237.75,254.125,271.75,281.5375,297,314.25,302.93,49900,1,0,104.6367907,97.54555639,101.0692546,94.02185822,171.592028,101.003327,97.47962886,97.47962886,84.12600264,36.80222709,67.24667549
42971732,42971744,42971776,42971757,42971723,42971787,42971772,42971820,,256.38,241.25,256.25,273.625,282,296.275,307.515,302.01,50000,1,0,104.9555323,97.72892115,101.3002255,94.15761683,171.7769342,101.0492702,97.47796584,97.47796584,84.04171866,37.1865817,93.00830364
42971735,42971744,42971767,42971800,42971728,42971747,42971776,42971820,,257.09,242.4375,257.5,271.5,280.2875,293.025,309.265,316.66,49900,1,0,105.0578547,97.56202149,101.2442135,93.87982949,171.7737129,101.1549913,97.47279929,97.47279929,83.89834519,39.02606335,86.08493209
42971735,42971744,42971813,42971757,42971820,42971732,42971776,42971747,,255.2,239.5,255.75,273.5,282.25,299.5,316.2525,300.68,49900,1,0,104.567135,97.55213865,101.0665586,94.03771866,171.5274723,100.9801326,97.46571259,97.46571259,84.13175356,37.10419917,92.05302
42971735,42971822,42971757,42971750,42971820,42971747,42971772,42971723,,254.58,236.75,254,271.5,280.75,294.75,315.25,291.12,50000,1,0,104.3645184,97.42202009,100.8479548,93.99608534,171.5135928,100.8874322,97.46149742,97.46149742,84.23987988,35.82288834,100.2070427
42971735,42971779,42971776,42971750,42971820,42971744,42971772,42971723,,257.04,240.1875,256.25,274,282,297.5,311.5025,315.62,50000,1,0,105.078075,97.62913455,101.3318498,93.92641932,171.7172753,101.1641374,97.46142221,97.46142221,83.86836876,39.20630408,114.9790883
42971735,42971744,42971757,42971772,42971820,42971732,42971767,42971800,,256.84,239.75,256.75,275.25,283,299.25,317.005,320.4,49800,1,0,104.9996413,97.50051223,101.2397318,93.76129262,171.582702,101.1849203,97.44570065,97.44570065,83.82383839,39.78279085,116.5453434
42971735,42971787,42971784,42971800,42971723,42971747,42971776,42971744,,255.18,240,255,270.75,279.25,295.275,312.75,298.9,49900,1,0,104.4829144,97.49044652,100.9763127,94.0045803,171.5784234,100.920859,97.43499281,97.43499281,84.13035711,36.69105825,85.58572531
42971732,42971767,42971779,42971800,42971820,42971735,42971772,42971723,,256.61,239,257.5,274.5625,283.75,298.5,317.01,317.13,49900,1,0,104.9587703,97.45129678,101.1691581,93.73343546,171.5546194,101.139293,97.4214317,97.4214317,83.82977763,39.39284097,58.64946842
42971735,42971744,42971767,42971757,42971723,42971787,42971779,42971820,,255.64,238.6875,254.5,272.25,281.75,297.5,313.505,306.27,49800,1,0,104.6750037,97.52356913,101.0819097,93.96522858,171.5750731,100.9763366,97.41799606,97.41799606,84.02318623,37.64023461,89.73374963
42971735,42971744,42971828,42971750,42971820,42971747,42971776,42971723,,253.79,237.75,252,269,278.075,294.2625,313.0025,286.91,49900,1,0,104.0740035,97.42339633,100.742176,94.1046167,171.4847233,100.7280258,97.40924621,97.40924621,84.32518127,33.50788764,56.59688711
42971735,42971779,42971784,42971757,42971723,42971767,42971776,42971772,,256.97,239.75,256.5,273.5,283,299.7625,314.51,319.47,49900,1,0,105.0442343,97.55118973,101.2958375,93.80654198,171.6118627,101.1466632,97.40201545,97.40201545,83.76972293,39.48192401,120.4308867
42971735,42971763,42971757,42971800,42971772,42971744,42971776,42971747,,255.96,238.25,256.625,273.75,282.5,299.3,316.005,309.91,50000,1,0,104.7505743,97.48471304,101.1168817,93.85254438,171.5259201,101.0293865,97.39721786,97.39721786,83.91626703,38.18128355,160.27596
42971735,42971744,42971767,42971750,42971772,42971747,42971776,42971800,,257.47,240.75,256.375,273.5,281.75,300.75,315.2525,329.49,49900,1,0,105.1191261,97.55507736,101.3734396,93.73671515,171.618345,101.2146638,97.39630155,97.39630155,83.67105566,40.87548986,84.41110253
42971732,42971744,42971767,42971757,42971820,42971806,42971776,42971723,,254.45,237.9375,254.5,271.5,280.2875,294,310.7525,290.68,49900,1,0,104.3378226,97.46578261,100.8521924,94.07937287,171.5526259,100.7768998,97.39049006,97.39049006,84.21339964,32.60299297,66.56677127
42971735,42971787,42971757,42971750,42971820,42971747,42971800,42971723,,253.62,237.5,252.25,268.75,279.2875,296.7625,319.5025,285.78,50000,1,0,103.9987178,97.28359365,100.654716,93.91247129,171.327708,100.7596286,97.38850622,97.38850622,84.25863978,35.30869395,105.9815526
42971735,42971809,42971757,42971772,42971723,42971747,42971779,42971776,,253.84,236.4375,254.25,272,281.25,296.7625,317.5025,289.08,50000,1,0,104.143316,97.34186881,100.7217832,93.96195444,171.3778449,100.7646341,97.38471969,97.38471969,84.23759612,32.63477435,108.2406044
42971735,42971744,42971779,42971757,42971820,42971747,42971767,42971750,,256.12,239.1875,254.5,271.8125,279.5375,296.25,313.01,312.73,50000,1,0,104.7140073,97.462361,101.0888958,93.83582619,171.5864394,101.0092814,97.38274656,97.38274656,83.90127313,38.76724236,75.42226315
42971735,42971779,42971757,42971728,42971820,42971767,42971776,42971747,,255.92,239.9375,254.75,272.5,280.5375,294.7625,315.2625,309.09,50000,1,0,104.6719971,97.33599311,100.9626088,93.70937739,171.5247131,101.0020609,97.37544514,97.37544514,83.90158636,38.09931614,99.85855222
42971732,42971767,42971800,42971772,42971723,42971787,42971776,42971747,,256.58,240.25,257,273.5,281.5375,294.7625,310.5225,312.61,50000,1,0,104.9219996,97.47301485,101.1386079,93.80742185,171.6499214,101.0309737,97.36538068,97.36538068,83.82714925,38.38975859,91.47649407
42971735,42971787,42971757,42971772,42971820,42971732,42971767,42971747,,255.63,239.6875,256.125,274.25,281.7875,295.275,311.7875,304.47,50000,1,0,104.6724668,97.44616587,101.004509,93.8878227,171.5719897,100.9191881,97.36084496,97.36084496,83.9664173,37.40733138,86.11070514
42971735,42971767,42971828,42971757,42971723,42971787,42971772,42971747,,253.58,237.1875,252.75,268.75,278.0375,297,312.0075,285.63,50000,1,0,104.0104272,97.48870327,100.7889422,94.1884643,171.4571618,100.653428,97.35318907,97.35318907,84.29574512,33.00788004,59.29910541
42971732,42971767,42971800,42971772,42971761,42971744,42971776,42971747,,256.77,238.9375,256.5,274.3125,284.0375,299.25,311.0075,316.59,50000,1,0,105.0455192,97.58299563,101.2857426,93.88024865,171.6340997,101.0448235,97.34207657,97.34207657,83.75938038,38.91057102,122.1994162
42971732,42971744,42971767,42971757,42971820,42971747,42971784,42971761,,254.28,237.75,253.875,269.75,278.5,294.7875,315.0025,292.24,50000,1,0,104.1701896,97.30756747,100.7335885,93.88154647,171.4210736,100.7641461,97.3381251,97.3381251,84.12796466,35.83534565,65.33612013
42971735,42971787,42971767,42971847,42971723,42971744,42971776,42971747,,253.26,238,253,268,276.5,292.25,313.005,287.15,49900,1,0,103.8590523,97.28538356,100.5600155,94.01075164,171.4098727,100.6124664,97.33783445,97.33783445,84.31831045,30.38583539,53.0598402
42971735,42971767,42971776,42971750,42971723,42971747,42971800,42971818,,253.06,236.75,252.25,268.75,277.2875,293.25,317.2575,285.04,50000,1,0,103.789172,97.17995937,100.4750992,93.88481956,171.3072924,100.6264536,97.33131381,97.33131381,84.29897748,27.68185441,61.3558948
42971822,42971744,42971767,42971800,42971723,42971732,42971776,42971761,,255.03,237.25,254.5,272,282.2875,295.75,311.0075,297.32,50000,1,0,104.5334008,97.45386356,100.9379189,93.9698082,171.5358717,100.8126928,97.32863741,97.32863741,84.03158424,36.11354941,93.2836771
42971747,42971822,42971767,42971757,42971723,42971744,42971800,42971761,,254.32,235.1875,253.125,269.5,278.75,297.5125,313.755,293.89,49800,1,0,104.1943944,97.4132051,100.839169,93.98724121,171.4335007,100.7409404,97.31497656,97.31497656,84.10333411,35.77403226,68.24060678
42971735,42971744,42971767,42971772,42971761,42971747,42971776,42971787,,255.97,239.9375,254.75,271.5625,280.25,296,310.5,311.08,49900,1,0,104.7013362,97.45664844,101.0630939,93.85020296,171.5804447,100.9138558,97.30741036,97.30741036,83.85179792,37.82370661,84.26907063
42971735,42971744,42971767,42971757,42971820,42971732,42971776,42971787,,255.6,240.25,256.5,273,282.75,298.5125,314.7525,309.28,49800,1,0,104.6497041,97.40684209,101.0101174,93.8035668,171.4728907,100.909787,97.30651169,97.30651169,83.86830624,37.94790483,104.8198223
42971747,42971779,42971776,42971757,42971820,42971744,42971750,42971723,,255.89,238.25,253.5,271.0625,281.0375,297.25,311.0075,306.58,49900,1,0,104.6996016,97.47157873,101.0765597,93.86659779,171.558748,100.9017508,97.2967699,97.2967699,83.84570023,38.11094322,69.61328983
42971735,42971779,42971776,42971757,42971723,42971767,42971813,42971761,,254.66,236.75,254.5,271.75,281.5,298.5125,316,298.44,50000,1,0,104.3446374,97.34637339,100.8492411,93.8435057,171.3843527,100.7876217,97.28475397,97.28475397,83.98312527,36.4050005,137.3972416
42971735,42971767,42971757,42971750,42971820,42971744,42971776,42971761,,255.53,238.75,254.5,271.0625,280.75,295,313.2525,306.78,49900,1,0,104.5693026,97.31355794,100.9002478,93.72686813,171.4845141,100.8694772,97.28278738,97.28278738,83.86386085,37.62721438,98.09003472
42971735,42971787,42971779,42971750,42971723,42971744,42971767,42971820,,254.58,237.5,254.25,269.25,278.25,294,317.035,301.55,50000,1,0,104.1981506,97.16082235,100.6655592,93.65608547,171.3559885,100.785218,97.28048108,97.28048108,83.98006141,36.99033576,79.07108068
42971732,42971822,42971800,42971772,42971723,42971744,42971776,42971747,,255.79,238.75,255.75,273.0625,282,297.2625,309.7625,305.74,49900,1,0,104.7128935,97.48768478,101.0746088,93.90076074,171.5640795,100.8607534,97.27382937,97.27382937,83.84466437,37.5800377,77.04874873
42971735,42971787,42971767,42971757,42971820,42971744,42971784,42971723,,254.5,238.75,253.25,269.25,279.75,295.5,314.7525,298.68,49700,1,0,104.2512026,97.27350752,100.7469495,93.80006556,171.3939526,100.7461976,97.27275567,97.27275567,84.00670914,36.55058871,71.63561583
42971747,42971767,42971784,42971800,42971723,42971744,42971772,42971761,,255.67,238,253.875,271.8125,280.75,295.75,309.7525,305.99,49900,1,0,104.6369477,97.43354669,101.0064604,93.86063304,171.5551616,100.8422905,97.26937684,97.26937684,83.85883957,37.47780764,86.49365902
42971747,42971763,42971767,42971757,42971761,42971744,42971776,42971772,,255.21,238,254.5,271.25,280.25,297.525,316.2575,305.88,50000,1,0,104.4320784,97.2841472,100.867419,93.70087542,171.392847,100.8464319,97.26316016,97.26316016,83.85996456,37.20120607,91.02463722
42971735,42971779,42971800,42971728,42971723,42971767,42971772,42971820,,255.62,238.9375,255.25,270.0625,279.5375,297.5125,316.5075,309.03,50000,1,0,104.5073909,97.26902205,100.9097842,93.62825994,171.4040735,100.896968,97.25620591,97.25620591,83.77974407,38.11079324,53.54616642
42971809,42971744,42971767,42971772,42971723,42971747,42971776,42971761,,254.26,235.9375,254.25,270.5,280.25,293.25,308.7625,292.62,49900,1,0,104.2632172,97.36733135,100.7539251,93.98073759,171.4937716,100.6416725,97.25507876,97.25507876,84.08511511,32.57051869,67.21220613
42971735,42971787,42971767,42971757,42971820,42971747,42971779,42971723,,254.66,238.1875,254.125,271,278.2875,295.7625,317.0075,302.58,49700,1,0,104.2111576,97.19259831,100.7164238,93.66877277,171.3424371,100.7769696,97.25314404,97.25314404,83.93055749,37.22267481,55.18553853
42971735,42971822,42971767,42971738,42971772,42971747,42971776,42971744,,255.52,239.4375,254.5,271,282,297.0125,314.775,311.43,50000,1,0,104.5847505,97.30277237,100.9139493,93.69159548,171.4324617,100.8638997,97.25272284,97.25272284,83.80969402,37.87078247,85.35768986
42971732,42971828,42971767,42971800,42971723,42971735,42971776,42971772,,254.52,237.25,254.625,271.75,280.5,297.5125,316.7525,301.3,49900,1,0,104.253918,97.25397682,100.7586687,93.74928496,171.3376092,100.7534551,97.24876323,97.24876323,83.95069725,35.04400142,50.00912547
42971735,42971809,42971767,42971800,42971723,42971747,42971776,42971761,,253.27,236.25,253.25,269.5,279,294.7625,312.255,284.54,49900,1,0,103.9269908,97.3018573,100.5999642,94.00375037,171.3660009,100.546091,97.24798407,97.24798407,84.20460028,31.7677458,49.86709058
42971735,42971767,42971813,42971800,42971723,42971747,42971776,42971761,,254.85,238.25,253.875,270.8125,280.0375,295.275,314.25,302.32,49800,1,0,104.345458,97.24928153,100.7732105,93.72535258,171.4007165,100.764303,97.24037408,97.24037408,83.91037333,36.87685389,61.97556257
