Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5120529852,sneuman (3/3),0,178.3,1B Pete Alonso 2B Jeremiah Jackson 3B Coby Mayo C Cal Raleigh OF Mike Trout OF Taylor Ward OF Julio Rodriguez P Nick Martinez P Peter Lambert SS Gunnar Henderson,,Logan Gilbert,P,61.18%,3.6
2,5120340909,Smalley620 (11/17),0,170.45,1B Yandy Diaz 2B Michael Massey 3B Ernie Clement C Carter Jensen OF Yordan Alvarez OF Mike Trout OF Kyle Isbel P Jose Soriano P Nick Martinez SS Carlos Correa,,Jose Soriano,P,54.77%,15.05
3,5120384933,bron_shula,0,165.95,1B Nick Kurtz 2B Michael Massey 3B Oswald Peraza C Carter Jensen OF Yordan Alvarez OF Mike Trout OF Jo Adell P Jose Soriano P Peter Lambert SS Jacob Wilson,,Bobby Witt Jr.,SS,25.77%,8
4,5120640451,Kobe108 (64/150),0,165.3,1B Nick Kurtz 2B Oswald Peraza 3B Ernie Clement C Cal Raleigh OF Yordan Alvarez OF Chandler Simpson OF Carlos Cortes P Nick Martinez P Peter Lambert SS Bobby Witt Jr.,,Michael Wacha,P,24.39%,4.6
5,5120595344,nerdytenor (34/150),0,164.45,1B Pete Alonso 2B Michael Massey 3B Junior Caminero C Carter Jensen OF Mike Trout OF Jac Caglianone OF Kyle Isbel P Jose Soriano P Nick Martinez SS Bobby Witt Jr.,,Jo Adell,OF,22.21%,7
6,5120737352,Spukuff,0,161.95,1B Vinnie Pasquantino 2B Sal Stewart 3B Oswald Peraza C Cal Raleigh OF Yordan Alvarez OF Mike Trout OF Jorge Soler P Jose Soriano P Peter Lambert SS J.P. Crawford,,Tanner Bibee,P,21.51%,11.3
7,5120658586,MrFoot (4/4),0,161.5,1B Josh Naylor 2B Michael Massey 3B Daniel Schneemann C Cal Raleigh OF Yordan Alvarez OF Mike Trout OF Randy Arozarena P Michael Wacha P Peter Lambert SS Bobby Witt Jr.,,Cal Raleigh,C,21.50%,29
8,5120500049,ShaidyAdvice (45/150),0,161,1B Pete Alonso 2B Jeremiah Jackson 3B Coby Mayo C Cal Raleigh OF Yordan Alvarez OF Taylor Ward OF Colton Cowser P Logan Gilbert P Nick Martinez SS J.P. Crawford,,Jose Ramirez,3B,20.33%,3
9,5120726507,Numberboy (2/2),0,160.95,1B Yandy Diaz 2B Matt McLain 3B Junior Caminero C Cal Raleigh OF Yordan Alvarez OF Julio Rodriguez OF Randy Arozarena P Jose Soriano P Peter Lambert SS J.P. Crawford,,Mike Trout,OF,19.84%,25
10,5120742937,dcm0816,0,160.3,1B Jonathan Aranda 2B Brayan Rocchio 3B Leo Rivas C Cal Raleigh OF Yordan Alvarez OF Mike Trout OF Taylor Ward P Nick Martinez P Peter Lambert SS Bobby Witt Jr.,,Carter Jensen,C,19.36%,23
