P,P,C,1B,2B,3B,SS,OF,OF,OF
42955485,42955476,42955492,42955496,42955563,42955568,42955507,42955534,42955506,42955502
42955481,42955476,42955492,42955584,42955497,42955489,42955576,42955521,42955506,42955598
42955483,42955476,42955612,42955496,42955569,42955489,42955507,42955521,42955502,42955518
42955485,42955476,42955492,42955496,42955580,42955593,42955526,42955506,42955502,42955508
42955481,42955479,42955639,42955503,42955563,42955489,42955507,42955502,42955506,42955572
42955485,42955476,42955492,42955496,42955545,42955603,42955526,42955502,42955506,42955508
42955483,42955476,42955492,42955496,42955569,42955489,42955576,42955521,42955598,42955508
42955476,42955479,42955492,42955496,42955563,42955593,42955507,42955506,42955502,42955572
42955483,42955481,42955492,42955496,42955545,42955603,42955509,42955502,42955506,42955508
42955476,42955481,42955492,42955496,42955569,42955489,42955576,42955521,42955598,42955506
42955476,42955477,42955510,42955503,42955563,42955489,42955507,42955579,42955572,42955508
42955476,42955480,42955492,42955503,42955497,42955568,42955525,42955615,42955491,42955579
42955481,42955485,42955544,42955554,42955499,42955520,42955487,42955552,42955486,42955508
42955476,42955478,42955517,42955505,42955499,42955611,42955515,42955514,42955610,42955486
42955482,42955478,42955492,42955496,42955593,42955577,42955494,42955506,42955519,42955534
42955481,42955477,42955639,42955503,42955545,42955489,42955507,42955534,42955491,42955579
42955476,42955479,42955639,42955503,42955569,42955568,42955487,42955518,42955491,42955579
42955485,42955483,42955544,42955505,42955499,42955520,42955507,42955579,42955491,42955486
42955479,42955480,42955535,42955512,42955499,42955520,42955515,42955561,42955486,42955552
42955481,42955477,42955597,42955516,42955497,42955603,42955494,42955543,42955491,42955508
42955483,42955485,42955527,42955505,42955499,42955520,42955515,42955500,42955491,42955552
42955476,42955479,42955527,42955495,42955504,42955631,42955509,42955532,42955491,42955524
42955481,42955479,42955492,42955542,42955563,42955555,42955494,42955506,42955519,42955502
42955478,42955477,42955510,42955577,42955493,42955489,42955526,42955567,42955521,42955528
42955476,42955483,42955607,42955571,42955493,42955489,42955525,42955488,42955514,42955598
42955482,42955485,42955535,42955496,42955493,42955593,42955523,42955538,42955502,42955486
42955481,42955484,42955607,42955500,42955563,42955529,42955515,42955488,42955514,42955486
42955483,42955478,42955517,42955571,42955504,42955520,42955509,42955488,42955513,42955524
42955476,42955477,42955510,42955495,42955493,42955577,42955509,42955567,42955561,42955524
42955481,42955477,42955639,42955503,42955580,42955568,42955507,42955498,42955491,42955513
42955476,42955479,42955527,42955496,42955499,42955520,42955515,42955502,42955610,42955552
42955477,42955478,42955492,42955577,42955545,42955555,42955494,42955506,42955534,42955502
42955476,42955482,42955510,42955512,42955493,42955489,42955576,42955533,42955598,42955518
42955481,42955482,42955597,42955516,42955499,42955603,42955515,42955498,42955486,42955508
42955481,42955478,42955517,42955591,42955504,42955529,42955509,42955488,42955514,42955524
42955476,42955478,42955510,42955516,42955493,42955603,42955606,42955488,42955508,42955543
42955476,42955478,42955597,42955516,42955499,42955520,42955526,42955488,42955610,42955498
42955483,42955481,42955639,42955503,42955499,42955520,42955507,42955511,42955486,42955610
42955483,42955481,42955544,42955503,42955499,42955568,42955507,42955488,42955486,42955610
42955482,42955477,42955510,42955584,42955493,42955489,42955494,42955567,42955528,42955572
42955481,42955480,42955492,42955503,42955536,42955568,42955507,42955488,42955506,42955615
42955485,42955479,42955492,42955503,42955493,42955568,42955523,42955615,42955524,42955491
42955482,42955477,42955639,42955584,42955493,42955489,42955494,42955518,42955598,42955533
42955476,42955478,42955612,42955512,42955569,42955489,42955487,42955518,42955598,42955511
42955476,42955485,42955544,42955503,42955504,42955520,42955509,42955572,42955513,42955486
42955483,42955480,42955492,42955584,42955569,42955489,42955494,42955502,42955521,42955533
42955485,42955479,42955492,42955496,42955545,42955529,42955487,42955502,42955559,42955538
42955481,42955482,42955517,42955496,42955504,42955568,42955509,42955502,42955524,42955513
42955476,42955483,42955510,42955584,42955497,42955489,42955576,42955598,42955518,42955488
42955476,42955485,42955492,42955496,42955545,42955529,42955525,42955502,42955506,42955559
42955476,42955482,42955517,42955496,42955504,42955593,42955509,42955506,42955538,42955502
42955476,42955480,42955492,42955496,42955580,42955568,42955526,42955534,42955498,42955511
