rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-3,true,5,3,NYY,ATH,0,3,3,5,2048.023437365891,23300,100.81,26.439087123443336,23.103304842058694,49600,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Ben Rice;Gleyber Torres;Colt Keith;Kevin McGonigle;Aaron Judge;Giancarlo Stanton;Trent Grisham,42565970;42565967;42566091;42565983;42566021;42566012;42565996;42565975;42566003;42566008,MIA;DET;NYY;NYY;DET;DET;DET;NYY;NYY;NYY,41.54;49.50;18.20;27.80;16.19;15.32;29.19;37.12;22.81;26.17
2,nuts,nuts,5-3,true,5,3,NYY,ATH,0,3,3,5,2012.858663692014,23300,100.28,25.839571548578256,22.45032714621635,49800,false,false,Eury Perez;Framber Valdez;Dillon Dingler;Ben Rice;Gleyber Torres;Amed Rosario;Kevin McGonigle;Trent Grisham;Aaron Judge;Giancarlo Stanton,42565970;42565967;42566017;42565983;42566021;42566079;42565996;42566008;42565975;42566003,MIA;DET;DET;NYY;DET;NYY;DET;NYY;NYY;NYY,41.54;49.50;17.40;27.80;16.19;12.74;29.19;26.17;37.12;22.81
3,nuts,nuts,5-3,true,5,3,NYY,ATH,0,4,4,5,2120.4009054893368,23300,100.87,23.92732421598751,20.393121490742306,49700,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Jonathan Aranda;Jazz Chisholm Jr.;Yandy Diaz;Taylor Walls;Trent Grisham;Aaron Judge;Cody Bellinger,42565970;42565967;42566091;42565989;42565999;42565981;42566077;42566008;42565975;42565988,MIA;DET;NYY;TB;NYY;TB;TB;NYY;NYY;NYY,41.54;49.50;18.20;14.27;25.94;18.28;9.33;26.17;37.12;26.80
4,nuts,nuts,5-2,true,5,2,DET,MIN,0,3,3,6,1772.8226081590904,21800,99.45,21.47627238944932,17.816183130459184,49900,false,true,Eury Perez;Framber Valdez;Agustin Ramirez;Ben Rice;Gleyber Torres;Colt Keith;Kevin McGonigle;Jakob Marsee;Kerry Carpenter;Riley Greene,42565970;42565967;42566009;42565983;42566021;42566012;42565996;42565994;42566005;42565992,MIA;DET;MIA;NYY;DET;DET;DET;MIA;DET;DET,41.54;49.50;10.89;27.80;16.19;15.32;29.19;11.40;18.61;21.83
5,nuts,nuts,5-3,true,5,3,NYY,ATH,0,3,3,5,2067.4622124720927,23300,100.50999999999999,26.715812292290533,23.405963199754005,49600,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Ben Rice;Gleyber Torres;Zach McKinstry;Kevin McGonigle;Aaron Judge;Trent Grisham;Cody Bellinger,42565970;42565967;42566091;42565983;42566021;42566034;42565996;42565975;42566008;42565988,MIA;DET;NYY;NYY;DET;DET;DET;NYY;NYY;NYY,41.54;49.50;18.20;27.80;16.19;14.47;29.19;37.12;26.17;26.80
6,nuts,nuts,5-3,true,5,3,CHC,TB,0,4,4,5,2041.6659863944444,23300,99.59,21.931600617261505,18.289589133598504,49400,false,false,Eury Perez;Framber Valdez;Moises Ballesteros;Michael Busch;Nico Hoerner;Matt Shaw;Dansby Swanson;Aaron Judge;Trent Grisham;Cody Bellinger,42565970;42565967;42566045;42565986;42565993;42566067;42566036;42565975;42566008;42565988,MIA;DET;CHC;CHC;CHC;CHC;CHC;NYY;NYY;NYY,41.54;49.50;7.68;19.83;18.11;9.56;18.24;37.12;26.17;26.80
7,nuts,nuts,5-2,true,5,2,NYY,ATH,0,4,5,5,2122.380738698879,23300,100.83999999999997,24.557445225530916,21.066627622704264,49500,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Ben Rice;Nico Hoerner;Alex Bregman;Taylor Walls;Aaron Judge;Trent Grisham;Cody Bellinger,42565970;42565967;42566091;42565983;42565993;42565998;42566077;42565975;42566008;42565988,MIA;DET;NYY;NYY;CHC;CHC;TB;NYY;NYY;NYY,41.54;49.50;18.20;27.80;18.11;17.43;9.33;37.12;26.17;26.80
8,nuts,nuts,5-3,true,5,3,NYY,ATH,0,3,3,6,1829.3168123646599,22500,98.87999999999998,25.51564015686024,22.309252409788197,49600,false,true,Eury Perez;Will Warren;Dillon Dingler;Ben Rice;Gleyber Torres;Ryan McMahon;Kevin McGonigle;Cody Bellinger;Trent Grisham;Aaron Judge,42565970;42565968;42566017;42565983;42566021;42566072;42565996;42565988;42566008;42565975,MIA;NYY;DET;NYY;DET;NYY;DET;NYY;NYY;NYY,41.54;45.89;17.40;27.80;16.19;10.31;29.19;26.80;26.17;37.12
9,nuts,nuts,5-3,true,5,3,NYY,ATH,0,4,4,5,1976.9673745411178,22500,99.65,25.637580492371423,22.231170769461023,49600,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Ben Rice;Jazz Chisholm Jr.;Alex Bregman;Dansby Swanson;Pete Crow-Armstrong;Giancarlo Stanton;Cody Bellinger,42565970;42565967;42566091;42565983;42565999;42565998;42566036;42565977;42566003;42565988,MIA;DET;NYY;NYY;NYY;CHC;CHC;CHC;NYY;NYY,41.54;49.50;18.20;27.80;25.94;17.43;18.24;23.39;22.81;26.80
10,nuts,nuts,5-1,true,5,1,NYY,ATH,1,4,5,6,2173.108372815309,23300,98.98,22.540433225127313,18.926436945738857,49600,false,false,Eury Perez;Framber Valdez;J.C. Escarra;Ben Rice;Gleyber Torres;Ryan McMahon;Jacob Wilson;Pete Crow-Armstrong;Trent Grisham;Aaron Judge,42565970;42565967;42566091;42565983;42566021;42566072;42566006;42565977;42566008;42565975,MIA;DET;NYY;NYY;DET;NYY;ATH;CHC;NYY;NYY,41.54;49.50;18.20;27.80;16.19;10.31;8.58;23.39;26.17;37.12
