P,P,C,1B,2B,3B,SS,OF,OF,OF
42633718,42633720,42633759,42633967,42633767,42633803,42633792,42633786,42633860,42633882
42633718,42633720,42633754,42633928,42633767,42633757,42633792,42633786,42633860,42634084
42633718,42633720,42633828,42633928,42633767,42633757,42633808,42633786,42633860,42633822
42633718,42633720,42634027,42633789,42633743,42633858,42633965,42633738,42634084,42633760
42633720,42633719,42634013,42633784,42633875,42633757,42633808,42633764,42633899,42633756
42633720,42633719,42633779,42633866,42633767,42633858,42633792,42633845,42633860,42633756
42633718,42633719,42634027,42633789,42633875,42633858,42633965,42633781,42633752,42633736
42633730,42633719,42633866,42633789,42633875,42633858,42633808,42633738,42634007,42633736
42633720,42633719,42633759,42633871,42633823,42633803,42633792,42633887,42633793,42633782
42633718,42633720,42633759,42633871,42633904,42633803,42633824,42633899,42633760,42633782
42633718,42633720,42634027,42633789,42633875,42633858,42633761,42633738,42634084,42633749
42633718,42633722,42633759,42633987,42633752,42633771,42633819,42633900,42633882,42633781
42633726,42633717,42633923,42633762,42633743,42633757,42633998,42633738,42633880,42633977
42633718,42633719,42633742,42633789,42633875,42633858,42633808,42633965,42633817,42633790
42633724,42633719,42633754,42633762,42633805,42633757,42633948,42633865,42633902,42633777
42633730,42633719,42633961,42633788,42633883,42633741,42633819,42633802,42633781,42633752
42633716,42633720,42633759,42633745,42633910,42633803,42633935,42633864,42633793,42633882
42633718,42633717,42633742,42633789,42633875,42633858,42633758,42634007,42633965,42633765
42633718,42633717,42633759,42633871,42633838,42633796,42633935,42633793,42633893,42633749
42633722,42633716,42633828,42633779,42633767,42633820,42633829,42633786,42633845,42633843
42633730,42633724,42633742,42633748,42633755,42633798,42633991,42633739,42634004,42633843
42633720,42633717,42633828,42633928,42633767,42633967,42633792,42633738,42633856,42633865
42633718,42633724,42633895,42633751,42633805,42633771,42633948,42633865,42633902,42633739
42633716,42633720,42634016,42633745,42633846,42633870,42633758,42633827,42633812,42633814
42633716,42633724,42633742,42633748,42633767,42633967,42633991,42633860,42633786,42633851
