rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-2,true,5,2,CHC,ARI,2,3,4,7,2349.5531490051467,24000,106.06,17.197604408366328,14.27199235402124,49600,false,false,Chase Burns;Jesus Luzardo;Carson Kelly;Michael Busch;Ketel Marte;Alec Bohm;Dansby Swanson;Lourdes Gurriel Jr.;Seiya Suzuki;Pete Crow-Armstrong,42962148;42962149;42962274;42962248;42962179;42962312;42962242;42962283;42962192;42962188,CIN;PHI;CHC;CHC;ARI;PHI;CHC;ARI;CHC;CHC,34.55;38.05;8.31;18.18;23.37;7.92;13.01;14.46;22.49;14.55
2,nuts,nuts,5-2,true,5,2,CHC,ARI,1,4,5,6,2110.0947846009194,23000,106.07,14.763110310670841,12.864483039307615,49500,false,false,Ranger Suarez;Jesus Luzardo;Ivan Herrera;Michael Busch;Ketel Marte;Alex Bregman;Dansby Swanson;Jose Fermin;Seiya Suzuki;Ian Happ,42962150;42962149;42962217;42962248;42962179;42962218;42962242;42962371;42962192;42962211,BOS;PHI;STL;CHC;ARI;CHC;CHC;STL;CHC;CHC,17.23;38.05;4.35;18.18;23.37;17.41;13.01;3.49;22.49;22.83
3,nuts,nuts,5-3,true,5,3,CHC,ARI,3,3,4,8,2294.7766775876034,24000,106.26999999999998,18.120604065368276,15.23580830670659,50000,false,false,Chase Burns;Jesus Luzardo;Carson Kelly;Michael Busch;Ketel Marte;Nolan Arenado;Dansby Swanson;Lourdes Gurriel Jr.;Pete Crow-Armstrong;Ian Happ,42962148;42962149;42962274;42962248;42962179;42962256;42962242;42962283;42962188;42962211,CIN;PHI;CHC;CHC;ARI;ARI;CHC;ARI;CHC;CHC,34.55;38.05;8.31;18.18;23.37;13.16;13.01;14.46;14.55;22.83
4,nuts,nuts,5-3,true,5,3,PHI,MIA,0,3,3,6,2485.2364072659166,24700,104.26999999999998,11.508948591542595,9.003718005154742,49400,false,true,Max Fried;Jesus Luzardo;Moises Ballesteros;Bryce Harper;Bryson Stott;Alex Bregman;Dansby Swanson;Brandon Marsh;Kyle Schwarber;Justin Crawford,42962147;42962149;42962244;42962194;42962299;42962218;42962242;42962266;42962175;42962333,NYY;PHI;CHC;PHI;PHI;CHC;CHC;PHI;PHI;PHI,24.81;38.05;21.59;9.82;5.54;17.41;13.01;8.13;8.32;2.40
5,nuts,nuts,5-3,true,5,3,PHI,MIA,0,3,3,6,2402.269760039451,24200,104.77,12.535814438443165,9.612588571577252,49900,false,true,Chase Burns;Jesus Luzardo;J.T. Realmuto;Bryce Harper;Ketel Marte;Alec Bohm;Trea Turner;Kyle Schwarber;Lourdes Gurriel Jr.;Jorge Barrosa,42962148;42962149;42962411;42962194;42962179;42962312;42962200;42962175;42962283;42962332,CIN;PHI;PHI;PHI;ARI;PHI;PHI;PHI;ARI;ARI,34.55;38.05;5.13;9.82;23.37;7.92;11.99;8.32;14.46;5.42
6,nuts,nuts,5-3,true,5,3,PHI,MIA,0,3,3,6,2440.1639289195305,24200,104.74000000000001,13.095118854696347,10.151646037383188,49600,false,true,Chase Burns;Jesus Luzardo;Gabriel Moreno;Bryce Harper;Ketel Marte;Alec Bohm;Trea Turner;Kyle Schwarber;Felix Reyes;Lourdes Gurriel Jr.,42962148;42962149;42962254;42962194;42962179;42962312;42962200;42962175;42962384;42962283,CIN;PHI;ARI;PHI;ARI;PHI;PHI;PHI;PHI;ARI,34.55;38.05;9.89;9.82;23.37;7.92;11.99;8.32;4.35;14.46
7,nuts,nuts,5-2,true,5,2,PHI,MIA,0,3,3,6,2520.0198411917318,24700,104.12,11.112933171627807,8.618133160958829,49500,false,true,Max Fried;Jesus Luzardo;Austin Wells;Bryce Harper;Jazz Chisholm Jr.;Alec Bohm;Trea Turner;Kyle Schwarber;Justin Crawford;Teoscar Hernandez,42962147;42962149;42962324;42962194;42962219;42962312;42962200;42962175;42962333;42962214,NYY;PHI;NYY;PHI;NYY;PHI;PHI;PHI;PHI;LAD,24.81;38.05;9.97;9.82;16.31;7.92;11.99;8.32;2.40;10.05
8,nuts,nuts,5-2,true,5,2,CHC,ARI,1,4,5,6,2375.057894031217,23900,104.32,11.494662059124185,8.98974931565688,49900,false,false,Max Fried;Jesus Luzardo;Moises Ballesteros;Michael Busch;Matt McLain;Alex Bregman;Geraldo Perdomo;Spencer Steer;Seiya Suzuki;Ian Happ,42962147;42962149;42962244;42962248;42962264;42962218;42962222;42962277;42962192;42962211,NYY;PHI;CHC;CHC;CIN;CHC;ARI;CIN;CHC;CHC,24.81;38.05;21.59;18.18;0.87;17.41;16.44;0.85;22.49;22.83
9,nuts,nuts,5-2,true,5,2,CHC,ARI,0,4,4,5,2386.126568311078,23900,104.89999999999999,13.91536490209616,11.41551662745046,49800,false,false,Max Fried;Jesus Luzardo;Moises Ballesteros;Jonathan Aranda;Bryson Stott;Alex Bregman;Dansby Swanson;Brandon Marsh;Seiya Suzuki;Ian Happ,42962147;42962149;42962244;42962225;42962299;42962218;42962242;42962266;42962192;42962211,NYY;PHI;CHC;TB;PHI;CHC;CHC;PHI;CHC;CHC,24.81;38.05;21.59;2.55;5.54;17.41;13.01;8.13;22.49;22.83
10,nuts,nuts,5-2,true,5,2,CHC,ARI,0,4,4,5,2490.8633041578173,24700,104.99999999999999,14.313522809210902,11.825254324634008,49400,false,false,Max Fried;Jesus Luzardo;Carson Kelly;Michael Busch;Marcelo Mayer;Alec Bohm;Dansby Swanson;Kyle Schwarber;Seiya Suzuki;Ian Happ,42962147;42962149;42962274;42962248;42962313;42962312;42962242;42962175;42962192;42962211,NYY;PHI;CHC;CHC;BOS;PHI;CHC;PHI;CHC;CHC,24.81;38.05;8.31;18.18;5.75;7.92;13.01;8.32;22.49;22.83
