P,P,C,1B,2B,3B,SS,OF,OF,OF
42714935,42714933,42715018,42714974,42715072,42714955,42714951,42715019,42714990,42714948
42714935,42714933,42714982,42714974,42715062,42714964,42714947,42714986,42715019,42714973
42714935,42714933,42715100,42714974,42715006,42714964,42714947,42715082,42715038,42714973
42714935,42714933,42714985,42714957,42715054,42714964,42714946,42715009,42715017,42714973
42714935,42714933,42714963,42714987,42715006,42714944,42715050,42714972,42715012,42714973
42714935,42714933,42714993,42714987,42715054,42714964,42714947,42715082,42714969,42714976
42714935,42714933,42715100,42714974,42715054,42714964,42714947,42715038,42714973,42714976
42714935,42714933,42714963,42714987,42715006,42715074,42715050,42714969,42714948,42714973
42714935,42714933,42714963,42714958,42715062,42714968,42715050,42714969,42714973,42714976
42714935,42714933,42714963,42714958,42715006,42714968,42715050,42714973,42715029,42714976
42714935,42714933,42714993,42714974,42715054,42714968,42714947,42715019,42714976,42714973
42714939,42714935,42715100,42714957,42715046,42715048,42714946,42714966,42714948,42714990
42714936,42714933,42715087,42714962,42715024,42714980,42715011,42714943,42714969,42714998
42714939,42714942,42715002,42714962,42714989,42714960,42714947,42714943,42714991,42715017
42714939,42714938,42714985,42714952,42715024,42714980,42714951,42714998,42714948,42714978
42714934,42714933,42714963,42714952,42715004,42714980,42715011,42714978,42714990,42715034
42714934,42714933,42715100,42714957,42715054,42715048,42714945,42715042,42715017,42714966
42714942,42714935,42715100,42714957,42714970,42715048,42714946,42714943,42714981,42715017
42714935,42714933,42715100,42714974,42714989,42714964,42714946,42715017,42715019,42715048
42714939,42714940,42714949,42714950,42714989,42714988,42714946,42714966,42715009,42715017
42714937,42714933,42715087,42714952,42714953,42715024,42714947,42715001,42714998,42714978
42714934,42714935,42714949,42714974,42715004,42714988,42714984,42714965,42715083,42714976
42714934,42714935,42715100,42714977,42715079,42714954,42714946,42714967,42715009,42715017
42714939,42714933,42715002,42714952,42715058,42715024,42714960,42715020,42714943,42714978
42714942,42714939,42715100,42714957,42715072,42714970,42714946,42714943,42714966,42715017
42714939,42714935,42714949,42714957,42714997,42715074,42714946,42715017,42715009,42714966
42714936,42714938,42714993,42714974,42715058,42714964,42714947,42715038,42714978,42714948
42714940,42714933,42715100,42714957,42715004,42714954,42714946,42715070,42714966,42715017
42714934,42714933,42714993,42714957,42714989,42715048,42714946,42715009,42715082,42714969
42714936,42714935,42714949,42714962,42714997,42714964,42714947,42715082,42715019,42715054
42714942,42714935,42715002,42714958,42714991,42714955,42714960,42714981,42715035,42714943
42714936,42714933,42714963,42714952,42715058,42715024,42714960,42714943,42714998,42715034
42714935,42714933,42714963,42714958,42715006,42715048,42714945,42715035,42715042,42714966
42714936,42714937,42714993,42714962,42715054,42714964,42714947,42714981,42714943,42715082
42714941,42714935,42714993,42714974,42714953,42714964,42714947,42714991,42714981,42715019
42714940,42714937,42714963,42714987,42714953,42714960,42715074,42714943,42714976,42714973
42714941,42714935,42715023,42714962,42715006,42714944,42714945,42714972,42715035,42714986
42714939,42714933,42714963,42714987,42715054,42715048,42714946,42714966,42714976,42714973
42714940,42714935,42715023,42714962,42714958,42714960,42715036,42714972,42714981,42714943
42714942,42714933,42715018,42714999,42714953,42714960,42715050,42714981,42714943,42714969
42714935,42714933,42714985,42714957,42715072,42715048,42714946,42714969,42714973,42715012
