rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-1,true,5,1,SF,WSH,0,4,5,6,2048.3163818121457,22500,97.54,10.685080852634787,8.269737360739793,48800,false,true,Robbie Ray;Joey Cantillo;Liam Hicks;Casey Schmitt;Brice Turang;Matt Chapman;Willy Adames;Drew Gilbert;Heliot Ramos;Chandler Simpson,42684324;42684332;42684388;42684464;42684350;42684384;42684387;42684599;42684481;42684380,SF;CLE;MIA;SF;MIL;SF;SF;SF;SF;TB,29.23;30.34;1.94;6.23;13.78;13.44;15.09;4.95;6.41;20.41
2,nuts,nuts,5-2,true,5,2,SF,WSH,0,4,4,6,2198.2038122066842,23400,97.8,13.089833151847316,10.658279126102219,49300,false,true,Robbie Ray;Joey Cantillo;Hunter Feduccia;Rafael Devers;Luis Arraez;Matt Chapman;Willy Adames;Drew Gilbert;Cedric Mullins;Aaron Judge,42684324;42684332;42684550;42684357;42684401;42684384;42684387;42684599;42684488;42684341,SF;CLE;TB;SF;SF;SF;SF;SF;TB;NYY,29.23;30.34;7.12;9.56;11.47;13.44;15.09;4.95;13.62;15.60
3,nuts,nuts,5-2,true,5,2,STL,HOU,0,5,5,5,1998.999749874922,22900,97.79999999999998,11.476185288084569,9.042039302146897,50000,false,false,Robbie Ray;Joey Cantillo;Ivan Herrera;Sal Stewart;JJ Wetherholt;Nolan Gorman;Elly De La Cruz;Cedric Mullins;Nathan Church;Jordan Walker,42684324;42684332;42684412;42684373;42684372;42684440;42684346;42684488;42684532;42684376,SF;CLE;STL;CIN;STL;STL;CIN;TB;STL;STL,29.23;30.34;15.46;5.64;13.39;5.11;12.74;13.62;4.03;10.71
4,nuts,nuts,5-3,true,5,3,SF,WSH,0,3,3,6,2051.243525279239,22500,97.69,12.970908995905633,10.537375742548932,49200,false,true,Robbie Ray;Joey Cantillo;Gary Sanchez;Rafael Devers;Brice Turang;Matt Chapman;Willy Adames;Jung Hoo Lee;Drew Gilbert;Garrett Mitchell,42684324;42684332;42684438;42684357;42684350;42684384;42684387;42684445;42684599;42684451,SF;CLE;MIL;SF;MIL;SF;SF;SF;SF;MIL,29.23;30.34;14.86;9.56;13.78;13.44;15.09;8.87;4.95;8.72
5,nuts,nuts,5-2,true,5,2,MIL,MIA,0,5,5,5,2146.2758443406105,22700,98.36999999999999,11.452630043640422,9.018846406689342,48500,false,false,Robbie Ray;Joey Cantillo;Gary Sanchez;Jonathan Aranda;Brice Turang;Luis Rengifo;Bobby Witt Jr.;Chandler Simpson;Greg Jones;Brandon Lockridge,42684324;42684332;42684438;42684402;42684350;42684501;42684348;42684380;42684569;42684511,SF;CLE;MIL;TB;MIL;MIL;KC;TB;MIL;MIL,29.23;30.34;14.86;7.03;13.78;8.13;13.69;20.41;2.83;4.73
6,nuts,nuts,5-2,true,5,2,MIL,MIA,0,5,5,5,1960.2040710089345,22500,98.66,11.816303084738932,9.37824293354356,49600,false,false,Robbie Ray;Joey Cantillo;Gary Sanchez;Jake Bauers;Brice Turang;Junior Caminero;David Hamilton;Chandler Simpson;Garrett Mitchell;Carson Benge,42684324;42684332;42684438;42684414;42684350;42684358;42684435;42684380;42684451;42684503,SF;CLE;MIL;MIL;MIL;TB;MIL;TB;MIL;NYM,29.23;30.34;14.86;7.22;13.78;8.36;4.06;20.41;8.72;6.70
7,nuts,nuts,5-3,true,5,3,STL,HOU,0,3,3,5,1964.281038955475,21500,96.30000000000001,11.458877552240374,9.024996649238023,48600,false,false,Robbie Ray;Joey Cantillo;Ivan Herrera;Alec Burleson;Luis Arraez;Matt Chapman;Willy Adames;Jordan Walker;Nathan Church;Victor Scott II,42684324;42684332;42684412;42684375;42684401;42684384;42684387;42684376;42684532;42684508,SF;CLE;STL;STL;SF;SF;SF;STL;STL;STL,29.23;30.34;15.46;10.58;11.47;13.44;15.09;10.71;4.03;2.68
8,nuts,nuts,5-2,true,5,2,CIN,MIN,0,5,5,5,2224.432511900507,23300,96.19,8.52122612292775,6.232281532827571,49700,false,false,Robbie Ray;Joey Cantillo;Tyler Stephenson;Sal Stewart;Matt McLain;Maikel Garcia;Elly De La Cruz;Michael Massey;Spencer Steer;Yordan Alvarez,42684324;42684332;42684477;42684373;42684482;42684370;42684346;42684577;42684522;42684342,SF;CLE;CIN;CIN;CIN;KC;CIN;KC;CIN;HOU,29.23;30.34;4.10;5.64;7.10;7.87;12.74;1.79;3.54;21.82
9,nuts,nuts,5-2,true,5,2,TB,PIT,0,4,5,5,1965.2989594461194,22300,97.07999999999998,11.515073320374468,9.080355162484917,49600,false,false,Robbie Ray;Joey Cantillo;Ivan Herrera;Jonathan Aranda;Jose Altuve;Yandy Diaz;Taylor Walls;Cedric Mullins;Chandler Simpson;Cam Smith,42684324;42684332;42684412;42684402;42684359;42684352;42684528;42684488;42684380;42684417,SF;CLE;STL;TB;HOU;TB;TB;TB;TB;HOU,29.23;30.34;15.46;7.03;11.61;5.78;3.06;13.62;20.41;7.45
10,nuts,nuts,5-1,true,5,1,SF,WSH,0,5,5,6,2032.732151563506,22500,98.51,12.733476980981806,10.296822124281004,49000,false,true,Robbie Ray;Joey Cantillo;Patrick Bailey;Casey Schmitt;Brice Turang;Matt Chapman;Willy Adames;Cody Bellinger;Heliot Ramos;Chandler Simpson,42684324;42684332;42684585;42684464;42684350;42684384;42684387;42684382;42684481;42684380,SF;CLE;SF;SF;MIL;SF;SF;NYY;SF;TB,29.23;30.34;7.04;6.23;13.78;13.44;15.09;7.88;6.41;20.41
11,nuts,nuts,5-1,true,5,1,STL,HOU,1,4,5,6,2038.626988931521,23300,97.8,11.19804753800479,8.768944766417123,50000,false,false,Robbie Ray;Joey Cantillo;Ivan Herrera;Alec Burleson;JJ Wetherholt;Nolan Gorman;Willy Adames;Spencer Steer;Victor Scott II;Yordan Alvarez,42684324;42684332;42684412;42684375;42684372;42684440;42684387;42684522;42684508;42684342,SF;CLE;STL;STL;STL;STL;SF;CIN;STL;HOU,29.23;30.34;15.46;10.58;13.39;5.11;15.09;3.54;2.68;21.82
12,frontier,chalk-core,5-2,true,5,2,CIN,MIN,0,4,4,6,1577.624796965362,20700,85.42999999999999,4.98553452514069,4.190233511837308,48100,false,true,Joey Cantillo;Brady Singer;Francisco Alvarez;Sal Stewart;Matt McLain;Maikel Garcia;Elly De La Cruz;Spencer Steer;TJ Friedl;Luis Robert Jr.,42684332;42684334;42684423;42684373;42684482;42684370;42684346;42684522;42684446;42684361,CLE;CIN;NYM;CIN;CIN;KC;CIN;CIN;CIN;NYM,30.34;3.29;0.00;5.64;7.10;7.87;12.74;3.54;6.98;9.58
13,frontier,chalk-core,5-2,false,5,2,PIT,TB,0,4,4,5,1924.058211177614,22100,85.38,5.581805127565298,4.864004801295273,48000,false,false,Trevor Rogers;Mike Burrows;Yainer Diaz;Curtis Mead;Jose Altuve;Nick Yorke;Nick Gonzales;Oneil Cruz;Bryan Reynolds;Jake Mangum,42684326;42684335;42684407;42684479;42684359;42684535;42684449;42684343;42684377;42684489,BAL;HOU;HOU;WSH;HOU;PIT;PIT;PIT;PIT;PIT,13.07;7.17;6.34;4.74;11.61;1.52;5.36;4.64;3.54;6.71
14,frontier,chalk-core,5-2,false,5,2,MIL,MIA,0,3,4,6,2215.8745451852637,23500,87.77000000000001,5.485409864038795,3.9607165103971265,48300,false,true,Cole Ragans;Jacob Misiorowski;Gary Sanchez;Jake Bauers;Brice Turang;Brady House;Willy Adames;Daylen Lile;Garrett Mitchell;Greg Jones,42684327;42684325;42684438;42684414;42684350;42684467;42684387;42684411;42684451;42684569,KC;MIL;MIL;MIL;MIL;WSH;SF;WSH;MIL;MIL,15.22;26.76;14.86;7.22;13.78;1.10;15.09;0.00;8.72;2.83
15,frontier,chalk-core,5-2,false,5,2,NYM,CHC,0,5,5,5,2082.2103640122436,23100,83.91999999999999,4.563863848804747,3.1638176218439695,48200,false,false,Ryan Weathers;Robbie Ray;Francisco Alvarez;Mark Vientos;Isaac Paredes;Nick Yorke;Francisco Lindor;Yordan Alvarez;Brett Baty;Carson Benge,42684333;42684324;42684423;42684463;42684390;42684535;42684381;42684342;42684431;42684503,NYY;SF;NYM;NYM;HOU;PIT;NYM;HOU;NYM;NYM,13.36;29.23;0.00;1.81;11.95;1.52;11.11;21.82;1.88;6.70
16,frontier,chalk-core,5-2,false,5,2,TB,PIT,1,4,5,6,2097.140910859354,23100,82.95,4.917670605385557,3.6455784137355804,49000,false,false,Cole Ragans;Eury Perez;Francisco Alvarez;Jonathan Aranda;Richie Palacios;Junior Caminero;Taylor Walls;Oneil Cruz;Chandler Simpson;MJ Melendez,42684327;42684329;42684423;42684402;42684437;42684358;42684528;42684343;42684380;42684603,KC;MIA;NYM;TB;TB;TB;TB;PIT;TB;NYM,15.22;17.42;0.00;7.03;4.28;8.36;3.06;4.64;20.41;4.28
17,frontier,chalk-core,5-3,false,5,3,KC,NYY,0,3,3,5,2088.1570822138838,22800,88.22999999999999,5.29818308731176,4.078432089239681,48600,false,false,Trevor Rogers;Eury Perez;Salvador Perez;Pete Alonso;Jeremiah Jackson;Maikel Garcia;Bobby Witt Jr.;Lane Thomas;Starling Marte;Taylor Ward,42684326;42684329;42684441;42684363;42684473;42684370;42684348;42684562;42684513;42684383,BAL;MIA;KC;BAL;BAL;KC;KC;KC;KC;BAL,13.07;17.42;9.74;1.45;0.98;7.87;13.69;4.97;3.30;3.13
18,frontier,chalk-core,5-3,false,5,3,KC,NYY,0,3,3,6,2346.6785037580244,23700,80.22000000000001,4.330644816852118,2.9474952392603435,48100,false,true,Cole Ragans;Jacob Misiorowski;Francisco Alvarez;Brett Baty;Michael Massey;Maikel Garcia;Bobby Witt Jr.;Lane Thomas;Starling Marte;Luis Robert Jr.,42684327;42684325;42684423;42684431;42684577;42684370;42684348;42684562;42684513;42684361,KC;MIL;NYM;NYM;KC;KC;KC;KC;KC;NYM,15.22;26.76;0.00;1.88;1.79;7.87;13.69;4.97;3.30;9.58
19,frontier,chalk-core,5-1,false,5,1,KC,NYY,0,5,5,6,2210.1809880641,23200,81.99,4.406258867911179,3.178005614238285,48900,false,true,Cole Ragans;Eury Perez;Francisco Alvarez;Vinnie Pasquantino;Michael Massey;Maikel Garcia;Elly De La Cruz;Starling Marte;Lane Thomas;Yordan Alvarez,42684327;42684329;42684423;42684419;42684577;42684370;42684346;42684513;42684562;42684342,KC;MIA;NYM;KC;KC;KC;CIN;KC;KC;HOU,15.22;17.42;0.00;1.62;1.79;7.87;12.74;3.30;4.97;21.82
20,frontier,chalk-core,5-1,false,5,1,CIN,MIN,1,5,6,6,2052.3401277566054,23300,88.45,5.190102654700059,3.6447722947716557,49700,false,false,Shane McClanahan;Robbie Ray;Tyler Stephenson;Sal Stewart;Matt McLain;Eugenio Suarez;Elly De La Cruz;Angel Martinez;Matt Wallner;Seiya Suzuki,42684331;42684324;42684477;42684373;42684482;42684393;42684346;42684425;42684469;42684392,TB;SF;CIN;CIN;CIN;CIN;CIN;CLE;MIN;CHC,15.58;29.23;4.10;5.64;7.10;4.34;12.74;3.38;0.00;10.15
21,frontier,chalk-core,4-3,false,4,3,MIA,MIL,1,4,5,5,1999.899997499875,22600,90.32000000000001,5.841952055627056,4.171041486201992,49800,false,false,Robbie Ray;Bailey Ober;Agustin Ramirez;Ben Rice;Xavier Edwards;Graham Pauley;Jose Caballero;Aaron Judge;Jakob Marsee;Garrett Mitchell,42684324;42684336;42684409;42684351;42684374;42684553;42684504;42684341;42684385;42684451,SF;MIN;MIA;NYY;MIA;MIA;NYY;NYY;MIA;MIL,29.23;17.29;5.03;5.57;3.27;0.48;2.81;15.60;5.45;8.72
22,frontier,chalk-core,4-3,false,4,3,SF,WSH,3,4,5,7,1921.5618647339982,21700,84.63,5.228605920266919,4.01535146564961,48600,false,false,Trevor Rogers;Bailey Ober;Drew Millas;Rafael Devers;Nasim Nunez;Matt Chapman;Willy Adames;Drew Gilbert;Chandler Simpson;James Wood,42684326;42684336;42684560;42684357;42684430;42684384;42684387;42684599;42684380;42684345,BAL;MIN;WSH;SF;WSH;SF;SF;SF;TB;WSH,13.07;17.29;0.00;9.56;0.94;13.44;15.09;4.95;20.41;3.67
23,frontier,mid,5-2,false,5,2,SF,WSH,0,4,4,6,2020.791923974361,21900,90.52,7.777418248297331,7.339495850464779,48200,false,true,Robbie Ray;Brady Singer;Pedro Pages;Rafael Devers;Luis Arraez;Matt Chapman;Willy Adames;Heliot Ramos;Nathan Church;Luis Robert Jr.,42684324;42684334;42684541;42684357;42684401;42684384;42684387;42684481;42684532;42684361,SF;CIN;STL;SF;SF;SF;SF;SF;STL;NYM,29.23;3.29;1.53;9.56;11.47;13.44;15.09;6.41;4.03;9.58
