rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-2,true,5,2,PHI,CHC,2,4,5,7,2435.5697485393434,24300,109.16,14.219900476353997,11.13686202574776,49000,false,false,Tarik Skubal;Logan Webb;Carson Kelly;Bryce Harper;Bryson Stott;Kyle Karros;Trea Turner;Felix Reyes;Kyle Schwarber;Seiya Suzuki,42722864;42722868;42722988;42722900;42722995;42722954;42722908;42723049;42722883;42722924,DET;SF;CHC;PHI;PHI;COL;PHI;PHI;PHI;CHC,43.71;32.68;8.24;18.36;11.16;4.65;17.79;16.62;13.24;7.70
2,nuts,nuts,5-3,true,5,3,PHI,CHC,0,4,4,5,2487.5690945177785,23700,108.82999999999998,18.13346490093531,14.848956516237893,48000,false,false,Tarik Skubal;Tyler Glasnow;Drake Baldwin;Bryce Harper;Bryson Stott;Austin Riley;Trea Turner;Michael Harris II;Brandon Marsh;Felix Reyes,42722864;42722867;42722899;42722900;42722995;42722928;42722908;42722970;42722985;42723049,DET;LAD;ATL;PHI;PHI;ATL;PHI;ATL;PHI;PHI,43.71;37.21;20.84;18.36;11.16;14.28;17.79;12.45;10.53;16.62
3,nuts,nuts,5-2,true,5,2,PHI,CHC,0,4,4,5,2482.337607981638,24500,109.30999999999999,16.54950956257604,13.462432954057377,50000,false,false,Tarik Skubal;Logan Webb;Dillon Dingler;Ty France;Bryson Stott;Alec Bohm;Trea Turner;Felix Reyes;Kyle Schwarber;Fernando Tatis Jr.,42722864;42722868;42722911;42723007;42722995;42722963;42722908;42723049;42722883;42722880,DET;SF;DET;SD;PHI;PHI;PHI;PHI;PHI;SD,43.71;32.68;9.32;15.65;11.16;6.06;17.79;16.62;13.24;27.94
4,nuts,nuts,5-2,true,5,2,PHI,CHC,2,4,5,7,2421.1773995310627,23800,110.14,15.133207997978378,12.283879605918886,49300,false,false,Tarik Skubal;Michael Soroka;Carson Kelly;Bryce Harper;Fernando Tatis Jr.;Alec Bohm;Trea Turner;Felix Reyes;Matt Shaw;Kyle Schwarber,42722864;42722870;42722988;42722900;42722880;42722963;42722908;42723049;42723031;42722883,DET;ARI;CHC;PHI;SD;PHI;PHI;PHI;CHC;PHI,43.71;27.80;8.24;18.36;27.94;6.06;17.79;16.62;5.17;13.24
5,nuts,nuts,5-2,true,5,2,PHI,CHC,2,4,5,7,2411.32743525221,24300,111.01999999999998,15.908311352616442,12.81363196753134,49500,false,false,Tarik Skubal;Logan Webb;Carson Kelly;Bryce Harper;Bryson Stott;Austin Riley;Trea Turner;Felix Reyes;Seiya Suzuki;Kyle Schwarber,42722864;42722868;42722988;42722900;42722995;42722928;42722908;42723049;42722924;42722883,DET;SF;CHC;PHI;PHI;ATL;PHI;PHI;CHC;PHI,43.71;32.68;8.24;18.36;11.16;14.28;17.79;16.62;7.70;13.24
6,nuts,nuts,5-3,true,5,3,PHI,CHC,0,4,4,5,2413.8144087729693,23900,110.21999999999998,17.653307944769292,14.594014204059226,49500,false,false,Tarik Skubal;Logan Webb;Drake Baldwin;Bryce Harper;Bryson Stott;Austin Riley;Trea Turner;Ronald Acuna Jr.;Felix Reyes;Justin Crawford,42722864;42722868;42722899;42722900;42722995;42722928;42722908;42722889;42723049;42723008,DET;SF;ATL;PHI;PHI;ATL;PHI;ATL;PHI;PHI,43.71;32.68;20.84;18.36;11.16;14.28;17.79;19.85;16.62;5.75
7,nuts,nuts,5-1,true,5,1,PHI,CHC,1,4,5,6,2353.2955615476776,23800,110.58000000000001,14.473206092708821,11.617902637884939,50000,false,false,Tarik Skubal;Michael Soroka;Carson Kelly;Bryce Harper;Fernando Tatis Jr.;Alec Bohm;Trea Turner;Felix Reyes;Kyle Schwarber;Alek Thomas,42722864;42722870;42722988;42722900;42722880;42722963;42722908;42723049;42722883;42722990,DET;ARI;CHC;PHI;SD;PHI;PHI;PHI;PHI;ARI,43.71;27.80;8.24;18.36;27.94;6.06;17.79;16.62;13.24;3.31
8,nuts,nuts,5-3,true,5,3,PHI,CHC,0,4,4,5,2227.1281956816047,23200,109.76000000000002,16.59518533990384,13.784767121454689,49700,false,false,Tarik Skubal;Michael Soroka;Drake Baldwin;Bryce Harper;Bryson Stott;Austin Riley;Trea Turner;Ronald Acuna Jr.;Justin Crawford;Brandon Marsh,42722864;42722870;42722899;42722900;42722995;42722928;42722908;42722889;42723008;42722985,DET;ARI;ATL;PHI;PHI;ATL;PHI;ATL;PHI;PHI,43.71;27.80;20.84;18.36;11.16;14.28;17.79;19.85;5.75;10.53
9,nuts,nuts,5-2,true,5,2,PHI,CHC,0,5,5,5,2448.0400323524123,24300,108.51999999999998,9.184391803604333,6.448447169469286,49900,false,false,Tarik Skubal;Logan Webb;Reese McGuire;Bryce Harper;Bryson Stott;Alec Bohm;Trea Turner;Ronald Acuna Jr.;Kyle Schwarber;Andrew Benintendi,42722864;42722868;42723053;42722900;42722995;42722963;42722908;42722889;42722883;42722989,DET;SF;CWS;PHI;PHI;PHI;PHI;ATL;PHI;CWS,43.71;32.68;0.00;18.36;11.16;6.06;17.79;19.85;13.24;5.15
10,nuts,nuts,5-2,true,5,2,PHI,CHC,2,4,5,7,2322.1757039466243,23600,108.41999999999999,14.053604576400588,11.19841252312614,49500,false,false,Tarik Skubal;Michael Soroka;Carson Kelly;Bryce Harper;Bryson Stott;Alec Bohm;Trea Turner;Ronald Acuna Jr.;Kyle Schwarber;Matt Shaw,42722864;42722870;42722988;42722900;42722995;42722963;42722908;42722889;42722883;42723031,DET;ARI;CHC;PHI;PHI;PHI;PHI;ATL;PHI;CHC,43.71;27.80;8.24;18.36;11.16;6.06;17.79;19.85;13.24;5.17
