P,P,C,1B,2B,3B,SS,OF,OF,OF
42756140,42755632,42755876,42755660,42755715,42755725,42755936,42755822,42755647,42755727
42755626,42755632,42755876,42755837,42755715,42755682,42755799,42755719,42755727,42755647
42756140,42755632,42755669,42755837,42755781,42755746,42755682,42755661,42755909,42755706
42756140,42755632,42755876,42755752,42755715,42755772,42755799,42755706,42755651,42755727
42755626,42756140,42755876,42755837,42755715,42755696,42755799,42755706,42755727,42755686
42755626,42756140,42755714,42755837,42755722,42755911,42755682,42755706,42755719,42755727
42755626,42756140,42755935,42755837,42755781,42755746,42755682,42755706,42755678,42755698
42755626,42756140,42755876,42755837,42755722,42755682,42755799,42755706,42755719,42755686
42755626,42755632,42755876,42755666,42755715,42755911,42755799,42755719,42755706,42755647
42755626,42756140,42755876,42755855,42755715,42755650,42755799,42755878,42755727,42755686
42755626,42756140,42755876,42755716,42755715,42755676,42755799,42755847,42755686,42755727
42756140,42755634,42755699,42755735,42755662,42755960,42755842,42755652,42755712,42755831
42756140,42755632,42755939,42755798,42755854,42755812,42755655,42755694,42755647,42755780
42755628,42755646,42755714,42755675,42755673,42755796,42755707,42755648,42755665,42755845
42755626,42755644,42755726,42755658,42755757,42755696,42755679,42755667,42755808,42755756
42755634,42755627,42755672,42755735,42755903,42755960,42755655,42755694,42755695,42755678
42755630,42756140,42755938,42755772,42755744,42755830,42755655,42755956,42755651,42755694
42755628,42756140,42755702,42755806,42755711,42755898,42755758,42755808,42755667,42755684
42756281,42755638,42755702,42755723,42755662,42755784,42755668,42755661,42755667,42755838
42755630,42756140,42755702,42755806,42755711,42755782,42755936,42755838,42755667,42755652
42755627,42755638,42755908,42755660,42755715,42755663,42755733,42755728,42755747,42755686
42755626,42755634,42755779,42755806,42755711,42755812,42755655,42755808,42755667,42755694
42755626,42755632,42755805,42755666,42755807,42755682,42755668,42755783,42755698,42755790
42755630,42755629,42755672,42755735,42755715,42755753,42755960,42755647,42755785,42755712
42755626,42756140,42755902,42755735,42755829,42755732,42755649,42755674,42755950,42755785
42755626,42755646,42755699,42755660,42755662,42755911,42755799,42755904,42755686,42755647
42755641,42755637,42755672,42755855,42755744,42755772,42755655,42755651,42755694,42755712
42756140,42755632,42755779,42755697,42755673,42755732,42755973,42755648,42755771,42755845
42755628,42756140,42755940,42755855,42755703,42755650,42755690,42755804,42755721,42755741
42755626,42755628,42755669,42755670,42755775,42755898,42755758,42755787,42755652,42755818
