P,P,C,1B,2B,3B,SS,OF,OF,OF
42766684,42766682,42766793,42766749,42766867,42766984,42766703,42766708,42766945,42766957
42766686,42766682,42766793,42766809,42766726,42766741,42766703,42766958,42766957,42766832
42766686,42766682,42766793,42766749,42766786,42766733,42766703,42766958,42766832,42766957
42766685,42766686,42766793,42766749,42766762,42766731,42766703,42766819,42766832,42766945
42766686,42766682,42766793,42766833,42766786,42766733,42766703,42766958,42766933,42766778
42766686,42766682,42766793,42766728,42766762,42766741,42766703,42766933,42766945,42766957
42766691,42766686,42766793,42766809,42766726,42766741,42766703,42766832,42766738,42766957
42766685,42766686,42766793,42766749,42766831,42766849,42766703,42766706,42766957,42766832
42766686,42766682,42766793,42766833,42766786,42766733,42766703,42766958,42766759,42766957
42766686,42766682,42766793,42766749,42766867,42766741,42766703,42766895,42766877,42766832
42766686,42766682,42766793,42766840,42766771,42766849,42766703,42766828,42766898,42766756
42766685,42766683,42766911,42766713,42766771,42766974,42766718,42766778,42766843,42766750
42766685,42766687,42766988,42766711,42766885,42766744,42766718,42766943,42766756,42766706
42766689,42766688,42766803,42766809,42766726,42766772,42766755,42767015,42766747,42766732
42766696,42766683,42766758,42766809,42766726,42766772,42766753,42766931,42766738,42766747
42766689,42766682,42766710,42766782,42766722,42766915,42766783,42766743,42766923,42766841
42766700,42766685,42766800,42766870,42766774,42766876,42766712,42766705,42766765,42766704
42766701,42766682,42766793,42766809,42766726,42766772,42766703,42766747,42766766,42766957
42766691,42766682,42766710,42766792,42766886,42766984,42766729,42766843,42766813,42766706
42766691,42766684,42766962,42766870,42766715,42766876,42766712,42766705,42766813,42766752
42766685,42766686,42766763,42766809,42766726,42766772,42766845,42766812,42766747,42766766
42766700,42766684,42766710,42766716,42766874,42766731,42766985,42766708,42766841,42766735
42766683,42766682,42766988,42766709,42766885,42766908,42766718,42766898,42766706,42766945
42766686,42766695,42766748,42766809,42766726,42766772,42766718,42766864,42766747,42766766
42766689,42766687,42766748,42766709,42766885,42766849,42766718,42766933,42766828,42766706
42766686,42766687,42766911,42766774,42766717,42766823,42766814,42766704,42766827,42766750
42766685,42766683,42766748,42766833,42766867,42766733,42766848,42766708,42766759,42766933
42766686,42766682,42766825,42766809,42766715,42766772,42766970,42766819,42766747,42766766
42766696,42766686,42766803,42766840,42766722,42766849,42766718,42766706,42766828,42766738
42766689,42766686,42766787,42766840,42766885,42766849,42766718,42766756,42766707,42766745
42766701,42766682,42766787,42766719,42766771,42766731,42766882,42767015,42766791,42766707
42766700,42766682,42766721,42766792,42766886,42766731,42766863,42766761,42766727,42766745
42766685,42766686,42766721,42766840,42766774,42766876,42766718,42766828,42766706,42766898
42766691,42766690,42766710,42766716,42766831,42766915,42766703,42766813,42766874,42766738
42766689,42766686,42766710,42766716,42766771,42766915,42766783,42766834,42766813,42766743
42766685,42766682,42766721,42766757,42766886,42766984,42766863,42766761,42766791,42766735
42766686,42766684,42766947,42766774,42766717,42766789,42766863,42766704,42766872,42766752
42766686,42766685,42766710,42766711,42766831,42766915,42766783,42766760,42766898,42766735
42766689,42766690,42766803,42766809,42766722,42766836,42766796,42766706,42766738,42766747
42766684,42766682,42766748,42766770,42766903,42766741,42766790,42766760,42766834,42766828
42766686,42766687,42766724,42766840,42766903,42766849,42766718,42766843,42766756,42766706
42766689,42766688,42766773,42766749,42766831,42766741,42766703,42766908,42766945,42766707
