rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-2,true,5,2,PIT,CHC,0,5,5,5,2597.3832986296034,24600,120.72,18.81126807606548,15.646345841477304,49400,false,false,Freddy Peralta;Tarik Skubal;Salvador Perez;Kody Clemens;Brandon Lowe;Maikel Garcia;Konnor Griffin;Marcell Ozuna;Nick Yorke;Oneil Cruz,42614727;42614724;42614854;42614880;42614794;42614776;42614902;42614898;42615046;42614772,NYM;DET;KC;MIN;PIT;KC;PIT;PIT;PIT;PIT,31.24;49.45;11.76;3.58;29.31;15.52;12.27;20.17;22.48;33.71
2,nuts,nuts,5-2,true,5,2,PIT,CHC,0,5,5,5,2590.0579144104095,24600,119.63,15.69938128240122,12.480831104512555,49600,false,false,Tarik Skubal;Freddy Peralta;Logan O'Hoppe;Willson Contreras;Brandon Lowe;Nick Yorke;Konnor Griffin;Wilyer Abreu;Marcell Ozuna;Oneil Cruz,42614724;42614727;42614910;42614816;42614794;42615046;42614902;42614777;42614898;42614772,DET;NYM;LAA;BOS;PIT;PIT;PIT;BOS;PIT;PIT,49.45;31.24;3.47;7.42;29.31;22.48;12.27;4.16;20.17;33.71
3,nuts,nuts,5-3,true,5,3,PIT,CHC,0,4,4,5,2255.6595487794693,23300,117.77000000000001,20.16773356604181,20.244181423392213,50000,false,false,Cade Povich;Tarik Skubal;Salvador Perez;Vinnie Pasquantino;Brandon Lowe;Nick Yorke;Bobby Witt Jr.;Oneil Cruz;Marcell Ozuna;Ryan O'Hearn,42614743;42614724;42614854;42614808;42614794;42615046;42614748;42614772;42614898;42614823,BAL;DET;KC;KC;PIT;PIT;KC;PIT;PIT;PIT,7.98;49.45;11.76;11.21;29.31;22.48;17.75;33.71;20.17;26.91
4,nuts,nuts,5-2,true,5,2,PIT,CHC,2,4,5,7,2566.495665299281,24600,121.27000000000001,20.72364682375801,17.659282852274412,49900,false,false,Freddy Peralta;Tarik Skubal;Carson Kelly;Ryan O'Hearn;Brandon Lowe;Nick Yorke;Dansby Swanson;Wilyer Abreu;Marcell Ozuna;Oneil Cruz,42614727;42614724;42614890;42614823;42614794;42615046;42614875;42614777;42614898;42614772,NYM;DET;CHC;PIT;PIT;PIT;CHC;BOS;PIT;PIT,31.24;49.45;12.82;26.91;29.31;22.48;14.71;4.16;20.17;33.71
5,nuts,nuts,5-3,true,5,3,PIT,CHC,3,3,4,8,2556.481957691077,24600,119.6,24.073799124587254,21.297132131181232,49800,false,false,Tarik Skubal;Freddy Peralta;Moises Ballesteros;Ryan O'Hearn;Nico Hoerner;Nick Yorke;Konnor Griffin;Oneil Cruz;Bryan Reynolds;Ian Happ,42614724;42614727;42614901;42614823;42614789;42615046;42614902;42614772;42614819;42614825,DET;NYM;CHC;PIT;CHC;PIT;PIT;PIT;PIT;CHC,49.45;31.24;16.98;26.91;19.85;22.48;12.27;33.71;24.42;20.55
6,nuts,nuts,5-1,true,5,1,PIT,CHC,0,6,6,5,2615.7408128482457,24700,119.05000000000001,15.016675994543714,11.8061310000365,49700,false,false,Tarik Skubal;Freddy Peralta;William Contreras;Lenyn Sosa;Brandon Lowe;Nick Yorke;Konnor Griffin;Jorge Soler;Bryan Reynolds;Oneil Cruz,42614724;42614727;42614769;42614991;42614794;42615046;42614902;42614858;42614819;42614772,DET;NYM;MIL;CWS;PIT;PIT;PIT;LAA;PIT;PIT,49.45;31.24;9.99;1.14;29.31;22.48;12.27;4.98;24.42;33.71
7,nuts,nuts,5-2,true,5,2,PIT,CHC,2,3,4,7,2559.6093451931292,24600,118.55,18.661861193095742,15.491163168281208,49200,false,false,Freddy Peralta;Tarik Skubal;Carson Kelly;Jorge Polanco;Brandon Lowe;Matt Shaw;Konnor Griffin;Bryan Reynolds;Oneil Cruz;Marcell Ozuna,42614727;42614724;42614890;42614838;42614794;42614955;42614902;42614819;42614772;42614898,NYM;DET;CHC;NYM;PIT;CHC;PIT;PIT;PIT;PIT,31.24;49.45;12.82;3.25;29.31;13.33;12.27;24.42;33.71;20.17
8,nuts,nuts,5-2,true,5,2,PIT,CHC,0,5,5,5,2543.304936495032,24600,120.16,16.938154212080175,13.72375442254761,49600,false,false,Freddy Peralta;Tarik Skubal;Logan O'Hoppe;Ryan O'Hearn;Brandon Lowe;Caleb Durbin;Konnor Griffin;Jorge Soler;Bryan Reynolds;Oneil Cruz,42614727;42614724;42614910;42614823;42614794;42614986;42614902;42614858;42614819;42614772,NYM;DET;LAA;PIT;PIT;BOS;PIT;LAA;PIT;PIT,31.24;49.45;3.47;26.91;29.31;9.14;12.27;4.98;24.42;33.71
9,nuts,nuts,5-2,true,5,2,PIT,CHC,2,4,5,7,2493.210781301894,24100,119.96000000000001,20.25146977386263,17.15777704008726,49700,false,false,Tarik Skubal;Freddy Peralta;Carson Kelly;Ryan O'Hearn;Brandon Lowe;Alex Bregman;Konnor Griffin;Jorge Soler;Marcell Ozuna;Bryan Reynolds,42614724;42614727;42614890;42614823;42614794;42614799;42614902;42614858;42614898;42614819,DET;NYM;CHC;PIT;PIT;CHC;PIT;LAA;PIT;PIT,49.45;31.24;12.82;26.91;29.31;24.68;12.27;4.98;20.17;24.42
10,nuts,nuts,5-2,true,5,2,PIT,CHC,2,4,5,7,2551.097802907603,24600,119.74000000000001,19.310200737143642,16.166790870876806,49700,false,false,Tarik Skubal;Freddy Peralta;Moises Ballesteros;Josh Bell;Brandon Lowe;Nick Yorke;Dansby Swanson;Oneil Cruz;Bryan Reynolds;Ryan O'Hearn,42614724;42614727;42614901;42614847;42614794;42615046;42614875;42614772;42614819;42614823,DET;NYM;CHC;MIN;PIT;PIT;CHC;PIT;PIT;PIT,49.45;31.24;16.98;1.28;29.31;22.48;14.71;33.71;24.42;26.91
11,nuts,nuts,5-3,true,5,3,PIT,CHC,3,3,4,8,2106.3950246807935,22200,119.10000000000001,21.12208707582904,21.448646295189707,49900,false,false,Cade Povich;Tarik Skubal;Carson Kelly;Ryan O'Hearn;Brandon Lowe;Alex Bregman;Konnor Griffin;Seiya Suzuki;Oneil Cruz;Bryan Reynolds,42614743;42614724;42614890;42614823;42614794;42614799;42614902;42614796;42614772;42614819,BAL;DET;CHC;PIT;PIT;CHC;PIT;CHC;PIT;PIT,7.98;49.45;12.82;26.91;29.31;24.68;12.27;17.77;33.71;24.42
