rank,tier,mode,stackPattern,bringBackRequired,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwn,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherSharesGameWithBringBack,playerNames,playerIds,playerTeams,playerOwn
1,nuts,nuts,5-3,true,5,3,ATH,CLE,0,3,3,6,1657.829906836042,20900,100.07999999999998,18.800241851111018,18.438540348063174,49600,false,true,Jacob Lopez;Kyle Harrison;Shea Langeliers;Nick Kurtz;Bryson Stott;Alec Bohm;Trea Turner;Carlos Cortes;Tyler Soderstrom;Brent Rooker,42955485;42955476;42955492;42955496;42955563;42955568;42955507;42955534;42955506;42955502,ATH;MIL;ATH;ATH;PHI;PHI;PHI;ATH;ATH;ATH,9.39;43.97;27.86;30.04;12.78;8.98;17.35;16.02;20.46;24.46
2,nuts,nuts,5-2,true,5,2,CLE,ATH,2,3,5,7,2002.5983121934364,22200,100.38,18.330228707082547,15.415466341736348,49600,false,false,Foster Griffin;Kyle Harrison;Shea Langeliers;Rhys Hoskins;Brandon Lowe;Jose Ramirez;Brayan Rocchio;Angel Martinez;Tyler Soderstrom;David Fry,42955481;42955476;42955492;42955584;42955497;42955489;42955576;42955521;42955506;42955598,WSH;MIL;ATH;CLE;PIT;CLE;CLE;CLE;ATH;CLE,30.54;43.97;27.86;11.14;14.11;34.68;9.06;17.06;20.46;6.64
3,nuts,nuts,5-2,true,5,2,CLE,ATH,2,4,5,7,1802.8865743579101,21600,98.6,19.73097718278112,17.180046520412567,49600,false,false,Carmen Mlodzinski;Kyle Harrison;Austin Hedges;Nick Kurtz;Travis Bazzana;Jose Ramirez;Trea Turner;Angel Martinez;Brent Rooker;Chase DeLauter,42955483;42955476;42955612;42955496;42955569;42955489;42955507;42955521;42955502;42955518,PIT;MIL;CLE;ATH;CLE;CLE;PHI;CLE;ATH;CLE,26.80;43.97;7.48;30.04;9.52;34.68;17.35;17.06;24.46;14.13
4,nuts,nuts,5-3,true,5,3,ATH,CLE,0,3,3,6,1720.348801842231,20900,99.49,18.02741614385887,17.49601320706073,49200,false,true,Jacob Lopez;Kyle Harrison;Shea Langeliers;Nick Kurtz;Marcelo Mayer;Darell Hernaiz;Trevor Story;Tyler Soderstrom;Brent Rooker;Jarren Duran,42955485;42955476;42955492;42955496;42955580;42955593;42955526;42955506;42955502;42955508,ATH;MIL;ATH;ATH;BOS;ATH;BOS;ATH;ATH;BOS,9.39;43.97;27.86;30.04;8.00;15.11;11.16;20.46;24.46;15.54
5,nuts,nuts,5-2,true,5,2,PHI,MIA,0,4,5,5,1632.8196471135445,21300,98.2,16.870459215774222,15.10708811466651,49300,false,false,Foster Griffin;Spencer Arrighetti;J.T. Realmuto;Bryce Harper;Bryson Stott;Jose Ramirez;Trea Turner;Brent Rooker;Tyler Soderstrom;Adolis Garcia,42955481;42955479;42955639;42955503;42955563;42955489;42955507;42955502;42955506;42955572,WSH;HOU;PHI;PHI;PHI;CLE;PHI;ATH;ATH;PHI,30.54;22.54;5.83;13.23;12.78;34.68;17.35;24.46;20.46;9.14
6,nuts,nuts,5-3,true,5,3,ATH,CLE,0,3,3,6,1676.4247671756702,20900,100.23,17.764583297555976,17.177739946580424,49600,false,true,Jacob Lopez;Kyle Harrison;Shea Langeliers;Nick Kurtz;Jeff McNeil;Caleb Durbin;Trevor Story;Brent Rooker;Tyler Soderstrom;Jarren Duran,42955485;42955476;42955492;42955496;42955545;42955603;42955526;42955502;42955506;42955508,ATH;MIL;ATH;ATH;ATH;BOS;BOS;ATH;ATH;BOS,9.39;43.97;27.86;30.04;11.74;8.89;11.16;24.46;20.46;15.54
7,nuts,nuts,5-2,true,5,2,CLE,ATH,2,4,5,7,1914.575671003891,21600,99.64000000000001,18.687080892120253,16.05149265901919,49200,false,false,Carmen Mlodzinski;Kyle Harrison;Shea Langeliers;Nick Kurtz;Travis Bazzana;Jose Ramirez;Brayan Rocchio;Angel Martinez;David Fry;Jarren Duran,42955483;42955476;42955492;42955496;42955569;42955489;42955576;42955521;42955598;42955508,PIT;MIL;ATH;ATH;CLE;CLE;CLE;CLE;CLE;BOS,26.80;43.97;27.86;30.04;9.52;34.68;9.06;17.06;6.64;15.54
8,nuts,nuts,5-3,true,5,3,ATH,CLE,0,4,4,5,1922.5243821600807,22100,100.30999999999999,20.43710843832182,18.344695798084867,49700,false,false,Kyle Harrison;Spencer Arrighetti;Shea Langeliers;Nick Kurtz;Bryson Stott;Darell Hernaiz;Trea Turner;Tyler Soderstrom;Brent Rooker;Adolis Garcia,42955476;42955479;42955492;42955496;42955563;42955593;42955507;42955506;42955502;42955572,MIL;HOU;ATH;ATH;PHI;ATH;PHI;ATH;ATH;PHI,43.97;22.54;27.86;30.04;12.78;15.11;17.35;20.46;24.46;9.14
9,nuts,nuts,5-2,true,5,2,ATH,CLE,0,5,5,5,1463.6939570825589,20200,98.28000000000002,19.571355121216996,17.799206566354627,49600,false,false,Carmen Mlodzinski;Foster Griffin;Shea Langeliers;Nick Kurtz;Jeff McNeil;Caleb Durbin;Otto Lopez;Brent Rooker;Tyler Soderstrom;Jarren Duran,42955483;42955481;42955492;42955496;42955545;42955603;42955509;42955502;42955506;42955508,PIT;WSH;ATH;ATH;ATH;BOS;MIA;ATH;ATH;BOS,26.80;30.54;27.86;30.04;11.74;8.89;14.83;24.46;20.46;15.54
10,nuts,nuts,5-3,true,5,3,CLE,ATH,3,2,4,8,1981.6407343411167,22200,101.15,19.460784832757188,16.612968873203638,49900,false,false,Kyle Harrison;Foster Griffin;Shea Langeliers;Nick Kurtz;Travis Bazzana;Jose Ramirez;Brayan Rocchio;Angel Martinez;David Fry;Tyler Soderstrom,42955476;42955481;42955492;42955496;42955569;42955489;42955576;42955521;42955598;42955506,MIL;WSH;ATH;ATH;CLE;CLE;CLE;CLE;CLE;ATH,43.97;30.54;27.86;30.04;9.52;34.68;9.06;17.06;6.64;20.46
