P,P,C,1B,2B,3B,SS,OF,OF,OF
42614727,42614724,42614890,42614823,42614794,42615046,42614875,42614777,42614898,42614772
42614727,42614724,42614769,42614855,42615150,42615046,42614780,42614832,42614858,42614772
42614724,42614733,42614755,42614771,42614930,42614759,42615060,42614802,42614877,42614940
42614727,42614724,42615026,42614900,42614874,42615046,42614902,42614756,42614758,42614772
42614727,42614724,42615026,42614900,42614874,42614799,42614902,42614758,42614898,42614772
42614727,42614724,42614920,42614847,42614880,42614759,42615013,42614933,42614828,42614758
42614727,42614724,42614769,42614900,42614874,42614986,42614766,42614897,42614942,42614833
42614737,42614733,42614755,42614771,42614874,42614891,42614766,42614802,42615036,42614758
42614727,42614724,42614920,42614847,42614794,42615046,42614780,42614823,42614898,42614772
42614727,42614724,42615026,42614900,42614794,42615046,42614766,42614833,42614819,42614772
42614727,42614733,42614830,42615064,42614798,42614887,42614797,42614750,42614747,42615030
42614724,42614727,42614910,42614855,42614794,42614799,42615150,42614832,42614858,42614772
42614724,42614727,42615026,42614847,42614794,42615046,42614766,42614772,42614819,42614898
42614727,42614724,42614920,42614823,42614794,42615046,42614780,42614897,42614898,42614772
42614727,42614724,42615026,42614900,42614874,42615044,42614780,42614758,42614772,42614898
42614727,42614724,42615026,42614900,42614874,42615044,42614751,42614758,42614772,42615046
42614724,42614727,42614901,42614823,42614794,42615046,42614875,42614772,42614819,42614825
42614724,42614727,42615026,42614900,42614874,42614822,42614766,42614878,42614758,42614898
42614727,42614724,42615026,42614809,42615044,42614891,42614767,42614828,42614833,42614758
42614727,42614724,42615026,42614847,42614803,42614759,42615013,42614933,42614897,42614758
42614724,42614727,42615035,42614816,42615037,42614986,42614751,42614885,42614783,42614777
42614743,42614727,42615035,42614816,42614794,42614986,42614751,42614783,42614777,42614772
42614743,42614724,42615035,42614816,42614820,42614986,42614915,42614746,42614783,42614777
42614737,42614724,42615026,42614816,42614794,42614986,42614845,42614783,42614777,42614772
42614743,42614724,42614910,42614763,42615024,42614790,42614786,42614858,42614756,42614832
42614743,42614724,42614910,42614763,42615024,42614790,42615150,42614746,42614858,42614756
42614743,42614724,42614910,42614763,42615037,42614799,42614780,42614858,42614756,42614832
42614743,42614724,42614910,42614900,42615024,42614790,42614780,42614756,42614832,42614791
