P,P,C,1B,2B,3B,SS,OF,OF,OF
42565970,42565967,42566091,42565983,42565993,42565998,42566036,42566003,42565975,42566008
42565969,42565968,42566053,42565995,42566001,42566019,42565976,42566016,42566037,42565985
42565968,42565967,42566009,42565995,42565999,42566072,42565976,42565975,42566008,42566094
42565970,42565967,42566009,42565980,42566039,42566011,42566006,42565994,42565990,42566005
42565970,42565967,42565979,42565980,42566021,42566011,42565996,42566094,42565992,42566005
42565970,42565967,42566009,42565983,42565999,42566034,42566077,42565994,42565975,42566008
42565970,42565967,42566009,42566048,42565991,42565981,42566077,42565994,42566025,42565975
42565970,42565971,42565979,42565980,42566039,42566019,42566066,42565984,42565990,42565985
42565971,42565968,42566026,42565995,42566001,42566019,42565976,42566037,42566029,42565985
42565970,42565967,42565979,42566048,42566039,42565978,42566006,42566025,42565994,42566013
42565970,42565968,42566053,42566042,42566001,42566019,42565996,42566008,42565975,42565985
42565970,42565967,42566009,42565983,42565999,42566084,42566077,42565994,42565975,42566008
42565970,42565967,42566014,42566048,42565993,42565998,42566036,42565994,42565977,42566008
42565970,42565969,42566040,42565980,42566039,42565978,42566006,42565985,42566037,42566029
42565970,42565968,42566053,42565989,42565993,42566019,42566036,42565977,42566037,42565985
42565970,42565967,42566009,42565983,42566075,42566084,42565996,42565994,42565975,42565992
42565970,42565968,42566040,42566042,42566001,42566019,42565976,42565977,42565994,42566037
42565970,42565967,42566033,42566048,42565991,42566084,42565976,42565994,42566025,42565975
42565970,42565967,42566009,42566084,42565991,42566011,42566006,42565990,42566013,42565975
42565970,42565967,42565979,42565980,42566039,42566011,42566036,42566013,42566008,42565992
42565970,42565967,42566009,42565989,42565993,42566084,42565976,42565994,42566025,42566008
42565968,42565967,42566026,42565995,42566075,42566090,42565976,42566052,42566008,42565975
42565970,42565967,42566009,42566084,42565999,42566011,42566006,42565984,42566013,42565975
42565968,42565967,42566009,42565995,42566075,42566090,42565976,42566016,42565994,42565975
42565970,42565967,42566009,42566048,42565991,42566084,42565996,42566025,42565975,42565984
42565970,42565968,42566033,42566042,42565993,42565981,42566036,42566073,42565975,42566003
42565970,42565968,42566033,42565989,42565993,42565981,42566036,42566073,42565975,42566003
42565970,42565968,42566033,42565989,42565993,42565998,42566036,42566073,42565975,42566003
42565969,42565970,42565979,42565983,42566021,42566072,42565996,42565975,42566094,42566005
42565969,42565970,42565979,42565980,42566021,42566072,42565996,42565975,42566094,42566005
42565969,42565970,42565979,42565980,42566021,42565996,42566074,42565975,42566094,42566005
42565969,42565971,42566017,42565995,42566018,42566034,42565976,42566016,42565992,42566005
