rank,mode,uTarget,uSampled,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack
1,chalk,0.850,0.935,5,2,PIT,CHC,2,4,5,7,2566.50,24600,121.27,17.659,49900,0
2,chalk,0.850,0.745,5,2,LAA,CIN,0,5,5,5,2640.38,24700,118.15,8.544,49800,0
3,leverage,0.150,0.107,5,3,ATH,NYM,0,4,4,5,2455.28,23800,94.67,0.442,49600,0
4,mid,0.500,0.524,4,3,WSH,MIL,0,5,5,4,2695.20,25100,114.69,2.295,49700,0
5,chalk,0.850,0.583,4,3,WSH,MIL,0,4,5,4,2610.44,25000,115.58,2.647,49600,0
6,leverage,0.150,0.301,5,2,MIN,TOR,0,5,5,5,2620.76,25000,107.44,0.981,49600,0
7,leverage,0.150,0.241,5,1,WSH,MIL,1,5,6,6,2617.25,24800,105.16,0.872,49000,0
8,leverage,0.150,0.000,4,4,ATH,NYM,0,4,4,4,1614.93,20300,84.36,0.359,49000,0
9,chalk,0.850,0.924,5,2,PIT,CHC,0,5,5,5,2564.37,24600,120.94,10.481,50000,0
10,mid,0.500,0.570,4,4,WSH,MIL,0,4,4,4,2614.96,24800,115.78,3.099,50000,0
11,leverage,0.150,0.095,5,1,MIA,DET,0,5,6,5,2108.29,22700,84.38,0.437,49100,0
12,chalk,0.850,0.769,5,2,LAA,CIN,0,4,5,5,2569.84,24600,118.40,8.693,49700,0
13,mid,0.500,0.714,5,2,PIT,CHC,0,5,5,5,2624.04,24800,117.74,5.520,49800,0
14,mid,0.500,0.768,5,2,PIT,CHC,0,5,5,5,2593.94,24600,120.84,10.030,49500,0
15,mid,0.500,0.597,5,2,WSH,MIL,0,5,5,5,2683.08,25000,111.87,1.390,49100,0
16,mid,0.500,0.444,5,2,WSH,MIL,0,5,5,5,2778.29,25400,110.30,1.303,49100,0
17,chalk,0.850,0.894,5,3,PIT,CHC,3,3,4,8,2537.72,24600,121.56,22.873,50000,0
18,chalk,0.850,0.941,5,2,WSH,MIL,0,5,5,5,2603.48,25000,107.88,1.030,49700,0
19,leverage,0.150,0.000,5,2,WSH,MIL,0,4,4,5,2628.48,25000,102.06,0.492,49900,0
20,chalk,0.850,0.810,5,2,MIN,TOR,0,5,5,5,2678.60,25000,105.09,0.618,49100,0
21,mid,0.500,0.633,5,2,BOS,STL,0,5,5,5,2712.21,25400,107.35,5.709,49300,0
22,leverage,0.150,0.198,5,2,BOS,STL,0,4,4,5,1811.33,21200,106.66,8.341,49100,0
23,chalk,0.850,0.957,5,3,BOS,STL,0,4,4,5,2372.26,23700,106.54,4.796,49200,0
24,mid,0.500,0.574,5,2,BOS,STL,0,5,5,5,2307.47,22900,109.11,5.526,49600,0
25,leverage,0.150,0.261,5,1,LAA,CIN,0,5,5,5,2226.21,22700,108.06,3.157,50000,0
26,mid,0.500,0.563,5,2,LAA,CIN,0,5,5,5,2438.03,23700,107.64,3.365,50000,0
27,mid,0.500,0.629,5,1,LAA,CIN,0,6,6,5,2238.30,22700,112.41,7.408,50000,0
28,leverage,0.150,0.100,5,1,LAA,CIN,0,5,5,5,2253.44,22700,108.21,2.666,49000,0
29,leverage,0.150,0.516,5,2,PIT,CHC,0,4,4,6,2538.82,24700,96.59,5.476,49200,0
30,leverage,0.150,0.149,5,1,PIT,CHC,0,4,5,5,2077.52,22200,95.57,7.037,49300,0
31,mid,0.500,0.415,5,1,PIT,CHC,0,5,5,6,2493.37,24200,100.54,7.096,49100,0
32,mid,0.500,0.559,5,1,PIT,CHC,1,5,6,6,2317.52,24000,96.74,9.394,49100,0
