rank,mode,uTarget,uSampled,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack
33,leverage,0.150,0.216,5,1,PIT,CHC,1,5,6,6,2301.76,24000,94.21,6.358,49300,0
34,leverage,0.150,0.293,4,3,TB,NYY,0,5,5,4,2252.91,24000,85.75,1.683,49800,0
35,mid,0.500,0.518,5,2,LAA,CIN,1,4,5,6,2655.35,25100,108.50,3.605,49900,0
36,mid,0.500,0.593,4,2,DET,MIA,0,6,6,4,2367.04,23900,90.14,0.850,49100,0
37,mid,0.500,0.518,4,2,DET,MIA,0,6,6,4,2350.23,23900,90.99,1.298,49200,0
38,leverage,0.150,0.416,5,2,BAL,SF,0,5,5,5,2706.68,25400,105.16,1.954,49300,0
39,chalk,0.850,0.864,5,3,LAA,CIN,0,4,4,5,2483.57,24100,107.91,3.992,49700,0
40,leverage,0.150,0.224,5,3,NYY,TB,0,4,4,5,2515.55,24600,100.28,2.462,49000,0
41,chalk,0.850,0.961,5,3,NYY,TB,0,4,4,5,2490.80,24600,99.81,2.441,49700,0
42,chalk,0.850,0.897,5,3,NYY,TB,0,4,4,5,2115.09,23400,89.74,2.785,49800,0
43,leverage,0.150,0.210,5,2,NYY,TB,0,4,5,5,2495.12,24600,100.92,3.546,49800,0
44,mid,0.500,0.633,5,1,LAA,CIN,0,6,6,5,2330.86,23100,106.35,4.775,49900,0
45,chalk,0.850,0.788,4,2,ATH,NYM,0,5,5,4,1491.31,19900,90.32,0.991,50000,0
46,chalk,0.850,0.777,4,2,ATH,NYM,0,6,6,4,1851.05,21800,88.30,0.709,49400,0
47,leverage,0.150,0.120,4,2,ATH,NYM,0,5,5,4,1652.15,20700,90.26,1.071,49200,0
48,leverage,0.150,0.179,4,3,BAL,SF,0,5,5,4,2804.80,25800,100.19,2.718,49900,0
49,leverage,0.150,0.239,4,3,BAL,SF,1,4,5,5,2299.57,23500,90.06,2.565,49000,0
50,leverage,0.150,0.000,5,2,BAL,SF,1,4,5,6,2591.70,24500,100.63,2.535,49100,0
51,mid,0.500,0.279,5,1,BAL,SF,1,4,6,6,2790.07,25600,99.56,2.639,49500,0
52,chalk,0.850,0.889,5,2,BAL,SF,0,5,5,5,2871.24,25800,100.33,2.686,49000,0
53,leverage,0.150,0.121,4,3,TB,NYY,0,5,5,4,2150.81,22900,84.81,1.841,49000,0
54,mid,0.500,0.706,4,2,TB,NYY,0,6,6,4,1865.05,21600,93.09,3.164,49400,0
55,mid,0.500,0.625,5,3,PIT,CHC,0,4,4,5,1588.11,21000,93.34,4.939,49300,0
56,chalk,0.850,0.820,5,2,PIT,CHC,1,4,5,6,2484.43,25100,103.32,8.219,49400,0
57,chalk,0.850,0.765,4,4,CHC,PIT,4,3,4,8,1945.25,21900,107.16,22.188,49000,0
58,mid,0.500,0.363,4,3,NYY,TB,1,4,5,5,2149.51,23400,95.56,4.582,49400,0
59,mid,0.500,0.619,4,3,PIT,CHC,1,4,5,5,2196.27,23400,96.22,6.682,49800,0
60,chalk,0.850,0.814,5,2,PIT,CHC,0,5,5,5,2746.73,25700,103.49,3.891,49500,0
61,chalk,0.850,0.798,5,2,PIT,CHC,0,5,5,5,2814.68,25700,105.71,4.106,49400,0
62,chalk,0.850,0.821,5,2,PIT,CHC,0,5,5,5,2407.16,23800,105.28,4.149,49400,0
63,leverage,0.150,0.228,5,2,KC,CWS,0,4,4,6,2558.93,24400,103.37,5.567,49300,0
64,mid,0.500,0.755,5,2,KC,CWS,0,5,5,5,2357.31,23600,99.25,3.611,49900,0
65,mid,0.500,0.584,5,2,KC,CWS,0,5,5,5,2436.72,24000,102.28,4.942,49800,0
66,leverage,0.150,0.285,4,3,CHC,PIT,1,4,5,5,1709.42,21500,106.78,11.995,49700,0
67,mid,0.500,0.391,5,2,BOS,STL,0,5,5,5,2309.31,23300,107.05,5.357,49900,0
68,mid,0.500,0.460,5,2,BOS,STL,0,5,5,5,2511.65,24100,104.85,5.450,49400,0
69,leverage,0.150,0.261,5,2,BOS,STL,0,5,5,5,2471.84,23700,103.84,5.450,49000,0
70,mid,0.500,0.383,5,2,BOS,STL,0,3,3,5,2358.05,23000,103.13,3.854,49600,0
71,chalk,0.850,0.861,4,3,WSH,MIL,0,5,5,4,1925.72,22700,96.47,1.368,49400,0
72,chalk,0.850,0.777,5,1,WSH,MIL,0,4,5,5,2006.39,23000,98.89,0.904,49800,0
73,chalk,0.850,0.760,5,2,WSH,MIL,0,5,5,5,2317.95,23700,104.43,1.260,49900,0
74,leverage,0.150,0.121,5,1,WSH,MIL,0,5,5,5,1841.74,21900,98.09,1.180,49000,0
75,leverage,0.150,0.186,5,2,CHC,PIT,1,4,5,6,1216.59,19700,98.66,17.155,49300,0
