Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5050912368,tinderella (102/150),0,342.25,C Jusuf Nurkic F Jaylen Brown G Kevin Huerter PF Simone Fontecchio PG Dru Smith SF Dean Wade SG Donovan Mitchell UTIL Bam Adebayo,,Bam Adebayo,C,56.13%,51.75
2,5050266403,bpcologna (17/150),0,341,C Jusuf Nurkic F Nikola Jovic G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Max Christie UTIL Bam Adebayo,,Luka Doncic,PG,46.16%,64
2,5050978214,phils44 (89/150),0,341,C Jusuf Nurkic F Nikola Jovic G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Max Christie UTIL Bam Adebayo,,Brandon Williams,PG,43.22%,30
2,5051196448,ddry (34/100),0,341,C Bam Adebayo F Nikola Jovic G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Max Christie UTIL Jusuf Nurkic,,Simone Fontecchio,F,42.03%,30.5
5,5050266461,bpcologna (75/150),0,340.25,C Jusuf Nurkic F Andrew Wiggins G Dru Smith PF Simone Fontecchio PG Brandon Williams SF Naji Marshall SG Donovan Mitchell UTIL Bam Adebayo,,Dru Smith,PG,37.39%,38
5,5051091289,aaokura (1/15),0,340.25,C Jusuf Nurkic F Andrew Wiggins G Brandon Williams PF Simone Fontecchio PG Dru Smith SF Naji Marshall SG Donovan Mitchell UTIL Bam Adebayo,,Jaime Jaquez Jr.,SF,35.93%,25.75
7,5051126862,rybutts13,0,339.5,C Bam Adebayo F Nikola Jovic G Dru Smith PF Andrew Wiggins PG Luka Doncic SF Rui Hachimura SG Brandon Williams UTIL Jusuf Nurkic,,Keyonte George,PG,35.87%,32
8,5050275050,oxenduck (36/150),0,338.25,C Bam Adebayo F Andrew Wiggins G Dru Smith PF Nikola Jovic PG Luka Doncic SF Dean Wade SG Max Christie UTIL Jusuf Nurkic,,Max Christie,SG,32.10%,35
8,5050994574,rsbathla (124/150),0,338.25,C Bam Adebayo F Nikola Jovic G Dru Smith PF Andrew Wiggins PG Luka Doncic SF Dean Wade SG Max Christie UTIL Jusuf Nurkic,,Jusuf Nurkic,C,30.99%,55
10,5050944249,awen419 (9/150),0,338,C Bam Adebayo F Pelle Larsson G Dru Smith PF Matas Buzelis PG Luka Doncic SF Dean Wade SG Anfernee Simons UTIL Jusuf Nurkic,,Pelle Larsson,G,28.54%,29.5
11,5050994541,rsbathla (91/150),0,337,C Bam Adebayo F Nikola Jovic G Dru Smith PF Simone Fontecchio PG Luka Doncic SF Brice Sensabaugh SG Max Christie UTIL Jusuf Nurkic,,Ace Bailey,F,27.89%,23.5
12,5050962966,jdm68a (112/150),0,336.5,C Jusuf Nurkic F Dean Wade G Derrick White PF Andrew Wiggins PG Dru Smith SF Simone Fontecchio SG Donovan Mitchell UTIL Bam Adebayo,,Norman Powell,F,27.22%,27
12,5051196423,ddry (9/100),0,336.5,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Andrew Wiggins PG Derrick White SF Dean Wade SG Donovan Mitchell UTIL Jusuf Nurkic,,Dean Wade,SF,26.09%,26.25
14,5050418846,B_Heals152 (20/150),0,336,C Bam Adebayo F Andrew Wiggins G Dru Smith PF Dean Wade PG Brandon Williams SF Naji Marshall SG Donovan Mitchell UTIL Jusuf Nurkic,,Andrew Wiggins,PF,24.20%,36
14,5051157316,clintdavis9 (15/33),0,336,C Bam Adebayo F Andrew Wiggins G Dru Smith PF Dean Wade PG Brandon Williams SF Naji Marshall SG Donovan Mitchell UTIL Jusuf Nurkic,,Naji Marshall,UTIL,18.41%,39.75
16,5050972880,austinturner773 (28/150),0,335.5,C Bam Adebayo F Naji Marshall G Pelle Larsson PF Andrew Wiggins PG Dru Smith SF Dean Wade SG Donovan Mitchell UTIL Jusuf Nurkic,,Coby White,SG,16.22%,34.25
17,5050275066,oxenduck (52/150),0,335.25,C Bam Adebayo F Pelle Larsson G Dru Smith PF Nikola Jovic PG Luka Doncic SF Simone Fontecchio SG Coby White UTIL Jusuf Nurkic,,Nikola Vucevic,C,11.81%,40.25
17,5050994579,rsbathla (129/150),0,335.25,C Bam Adebayo F Pelle Larsson G Dru Smith PF Nikola Jovic PG Luka Doncic SF Marcus Smart SG Max Christie UTIL Jusuf Nurkic,,Sam Hauser,PF,11.77%,22.5
19,5050859829,moklovin (136/150),0,335,C Jusuf Nurkic F Simone Fontecchio G Dru Smith PF Matas Buzelis PG Luka Doncic SF Dean Wade SG Max Christie UTIL Bam Adebayo,,Kasparas Jakucionis,UTIL,10.38%,20.75
20,5051196476,ddry (62/100),0,334.75,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Dean Wade PG Luka Doncic SF Naji Marshall SG Pelle Larsson UTIL Jusuf Nurkic,,Cooper Flagg,G,10.26%,38.25
21,5050441558,44scorcher (121/150),0,334.5,C Bam Adebayo F Dean Wade G Max Christie PF Simone Fontecchio PG Luka Doncic SF Marcus Smart SG Donovan Mitchell UTIL Dru Smith,,Derrick White,PG,10.21%,39.75
22,5050606369,lozingitall (128/150),0,334.25,C Bam Adebayo F Andrew Wiggins G Coby White PF Simone Fontecchio PG Dru Smith SF Pelle Larsson SG Donovan Mitchell UTIL Jusuf Nurkic,,Evan Mobley,F,10.09%,27.75
23,5050606334,lozingitall (93/150),0,334,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Matas Buzelis PG Brandon Williams SF Jaylen Brown SG Naji Marshall UTIL Jusuf Nurkic,,Paolo Banchero,PF,10.03%,36.75
23,5050994504,rsbathla (54/150),0,334,C Jusuf Nurkic F Nikola Jovic G Dru Smith PF Andrew Wiggins PG Luka Doncic SF Kevin Huerter SG Brandon Williams UTIL Bam Adebayo,,LeBron James,F,9.74%,38.5
25,5050687345,bgreseth (113/150),0,333.75,C Nikola Vucevic F Jaylen Brown G Dru Smith PF Simone Fontecchio PG Brandon Williams SF Dean Wade SG Donovan Mitchell UTIL Jusuf Nurkic,,Nikola Jovic,C,9.42%,32.25
25,5050859822,moklovin (129/150),0,333.75,C Nikola Vucevic F Simone Fontecchio G Dru Smith PF Dean Wade PG Brandon Williams SF Jaylen Brown SG Donovan Mitchell UTIL Jusuf Nurkic,,Nae'Qwan Tomlin,PF,8.71%,16.75
27,5050962943,jdm68a (89/150),0,333.5,C Jusuf Nurkic F Matas Buzelis G Luka Doncic PF Simone Fontecchio PG Dru Smith SF Marcus Smart SG Brandon Williams UTIL Bam Adebayo,,Donovan Mitchell,SG,8.63%,59.25
27,5051056208,mino818,0,333.5,C Bam Adebayo F Marcus Smart G Dru Smith PF Simone Fontecchio PG Luka Doncic SF Pelle Larsson SG Max Christie UTIL Jusuf Nurkic,,Jarrett Allen,C,8.42%,26
29,5050368983,jamessimjames (2/6),0,333.25,C Jusuf Nurkic F Dean Wade G Brandon Williams PF Simone Fontecchio PG Luka Doncic SF Jaylen Brown SG Max Christie UTIL Dru Smith,,Brice Sensabaugh,F,7.49%,30.5
29,5050441460,44scorcher (23/150),0,333.25,C Jusuf Nurkic F Dean Wade G Brandon Williams PF Simone Fontecchio PG Luka Doncic SF Jaylen Brown SG Max Christie UTIL Dru Smith,,Kevin Huerter,G,7.05%,27
29,5050606325,lozingitall (84/150),0,333.25,C Jusuf Nurkic F Simone Fontecchio G Max Christie PF Dean Wade PG Luka Doncic SF Jaylen Brown SG Brandon Williams UTIL Dru Smith,,Jaylen Brown,UTIL,6.95%,54.5
29,5050629374,brolle75 (5/10),0,333.25,C Jusuf Nurkic F Dean Wade G Dru Smith PF Simone Fontecchio PG Luka Doncic SF Jaylen Brown SG Brandon Williams UTIL Max Christie,,Cody Williams,SF,6.68%,15.25
29,5050687294,bgreseth (62/150),0,333.25,C Jusuf Nurkic F Jaylen Brown G Brandon Williams PF Simone Fontecchio PG Luka Doncic SF Dean Wade SG Max Christie UTIL Dru Smith,,Payton Pritchard,PG,6.62%,24.25
29,5050751020,ghostfacekicker (1/2),0,333.25,C Bam Adebayo F Pelle Larsson G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Brandon Williams UTIL Jusuf Nurkic,,Jalen Smith,PF,6.46%,26.25
29,5050751257,ghostfacekicker (2/2),0,333.25,C Bam Adebayo F Pelle Larsson G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Brandon Williams UTIL Jusuf Nurkic,,Jaylon Tyson,UTIL,5.98%,29.75
29,5050989282,wwilder73 (9/20),0,333.25,C Jusuf Nurkic F Simone Fontecchio G Max Christie PF Dean Wade PG Luka Doncic SF Jaylen Brown SG Brandon Williams UTIL Dru Smith,,Marcus Smart,SF,5.84%,29.75
29,5050990845,mik2713 (2/2),0,333.25,C Jusuf Nurkic F Matas Buzelis G Luka Doncic PF Simone Fontecchio PG Dru Smith SF Pelle Larsson SG Brandon Williams UTIL Bam Adebayo,,Matas Buzelis,PF,5.81%,34.5
29,5050994567,rsbathla (117/150),0,333.25,C Jusuf Nurkic F Jaylen Brown G Max Christie PF Simone Fontecchio PG Luka Doncic SF Dean Wade SG Brandon Williams UTIL Dru Smith,,Ayo Dosunmu,UTIL,5.51%,14
29,5051152763,bkreider (67/150),0,333.25,C Jusuf Nurkic F Pelle Larsson G Dru Smith PF Matas Buzelis PG Luka Doncic SF Simone Fontecchio SG Brandon Williams UTIL Bam Adebayo,,Deandre Ayton,C,5.26%,24.25
29,5051160118,Termight (5/13),0,333.25,C Jusuf Nurkic F Jaylen Brown G Luka Doncic PF Simone Fontecchio PG Brandon Williams SF Dean Wade SG Max Christie UTIL Dru Smith,,Amari Williams,UTIL,5.10%,6.5
29,5051168431,TB701 (16/60),0,333.25,C Jusuf Nurkic F Jaylen Brown G Max Christie PF Simone Fontecchio PG Luka Doncic SF Dean Wade SG Brandon Williams UTIL Dru Smith,,Anfernee Simons,G,5.00%,39
