DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
41716737,Luka Doncic,PG/G/UTIL,LAL,DAL,Confirmed,11800,64,59.78,64,59.78,5.066101695,19.58,17.46049061,0,100,117.1442,231.302,59.7827,50.15,57.95,65.775,69.7,76.7075,85.5,57.5525,47.82,55.56,63.4,67.22,74.34,82.8612,57.5525,47.82,55.56,63.4,67.22,74.34,82.8612,58.6677,49.22,56.8,64.3,68.18,75.023,83.3222,11.5527,11.5317,11.5317,11.2676,32.7624,36.664,7.6233,3.7679,6.6956,1.25913,5.43647,8.8704,1.1327,0.517767,3.51567
41716740,Jaylen Brown,SF/F/UTIL,BOS,CHI,Confirmed,9900,54.5,48.71,54.5,48.71,4.92020202,15.99,15.20139899,0,100,117.795,231.0588,48.7094,40.8,47.65,54.5,58.25,65,72.7,47.6021,39.7,46.68,53.64,57.369,63.863,71.9006,47.6021,39.7,46.68,53.64,57.369,63.863,71.9006,48.1994,40.38,47.32,53.94,57.6,64.06,71.66,10.2284,10.312,10.312,10.0597,28.1249,34.6424,8.41467,2.44277,7.2944,1.6025,5.6919,4.6888,1.32383,0.431,2.41103
41716743,Donovan Mitchell,SG/G/UTIL,CLE,ORL,Confirmed,9700,59.25,46.35,59.25,46.35,4.778350515,13.81,13.70777606,0,100,112.1058,225.9211,46.3537,38.15,45.4,52.8,56.8,63.35,72.4,44.4395,36.18,43.42,50.85,54.74,61.48,69.8614,44.4395,36.18,43.42,50.85,54.74,61.48,69.8614,45.2088,37.3,44.3,51.42,55.175,61.743,70.1618,11.0348,10.9267,10.9267,10.6534,28.1053,33.8538,6.08105,3.8189,3.72925,0.7942,2.93505,5.9635,1.42585,0.25965,3.0192
41716763,Keyonte George,PG/G/UTIL,UTA,MIA,Confirmed,8400,32,46.17,32,46.17,5.496428571,33.64,28.68817543,0,100,117.6115,241.8337,46.1732,34.5,42.1,49.6,53.6,60.5,69.25,43.5247,32.12,39.4,46.9,50.74,57.68,65.46,43.5247,32.12,39.4,46.9,50.74,57.68,65.46,44.744,33.56,40.72,47.9,51.78,58.482,66.2608,10.934,10.7332,10.7332,10.4917,25.8554,34.5694,4.3756,4.0309,3.6425,0.8146,2.8279,5.8678,0.975198,0.4115,3.5904
41716784,Bam Adebayo,C/UTIL,MIA,UTA,Confirmed,7800,51.75,45.01,51.75,45.01,5.770512821,39.71,29.35726285,0,100,124.2222,241.8337,45.0117,40.35,46.75,53.6,57.25,63.8,71.2,45.0824,40.26,47.24,54.36,58.3,64.903,73.0412,45.0824,40.26,47.24,54.36,58.3,64.903,73.0412,45.4396,40.705,47.44,54.36,58.16,64.68,72.5404,9.94359,10.4355,10.4355,10.1733,22.572,32.1323,6.3949,1.2189,11.5845,2.4832,9.1013,3.5479,1.539,0.988802,1.9422
41716750,Paolo Banchero,PF/F/UTIL,ORL,CLE,Confirmed,9100,36.75,44.57,36.75,44.57,4.897802198,15.21,14.43319972,0,100,113.8153,225.9211,44.5684,37.2,43.8,50.3,54.05,60.55,67.95,43.5789,35.96,42.62,49.615,53.28,60.162,67.2612,43.5789,35.96,42.62,49.615,53.28,60.162,67.2612,44.4747,37.06,43.64,50.34,53.9,60.623,67.7222,9.84738,10.0812,10.0812,9.84556,23.3889,35.3549,6.78285,1.5224,8.91905,1.91915,6.9999,4.5285,0.9921,0.63385,2.813
41716753,LeBron James,PF/F/UTIL,LAL,DAL,Confirmed,9000,38.5,44.36,38.5,44.36,4.928888889,17.99,16.54252292,0,100,117.1442,231.302,44.3565,35.2125,41.65,48.25,52,57.955,65.3,43.2649,33.75,40.54,47.28,50.96,57.262,64.381,43.2649,33.75,40.54,47.28,50.96,57.262,64.381,44.2949,35.12,41.64,48.24,51.866,57.902,64.9216,9.80702,10.0042,10.0042,9.7927,21.8045,32.3666,6.12987,1.98213,6.1619,1.1267,5.0352,6.41973,0.914267,0.721133,3.1126
41716786,Jusuf Nurkic,C/UTIL,UTA,MIA,Confirmed,7800,55,42.74,55,42.74,5.479487179,29.32,24.57267597,0,100,117.6115,241.8337,42.7351,33.7,40.2,47.05,50.7,56.705,64,42.6094,33.08,39.86,46.895,51,57.403,65.5,42.6094,33.08,39.86,46.895,51,57.403,65.5,43.2937,34.02,40.64,47.44,51.46,57.782,65.421,9.83118,10.3039,10.3039,10.0594,15.4064,27.8232,5.1667,0.6877,11.7553,2.4905,9.2648,4.9175,1.1597,0.838,2.735
41716759,Evan Mobley,PF/C/F/UTIL,CLE,ORL,Confirmed,8600,27.75,40.82,27.75,40.82,4.746511628,13.18,12.87316432,0,100,112.1058,225.9211,40.8194,33.3,39.75,46.4,50,56.2,62.4025,41.363,33.46,40.22,47.24,51.08,57.72,64.6614,41.363,33.46,40.22,47.24,51.08,57.72,64.6614,41.9338,34.14,40.8,47.68,51.42,58.063,64.781,9.57964,10.1439,10.1439,9.93554,20.0739,33.1956,6.95965,0.8875,7.9062,1.70305,6.20315,3.9263,1.12465,1.32405,2.30425
41716775,Derrick White,PG/SG/G/UTIL,BOS,CHI,Confirmed,7900,39.75,39.78,39.75,39.78,5.035443038,18.33,17.11275874,0,100,117.795,231.0588,39.783,33.4625,39.85,46.35,49.765,56.5,64,39.5952,33.16,39.68,46.31,50.04,57.02,64.2614,39.5952,33.16,39.68,46.31,50.04,57.02,64.2614,39.9828,33.645,40.04,46.52,50.24,56.863,64.3206,9.65229,9.8962,9.8962,9.70051,18.8606,34.5054,3.12327,3.2916,5.12797,1.12023,4.00773,5.7869,0.991733,1.64483,1.6533
