Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5045989963,colinmccort (3/4),0,310.25,C Donovan Clingan F Matas Buzelis G Coby White PF Danny Wolf PG Deni Avdija SF Terance Mann SG Shaedon Sharpe UTIL Deandre Ayton,,Danny Wolf,F,70.70%,22.75
2,5045249871,invertedcheese (129/150),0,306,C Donovan Clingan F Danny Wolf G Tyrese Martin PF Jalen Smith PG Amen Thompson SF Deni Avdija SG Coby White UTIL Deandre Ayton,,Jalen Smith,PF,47.11%,35
3,5045249885,invertedcheese (143/150),0,302.5,C Donovan Clingan F Danny Wolf G Brandon Ingram PF Jalen Smith PG Amen Thompson SF Terance Mann SG Shaedon Sharpe UTIL Deandre Ayton,,Brandon Miller,SF,45.74%,31
4,5044899096,Kenmasters7 (8/36),0,301.5,C Danny Wolf F Jalen Smith G Brandon Ingram PF Jabari Smith Jr. PG Tyrese Martin SF Deni Avdija SG Shaedon Sharpe UTIL Deandre Ayton,,Jamal Murray,G,42.92%,21.75
5,5045189075,mbhabes (39/50),0,299.75,C Jalen Smith F Danny Wolf G Deni Avdija PF Jabari Smith Jr. PG Tyrese Martin SF Brandon Miller SG Brandon Ingram UTIL Donovan Clingan,,Noah Clowney,F,39.06%,26.5
6,5045002191,Bigduff9939,0,299,C Dylan Cardwell F Alperen Sengun G Shaedon Sharpe PF Danny Wolf PG Tyrese Martin SF Deni Avdija SG Coby White UTIL Donovan Clingan,,Donovan Clingan,UTIL,35.10%,50.25
6,5045728035,beaker913 (1/150),0,299,C Dylan Cardwell F Alperen Sengun G Shaedon Sharpe PF Danny Wolf PG Tyrese Martin SF Deni Avdija SG Coby White UTIL Donovan Clingan,,Tyrese Martin,PG,26.65%,15.75
6,5046025099,austinturner773 (4/150),0,299,C Dylan Cardwell F Danny Wolf G Shaedon Sharpe PF Alperen Sengun PG Tyrese Martin SF Deni Avdija SG Coby White UTIL Donovan Clingan,,Tim Hardaway Jr.,SF,26.13%,10.25
9,5046329145,ThatStunna (28/50),0,298.5,C Dylan Cardwell F LeBron James G Brandon Ingram PF Alperen Sengun PG Tyrese Martin SF Terance Mann SG Coby White UTIL Donovan Clingan,,Shaedon Sharpe,G,23.88%,36.75
10,5044956737,OneDropKing (50/150),0,298.25,C Danny Wolf F Noah Clowney G Brandon Ingram PF Matas Buzelis PG Deni Avdija SF Terance Mann SG Coby White UTIL Donovan Clingan,,Kon Knueppel,G,23.10%,25.5
