Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5046612917,ocdobv (34/150),0,314.5,C Quinten Post F Buddy Hield G Tyrese Maxey PF Pascal Siakam PG Stephen Curry SF Kelly Oubre Jr. SG Moses Moody UTIL Collin Gillespie,,Jimmy Butler,PF,42.57%,29.75
2,5046900822,jblake24,0,313.75,C Quinten Post F Dillon Brooks G Brandin Podziemski PF Andrew Wiggins PG Cade Cunningham SF Kelly Oubre Jr. SG Moses Moody UTIL Tyrese Maxey,,Stephen Curry,G,40.11%,41.75
3,5046723934,skijmb (87/150),0,312.75,C Joel Embiid F Buddy Hield G Will Richard PF Dillon Brooks PG Tyrese Maxey SF Michael Porter Jr. SG Kelly Oubre Jr. UTIL Quinten Post,,Moses Moody,SG,39.25%,28.5
4,5046590705,westonselman (118/150),0,312.5,C Quinten Post F Dillon Brooks G Cade Cunningham PF Dominick Barlow PG Tyrese Maxey SF Grayson Allen SG Jaime Jaquez Jr. UTIL Brandin Podziemski,,Norman Powell,SG,35.71%,28.75
5,5046865534,ShipMyMoney (13/150),0,312,C Mark Williams F Moses Moody G Cade Cunningham PF Dillon Brooks PG Tyrese Maxey SF Grayson Allen SG Will Richard UTIL Brandin Podziemski,,Andrew Wiggins,F,35.15%,25.25
6,5046797800,grip1king (11/30),0,310.5,C Quinten Post F Moses Moody G Andrew Nembhard PF Royce O'Neale PG Tyrese Maxey SF Jaylen Brown SG Kelly Oubre Jr. UTIL Brandin Podziemski,,Tyrese Maxey,PG,34.89%,63.5
7,5046590923,bgreseth (132/150),0,310.25,C Mark Williams F Kelly Oubre Jr. G Brandin Podziemski PF Tobias Harris PG Cade Cunningham SF Jaime Jaquez Jr. SG Will Richard UTIL Tyrese Maxey,,Bam Adebayo,C,33.25%,23
7,5046723951,skijmb (104/150),0,310.25,C Quinten Post F Pascal Siakam G Cade Cunningham PF Jay Huff PG Tyrese Maxey SF Buddy Hield SG Duncan Robinson UTIL Brandin Podziemski,,Brandin Podziemski,PG,31.65%,40
7,5046797805,grip1king (16/30),0,310.25,C Quinten Post F Jaime Jaquez Jr. G Andrew Nembhard PF Jay Huff PG Tyrese Maxey SF Jaylen Brown SG Moses Moody UTIL Brandin Podziemski,,Kelly Oubre Jr.,F,26.57%,33.75
10,5046592095,texasnumbercruncher (19/150),0,309.75,C Joel Embiid F Buddy Hield G Brandin Podziemski PF Pascal Siakam PG Tyrese Maxey SF Aaron Nesmith SG Moses Moody UTIL Quinten Post,,Joel Embiid,C,23.55%,47.25
10,5047069704,squirrelpatroldk (65/150),0,309.75,C Joel Embiid F Andrew Wiggins G Brandin Podziemski PF Pascal Siakam PG Tyrese Maxey SF Buddy Hield SG Moses Moody UTIL Quinten Post,,Cade Cunningham,PG,22.26%,48.25
12,5046994386,sterphles,0,309,C Mark Williams F Andrew Wiggins G Brandin Podziemski PF Jay Huff PG Tyrese Maxey SF Jaylen Brown SG Kelly Oubre Jr. UTIL Quinten Post,,Andrew Nembhard,G,22.21%,36
13,5046590870,bgreseth (79/150),0,308.25,C Quinten Post F Jay Huff G Cade Cunningham PF Pascal Siakam PG Tyrese Maxey SF Moses Moody SG Will Richard UTIL Brandin Podziemski,,Noah Clowney,PF,20.11%,19.75
13,5046971833,eddywade03,0,308.25,C Quinten Post F Buddy Hield G Tyrese Maxey PF Al Horford PG Cade Cunningham SF Jaylen Brown SG Moses Moody UTIL Terance Mann,,Al Horford,PF,19.95%,26
15,5046612987,ocdobv (104/150),0,308,C Al Horford F Pascal Siakam G Brandin Podziemski PF Dillon Brooks PG Tyrese Maxey SF Buddy Hield SG Devin Booker UTIL Quinten Post,,Jay Huff,F,19.06%,25
15,5047095093,jroh02 (39/50),0,308,C Quinten Post F Moses Moody G Andrew Nembhard PF Noah Clowney PG Tyrese Maxey SF Jaylen Brown SG Kelly Oubre Jr. UTIL Brandin Podziemski,,Jaime Jaquez Jr.,G,18.56%,30.75
17,5046574996,clnlmcclung (1/2),0,307.25,C Joel Embiid F Al Horford G Brandin Podziemski PF Dillon Brooks PG Tyrese Maxey SF Buddy Hield SG Jaime Jaquez Jr. UTIL Nic Claxton,,Nic Claxton,C,18.45%,32.5
18,5046612931,ocdobv (48/150),0,307,C Quinten Post F Andrew Wiggins G Tyrese Maxey PF Pascal Siakam PG Brandin Podziemski SF Buddy Hield SG Will Richard UTIL Joel Embiid,,Quinten Post,C,17.89%,35.25
18,5047023160,BernieLean,0,307,C Joel Embiid F Kelly Oubre Jr. G Brandin Podziemski PF Pascal Siakam PG Tyrese Maxey SF Ziaire Williams SG Moses Moody UTIL Terance Mann,,Gary Payton II,SG,17.72%,9.25
18,5047068524,gregr1224 (86/150),0,307,C Quinten Post F Al Horford G Andrew Nembhard PF Dillon Brooks PG Tyrese Maxey SF Buddy Hield SG Jaime Jaquez Jr. UTIL Cade Cunningham,,Davion Mitchell,PG,16.94%,26.5
21,5046372027,rickyvegas2005,0,306.5,C Joel Embiid F Moses Moody G Stephen Curry PF Al Horford PG Tyrese Maxey SF Kelly Oubre Jr. SG Will Richard UTIL Brandin Podziemski,,Nolan Traore,G,16.48%,14.75
21,5046577802,invertedcheese (149/150),0,306.5,C Joel Embiid F Moses Moody G Stephen Curry PF Al Horford PG Tyrese Maxey SF Kelly Oubre Jr. SG Will Richard UTIL Brandin Podziemski,,Grayson Allen,SG,15.51%,31.75
23,5046465145,austinturner773 (122/150),0,306.25,C Quinten Post F Tobias Harris G Brandin Podziemski PF Pascal Siakam PG Tyrese Maxey SF Michael Porter Jr. SG Will Richard UTIL Davion Mitchell,,Pascal Siakam,PF,13.68%,42
