Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5080009377,dannyoms (84/150),0,336.75,C Evan Mobley F Aaron Wiggins G Cason Wallace PF Jaylin Williams PG Josh Giddey SF Ausar Thompson SG Anthony Edwards UTIL Jared McCain,,Goga Bitadze,C,41.33%,21
2,5080177712,Dpac2 (83/118),0,333,C Julian Reese F Aaron Wiggins G Anthony Edwards PF Jaylin Williams PG Josh Giddey SF Brandon Miller SG Jaden Hardy UTIL Bam Adebayo,,Victor Wembanyama,UTIL,25.34%,43
3,5080117456,aaokura (2/12),0,330.75,C Kel'el Ware F Cason Wallace G Josh Giddey PF Jaylin Williams PG Quentin Grimes SF Aaron Wiggins SG Anthony Edwards UTIL Bam Adebayo,,Paolo Banchero,PF,19.50%,51.75
4,5079960219,sullybrochill (68/150),0,325.5,C Goga Bitadze F Jaylin Williams G Jared McCain PF Paolo Banchero PG Sharife Cooper SF Aaron Wiggins SG Anthony Edwards UTIL Victor Wembanyama,,Brandon Miller,SF,18.13%,34.75
4,5079964491,bhy101 (102/120),0,325.5,C Julian Reese F Jaylin Williams G Josh Giddey PF Aaron Wiggins PG Jared McCain SF Cason Wallace SG Anthony Edwards UTIL Victor Wembanyama,,Cade Cunningham,PG,17.53%,41.5
4,5080081662,aarondp987 (87/150),0,325.5,C Julian Reese F Jaylin Williams G Josh Giddey PF Aaron Wiggins PG Jared McCain SF Cason Wallace SG Anthony Edwards UTIL Victor Wembanyama,,Quentin Grimes,SG,17.26%,7.5
7,5080137930,THE_PHANTOM_1 (35/40),0,324.5,C Goga Bitadze F Jaylin Williams G Anthony Edwards PF Paolo Banchero PG Josh Giddey SF Aaron Wiggins SG Tyler Herro UTIL Julian Reese,,Tyrese Maxey,G,16.22%,38
8,5080002096,Skol_Krusher (44/150),0,324,C Goga Bitadze F Jaylin Williams G Stephon Castle PF Paolo Banchero PG Josh Giddey SF Aaron Wiggins SG Anthony Edwards UTIL Moritz Wagner,,Tyrese Maxey,PG,16.03%,38
9,5079830568,bgreseth (112/150),0,323.5,C Goga Bitadze F Cason Wallace G Jared McCain PF Jaylin Williams PG Josh Giddey SF Aaron Wiggins SG Anthony Edwards UTIL Victor Wembanyama,,Cason Wallace,SF,15.30%,29.75
9,5079886357,moklovin (68/150),0,323.5,C Goga Bitadze F Aaron Wiggins G Anthony Edwards PF Jaylin Williams PG Josh Giddey SF Cason Wallace SG Jared McCain UTIL Victor Wembanyama,,VJ Edgecombe,SG,15.08%,18
11,5079815637,Kobe108 (116/150),0,322,C Kel'el Ware F Aaron Wiggins G Tyrese Maxey PF Jaylin Williams PG Jared McCain SF Brandon Miller SG Anthony Edwards UTIL Isaiah Joe,,Aaron Wiggins,SF,14.40%,38.75
12,5079767557,SVT_Dexter (25/30),0,320.5,C Julian Reese F Paolo Banchero G Josh Giddey PF Tristan da Silva PG Jalen Suggs SF Aaron Wiggins SG Anthony Edwards UTIL Kel'el Ware,,Julian Reese,C,13.74%,23
12,5080056940,idlove2win (84/150),0,320.5,C Goga Bitadze F Julius Randle G Dylan Harper PF Jaylin Williams PG Sharife Cooper SF Brandon Miller SG Anthony Edwards UTIL Bam Adebayo,,Cason Wallace,F,12.87%,29.75
14,5080137909,THE_PHANTOM_1 (14/40),0,320,C Julian Reese F Jaylin Williams G Dylan Harper PF Paolo Banchero PG Cade Cunningham SF Aaron Wiggins SG Anthony Edwards UTIL Goga Bitadze,,Jaylin Williams,PF,12.71%,50.5
15,5079753176,jorgejac (105/150),0,319.5,C Goga Bitadze F Jaylin Williams G Anthony Edwards PF Paolo Banchero PG Sharife Cooper SF Aaron Wiggins SG Jevon Carter UTIL Victor Wembanyama,,Jaylin Williams,F,11.67%,50.5
15,5079766432,RoyalPain21 (66/150),0,319.5,C Julian Reese F Cason Wallace G Josh Giddey PF Jaylin Williams PG LaMelo Ball SF Will Riley SG Isaiah Joe UTIL Anthony Edwards,,Quentin Grimes,G,10.67%,7.5
17,5079807656,Kobe108 (29/150),0,319,C Kel'el Ware F Aaron Wiggins G Dylan Harper PF Paolo Banchero PG LaMelo Ball SF Brandon Miller SG Cason Wallace UTIL Jaylin Williams,,Aaron Wiggins,F,10.57%,38.75
18,5080056963,idlove2win (107/150),0,318.75,C Julian Reese F Jaylin Williams G Josh Giddey PF Andrew Wiggins PG Cade Cunningham SF Aaron Wiggins SG Anthony Edwards UTIL Goga Bitadze,,Tristan da Silva,SF,10.56%,23.25
19,5079964413,bhy101 (24/120),0,317.75,C Julian Reese F Jaylin Williams G Jalen Suggs PF Paolo Banchero PG Jevon Carter SF Aaron Wiggins SG Tyler Herro UTIL Anthony Edwards,,Jalen Suggs,PG,10.12%,34.25
20,5079887381,cheffrank (3/28),0,317.5,C Goga Bitadze F Aaron Wiggins G Quentin Grimes PF Jaylin Williams PG Josh Giddey SF Brandon Miller SG Anthony Edwards UTIL Bam Adebayo,,Cason Wallace,SG,9.89%,29.75
20,5079956886,bpcologna (53/150),0,317.5,C Goga Bitadze F Cason Wallace G Josh Giddey PF Jaylin Williams PG Jevon Carter SF Aaron Wiggins SG Anthony Edwards UTIL Victor Wembanyama,,Josh Giddey,G,9.33%,44.25
