DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
41574427,Cade Cunningham,PG/G/UTIL,DET,BOS,Confirmed,10300,48.25,49.33,48.25,49.33,4.789320388,26.2,22.1990018,0,100,112.1417,223.9227,49.332,41,48,54.85,58.6,65,72.95,47.5586,38.96,46.04,53.2,56.98,63.52,71.1404,47.5586,38.96,46.04,53.2,56.98,63.52,71.1404,48.932,40.64,47.56,54.35,58.16,64.382,72.0004,10.3641,10.5274,10.5274,10.2589,24.2052,35.0102,7.3146,2.2686,5.3359,1.0764,4.2595,10.0293,0.9332,0.5124,3.886
41574433,Tyrese Maxey,PG/G/UTIL,PHI,IND,Confirmed,9900,63.5,47.59,63.5,47.59,4.807070707,25.22,21.74537407,0,100,117.2102,229.5454,47.5884,39.15,45.95,52.95,56.7,62.85,70.601,46.5308,38.02,44.92,51.78,55.5,61.84,69.8804,46.5308,38.02,44.92,51.78,55.5,61.84,69.8804,46.9059,38.66,45.32,52.14,55.706,61.782,69.3404,10.3961,10.4012,10.4012,10.1547,27.2992,36.8521,6.1751,3.3966,3.7295,0.7636,2.9659,6.4198,1.3454,0.5481,2.146
41574438,Stephen Curry,PG/G/UTIL,GSW,MIA,Confirmed,9100,41.75,46.64,41.75,46.64,5.125274725,33.72,27.82887416,0,100,121.5392,238.0875,46.6444,38.75,46,53.5,57.55,64.5,73.0515,43.5954,35.9,43.1,50.26,54.089,60.923,69.1412,43.5954,35.9,43.1,50.26,54.089,60.923,69.1412,44.6962,37.26,44.16,51.22,55.06,61.6,70.04,10.9505,10.5914,10.5914,10.3924,28.3838,32.3174,4.2985,5.2918,3.7509,0.8467,2.9042,6.273,0.8733,0.4702,3.1052
41574436,Joel Embiid,C/UTIL,PHI,IND,Confirmed,9400,47.25,45.8,47.25,45.8,4.872340426,23.2,19.96820247,0,100,117.2102,229.5454,45.7951,39.1,45.5,52.15,55.95,62.3,70.05,45.1096,38.08,44.85,51.76,55.6,62.263,69.8214,45.1096,38.08,44.85,51.76,55.6,62.263,69.8214,46.2506,39.34,46.04,52.76,56.62,63.063,70.481,9.87033,10.2491,10.2491,10.0573,26.7929,31.5904,7.5894,1.2023,8.3834,1.6525,6.7309,3.6966,0.8508,1.0566,3.1104
41574430,Jaylen Brown,SF/F/UTIL,BOS,DET,Confirmed,10100,51.25,44.49,51.25,44.49,4.404950495,9.78,10.16270331,0,100,111.781,223.9227,44.4939,37.6,44.5,51.7,55.4,62,69.5,44.0063,36.99,44.1,51.44,55.306,62.06,68.9412,44.0063,36.99,44.1,51.44,55.306,62.06,68.9412,44.3595,37.56,44.44,51.48,55.2,61.76,68.9006,10.3587,10.6136,10.6136,10.2755,26.1327,34.7768,7.4488,2.3096,5.9501,1.6027,4.3474,4.548,1.7777,0.4226,2.4499
41574444,Devin Booker,PG/SG/G/UTIL,PHX,BKN,Confirmed,8800,34,42.1,34,42.1,4.784090909,23.53,20.48169043,0,100,111.9005,214.3335,42.0954,35.1,41.35,47.65,51.05,57.15,63.65,40.8081,33.84,40.08,46.44,49.78,55.943,62.402,40.8081,33.84,40.08,46.44,49.78,55.943,62.402,41.6902,34.8,40.93,47.14,50.449,56.46,62.481,9.33283,9.41033,9.41033,9.19414,22.9467,34.3738,6.63485,2.0172,3.84835,0.8288,3.01955,7.67495,0.8812,0.3544,2.589
41574448,Pascal Siakam,PF/F/UTIL,IND,PHI,Confirmed,8700,42,40.53,42,40.53,4.65862069,16.76,15.81383459,0,100,112.3352,229.5454,40.5303,34.2,41,48.05,51.65,58.15,65.35,40.0232,33.7,40.54,47.56,51.36,57.702,65.3004,40.0232,33.7,40.54,47.56,51.36,57.702,65.3004,40.3797,34.16,40.84,47.72,51.58,57.74,64.9614,10.0989,10.2351,10.2351,10.0496,24.3308,32.7092,7.7962,1.3612,6.7329,1.5294,5.2035,3.884,0.9886,0.3785,1.6119
41574455,Jimmy Butler,SF/PF/F/UTIL,GSW,MIA,Confirmed,8100,29.75,39.97,29.75,39.97,4.934567901,31.33,25.35310524,0,100,121.5392,238.0875,39.9679,33.9,40.05,46.4,49.55,55.4,62.35,39.8612,33.5,39.9,46.44,50.006,56.18,63.0408,39.8612,33.5,39.9,46.44,50.006,56.18,63.0408,40.1774,33.94,40.24,46.58,50,56.02,62.6616,9.2325,9.55534,9.55534,9.32201,21.1922,32.081,6.4445,0.8811,6.0693,1.3538,4.7155,5.8623,1.1444,0.3776,1.7783
41574441,Michael Porter Jr.,SF/F/UTIL,BKN,PHX,Confirmed,8900,40,39.95,40,39.95,4.488764045,8.41,8.834999253,0,100,102.433,214.3335,39.9548,30.975,37.75,44.95,49.1,56.05,64.801,38.0822,29.53,36.04,43.06,46.92,53.502,61.5608,38.0822,29.53,36.04,43.06,46.92,53.502,61.5608,38.5402,29.98,36.52,43.5,47.18,53.863,61.5812,10.4203,10.0953,10.0953,9.94175,20.5549,31.6197,4.0534,3.46615,7.6757,1.7758,5.8999,3.261,0.68885,0.4522,1.65045
41574459,Bam Adebayo,C/UTIL,MIA,GSW,Confirmed,7700,23,39.42,23,39.42,5.119480519,29.62,24.74617435,0,100,116.5483,238.0875,39.4225,34.6,40.85,47.75,51.25,57.5,65.302,39.3412,34.18,40.82,47.96,51.66,58.422,66.3212,39.3412,34.18,40.82,47.96,51.66,58.422,66.3212,39.7359,34.74,41.16,48.14,51.72,58.36,66.0006,9.79652,10.1882,10.1882,9.94463,20.4006,31.5382,5.767,1.0776,10.2817,2.3057,7.976,2.8997,1.1631,0.8159,1.8387
