DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
42179767,Victor Wembanyama,C/UTIL,SAS,DET,Confirmed,10900,76,52.5,76,52.5,4.816513761,13.44,11.8816668,0,100,116.4695,228.8695,50.4062,44.5,51.75,59,63.25,70,78.3015,51.8377,45.39,53.3,61.34,65.9,73.28,82.6412,51.8377,45.39,53.3,61.34,65.9,73.28,82.6412,52.8851,46.5,54.26,62.08,66.58,74.04,83.141,10.8986,11.8272,11.8272,11.606,23.5026,31.0468,6.36453,2.02847,11.9655,2.5,9.46553,2.83547,1.31697,3.5765,3.21747
42179764,Cade Cunningham,PG/G/UTIL,DET,SAS,Confirmed,11200,43,50.4,43,50.4,4.5,18.73,15.81580946,0,100,112.4,228.8695,52.948,43.4625,51.35,59.1,63.25,70.4,78.501,50.9389,41.14,49.32,57.14,61.42,68.68,77.3004,50.9389,41.14,49.32,57.14,61.42,68.68,77.3004,52.5825,43.14,51.02,58.675,62.66,69.92,78.1006,11.7362,11.858,11.858,11.6244,25.6596,36.0264,7.67183,2.472,6.79037,1.5452,5.24517,9.7813,1.07303,0.6681,4.50883
42179769,Anthony Edwards,SG/G/UTIL,MIN,TOR,Confirmed,9700,34,45.7,34,45.7,4.711340206,18.37,15.54573826,0,100,115.3688,226.1926,45.9248,39.6,46.6,53.7,57.75,64.85,73.3525,44.3048,37.925,45.04,52.14,56.22,63.303,71.2216,44.3048,37.925,45.04,52.14,56.22,63.303,71.2216,45.249,39.04,45.94,52.88,56.766,63.84,71.7004,10.6061,10.6305,10.6305,10.3686,30.2898,36.7641,6.95047,3.61753,5.15473,1.27237,3.88237,3.85093,1.2841,0.728167,2.99837
42179772,Paolo Banchero,PF/F/UTIL,ORL,DAL,Confirmed,9600,43,45.1,43,45.1,4.697916667,14.1,12.66123709,0,100,118.1647,228.5109,44.2293,37.2,43.3,49.725,53.3,59.45,66.4515,43.4308,36.04,42.4,49,52.68,58.8,66,43.4308,36.04,42.4,49,52.68,58.8,66,44.3215,37.14,43.34,49.8,53.44,59.5,66.4212,9.42001,9.66407,9.66407,9.4604,22.6958,34.5314,6.90327,1.3519,8.65393,1.61853,7.0354,5.08163,0.814933,0.721,2.67297
42179775,Alperen Sengun,C/UTIL,HOU,GSW,Confirmed,9500,35.74666667,43.7,35.75,43.7,4.6,3.94,4.668023587,0,100,111.865,214.3295,41.721,33.4,39,44.9,48,53.35,59.701,42.0265,33.14,39.08,45.14,48.6,54.46,60.7014,42.0265,33.14,39.08,45.14,48.6,54.46,60.7014,42.5833,34,39.68,45.76,49,54.825,60.9006,8.51021,9.01852,9.01852,8.78931,16.6739,32.5104,6.30145,0.44485,8.9468,1.99895,6.94785,5.57055,1.2355,0.77765,2.51975
42179777,Kevin Durant,SF/F/UTIL,HOU,GSW,Confirmed,9100,45,42,43,42,4.615384615,12.7,11.94965069,0,100,111.865,214.3295,41.8645,34.5,40.6,47,50.5,56.5,63.75,40.3631,32.99,39.15,45.5,49.14,55.122,62.5422,40.3631,32.99,39.15,45.5,49.14,55.122,62.5422,41.5337,34.28,40.32,46.455,50.02,55.88,63.361,9.27296,9.45066,9.45066,9.18104,25.2906,36.1266,6.88975,2.3014,4.72345,1.0249,3.69855,4.68635,0.98115,0.5784,3.2847
42179797,Bam Adebayo,C/UTIL,MIA,BKN,Confirmed,8400,36.25,40.9,36.25,40.9,4.869047619,20.75,16.44528432,0,100,119.3183,226.7058,41.8826,36.6625,42.55,48.85,51.95,58.05,65.0525,41.7187,36.47,42.38,48.84,52.326,58.463,65.64,41.7187,36.47,42.38,48.84,52.326,58.463,65.64,42.0855,36.87,42.62,49.08,52.5,58.423,65.301,9.01981,9.35119,9.35119,9.12282,22.1009,32.1339,6.12465,1.24593,10.381,2.21702,8.16407,2.70335,1.21468,0.76365,1.83122
42179791,Scottie Barnes,PF/F/UTIL,TOR,MIN,Confirmed,8700,26,40.3,26,40.3,4.632183908,13.25,12.33561661,0,100,110.8238,226.1926,40.6203,31.7,38.1,44.7,48.2,54.35,61.651,41.0075,31.6,38.38,45.175,49.04,55.643,63.2404,41.0075,31.6,38.38,45.175,49.04,55.643,63.2404,41.543,32.44,38.98,45.66,49.28,55.78,63.2616,9.49206,10.0601,10.0601,9.77709,16.4875,33.5865,5.4928,1.03623,8.04507,2.06817,5.9769,5.11353,1.3881,1.05857,2.54667
42179815,Amen Thompson,PG/G/UTIL,HOU,GSW,Confirmed,8000,47.5,37.4,47.5,37.4,4.675,11.72,11.03411755,0,100,111.865,214.3295,36.4495,29.35,34.95,40.3,43.45,48.85,55.051,37.2448,29.68,35.58,41.52,44.86,50.7,57.4208,37.2448,29.68,35.58,41.52,44.86,50.7,57.4208,37.3578,30.06,35.78,41.46,44.6,50.26,56.5608,8.17608,8.87798,8.87798,8.48835,14.9257,35.3429,5.6228,0.4373,7.27985,1.63815,5.6417,4.83645,1.8115,0.5155,2.1492
42179804,Michael Porter Jr.,SF/F/UTIL,BKN,MIA,Confirmed,8100,57.25,37.4,55.25,37.4,4.617283951,3.15,3.537588265,0,100,107.3875,226.7058,34.9572,25.95,32.6,39.55,43.6,50.15,58.4,32.9164,24.385,30.71,37.24,41.08,47.22,54.8006,32.9164,24.385,30.71,37.24,41.08,47.22,54.8006,33.4589,25.04,31.24,37.755,41.526,47.76,55.3,10.0074,9.55647,9.55647,9.43803,20.8637,29.064,4.07082,3.5117,5.97542,1.41155,4.56387,1.33348,0.504317,0.371667,1.63055
