DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
42194420,Nikola Jokic,C/UTIL,DEN,NYK,Confirmed,12500,58.5,60.6,58.5,60.6,4.848,19.17,15.49323426,0,100,114.9847,229.108,63.7503,56.2,63.95,71.4,75.5,82.75,90.8015,62.5293,54.9,62.76,70.495,74.98,82.643,90.861,62.5293,54.9,62.76,70.495,74.98,82.643,90.861,63.7912,56.26,63.96,71.555,75.92,83.24,91.4216,11.5563,11.9218,11.9218,11.6623,28.2543,36.4586,9.13733,1.6831,14.1102,3.10973,11.0004,9.5319,1.30207,0.997898,3.63697
42194422,Victor Wembanyama,C/UTIL,SAS,LAC,Confirmed,10500,54,50.5,54,50.5,4.80952381,13.44,12.34382137,0,100,114.543,221.2343,51.7476,44.5,51.8,59.2,63.15,70.35,78.8515,52.936,45.34,52.96,60.9,65.08,72.92,82.1412,52.936,45.34,52.96,60.9,65.08,72.92,82.1412,53.988,46.28,53.98,61.9,66.02,73.4,82.5406,10.7944,11.5543,11.5543,11.3518,23.9914,32.096,6.6927,2.136,11.9694,2.423,9.54635,2.9419,1.3194,3.2903,3.329
42194434,Alperen Sengun,C/UTIL,HOU,POR,Confirmed,9400,38,46,38,46,4.893617021,5.17,5.937354919,0,100,113.6482,222.6754,43.6111,35.95,42.125,48.45,52.05,58.05,64.7,43.7667,35.74,42.14,49,52.54,59.182,66.02,43.7667,35.74,42.14,49,52.54,59.182,66.02,44.2569,36.44,42.76,49.3,52.82,59.24,65.86,9.32602,9.82576,9.82576,9.56931,18.3149,32.1589,6.7436,0.483133,10.3226,2.4639,7.8587,5.34497,1.3848,0.676533,2.42717
42194429,Kawhi Leonard,SG/SF/F/G/UTIL,LAC,SAS,Confirmed,9500,51.25,45.4,51.25,45.4,4.778947368,22.13,18.69191952,0,100,106.6913,221.2343,45.8745,35.85,43.1,50.6,54.55,61.605,71.251,45.1974,34.92,42.48,49.96,54.029,61.125,70.5604,45.1974,34.92,42.48,49.96,54.029,61.125,70.5604,45.6774,35.8,42.98,50.36,54.38,61.2,70.3412,10.8514,11.0291,11.0291,10.7424,26.7043,30.7669,8.04245,2.1475,5.88905,1.49475,4.3943,3.81365,1.45415,0.4597,2.53805
42194424,Jaylen Brown,SG/SF/F/G/UTIL,BOS,DAL,Confirmed,10000,46.75,45.1,46.75,45.1,4.51,5.22,5.87506429,0,100,120.3655,225.284,45.162,36.35,42.5,48.95,52.6,58.9575,66,44.181,35.18,41.36,47.92,51.589,58,64.861,44.181,35.18,41.36,47.92,51.589,58,64.861,44.7941,35.98,42.04,48.435,52.08,58.32,65.22,9.41973,9.46675,9.46675,9.27268,25.1764,32.2396,7.4709,2.34557,5.83343,1.14447,4.68897,4.87463,1.02,0.507467,2.32333
42194436,Kevin Durant,SF/F/UTIL,HOU,POR,Confirmed,9200,35.5,43.3,35.5,43.3,4.706521739,9.69,9.515256207,0,100,113.6482,222.6754,43.7914,36.65,43.1,50,53.75,60,67.501,42.2893,35.06,41.74,48.46,52.3,58.68,66.4006,42.2893,35.06,41.74,48.46,52.3,58.68,66.4006,43.4652,36.32,42.88,49.52,53.246,59.423,66.6206,9.95472,10.0913,10.0913,9.85624,27.5982,36.0035,7.12063,2.56787,5.47393,1.27247,4.20147,3.94207,0.8908,0.791967,3.2604
42194439,Jamal Murray,PG/G/UTIL,DEN,NYK,Confirmed,9100,20.25,43.2,20.25,43.2,4.747252747,8.59,8.644161272,0,100,114.9847,229.108,42.0911,34.85,41.75,48.45,52.1,58.405,66,40.9587,33.78,40.64,47.48,51.1,57.522,64.6412,40.9587,33.78,40.64,47.48,51.1,57.522,64.6412,41.5112,34.52,41.2,47.76,51.32,57.52,64.7004,10.1284,10.181,10.181,9.91863,22.8617,35.7505,5.58063,2.9977,3.62823,0.8199,2.80833,7.0012,1.27903,0.473833,2.3305
42194442,Jalen Brunson,PG/G/UTIL,NYK,DEN,Confirmed,9000,37.25,42.6,37.25,42.6,4.733333333,9.48,9.366813825,0,100,114.1233,229.108,42.3912,33.2125,40.025,46.85,50.6,56.75,63.45,40.9928,31.8,38.6,45.3,49,55.124,62.26,40.9928,31.8,38.6,45.3,49,55.124,62.26,41.7706,32.72,39.38,46.1,49.6,55.6,62.34,10.1708,10.1133,10.1133,9.92957,26.3619,35.1347,7.0223,2.52617,0.7484,0.180333,0.568067,6.97603,0.852,0.246633,2.4745
42194450,LaMelo Ball,PG/G/UTIL,CHA,MIA,Confirmed,8700,34,41.1,34,41.1,4.724137931,12.21,11.48366736,0,100,117.6798,228.6138,39.2348,33.05,39.5,46.2,49.7,56.1,63.35,37.5842,31.43,38,44.48,48.1,54.32,61.3806,37.5842,31.43,38,44.48,48.1,54.32,61.3806,38.4212,32.54,38.78,45.18,48.549,54.62,61.5204,9.64131,9.62759,9.62759,9.33401,19.1826,28.235,3.50457,3.2381,4.9125,1.10923,3.80327,7.27037,1.37153,0.333667,2.98777
42194459,Bam Adebayo,C/UTIL,MIA,CHA,Confirmed,8400,50.5,40.1,50.5,40.1,4.773809524,4.84,5.482241734,0,100,110.934,228.6138,38.2867,32.75,39.275,46.025,49.75,56,63.5,37.9801,32.22,39.08,45.94,49.92,56.54,64.4016,37.9801,32.22,39.08,45.94,49.92,56.54,64.4016,38.5067,32.92,39.58,46.36,50.16,56.62,64.1404,9.7675,10.1157,10.1157,9.90131,22.6173,31.5895,6.1053,1.2317,8.6228,1.96553,6.65727,1.91093,1.03187,0.805633,1.96237
