DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,PTS,Min,2PT,3PT,RB,Off Reb,Def Reb,AST,STL,BLK,TO
41594441,Luka Doncic,PG/G/UTIL,LAL,DEN,Confirmed,11500,77.75,56.58,77.75,56.58,4.92,8.98,9.061028613,0,100,112.8928,225.719,56.5805,48.4,56.15,63.75,68,74.7,83.5,54.3874,46.22,53.84,61.55,65.489,72.5,80.8006,54.3874,46.22,53.84,61.55,65.489,72.5,80.8006,55.5501,47.6,55.12,62.58,66.54,73.322,81.6412,11.4226,11.3732,11.3732,11.1149,30.7158,35.5175,6.5822,3.72987,7.71283,1.56733,6.1455,8.14393,1.1929,0.5936,3.65903
41594446,James Harden,PG/G/UTIL,LAC,CHI,Confirmed,9900,37.75,52.72,37.75,52.72,5.325252525,24.65,19.74422602,0,100,113.0048,227.419,52.7234,42.85,50.275,57.85,62,69.1,77.35,50.0959,40.26,47.7,55.26,59.32,66.242,74.081,50.0959,40.26,47.7,55.26,59.32,66.242,74.081,51.5341,41.94,49.14,56.56,60.46,67.28,75.0006,11.3048,11.211,11.211,10.9333,27.8237,35.7533,5.11383,3.82063,4.77167,1.0161,3.75557,9.0588,1.12557,0.4506,4.09903
41594449,Tyrese Maxey,PG/G/UTIL,PHI,PHX,Confirmed,9800,41,51.04,41,51.04,5.208163265,21.41,17.82190144,0,100,110.802,223.8973,51.0361,41.75,49.25,56.9,60.9,67.95,76.5,49.7354,40.44,47.96,55.74,59.7,66.523,75.48,49.7354,40.44,47.96,55.74,59.7,66.523,75.48,50.2123,41.23,48.46,55.94,59.88,66.503,75.221,11.3062,11.3346,11.3346,11.0466,30.2401,37.6503,7.0641,3.7427,3.38727,0.822267,2.565,6.83773,1.46303,0.5274,2.4348
41594467,Anthony Edwards,SG/G/UTIL,MIN,UTA,Confirmed,9200,58.5,49.11,58.5,49.11,5.338043478,21.09,17.09476892,0,100,126.1708,240.0543,49.1058,42.45,49.55,56.75,60.75,67.55,75.55,47.831,41.16,48.18,55.66,59.48,66.46,74.9816,47.831,41.16,48.18,55.66,59.48,66.46,74.9816,48.4936,41.96,48.9,56,59.82,66.563,74.5014,10.7202,10.8371,10.8371,10.5283,32.557,34.1376,7.76345,4.03165,4.47875,0.9707,3.50805,4.04575,1.81355,0.6937,3.0737
41594452,Jamal Murray,PG/G/UTIL,DEN,LAL,Confirmed,9700,50,48.47,50,48.47,4.996907216,12.39,11.63554973,0,100,112.8262,225.719,48.4721,40.85,48.3,55.5,59.65,66.45,73.85,47.1054,39.62,47,54.2,58.38,65.163,73.001,47.1054,39.62,47,54.2,58.38,65.163,73.001,47.6534,40.28,47.54,54.54,58.5,65.2,72.6004,11.0644,11.0858,11.0858,10.8162,25.6156,35.4207,6.61563,3.2346,4.55013,1.1444,3.40573,8.65707,1.4158,0.344967,2.39493
41594444,Victor Wembanyama,C/UTIL,SAS,HOU,Confirmed,10000,30.5,46.84,30.5,46.84,4.684,2.59,3.279201324,0,100,108.0693,220.8316,46.8396,39.3125,46.55,54.2,58.8,66.1575,75.5,47.5937,39.53,47.58,55.64,60.3,68.585,77.9204,47.5937,39.53,47.58,55.64,60.3,68.585,77.9204,48.8275,40.84,48.56,56.635,61.3,69.14,78.4428,11.245,11.9844,11.9844,11.7726,23.4879,28.5515,6.47015,2.02455,9.8837,2.28005,7.60365,2.4772,1.12145,2.9747,3.4387
41594481,Stephen Curry,PG/G/UTIL,GSW,TOR,Confirmed,8800,26.75,44.63,26.75,44.63,5.071590909,14.37,13.17151716,0,100,115.3357,226.0359,44.6298,36.8,43.8,50.95,54.85,62,69.7525,41.9546,34.28,41.12,48.08,51.96,58.862,66.44,41.9546,34.28,41.12,48.08,51.96,58.862,66.44,42.9261,35.48,42.12,48.9,52.66,59.58,66.8406,10.5546,10.2551,10.2551,10.0245,27.4486,31.9341,4.40327,4.89687,3.54687,0.8604,2.68647,5.54727,0.963233,0.4506,2.88757
41594462,Scottie Barnes,PF/F/UTIL,TOR,GSW,Confirmed,9400,50.75,44.1,50.75,44.1,4.691489362,6.5,6.800216297,0,100,110.7002,226.0359,44.0979,37.1,43.85,50.7,54.3,60.8,68.0015,43.9356,36.61,43.66,50.84,54.64,61.38,69.001,43.9356,36.61,43.66,50.84,54.64,61.38,69.001,44.614,37.5,44.42,51.3,55.1,61.68,69.0204,10.0571,10.4671,10.4671,10.2209,18.6197,34.7901,6.334,1.0957,11.188,2.81007,8.37797,5.15753,1.2539,0.9658,2.6492
41594502,Keyonte George,PG/G/UTIL,UTA,MIN,Confirmed,8100,51.5,43.91,51.5,43.91,5.420987654,20.06,17.70974606,0,100,113.8835,240.0543,43.913,35.5,43.45,50.9,55.3,62.8,71.05,40.8431,32.74,40.26,47.74,51.92,58.863,67.2422,40.8431,32.74,40.26,47.74,51.92,58.863,67.2422,42.3514,34.38,41.78,49.1,53.209,60.085,68.2612,11.4019,11.1034,11.1034,10.8834,24.9235,32.6629,3.8506,4.0811,4.5465,1.125,3.4215,6.95435,0.96105,0.2233,3.95945
41594475,LeBron James,PF/F/UTIL,LAL,DEN,Confirmed,9000,39.75,42.62,39.75,42.62,4.735555556,7.58,7.661173048,0,100,112.8928,225.719,42.6182,34.2,40.75,47.35,51.25,57.2,64.7525,41.5146,32.92,39.64,46.3,50.129,56.56,64.321,41.5146,32.92,39.64,46.3,50.129,56.56,64.321,42.5226,34.225,40.71,47.32,51.08,57.1,64.76,9.80796,10.017,10.017,9.78425,22.1118,32.5344,5.9885,2.03783,5.73657,1.14903,4.58753,5.96413,0.905167,0.732367,3.0813
41594499,Julius Randle,PF/F/UTIL,MIN,UTA,Confirmed,8200,31,41.76,31,41.76,5.092682927,18.56,15.51562751,0,100,126.1708,240.0543,41.7571,34.5,41,47.2,50.7,56.6,63.2525,40.2796,33.22,39.47,45.76,49.44,55.262,62.2208,40.2796,33.22,39.47,45.76,49.44,55.262,62.2208,41.1616,34.16,40.26,46.56,50.04,55.84,62.442,9.39337,9.43845,9.43845,9.23992,21.7145,31.9114,5.8897,2.08325,6.7059,1.43415,5.27175,5.83885,0.92235,0.31675,2.67495
41594470,Kevin Durant,SG/SF/F/G/UTIL,HOU,SAS,Confirmed,9100,36.5,41.48,36.5,41.48,4.558241758,1.58,2.210785808,0,100,112.7623,220.8316,41.4839,34.2,40.55,46.95,50.85,56.55,64.3515,39.8789,32.56,39.2,45.5,49.295,55.2,62.52,39.8789,32.56,39.2,45.5,49.295,55.2,62.52,41.0255,33.9,40.28,46.5,50.16,55.92,63.4008,9.57917,9.6616,9.6616,9.42787,25.9224,35.3434,7.32305,2.322,4.71705,1.1039,3.61315,4.4109,0.86855,0.5184,3.162
41594455,Alperen Sengun,PF/C/F/UTIL,HOU,SAS,Confirmed,9600,53.75,41.22,53.75,41.22,4.29375,0.48,0.871578277,0,100,112.7623,220.8316,41.2162,33.25,39.4,45.6,49,54.95,61.05,41.1566,32.82,39.22,45.76,49.36,55.78,62.0804,41.1566,32.82,39.22,45.76,49.36,55.78,62.0804,41.7785,33.685,39.86,46.28,49.686,55.803,62.4804,9.15396,9.61802,9.61802,9.37537,17.0701,31.474,6.52085,0.46345,8.56685,2.06155,6.5053,6.1905,1.0992,0.61265,2.41695
41594525,Bam Adebayo,C/UTIL,MIA,SAC,Confirmed,7500,46.75,41.11,46.75,41.11,5.481333333,18.7,15.67816878,0,100,119.979,236.3637,41.1126,36.85,43,49.65,53.4,59.3,66.3515,41.2899,36.74,43.34,50.22,54.24,60.4,67.7006,41.2899,36.74,43.34,50.22,54.24,60.4,67.7006,41.6357,37.26,43.64,50.38,54.24,60.3,67.7008,9.54851,10.0434,10.0434,9.80243,18.8092,32.1626,5.32413,0.987969,12.3776,2.8005,9.5771,3.13667,1.25993,1.11893,1.87717
