Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5077053455,oxenduck (16/150),0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,Jakob Poeltl,C,62.33%,44
1,5077170781,44scorcher (66/150),0,331.25,C Jakob Poeltl F Saddiq Bey G Luka Doncic PF LeBron James PG Jeremiah Fears SF Herbert Jones SG Bryce McGowens UTIL Ace Bailey,,Luka Doncic,PG,40.87%,50.5
1,5077306813,jdm68a (63/150),0,331.25,C Jakob Poeltl F Herbert Jones G Jeremiah Fears PF LeBron James PG Luka Doncic SF Ace Bailey SG Bryce McGowens UTIL Saddiq Bey,,Jeremiah Fears,G,23.59%,43.25
1,5077338825,blake2626,0,331.25,C Jakob Poeltl F LeBron James G Bryce McGowens PF Saddiq Bey PG Luka Doncic SF Herbert Jones SG Jeremiah Fears UTIL Ace Bailey,,De'Anthony Melton,SG,20.32%,20.25
1,5077483807,hoagies69 (7/7),0,331.25,C Jakob Poeltl F Saddiq Bey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Ace Bailey SG Bryce McGowens UTIL Herbert Jones,,Saddiq Bey,SF,19.45%,42.75
1,5077536261,T.Y.D,0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,Zion Williamson,PF,18.15%,8.25
1,5077588991,mbhabes (16/50),0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,Jeremiah Fears,SG,16.92%,43.25
1,5077634298,KingGotEM2 (2/3),0,331.25,C Jakob Poeltl F Saddiq Bey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Ace Bailey SG Bryce McGowens UTIL Herbert Jones,,Luka Doncic,G,16.86%,50.5
1,5077644440,cheffrank (1/26),0,331.25,C Jakob Poeltl F Herbert Jones G Jeremiah Fears PF LeBron James PG Luka Doncic SF Ace Bailey SG Bryce McGowens UTIL Saddiq Bey,,Herbert Jones,SF,16.67%,40
1,5077646709,Los_bravos88 (2/2),0,331.25,C Jakob Poeltl F Herbert Jones G Bryce McGowens PF LeBron James PG Luka Doncic SF Ace Bailey SG Jeremiah Fears UTIL Saddiq Bey,,Brandin Podziemski,SG,16.52%,28.25
1,5077690131,Heezybaby420,0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,RJ Barrett,SF,15.92%,33.75
1,5077724383,bkinn13,0,331.25,C Jakob Poeltl F Saddiq Bey G Bryce McGowens PF LeBron James PG Luka Doncic SF Herbert Jones SG Jeremiah Fears UTIL Ace Bailey,,LeBron James,PF,15.32%,46.25
1,5077750477,WarmBlatz3 (1/2),0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,Zion Williamson,F,14.72%,8.25
1,5077758441,3rd_and_schlong (11/150),0,331.25,C Jakob Poeltl F Ace Bailey G Jeremiah Fears PF LeBron James PG Luka Doncic SF Herbert Jones SG Bryce McGowens UTIL Saddiq Bey,,Jordan Poole,G,14.60%,19.75
1,5077807149,Vincejr100 (1/2),0,331.25,C Jakob Poeltl F LeBron James G Bryce McGowens PF Saddiq Bey PG Luka Doncic SF Ace Bailey SG Jeremiah Fears UTIL Herbert Jones,,Immanuel Quickley,PG,14.58%,48
16,5077789668,HooHa1 (3/3),0,327.5,C Jakob Poeltl F Herbert Jones G Jeremiah Fears PF Saddiq Bey PG Immanuel Quickley SF RJ Barrett SG Brandon Ingram UTIL Ace Bailey,,Scottie Barnes,PF,14.12%,32.5
17,5077743482,phils44 (44/150),0,327,C Jakob Poeltl F Herbert Jones G Jeremiah Fears PF LeBron James PG Immanuel Quickley SF Ace Bailey SG Brandin Podziemski UTIL Saddiq Bey,,Saddiq Bey,PF,13.64%,42.75
18,5077053477,oxenduck (38/150),0,322.75,C Jakob Poeltl F Ace Bailey G Luka Doncic PF Saddiq Bey PG Immanuel Quickley SF Herbert Jones SG Jordan Poole UTIL Jeremiah Fears,,Herbert Jones,F,13.57%,40
18,5077588996,mbhabes (21/50),0,322.75,C Jakob Poeltl F Herbert Jones G Luka Doncic PF Saddiq Bey PG Immanuel Quickley SF Ace Bailey SG Jordan Poole UTIL Jeremiah Fears,,Gui Santos,PF,12.56%,22.5
18,5077717631,la_pistola (2/9),0,322.75,C Jakob Poeltl F Herbert Jones G Immanuel Quickley PF Saddiq Bey PG Luka Doncic SF Ace Bailey SG Jordan Poole UTIL Jeremiah Fears,,Saddiq Bey,F,12.27%,42.75
18,5077753530,mlmickey (30/76),0,322.75,C Jakob Poeltl F Ace Bailey G Luka Doncic PF Saddiq Bey PG Immanuel Quickley SF Herbert Jones SG Jordan Poole UTIL Jeremiah Fears,,Jordan Poole,SG,10.27%,19.75
18,5077802545,benwoodward32,0,322.75,C Jakob Poeltl F Ace Bailey G Luka Doncic PF Saddiq Bey PG Immanuel Quickley SF Herbert Jones SG Jordan Poole UTIL Jeremiah Fears,,Brandin Podziemski,PG,9.79%,28.25
18,5077819416,chadmn01 (11/13),0,322.75,C Jakob Poeltl F Herbert Jones G Luka Doncic PF Saddiq Bey PG Immanuel Quickley SF Ace Bailey SG Jeremiah Fears UTIL Jordan Poole,,Bilal Coulibaly,SF,9.56%,28.25
