Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5076101782,awen419 (32/150),0,308.5,C Naz Reid F Saddiq Bey G Dejounte Murray PF John Konchar PG Luka Doncic SF Herbert Jones SG Brice Sensabaugh UTIL Ace Bailey,,Luka Doncic,PG,30.61%,68.5
1,5076220010,adh4andrew,0,308.5,C Naz Reid F Ace Bailey G Luka Doncic PF John Konchar PG Dejounte Murray SF Herbert Jones SG Brice Sensabaugh UTIL Saddiq Bey,,Zion Williamson,PF,28.03%,40.5
1,5076281224,ewsams (18/35),0,308.5,C Naz Reid F Saddiq Bey G Dejounte Murray PF John Konchar PG Luka Doncic SF Ace Bailey SG Brice Sensabaugh UTIL Herbert Jones,,Bennedict Mathurin,SG,25.60%,23.5
1,5076340650,hixx (12/150),0,308.5,C Naz Reid F Saddiq Bey G Luka Doncic PF John Konchar PG Dejounte Murray SF Ace Bailey SG Brice Sensabaugh UTIL Herbert Jones,,DeAndre Jordan,C,25.34%,11.75
1,5076344424,gmoney_69 (1/15),0,308.5,C Naz Reid F Herbert Jones G Luka Doncic PF Saddiq Bey PG Dejounte Murray SF John Konchar SG Brice Sensabaugh UTIL Ace Bailey,,Jalen Green,SG,23.72%,14.75
1,5076344536,ShipMyMoney (96/150),0,308.5,C Rudy Gobert F Ace Bailey G Dejounte Murray PF Saddiq Bey PG Luka Doncic SF Herbert Jones SG Svi Mykhailiuk UTIL Kris Dunn,,John Konchar,SF,23.42%,24.75
7,5076101821,awen419 (71/150),0,304.5,C Kevin Love F Ace Bailey G Dejounte Murray PF Saddiq Bey PG Luka Doncic SF Herbert Jones SG Bennedict Mathurin UTIL Derrick Jones Jr.,,John Konchar,PF,21.47%,24.75
8,5075807686,Patrick_Star (11/20),0,303.75,C Oso Ighodaro F Herbert Jones G Luka Doncic PF LeBron James PG Dejounte Murray SF John Konchar SG Brice Sensabaugh UTIL Saddiq Bey,,Deandre Ayton,C,21.19%,9
8,5076344569,ShipMyMoney (129/150),0,303.75,C Oso Ighodaro F Herbert Jones G Kris Dunn PF John Konchar PG Luka Doncic SF Saddiq Bey SG Anthony Edwards UTIL Derrick Jones Jr.,,Dejounte Murray,PG,19.71%,42.25
10,5075960443,kraig (2/2),0,302.5,C DeAndre Jordan F John Konchar G Dejounte Murray PF Zion Williamson PG Luka Doncic SF Saddiq Bey SG Jeremiah Fears UTIL Kris Dunn,,Ace Bailey,SF,17.78%,34
11,5076344571,ShipMyMoney (131/150),0,302.25,C Yanic Konan Niederhauser F Ryan Dunn G Luka Doncic PF John Konchar PG Dejounte Murray SF Brice Sensabaugh SG Anthony Edwards UTIL Saddiq Bey,,Herbert Jones,SF,16.30%,24.25
12,5076335891,pocKKetAAces (12/30),0,302,C Yanic Konan Niederhauser F Zion Williamson G Luka Doncic PF Saddiq Bey PG Dejounte Murray SF John Konchar SG Brice Sensabaugh UTIL Brook Lopez,,Anthony Edwards,SG,15.56%,43.75
13,5076101889,awen419 (139/150),0,301.5,C DeAndre Jordan F Saddiq Bey G Luka Doncic PF John Konchar PG Dejounte Murray SF Herbert Jones SG Brice Sensabaugh UTIL Zion Williamson,,Isaiah Collier,PG,15.42%,22.75
14,5075912430,invertedcheese (77/150),0,299.5,C Brook Lopez F John Konchar G Luka Doncic PF Saddiq Bey PG Dejounte Murray SF Ace Bailey SG Bennedict Mathurin UTIL Herbert Jones,,Luka Doncic,G,14.74%,68.5
14,5076331095,karatesbadboy (14/150),0,299.5,C Brook Lopez F Ace Bailey G Dejounte Murray PF Saddiq Bey PG Luka Doncic SF John Konchar SG Bennedict Mathurin UTIL Herbert Jones,,Bennedict Mathurin,F,14.25%,23.5
16,5075976839,niquisition (9/15),0,299.25,C Mark Williams F Herbert Jones G Dejounte Murray PF Saddiq Bey PG Luka Doncic SF Ace Bailey SG Brice Sensabaugh UTIL John Konchar,,Collin Gillespie,PG,14.25%,33.25
17,5075912394,invertedcheese (41/150),0,298.25,C DeAndre Jordan F Ace Bailey G Luka Doncic PF Saddiq Bey PG Dejounte Murray SF John Konchar SG Bennedict Mathurin UTIL Donte DiVincenzo,,Rudy Gobert,C,13.87%,25.75
17,5076340117,vindep20 (61/80),0,298.25,C DeAndre Jordan F Ace Bailey G Dejounte Murray PF John Konchar PG Luka Doncic SF Saddiq Bey SG Bennedict Mathurin UTIL Donte DiVincenzo,,Bennedict Mathurin,G,13.83%,23.5
