Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5075282744,lostories (20/150),0,392.25,C Quinten Post F Alperen Sengun G Dennis Schroder PF Jaylin Williams PG Cade Cunningham SF Will Richard SG Reed Sheppard UTIL Jarrett Allen,,Brandin Podziemski,SG,33.28%,38
2,5074939525,bntr16 (113/150),0,387.5,C Jalen Duren F Alperen Sengun G Craig Porter Jr. PF Jaylin Williams PG Cade Cunningham SF Ausar Thompson SG Will Richard UTIL Dennis Schroder,,Gui Santos,PF,30.53%,30.75
3,5075056013,ShaidyAdvice (79/150),0,386.75,C Quinten Post F Alperen Sengun G Dennis Schroder PF Jaylin Williams PG Cade Cunningham SF Gary Payton II SG Reed Sheppard UTIL Jarrett Allen,,Victor Wembanyama,C,27.57%,37.5
4,5074984827,44scorcher (102/150),0,386.5,C Jalen Duren F Jaylin Williams G Dennis Schroder PF Alperen Sengun PG Brandin Podziemski SF Gary Payton II SG Reed Sheppard UTIL Jarrett Allen,,Dennis Schroder,G,25.09%,38
5,5074933958,oxenduck (51/150),0,385.75,C Jarrett Allen F Alperen Sengun G Reed Sheppard PF Jaylin Williams PG Dennis Schroder SF Will Richard SG Brandin Podziemski UTIL Kevin Porter Jr.,,Jaylin Williams,PF,22.98%,55.75
5,5074984751,44scorcher (26/150),0,385.75,C Jarrett Allen F Jaylin Williams G Reed Sheppard PF Alperen Sengun PG Kevin Porter Jr. SF Will Richard SG Brandin Podziemski UTIL Dennis Schroder,,Moses Moody,SF,22.81%,24
5,5075140314,bgreseth (104/150),0,385.75,C Jarrett Allen F Alperen Sengun G Kevin Porter Jr. PF Jaylin Williams PG Dennis Schroder SF Will Richard SG Brandin Podziemski UTIL Reed Sheppard,,Jaylon Tyson,SF,21.93%,37
5,5075156895,sbcousle (48/150),0,385.75,C Jarrett Allen F Alperen Sengun G Dennis Schroder PF Jaylin Williams PG Brandin Podziemski SF Will Richard SG Kevin Porter Jr. UTIL Reed Sheppard,,Reed Sheppard,SG,21.58%,41.25
5,5075223573,Termight (16/30),0,385.75,C Jarrett Allen F Alperen Sengun G Reed Sheppard PF Jaylin Williams PG Brandin Podziemski SF Will Richard SG Kevin Porter Jr. UTIL Dennis Schroder,,Brandin Podziemski,PG,21.46%,38
5,5075254275,shrek4224 (13/150),0,385.75,C Jarrett Allen F Alperen Sengun G Reed Sheppard PF Jaylin Williams PG Dennis Schroder SF Will Richard SG Brandin Podziemski UTIL Kevin Porter Jr.,,Jarrett Allen,C,17.71%,49.25
5,5075342938,furies13 (1/2),0,385.75,C Jarrett Allen F Alperen Sengun G Kevin Porter Jr. PF Jaylin Williams PG Dennis Schroder SF Will Richard SG Brandin Podziemski UTIL Reed Sheppard,,Reed Sheppard,G,15.58%,41.25
