rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
36,-5.136,4,4,BAL,KC,0,4,4,4,2245.19,23900,91.64,3.508,49100,0,0
37,-5.312,4,4,BAL,KC,0,3,3,5,2121.53,23000,91.93,4.225,49900,0,0
38,-5.395,4,4,HOU,CLE,0,3,3,5,1936.90,21900,82.12,3.603,48800,0,0
39,-5.410,4,4,BAL,KC,0,4,4,4,2087.22,23200,91.41,3.731,49500,0,0
40,-5.436,4,2,BAL,KC,0,5,5,4,2319.25,23900,90.14,5.297,48100,0,0
41,-5.485,4,4,HOU,CLE,0,3,3,5,1629.11,20900,93.64,9.234,50000,0,0
42,-5.509,4,3,CIN,TB,0,4,5,4,2263.63,24000,96.80,9.180,50000,0,0
43,-5.511,4,2,BAL,KC,0,4,4,4,1927.59,21800,91.35,7.608,49800,0,0
44,-5.517,4,4,BAL,KC,0,4,4,4,2098.12,23200,90.93,7.130,49300,0,0
45,-5.527,4,3,BAL,KC,0,4,5,4,2127.18,23200,90.81,5.623,48900,0,0
46,-5.549,4,4,BAL,KC,0,4,4,4,2181.31,23200,90.75,6.616,48300,0,0
47,-5.560,4,4,BAL,KC,0,3,3,5,1919.79,21600,91.07,4.289,48200,0,0
48,-5.567,4,2,HOU,CLE,0,4,5,4,2405.43,24300,91.09,4.210,49700,0,0
49,-5.615,4,3,BAL,KC,0,4,4,4,2241.18,23400,90.37,3.403,49100,0,0
50,-5.618,4,3,BAL,KC,0,4,4,4,1609.01,20500,91.34,4.472,49900,0,0
51,-5.635,4,2,BAL,KC,0,3,3,5,1751.14,21300,91.31,8.563,49500,0,0
52,-5.641,5,3,HOU,CLE,0,3,3,5,2132.04,22700,95.38,5.942,48800,0,0
53,-5.650,4,3,BAL,KC,0,4,4,4,2164.00,22800,90.73,3.802,49100,0,0
54,-5.651,4,3,CIN,TB,0,5,5,4,2305.75,23800,96.08,7.790,48500,0,0
55,-5.677,4,3,BAL,KC,0,5,5,4,2108.17,22800,90.60,3.922,49600,0,0
56,-5.678,4,3,CIN,TB,0,4,4,4,2136.84,23100,97.18,12.815,48700,0,0
57,-5.699,4,3,CIN,TB,0,4,5,4,2378.76,24300,95.79,7.107,49500,0,0
58,-5.701,4,4,BAL,KC,0,3,3,5,1725.22,21200,91.04,4.536,49600,0,0
59,-5.721,4,4,BAL,KC,0,3,3,5,2234.75,23200,89.84,3.484,48300,0,0
60,-5.750,4,3,CIN,TB,0,4,5,4,2133.28,23100,96.82,12.740,48900,0,0
61,-5.767,4,3,BAL,KC,0,3,3,4,2164.28,23400,89.67,7.075,49700,0,0
62,-5.775,4,3,BAL,KC,0,3,3,4,2269.38,23200,89.61,6.471,48700,0,0
63,-5.777,5,3,HOU,CLE,0,3,3,5,2262.83,24300,94.70,6.333,49400,0,0
64,-5.780,4,3,BAL,KC,0,4,4,4,2410.17,24200,89.70,3.609,48100,0,0
65,-5.793,4,3,BAL,KC,0,4,4,4,2325.08,24200,89.63,3.600,50000,0,0
66,-5.799,5,2,HOU,CLE,0,4,5,5,2305.67,24300,94.59,5.642,49700,0,0
67,-5.815,4,4,HOU,CLE,0,2,2,5,1562.98,20300,82.03,8.807,48900,0,0
68,-5.835,4,4,HOU,CLE,0,3,3,5,2207.80,23200,91.36,6.212,48400,0,0
69,-5.841,4,3,BAL,KC,0,3,3,4,2257.01,23400,89.25,3.545,48700,0,0
70,-5.850,4,3,CIN,TB,0,4,4,4,2248.76,23300,96.28,11.203,49100,0,0
71,-5.851,4,4,TB,CIN,0,3,3,5,2400.08,23700,95.13,9.195,48600,0,0
72,-5.882,4,3,BAL,KC,0,4,5,4,2304.11,24200,89.18,3.355,48900,0,0
73,-5.887,4,4,HOU,CLE,0,3,3,5,2191.26,23700,91.48,7.154,49200,0,0
74,-5.914,4,3,HOU,CLE,0,4,4,4,1746.88,21200,90.85,6.832,49200,0,0
75,-5.954,4,3,BAL,KC,0,3,3,4,2110.36,22800,89.19,3.644,48200,0,0
