rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-1.908,4,3,HOU,CLE,0,4,4,4,2303.93,24300,97.44,6.373,49300,0,0
2,-2.510,4,4,HOU,CLE,0,3,3,5,2184.51,23300,94.47,6.889,49700,0,0
3,-3.766,4,4,HOU,CLE,0,3,3,5,1737.27,20900,90.31,8.909,48700,0,0
4,-3.954,4,4,BAL,KC,0,4,4,4,2217.23,24000,97.60,4.261,49700,0,0
5,-3.971,4,3,BAL,KC,0,3,3,4,2197.36,23900,97.54,7.469,49400,0,0
6,-4.005,4,3,HOU,CLE,0,4,4,4,1676.57,21100,89.19,7.738,49900,0,0
7,-4.048,4,4,BAL,KC,0,3,3,5,2216.87,23300,97.19,8.302,48500,0,0
8,-4.092,4,4,HOU,CLE,0,4,4,4,2372.95,24300,98.46,6.485,49900,0,0
9,-4.118,4,2,BAL,KC,0,3,3,4,2297.59,23900,96.81,7.249,48900,0,0
10,-4.119,4,3,BAL,KC,0,4,5,4,2201.82,23900,96.75,3.764,50000,0,0
11,-4.162,4,3,BAL,KC,0,4,4,4,2117.17,23300,96.61,7.871,49600,0,0
12,-4.168,4,3,BAL,KC,0,3,3,4,2251.31,23900,96.49,3.630,48600,0,0
13,-4.179,4,3,HOU,CLE,0,3,3,5,1868.80,21300,88.33,7.404,49400,0,0
14,-4.200,4,4,BAL,KC,0,4,4,4,2278.68,24000,96.35,3.931,49400,0,0
15,-4.266,4,3,BAL,KC,0,5,5,4,2273.24,24000,96.00,3.726,48800,0,0
16,-4.270,4,2,HOU,CLE,0,4,4,5,1716.65,20900,87.75,8.246,49900,0,0
17,-4.328,4,4,BAL,KC,0,4,4,4,2230.25,23900,95.76,7.130,50000,0,0
18,-4.371,4,2,BAL,KC,0,5,5,4,2289.63,23900,95.49,3.787,48600,0,0
19,-4.402,4,4,BAL,KC,0,3,3,5,2221.17,23700,95.34,3.772,49800,0,0
20,-4.479,4,2,HOU,CLE,0,3,3,4,2153.04,22700,96.32,7.540,49200,0,0
21,-4.586,4,3,BAL,KC,0,4,4,4,2393.83,23900,94.44,6.471,49400,0,0
22,-4.642,4,3,BAL,KC,0,4,4,4,2286.15,23900,94.12,3.562,48500,0,0
23,-4.700,4,3,HOU,CLE,0,4,4,4,2177.27,22700,95.19,7.127,48500,0,0
24,-4.709,4,4,HOU,CLE,0,4,4,4,2367.36,24300,95.35,6.057,49600,0,0
25,-4.761,4,2,LAA,TOR,0,4,4,5,2343.84,23700,99.23,11.364,49200,0,0
26,-4.775,4,4,HOU,CLE,0,4,4,4,2056.82,22200,85.08,7.400,49500,0,0
27,-4.804,4,2,BAL,KC,0,5,5,4,2444.91,24300,93.29,5.179,49200,0,0
28,-4.873,4,3,BAL,KC,0,5,5,4,2113.98,23100,92.90,2.676,49900,0,0
29,-4.875,4,2,LAA,TOR,0,3,3,5,2439.18,24100,98.65,11.283,49200,0,0
30,-4.987,4,3,BAL,KC,0,4,4,4,2016.95,23200,93.54,4.162,49300,0,0
31,-5.004,4,3,BAL,KC,0,4,4,4,2188.70,23300,93.44,3.917,49400,0,0
32,-5.064,4,3,BAL,KC,0,4,4,4,2175.98,23200,93.17,4.198,49900,0,0
33,-5.075,4,4,HOU,CLE,0,3,3,5,2007.61,22000,83.83,4.650,49500,0,0
34,-5.077,4,3,BAL,KC,0,4,4,4,2283.00,24200,93.23,3.835,49700,0,0
35,-5.123,4,3,LAA,TOR,0,3,4,5,2334.87,24100,97.38,9.756,49800,0,0
