rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-5.964,4,4,HOU,NYY,0,4,4,4,2446.00,24700,105.07,5.924,49100,0,0
2,-6.068,4,3,TOR,CLE,0,5,5,4,2658.67,25200,105.28,7.625,49500,0,0
3,-6.231,4,2,TOR,CLE,0,5,6,4,2330.67,24100,105.23,3.841,49000,0,0
4,-6.424,4,3,TB,MIN,0,4,4,4,2774.60,25700,103.45,6.324,49600,0,0
5,-6.559,4,3,CWS,WSH,0,5,5,4,2672.45,24900,99.01,1.799,49000,0,0
6,-6.592,4,2,CWS,WSH,0,5,6,4,2490.38,24400,99.84,2.302,50000,0,0
7,-6.814,4,3,CWS,WSH,0,4,5,4,2594.30,24400,98.76,3.041,49400,0,0
8,-6.836,4,4,TB,MIN,0,4,4,4,2422.81,23800,102.92,9.751,49000,0,0
9,-6.907,4,3,CWS,WSH,0,5,5,4,2668.41,25100,97.23,0.972,49400,0,0
10,-7.143,4,4,TB,MIN,0,4,4,4,2422.81,23800,101.38,9.428,49000,0,0
11,-7.147,4,4,TOR,CLE,0,4,4,4,2639.72,25300,99.76,2.377,49300,0,0
12,-7.418,4,4,BOS,BAL,0,4,4,4,2687.08,26000,101.27,1.054,49600,0,0
13,-7.434,4,4,HOU,NYY,0,4,4,4,2561.82,24700,97.64,2.811,49100,0,0
14,-7.446,4,4,TB,MIN,0,4,4,4,2515.95,24900,99.84,5.281,50000,0,0
15,-7.447,4,2,BOS,BAL,0,6,6,4,2743.01,25600,101.12,1.973,49300,0,0
16,-7.465,4,3,MIL,PIT,0,4,4,5,2301.93,24100,100.03,2.287,49100,0,0
17,-7.546,4,4,BOS,BAL,0,4,4,4,2669.38,25600,100.62,1.045,49200,0,0
18,-7.699,4,3,BOS,BAL,0,4,4,4,2629.14,25000,99.86,1.501,49600,0,0
19,-7.712,4,4,BOS,BAL,0,4,4,4,2613.43,24500,99.79,0.957,49000,0,0
20,-7.810,4,4,BOS,BAL,0,4,4,4,2606.32,24500,99.30,1.024,49100,0,0
21,-7.842,4,4,TB,MIN,0,4,4,4,2514.04,24900,97.83,4.774,49600,0,0
22,-7.930,4,3,BOS,BAL,0,5,5,4,2699.93,25300,98.71,1.082,49200,0,0
23,-8.000,4,3,TOR,CLE,0,4,4,4,2407.51,24000,97.51,5.461,49300,0,0
24,-8.030,4,4,ATH,TEX,0,4,4,4,2722.88,25200,108.14,5.847,49700,0,0
25,-8.060,4,3,MIL,PIT,0,5,5,4,2510.46,24700,97.71,3.403,49400,0,0
26,-8.083,4,2,CWS,WSH,0,5,6,4,2502.58,24600,104.17,3.648,49100,0,0
27,-8.163,4,4,ATH,TEX,0,4,4,4,2664.88,25200,107.44,4.155,49200,0,0
28,-8.166,4,2,STL,SEA,0,5,6,4,2772.17,26000,106.45,2.864,49900,0,0
29,-8.167,4,2,STL,SEA,0,5,5,4,2285.63,23300,106.83,3.006,49700,0,0
30,-8.178,4,3,ATH,TEX,0,5,5,4,2463.35,24600,107.75,4.735,49700,0,0
31,-8.211,4,3,CWS,WSH,0,5,5,4,2645.30,25400,103.13,3.000,49800,0,0
32,-8.220,4,3,TB,MIN,0,5,5,4,2644.26,25200,108.79,6.925,49300,0,0
33,-8.240,4,2,CIN,DET,0,5,5,4,2366.62,24700,108.42,4.209,49900,0,0
34,-8.287,5,3,BOS,BAL,0,4,4,5,2829.06,26500,101.89,1.827,49800,0,0
35,-8.291,4,2,TB,MIN,0,4,5,4,2419.17,24100,108.83,8.038,49400,0,0
36,-8.319,4,2,PHI,ATL,0,6,6,4,2311.04,23300,106.66,3.344,49100,0,0
37,-8.347,4,2,MIL,PIT,0,5,5,5,2004.12,23100,96.62,2.318,49500,0,0
38,-8.366,5,1,BOS,BAL,0,5,6,5,2724.70,25500,101.41,1.265,50000,0,0
39,-8.369,4,3,CIN,DET,0,5,5,4,2443.85,24600,107.79,5.239,49400,0,0
40,-8.370,4,2,BAL,BOS,0,5,6,4,1731.59,21100,82.44,1.730,49600,0,0
41,-8.385,4,4,ATH,TEX,0,4,4,4,2664.88,25200,106.33,4.064,49200,0,0
42,-8.400,4,3,PHI,ATL,0,5,5,4,2561.33,24900,106.21,3.252,49400,0,0
43,-8.410,4,3,CIN,DET,0,4,5,4,2492.17,24600,107.65,7.221,49900,0,0
44,-8.422,4,2,CIN,DET,0,6,6,4,2717.08,26200,107.11,3.936,49500,0,0
45,-8.423,4,4,ATL,PHI,0,3,3,5,2689.31,25300,106.79,5.396,49600,0,0
46,-8.436,4,1,CWS,WSH,0,6,7,4,2523.27,24600,102.40,3.511,49900,0,0
47,-8.453,4,4,PHI,ATL,0,4,4,4,2583.04,24900,105.99,4.024,49300,0,0
48,-8.469,5,2,BOS,BAL,0,5,5,5,2817.53,26000,100.89,1.241,49500,0,0
49,-8.479,4,3,ATL,PHI,0,4,4,5,2764.34,25300,106.50,5.209,49200,0,0
50,-8.505,4,3,ATL,PHI,0,4,4,5,2614.57,25300,106.37,5.602,50000,0,0
51,-8.515,4,3,PHI,ATL,0,5,5,4,2472.35,24000,105.59,2.587,49500,0,0
52,-8.517,4,2,ATH,TEX,0,5,6,4,2363.39,23600,106.06,4.270,49800,0,0
53,-8.531,4,3,ATH,TEX,0,5,5,4,2485.66,24600,105.97,3.966,49500,0,0
54,-8.546,4,4,BAL,BOS,0,3,3,5,2451.96,24600,91.64,1.214,49300,0,0
55,-8.554,5,3,BOS,BAL,0,4,4,5,2798.14,26000,100.46,1.212,49800,0,0
56,-8.569,4,1,PIT,MIL,0,6,6,4,2247.87,23400,91.23,2.642,49900,0,0
57,-8.581,4,1,CWS,WSH,0,6,7,4,2286.07,23600,101.64,2.686,49700,0,0
58,-8.589,4,3,TB,MIN,0,5,5,4,2442.87,24100,94.57,5.688,49800,0,0
59,-8.594,4,1,PIT,MIL,0,5,6,4,2304.26,23800,91.53,3.144,49200,0,0
60,-8.603,4,4,TB,MIN,0,4,4,4,2353.40,23800,95.24,5.146,49500,0,0
