rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
61,-8.605,4,3,HOU,NYY,0,5,5,4,2407.90,24200,105.57,4.955,50000,0,0
62,-8.616,4,3,WSH,CWS,0,5,5,4,2358.30,24000,105.08,2.556,49200,0,0
63,-8.617,4,2,ATL,PHI,0,5,5,5,2243.41,23200,106.66,6.126,49900,0,0
64,-8.617,5,2,BAL,BOS,0,5,5,5,2753.34,25800,95.26,1.446,49900,0,0
65,-8.626,4,3,CIN,DET,0,4,5,4,2529.60,24600,106.57,7.331,49100,0,0
66,-8.629,5,3,COL,NYM,0,4,4,5,2477.92,25000,93.37,1.578,49300,0,0
67,-8.631,4,2,CWS,WSH,0,5,6,4,2509.60,24600,101.41,3.292,49300,0,0
68,-8.644,4,2,WSH,CWS,0,5,5,4,2489.76,24400,104.98,4.283,49100,0,0
69,-8.647,4,3,CIN,DET,0,4,4,4,2527.15,24700,106.41,5.615,49500,0,0
70,-8.652,5,3,COL,NYM,0,4,4,5,2485.16,25000,93.68,1.942,49000,0,0
71,-8.663,4,3,STL,SEA,0,5,5,4,2657.24,24900,103.94,2.335,49100,0,0
72,-8.666,4,3,HOU,NYY,0,5,5,4,2707.03,26300,104.42,4.116,50000,0,0
73,-8.670,4,4,ATH,TEX,0,4,4,4,2432.28,24500,105.29,4.198,50000,0,0
74,-8.670,4,2,STL,SEA,0,5,5,4,2264.16,23300,104.31,2.378,49600,0,0
75,-8.681,4,2,COL,NYM,0,6,6,4,1755.45,21400,89.58,1.986,49800,0,0
