rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-3.158,4,4,ATL,PHI,0,4,4,4,1902.34,21200,91.52,7.184,49900,0,0
2,-3.796,4,2,ATL,PHI,0,4,4,5,2395.18,24500,95.46,5.486,49100,0,0
3,-3.939,4,2,ATL,PHI,0,4,5,5,2308.77,23700,94.71,5.137,49400,0,0
4,-3.952,4,3,ATL,PHI,0,4,4,5,2160.58,22800,95.48,2.707,49300,0,0
5,-4.092,4,4,ATL,PHI,0,3,3,5,2089.04,22200,95.68,6.519,49300,0,0
6,-4.344,4,3,ATL,PHI,0,3,4,5,2328.11,24500,92.87,3.374,48700,0,0
7,-4.345,4,3,ATL,PHI,0,4,4,5,2249.44,23600,93.12,5.975,50000,0,0
8,-4.445,4,2,ATL,PHI,0,4,5,5,2277.19,24200,93.15,3.109,49800,0,0
9,-4.469,4,3,ATL,PHI,0,4,4,5,2327.23,23500,92.03,2.866,48000,0,0
10,-4.475,4,2,ATL,PHI,0,5,5,5,2034.21,22200,92.88,4.154,50000,0,0
11,-4.491,5,2,ATL,PHI,0,4,4,6,2427.78,24900,96.75,4.120,49700,0,0
12,-4.528,4,2,ATL,PHI,0,4,5,5,2356.80,24500,91.77,4.078,48500,0,0
13,-4.542,4,3,ATL,PHI,0,3,3,5,2301.50,23700,92.60,4.649,49100,0,0
14,-4.551,4,2,ATL,PHI,0,4,4,5,2023.09,21500,92.72,4.489,48100,0,0
15,-4.570,4,4,ATL,PHI,0,3,3,5,2285.37,23500,92.00,3.945,49100,0,0
16,-4.698,4,4,TOR,ARI,0,4,4,4,2452.43,24500,105.16,15.380,49600,0,0
17,-4.975,4,4,PHI,ATL,0,3,3,5,2065.07,22200,87.70,3.709,48500,0,0
18,-5.004,4,2,ATL,PHI,0,4,5,5,2108.17,22800,91.01,3.909,49400,0,0
19,-5.092,4,2,HOU,STL,0,5,6,4,2460.89,24500,99.53,5.280,49000,0,0
20,-5.096,4,4,ATL,PHI,0,3,3,5,1894.97,22000,91.61,5.453,49900,0,0
21,-5.097,4,2,HOU,STL,0,4,5,4,2391.23,24200,99.53,9.338,50000,0,0
22,-5.135,4,4,TOR,ARI,0,4,4,4,2355.76,23000,103.87,16.243,48200,0,0
23,-5.173,4,2,HOU,STL,0,4,5,4,2130.00,22900,99.80,9.815,49900,0,0
24,-5.176,4,4,ATL,PHI,0,4,4,4,1999.52,22100,91.39,6.478,49700,0,0
25,-5.188,4,3,TOR,ARI,0,4,4,4,2419.42,24900,102.68,10.908,49800,0,0
26,-5.214,4,2,SEA,TEX,0,4,4,4,2368.73,23600,103.26,7.876,49900,0,0
27,-5.222,4,2,ATL,PHI,0,4,5,4,1649.27,20900,90.92,6.309,49300,0,0
28,-5.226,4,4,TOR,ARI,0,4,4,4,2310.09,23600,102.45,11.905,49500,0,0
29,-5.287,5,2,ATL,PHI,0,4,4,6,2317.41,23500,92.76,4.239,49400,0,0
30,-5.339,4,2,ATL,PHI,0,6,6,4,2121.06,22300,91.47,6.346,49100,0,0
31,-5.345,4,2,PHI,ATL,0,4,5,4,1426.32,19800,86.84,2.173,49400,0,0
32,-5.447,4,4,TOR,ARI,0,4,4,4,2006.61,21900,103.05,15.369,49500,0,0
33,-5.448,4,3,TOR,ARI,0,4,4,4,2026.92,22700,102.86,16.262,49600,0,0
34,-5.482,4,4,TOR,ARI,0,3,3,5,2159.54,22700,102.65,14.526,49800,0,0
35,-5.572,4,2,HOU,STL,0,5,5,4,2138.71,22900,97.75,7.005,48700,0,0
36,-5.573,4,4,TOR,ARI,0,4,4,4,2006.89,22100,102.41,15.041,49800,0,0
37,-5.614,4,3,ATL,PHI,0,3,4,5,2297.74,23900,97.79,5.397,49800,0,0
38,-5.624,4,2,HOU,STL,0,5,5,4,2324.24,23800,97.30,8.878,49700,0,0
