rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
39,-5.641,4,3,HOU,STL,0,5,5,4,2292.79,23500,98.07,11.047,49900,0,0
40,-5.645,4,2,HOU,STL,0,5,5,4,2407.09,23800,97.21,10.383,48300,0,0
41,-5.682,4,2,TOR,ARI,0,5,5,4,2453.59,24000,100.75,13.957,49700,0,0
42,-5.716,4,3,HOU,STL,0,4,5,4,2215.06,22900,97.04,5.261,48500,0,0
43,-5.724,4,1,HOU,STL,0,6,6,4,2379.08,24400,96.76,6.625,50000,0,0
44,-5.733,4,2,PHI,ATL,0,4,5,5,2183.48,23800,84.14,1.330,49200,0,0
45,-5.767,4,2,ATL,PHI,0,4,5,4,1986.96,22100,87.74,6.026,48000,0,0
46,-5.774,4,3,TOR,ARI,0,4,5,4,2372.78,24900,99.63,5.461,49300,0,0
47,-5.795,4,2,HOU,STL,0,3,3,4,1994.22,22200,96.62,5.959,49900,0,0
48,-5.821,4,3,PHI,ATL,0,5,5,4,1915.20,21900,95.37,4.821,50000,0,0
49,-5.859,4,2,HOU,STL,0,5,5,4,2123.58,22900,96.31,5.661,49200,0,0
50,-5.897,4,4,TOR,ARI,0,3,3,5,2134.03,22500,100.96,15.071,49300,0,0
51,-5.915,4,3,PHI,ATL,0,4,4,4,1872.32,21900,94.90,4.813,49800,0,0
52,-5.920,4,2,SEA,TEX,0,4,4,4,2289.19,23200,99.67,7.178,48600,0,0
53,-5.948,4,2,TOR,ARI,0,4,5,4,2607.47,24700,98.61,9.097,48100,0,0
54,-5.972,4,2,ATL,PHI,0,4,4,5,2057.79,21900,87.01,4.489,48500,0,0
55,-5.973,4,2,TOR,ARI,0,5,6,4,2614.98,25300,99.29,11.780,48300,0,0
56,-5.975,4,3,PHI,ATL,0,4,4,4,1597.03,20800,94.72,3.964,49500,0,0
57,-5.996,4,2,SEA,TEX,0,4,5,4,2339.57,24000,99.87,7.570,49800,0,0
58,-5.997,4,2,ATL,PHI,0,3,4,5,2207.92,23400,95.96,2.726,49900,0,0
59,-6.004,4,4,TOR,ARI,0,4,4,4,2204.45,22800,100.00,14.398,49800,0,0
60,-6.012,4,1,HOU,STL,0,5,5,4,2105.35,22900,95.52,4.724,49500,0,0
61,-6.025,4,2,SEA,TEX,0,4,4,4,2230.90,23200,99.13,6.948,49100,0,0
62,-6.029,4,3,TOR,ARI,0,5,5,4,2124.62,23300,100.27,14.566,50000,0,0
63,-6.038,4,3,HOU,STL,0,5,5,4,2239.31,22900,95.42,7.719,49500,0,0
64,-6.039,4,4,TOR,ARI,0,4,4,4,2374.36,23800,98.95,12.653,49800,0,0
65,-6.044,4,3,TOR,ARI,0,4,4,4,2156.87,21900,99.79,14.354,49300,0,0
66,-6.057,4,2,TOR,ARI,0,5,5,4,2584.26,24200,99.31,14.887,48600,0,0
67,-6.074,4,3,SEA,TEX,0,3,4,5,2299.48,24200,98.16,5.059,49800,0,0
68,-6.094,5,3,ATL,PHI,0,4,4,5,1918.96,20800,90.74,4.845,48400,0,0
69,-6.131,4,2,HOU,STL,0,5,5,4,2180.02,22900,94.92,4.154,48500,0,0
70,-6.135,4,4,PHI,ATL,0,3,3,5,2115.28,22800,93.29,4.427,48400,0,0
71,-6.149,4,3,TOR,ARI,0,4,4,4,2090.84,22000,100.30,14.931,48200,0,0
72,-6.162,4,2,TOR,ARI,0,5,5,4,2532.77,24200,98.77,14.411,49100,0,0
73,-6.191,4,3,TOR,ARI,0,5,5,4,2412.88,23700,98.13,10.512,49000,0,0
74,-6.210,4,2,HOU,STL,0,4,5,4,2282.13,23300,95.13,9.134,49700,0,0
75,-6.217,4,3,TOR,ARI,0,4,4,4,2022.37,22000,99.95,14.422,49000,0,0
