rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-4.799,5,2,SEA,TEX,0,4,4,6,2444.26,25200,101.98,1.256,49400,0,0
2,-5.114,4,3,SEA,TEX,0,4,4,5,2338.91,23700,96.05,1.875,49500,0,0
3,-5.860,4,3,TEX,SEA,0,3,3,5,1952.02,22200,91.63,1.194,49400,0,0
4,-6.230,4,2,HOU,STL,0,5,5,4,2317.76,24500,101.51,2.435,50000,0,0
5,-6.343,4,3,KC,NYY,0,4,4,4,2330.32,24200,99.32,2.450,49400,0,0
6,-6.392,4,4,KC,NYY,0,4,4,4,2234.28,23700,100.07,3.400,50000,0,0
7,-6.466,4,2,TOR,ARI,0,5,5,4,2561.82,24900,109.26,8.502,49900,0,0
8,-6.597,4,2,TOR,ARI,0,5,6,4,2574.90,25200,107.93,4.725,49700,0,0
9,-6.622,4,4,KC,NYY,0,4,4,4,2296.72,23800,98.38,2.851,49900,0,0
10,-6.706,4,2,SD,LAA,0,5,5,4,2544.01,24900,103.40,4.785,50000,0,0
11,-6.839,4,2,DET,BOS,0,4,4,4,2310.32,24600,105.18,7.213,49800,0,0
12,-6.881,4,2,BOS,DET,0,4,4,5,2335.38,24300,100.77,5.012,50000,0,0
13,-6.892,4,1,TOR,ARI,0,6,7,4,2518.83,24600,106.45,5.637,49500,0,0
14,-6.897,4,2,BOS,DET,0,5,5,4,2306.71,24000,99.53,3.135,49900,0,0
15,-6.905,4,2,SEA,TEX,0,4,5,5,2221.46,23400,97.69,2.040,49900,0,0
16,-7.025,4,3,DET,BOS,0,5,5,4,2509.98,24700,103.62,5.432,50000,0,0
17,-7.036,4,3,MIN,CIN,0,4,4,5,2173.38,22900,105.29,5.658,49800,0,0
18,-7.121,4,3,SD,LAA,0,5,5,4,2398.00,24900,101.28,3.964,49400,0,0
19,-7.121,4,3,SEA,TEX,0,4,4,5,2235.08,23500,95.93,1.293,49800,0,0
20,-7.124,4,2,DET,BOS,0,5,5,4,2153.72,23900,103.91,7.194,49500,0,0
21,-7.153,4,3,SD,LAA,0,5,5,4,2422.50,25000,101.12,3.964,49500,0,0
22,-7.193,4,3,HOU,STL,0,5,5,4,2273.76,24300,97.30,1.891,50000,0,0
23,-7.203,4,2,DET,BOS,0,6,6,4,2416.11,24700,102.71,5.441,49800,0,0
24,-7.257,4,2,SD,LAA,0,4,4,4,2495.62,24600,101.21,4.785,49700,0,0
25,-7.269,4,4,BOS,DET,0,3,3,5,2142.08,23100,98.09,2.563,49500,0,0
26,-7.276,5,3,SEA,TEX,0,4,4,5,1905.39,22300,92.30,1.416,49500,0,0
27,-7.313,4,3,KC,NYY,0,5,5,4,2369.16,24200,107.00,4.040,49900,0,0
28,-7.328,4,3,KC,NYY,0,5,5,4,2415.47,24200,106.92,3.583,49500,0,0
29,-7.348,4,2,SEA,TEX,0,5,5,5,2253.00,23900,95.41,1.081,50000,0,0
30,-7.379,4,3,SD,LAA,0,4,4,4,2473.46,24600,100.62,5.088,50000,0,0
31,-7.396,4,3,SEA,TEX,0,3,3,5,2386.32,24600,95.18,1.479,49500,0,0
32,-7.469,4,2,HOU,STL,0,5,5,4,2109.88,23000,97.93,5.566,49800,0,0
33,-7.470,4,3,SD,LAA,0,4,4,4,2510.06,24600,100.15,4.484,49600,0,0
34,-7.544,4,2,DET,BOS,0,5,5,4,2380.86,24900,101.01,4.917,49500,0,0
35,-7.569,4,2,DET,BOS,0,4,4,4,2189.09,24100,102.13,7.194,49700,0,0
36,-7.646,4,3,SEA,TEX,0,4,4,5,2419.59,24500,93.76,1.514,49400,0,0
37,-7.650,4,3,HOU,STL,0,5,5,4,2214.59,23900,95.44,1.891,49600,0,0
38,-7.651,4,3,DET,BOS,0,5,5,4,2313.44,24400,101.09,5.340,50000,0,0
39,-7.684,4,2,SD,LAA,0,5,5,4,2245.55,23500,97.75,1.744,49500,0,0
40,-7.694,4,3,KC,NYY,0,5,5,4,2398.85,24000,105.71,3.954,49500,0,0
41,-7.704,5,2,SEA,TEX,0,3,3,6,2259.56,23900,98.28,1.201,49800,0,0
42,-7.726,4,2,TOR,ARI,0,5,6,4,2404.08,24300,102.84,4.187,49800,0,0
43,-7.751,5,2,SEA,TEX,0,4,4,6,2298.61,24100,98.37,1.449,49800,0,0
44,-7.757,4,3,SEA,TEX,0,4,4,5,2186.87,23300,95.44,2.301,49600,0,0
45,-7.774,4,2,BOS,DET,0,5,6,4,2421.98,24800,107.31,4.142,50000,0,0
46,-7.803,4,3,CWS,ATH,0,5,5,4,2413.81,24800,113.60,7.242,49500,0,0
47,-7.830,4,3,CWS,ATH,0,4,4,4,2577.62,24900,114.23,12.985,49700,0,0
48,-7.854,4,3,KC,NYY,0,5,5,4,2203.54,23400,93.51,1.742,49800,0,0
49,-7.857,4,3,CWS,ATH,0,5,5,4,2581.26,24900,114.05,11.498,49900,0,0
50,-7.865,4,3,CWS,ATH,0,5,5,4,2524.20,24700,114.03,11.675,49800,0,0
51,-7.868,4,2,BOS,DET,0,6,6,4,2263.27,23500,96.16,3.282,49600,0,0
52,-7.872,4,3,HOU,STL,0,5,5,4,2295.74,24000,94.54,2.726,49400,0,0
53,-7.872,4,2,CWS,ATH,0,6,6,4,2579.61,24600,113.34,10.721,49400,0,0
54,-7.884,4,4,SD,LAA,0,4,4,4,2144.20,23200,97.39,2.847,49800,0,0
55,-7.895,4,4,TOR,ARI,0,4,4,4,2306.19,23600,102.04,6.194,49500,0,0
56,-7.897,4,3,KC,NYY,0,5,5,4,2376.99,24200,104.70,3.123,49700,0,0
57,-7.911,4,2,KC,NYY,0,5,6,4,2366.11,24400,104.45,3.597,49500,0,0
58,-7.922,4,3,DET,BOS,0,4,4,4,2324.31,24600,99.05,3.707,49600,0,0
59,-7.925,4,4,BOS,DET,0,4,4,4,2232.15,23400,94.83,2.469,49500,0,0
60,-7.928,4,2,NYY,KC,0,6,6,4,2343.69,24200,109.97,6.930,49900,0,0
61,-7.929,5,3,SEA,TEX,0,3,3,6,2247.87,24600,97.80,1.526,49900,0,0
62,-7.987,4,4,CWS,ATH,0,4,4,4,2591.99,24900,113.42,12.114,49600,0,0
63,-8.046,4,4,CWS,ATH,0,4,4,4,2553.43,24900,113.12,12.082,50000,0,0
64,-8.055,4,3,CWS,ATH,0,4,4,4,2447.04,24800,112.89,11.733,50000,0,0
65,-8.056,4,4,BOS,DET,0,4,4,4,2100.57,22800,95.13,3.454,49400,0,0
66,-8.057,4,2,CWS,ATH,0,5,5,4,2313.78,23600,112.41,9.194,49800,0,0
67,-8.062,4,3,MIN,CIN,0,5,5,4,2380.02,24100,101.49,7.234,49500,0,0
68,-8.079,4,2,BOS,DET,0,4,4,4,2472.57,25400,106.31,5.749,49800,0,0
69,-8.086,4,1,CWS,ATH,0,6,7,4,2380.00,25200,112.26,9.466,49600,0,0
70,-8.091,4,2,SD,LAA,0,6,6,4,2335.29,24000,96.80,2.107,49800,0,0
71,-8.094,4,2,TOR,ARI,0,5,6,4,2200.36,23200,101.01,5.446,49800,0,0
72,-8.098,4,3,DET,BOS,0,4,4,4,2303.82,24300,98.80,4.061,49800,0,0
73,-8.111,4,4,CWS,ATH,0,4,4,4,2532.27,25200,112.16,11.227,49600,0,0
74,-8.112,4,3,KC,NYY,0,5,5,4,2406.74,24500,102.99,2.860,49600,0,0
75,-8.116,5,2,SEA,TEX,0,4,4,6,2188.61,23500,96.35,1.202,50000,0,0
