rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-3.415,4,3,TB,MIN,0,4,4,4,2498.48,25200,95.90,2.640,49600,0,0
2,-5.474,4,4,PHI,ATL,0,4,4,4,2500.58,24800,105.44,5.459,49900,0,0
3,-6.219,4,2,TB,MIN,0,6,6,4,2086.53,22100,93.80,1.639,49800,0,0
4,-6.302,4,3,PHI,ATL,0,5,5,4,2623.05,25100,101.23,3.348,49600,0,0
5,-6.384,4,4,PHI,ATL,0,4,4,4,2047.83,22800,101.26,2.327,49800,0,0
6,-6.555,4,3,TB,MIN,0,5,5,4,1869.12,21700,92.31,2.321,49800,0,0
7,-6.693,5,2,TB,MIN,0,4,4,5,2584.88,25200,95.58,2.584,49800,0,0
8,-6.752,4,4,TB,MIN,0,4,4,4,1961.76,22300,91.45,2.347,49500,0,0
9,-6.768,4,2,PHI,ATL,0,6,6,4,2221.91,23700,99.39,2.145,49900,0,0
10,-6.930,4,3,TB,MIN,0,5,5,4,2245.55,22900,90.69,2.505,49500,0,0
11,-7.021,4,4,TB,MIN,0,4,4,4,2123.21,23000,90.55,2.133,50000,0,0
12,-7.155,4,4,PHI,ATL,0,4,4,4,2417.13,23900,97.84,3.060,49500,0,0
13,-7.184,4,3,PHI,ATL,0,5,5,4,2437.23,24400,98.20,3.059,49700,0,0
14,-7.226,4,4,LAA,KC,0,4,4,4,2512.39,24700,99.26,2.955,49700,0,0
15,-7.263,4,4,PHI,ATL,0,4,4,4,2161.85,23500,97.97,3.841,49800,0,0
16,-7.416,4,2,LAA,KC,0,5,5,4,2333.26,23900,99.01,4.197,49700,0,0
17,-7.467,4,4,PHI,ATL,0,4,4,4,2133.75,22900,97.03,3.254,49900,0,0
18,-7.575,4,2,LAA,KC,0,6,6,4,2353.91,23900,98.01,4.805,49900,0,0
19,-7.644,4,2,KC,LAA,0,6,6,4,2444.67,24400,102.29,4.823,49600,0,0
20,-7.753,4,3,PHI,ATL,0,5,5,4,2413.40,23800,95.88,4.602,49500,0,0
21,-7.808,4,4,TOR,CLE,0,4,4,4,2544.01,25300,99.36,3.205,50000,0,0
22,-7.964,4,3,TOR,CLE,0,5,5,4,2224.05,23400,99.24,3.161,49600,0,0
23,-7.976,4,3,PHI,ATL,0,5,5,4,2499.30,25400,106.89,4.587,49500,0,0
24,-7.977,4,3,TB,MIN,0,5,5,4,2188.52,23300,96.12,3.924,49800,0,0
25,-8.064,4,2,PHI,ATL,0,4,4,4,2290.85,23700,94.62,3.409,50000,0,0
26,-8.071,4,3,PHI,ATL,0,5,5,4,2073.76,22800,95.49,5.369,49500,0,0
27,-8.072,4,2,TB,MIN,0,5,6,4,2138.71,23100,95.90,3.421,49700,0,0
28,-8.120,4,3,KC,LAA,0,5,5,4,2455.28,24400,99.74,2.970,49600,0,0
29,-8.190,4,2,TB,MIN,0,4,4,4,2329.89,23900,94.43,3.076,49600,0,0
30,-8.225,4,3,PHI,ATL,0,5,5,4,1707.89,21800,106.67,5.136,49900,0,0
31,-8.454,4,2,KC,LAA,0,5,5,4,2618.78,25000,98.08,2.490,50000,0,0
32,-8.484,4,3,LAA,KC,0,4,4,4,2399.35,24800,93.89,3.244,49900,0,0
33,-8.494,4,3,KC,LAA,0,5,5,4,2484.77,24400,97.88,3.512,49700,0,0
34,-8.503,4,4,ATL,PHI,0,4,4,4,2320.34,23900,98.94,2.825,50000,0,0
35,-8.597,4,4,TOR,CLE,0,4,4,4,2472.75,24800,96.14,3.205,49500,0,0
36,-8.618,4,3,LAA,KC,0,5,5,4,2080.41,22700,93.54,2.310,49700,0,0
37,-8.652,4,2,KC,LAA,0,5,5,4,2592.70,25000,97.11,4.209,49700,0,0
38,-8.658,4,4,KC,LAA,0,4,4,4,2530.71,24600,96.50,2.687,49500,0,0
39,-8.665,5,1,TB,MIN,0,6,6,5,2441.00,24200,96.43,2.272,49500,0,0
40,-8.698,4,3,PHI,ATL,0,5,5,4,2326.46,23700,103.24,3.799,49600,0,0
41,-8.711,4,3,KC,LAA,0,5,5,4,2258.23,23500,96.70,2.101,49800,0,0
42,-8.777,4,2,PHI,ATL,0,6,6,4,2354.65,24900,103.92,4.642,49600,0,0
43,-8.877,4,3,MIN,TB,0,4,5,4,2157.06,23500,93.21,0.697,49900,0,0
44,-8.989,4,4,ATL,PHI,0,4,4,4,2008.58,22400,96.72,3.562,49600,0,0
45,-9.008,4,2,PHI,ATL,0,4,4,4,1842.96,22600,103.11,5.328,49500,0,0
46,-9.022,4,3,SEA,STL,0,5,5,4,2464.55,24800,107.62,6.291,50000,0,0
47,-9.053,4,4,LAA,KC,0,4,4,4,1864.83,22100,92.30,3.635,49800,0,0
48,-9.096,4,3,CWS,WSH,0,5,5,4,2449.49,24600,105.60,5.623,50000,0,0
49,-9.139,4,3,ATL,PHI,0,4,4,4,2108.65,23100,95.95,3.370,49600,0,0
50,-9.159,4,2,TB,MIN,0,5,5,4,1671.41,20600,91.35,2.138,49800,0,0
51,-9.162,4,3,MIN,TB,0,5,5,4,2459.70,24300,92.85,1.832,49700,0,0
52,-9.193,4,4,PHI,ATL,0,4,4,4,1973.35,21200,89.51,1.554,49700,0,0
53,-9.221,4,4,ATL,PHI,0,3,3,5,2398.52,24100,94.90,1.374,49900,0,0
54,-9.229,4,2,TB,MIN,0,5,5,4,2446.65,24400,90.45,2.915,49700,0,0
55,-9.284,4,3,PHI,ATL,0,4,4,4,2026.84,23200,100.95,3.265,49700,0,0
56,-9.332,4,2,SEA,STL,0,5,5,4,2235.53,23800,106.73,7.596,49800,0,0
57,-9.345,4,4,KC,LAA,0,4,4,4,2357.63,23400,95.03,6.028,49600,0,0
58,-9.348,4,2,PIT,MIL,0,5,5,5,2443.54,25300,101.73,1.390,49900,0,0
59,-9.382,4,3,SEA,STL,0,4,4,4,2477.20,25100,106.29,7.920,49500,0,0
60,-9.385,4,3,SF,MIA,0,5,5,4,2098.12,23000,100.80,2.719,49700,0,0
61,-9.409,4,4,SEA,STL,0,4,4,4,1945.35,22500,106.20,9.013,49600,0,0
62,-9.441,4,3,SEA,STL,0,4,4,4,2346.49,24100,105.99,7.719,50000,0,0
63,-9.444,4,4,LAA,KC,0,4,4,4,2095.83,23200,102.88,7.239,49500,0,0
64,-9.471,4,3,CHC,LAD,0,5,5,4,2001.50,23300,103.03,4.139,50000,0,0
65,-9.482,4,3,KC,LAA,0,4,4,5,2179.45,22800,94.57,3.097,50000,0,0
66,-9.485,5,2,PHI,ATL,0,5,5,5,2665.50,25400,103.88,3.479,49900,0,0
67,-9.504,4,3,SF,MIA,0,5,5,4,2376.97,24600,99.51,1.663,50000,0,0
68,-9.524,4,3,CHC,LAD,0,5,5,4,1893.70,22000,102.57,4.744,49700,0,0
69,-9.527,5,2,PHI,ATL,0,5,5,5,2566.73,25200,103.66,3.438,49700,0,0
70,-9.531,4,3,SEA,STL,0,5,5,4,2120.85,23400,105.57,8.007,50000,0,0
71,-9.540,4,3,LAA,KC,0,5,5,4,2520.63,24700,101.69,4.716,49800,0,0
