rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-2.785,4,4,SF,LAD,0,3,3,5,2506.57,24300,99.68,2.957,48100,0,0
2,-2.816,4,4,MIL,DET,0,4,4,4,1915.72,22000,99.04,2.841,50000,0,0
3,-3.210,4,2,LAD,SF,0,4,4,5,2103.90,23000,91.90,2.132,49400,0,0
4,-3.236,4,3,LAD,SF,0,3,4,5,1983.53,23000,91.88,4.384,49400,0,0
5,-3.344,4,2,LAD,SF,0,3,3,5,2149.42,23000,91.21,1.285,49000,0,0
6,-3.407,4,3,LAD,SF,0,3,4,5,2054.36,23000,91.00,4.468,49400,0,0
7,-3.761,4,3,LAD,SF,0,3,4,5,2018.44,23000,89.23,4.179,48300,0,0
8,-3.989,4,2,LAD,SF,0,5,5,5,1837.39,22300,89.92,4.763,50000,0,0
9,-4.199,4,2,LAD,SF,0,5,5,4,2091.15,21600,88.20,3.208,49100,0,0
10,-4.234,4,4,LAD,SF,0,4,4,4,2463.92,24500,98.93,4.176,49100,0,0
11,-4.289,4,3,LAD,SF,0,4,4,4,2179.20,23300,87.70,4.294,49900,0,0
12,-4.395,4,2,LAD,SF,0,5,5,4,2230.72,23100,87.11,3.712,49300,0,0
13,-4.412,4,3,LAD,SF,0,4,4,4,2363.05,23800,87.00,3.171,50000,0,0
14,-4.565,4,3,LAD,SF,0,4,4,5,1994.02,22300,87.01,4.195,48300,0,0
15,-4.633,4,2,SF,LAD,0,6,6,4,2252.64,22300,92.26,2.493,48400,0,0
16,-4.647,4,3,LAD,SF,0,4,4,5,2029.78,23000,97.66,4.774,50000,0,0
17,-4.684,4,4,LAD,SF,0,3,3,5,2694.74,25800,97.30,4.768,49800,0,0
18,-4.799,4,4,MIL,DET,0,4,4,4,1961.73,21800,99.88,2.810,48400,0,0
19,-4.885,4,4,MIL,DET,0,4,4,4,1928.96,22000,99.52,3.170,49900,0,0
20,-4.941,4,3,LAD,SF,0,4,5,4,2447.94,24500,95.39,3.665,49600,0,0
21,-5.057,4,3,LAD,SF,0,4,4,4,2303.58,23000,83.76,2.301,48500,0,0
22,-5.173,4,4,SF,LAD,0,3,3,5,2545.90,24500,100.05,3.892,48200,0,0
23,-5.220,4,4,CWS,ARI,0,4,4,4,2484.77,24000,101.96,3.103,49700,0,0
24,-5.323,4,3,LAD,SF,0,3,3,5,2507.99,25000,93.49,3.165,50000,0,0
25,-5.368,4,4,LAD,SF,0,4,4,4,2213.50,22500,95.15,4.657,48800,0,0
26,-5.417,4,4,CWS,ARI,0,4,4,4,2517.06,24300,101.09,3.340,49800,0,0
27,-5.509,4,3,LAD,SF,0,5,5,4,2331.95,24500,92.54,3.256,50000,0,0
28,-5.634,4,3,LAD,SF,0,3,3,5,2488.15,25000,91.91,2.834,49900,0,0
29,-5.663,4,3,CWS,ARI,0,5,5,4,2392.57,23400,99.75,4.755,48400,0,0
30,-5.711,4,2,LAD,SF,0,5,5,5,2103.35,23000,92.19,3.253,49300,0,0
31,-5.787,4,1,MIL,DET,0,4,5,5,2046.46,21800,85.91,1.812,48000,0,0
32,-5.788,4,3,MIL,DET,0,4,4,4,1711.99,20800,85.93,2.231,48100,0,0
33,-5.960,4,4,LAD,SF,0,3,3,5,2006.99,22500,92.78,4.657,49000,0,0
34,-5.986,4,2,SF,LAD,0,5,5,5,1793.35,21800,97.20,3.481,49300,0,0
35,-5.987,4,2,MIL,DET,0,5,6,4,1885.76,21500,93.93,2.172,48300,0,0
36,-5.987,4,4,LAD,SF,0,4,4,4,2112.08,23300,91.46,3.815,49900,0,0
37,-6.007,4,3,LAD,SF,0,4,4,4,2023.88,22800,91.34,2.901,48700,0,0
38,-6.045,5,1,LAD,SF,0,5,6,5,2369.05,24500,94.69,3.271,49600,0,0
39,-6.057,4,3,SF,LAD,0,5,5,4,2217.57,23200,96.10,2.178,49200,0,0
40,-6.076,4,4,SF,LAD,0,3,3,5,2556.35,24600,95.38,1.461,49900,0,0
41,-6.087,4,2,MIL,DET,0,4,5,4,1941.24,22100,93.41,2.198,48400,0,0
42,-6.248,4,2,LAD,SF,0,6,6,4,2162.61,23100,90.60,3.130,49900,0,0
43,-6.260,4,4,CWS,ARI,0,4,4,4,2202.48,22800,98.08,3.640,48900,0,0
44,-6.273,5,2,LAD,SF,0,5,5,5,2386.40,24500,93.54,3.377,49900,0,0
45,-6.278,4,1,LAD,SF,0,6,6,4,1421.13,20300,91.30,4.466,49800,0,0
46,-6.319,5,2,LAD,SF,0,4,4,6,1979.90,23000,94.05,3.303,50000,0,0
47,-6.347,4,1,SF,LAD,1,6,7,5,2465.44,23700,94.05,1.994,48600,0,0
48,-6.347,4,2,MIL,DET,0,5,6,4,2194.54,23100,92.12,2.712,48000,0,0
49,-6.358,4,4,ATL,WSH,0,4,4,4,2371.50,23900,111.05,16.074,50000,0,0
50,-6.359,4,3,CWS,ARI,0,4,4,4,2493.67,24000,96.11,1.146,48400,0,0
51,-6.363,4,2,LAD,SF,0,3,3,5,2031.75,23000,88.92,1.759,50000,0,0
52,-6.381,4,2,SF,LAD,0,4,5,5,1793.35,21800,95.18,3.125,49300,0,0
53,-6.425,5,1,LAD,SF,0,4,5,5,2434.01,24500,92.76,2.733,48400,0,0
54,-6.425,4,4,CWS,ARI,0,4,4,4,2527.47,24200,95.95,2.900,48700,0,0
55,-6.426,4,2,PHI,CHC,0,4,5,4,2484.53,24500,110.54,13.342,49900,0,0
56,-6.439,5,2,LAD,SF,0,4,4,5,2293.14,23200,92.74,2.991,49500,0,0
57,-6.447,5,3,MIL,DET,0,4,4,5,1908.82,21800,96.51,1.617,48800,0,0
58,-6.500,4,2,PHI,CHC,0,5,5,4,2456.20,24800,110.23,11.861,49900,0,0
59,-6.515,5,3,MIL,DET,0,4,4,5,1944.87,21800,96.17,1.583,48500,0,0
60,-6.558,5,2,LAD,SF,0,4,4,5,2371.41,24500,92.11,3.139,49800,0,0
61,-6.569,5,1,SF,LAD,0,5,5,6,2480.10,24500,97.81,2.105,48900,0,0
62,-6.665,4,3,MIL,DET,0,5,5,4,1961.63,21800,90.56,1.515,48000,0,0
63,-6.672,4,4,MIL,DET,0,3,3,5,1810.97,21100,92.52,3.967,49200,0,0
64,-6.687,5,2,LAD,SF,0,4,4,6,2029.38,23000,92.18,2.876,49600,0,0
65,-6.715,4,4,WSH,ATL,0,4,4,4,2243.30,23700,105.04,8.388,49600,0,0
66,-6.737,4,2,MIL,DET,0,5,6,4,2208.71,23300,90.77,3.152,48400,0,0
67,-6.759,5,1,LAD,SF,0,4,5,6,1939.82,22500,91.80,2.680,48900,0,0
68,-6.768,4,3,CWS,ARI,0,5,5,4,2524.20,24600,94.85,3.797,49800,0,0
69,-6.769,5,2,LAD,SF,0,3,3,6,2182.22,23000,91.72,1.103,49700,0,0
70,-6.775,4,2,LAD,SF,0,5,5,4,1388.56,19800,88.88,4.293,49700,0,0
71,-6.778,5,3,LAD,SF,0,3,3,5,2419.19,24500,90.98,2.721,49500,0,0
72,-6.781,5,1,LAD,SF,0,4,5,6,2475.66,24500,90.95,1.290,49900,0,0
73,-6.786,5,1,SF,LAD,0,5,6,5,2380.34,23700,96.74,2.079,49000,0,0
74,-6.789,4,2,PHI,CHC,0,5,5,4,2246.24,22700,108.79,14.812,49200,0,0
75,-6.800,5,1,LAD,SF,0,5,5,6,2024.97,23000,91.61,2.926,48500,0,0
