rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
53,-7.346,5,2,SF,TB,0,5,5,5,2574.41,24700,93.52,1.813,49800,0,0
54,-7.350,4,1,SF,TB,0,6,6,4,2530.24,24900,101.70,2.811,49700,0,0
55,-7.398,4,2,MIA,PHI,0,5,5,4,2694.14,26000,93.11,2.630,49400,0,0
56,-7.406,4,3,BAL,NYY,0,4,5,4,2180.85,23300,91.29,3.000,49700,0,0
57,-7.406,4,3,BAL,NYY,0,4,5,4,2193.26,23300,91.56,2.769,49600,0,0
58,-7.424,4,2,SF,TB,0,4,5,4,2405.43,23900,101.38,5.351,49700,0,0
59,-7.427,4,3,BAL,NYY,0,3,3,4,2118.58,23400,91.17,2.089,49600,0,0
60,-7.441,4,2,SF,TB,0,5,5,4,2278.60,24200,101.58,4.892,50000,0,0
61,-7.443,4,2,MIA,PHI,0,5,5,4,2668.35,26000,92.88,2.491,49700,0,0
62,-7.474,4,2,SF,TB,0,5,5,4,2384.20,23900,90.24,2.805,49600,0,0
63,-7.514,4,2,SF,TB,0,5,6,4,1960.20,22500,101.75,5.870,49400,0,0
64,-7.557,4,3,PIT,CIN,0,5,5,4,2313.09,23600,89.18,1.849,49400,0,0
65,-7.558,4,2,HOU,BOS,0,5,6,4,2092.10,23300,90.97,3.013,49900,0,0
66,-7.568,4,3,PIT,CIN,0,5,5,4,1421.97,20300,90.39,2.809,50000,0,0
67,-7.575,4,3,CIN,PIT,0,4,4,5,2410.41,24900,100.44,4.435,49700,0,0
68,-7.580,4,2,SF,TB,0,5,5,4,2536.22,24900,100.51,2.482,49400,0,0
69,-7.585,4,3,HOU,BOS,0,5,5,4,2102.28,23300,90.85,3.709,49800,0,0
70,-7.638,4,3,CIN,PIT,0,4,4,5,2400.08,24900,100.11,4.193,49400,0,0
71,-7.673,4,3,CIN,PIT,0,4,4,5,2408.09,24900,99.93,4.200,49900,0,0
72,-7.706,4,2,SF,TB,0,5,5,4,2483.22,24900,99.89,2.656,49600,0,0
73,-7.734,4,3,SF,TB,0,4,4,4,2352.47,24400,100.05,2.706,49700,0,0
74,-7.739,4,3,BAL,NYY,0,4,5,4,2272.36,23500,89.64,1.137,49800,0,0
75,-7.766,4,2,SF,TB,0,5,6,4,2231.95,23900,100.81,4.183,49800,0,0
