rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-4.385,4,2,BAL,NYY,0,5,5,4,2403.93,24200,92.50,1.777,49900,0,0
2,-4.834,4,4,SF,TB,0,4,4,4,2728.46,26100,89.62,1.947,49500,0,0
3,-4.854,4,2,CIN,PIT,0,5,5,4,2581.49,25600,100.69,3.787,49700,0,0
4,-4.953,4,2,BAL,NYY,0,4,4,4,2104.85,23100,90.15,1.325,49600,0,0
5,-5.018,4,4,SF,TB,0,3,3,5,2489.90,24700,100.99,4.950,49800,0,0
6,-5.074,4,4,SF,TB,0,4,4,4,2431.05,24100,100.82,6.127,50000,0,0
7,-5.173,4,2,SF,TB,0,5,5,4,2342.84,24200,100.56,5.044,49900,0,0
8,-5.234,4,4,CIN,PIT,0,3,3,5,2657.52,25400,98.67,2.463,49400,0,0
9,-5.425,4,3,SF,TB,0,4,4,4,2278.07,24100,99.45,4.201,49800,0,0
10,-5.492,4,4,CIN,PIT,0,4,4,4,2355.93,23900,97.99,4.028,49600,0,0
11,-5.542,4,2,SF,TB,0,5,5,5,2225.76,23300,99.53,6.145,50000,0,0
12,-5.570,4,2,BAL,NYY,0,4,5,4,2333.67,24000,99.15,3.074,50000,0,0
13,-5.580,4,4,SF,TB,0,3,3,5,2467.89,25300,99.08,5.869,49500,0,0
14,-5.630,4,2,CIN,PIT,0,5,6,4,2615.05,25600,96.69,2.128,49500,0,0
15,-5.771,4,4,CIN,PIT,0,3,3,5,2629.14,25400,96.33,3.326,49400,0,0
16,-5.875,4,2,SF,TB,0,4,4,5,1937.65,22000,97.94,4.617,49500,0,0
17,-5.945,4,2,CIN,PIT,0,4,5,5,2540.57,24900,95.40,2.405,49500,0,0
18,-6.017,4,3,SF,TB,0,5,5,4,2137.38,22900,95.94,2.360,49400,0,0
19,-6.021,4,1,CIN,PIT,0,4,5,4,2223.17,23700,95.90,2.755,49500,0,0
20,-6.023,4,2,SF,TB,0,5,5,4,2583.04,25100,96.23,3.071,49700,0,0
21,-6.068,4,3,BAL,NYY,0,5,5,4,2403.93,24400,96.57,1.430,49900,0,0
22,-6.132,4,4,PIT,CIN,0,4,4,4,2203.18,24400,95.31,1.952,50000,0,0
23,-6.149,4,4,CIN,PIT,0,3,3,5,2429.81,24300,95.35,4.028,50000,0,0
24,-6.259,4,2,CIN,PIT,0,5,5,5,2447.53,24900,93.82,1.432,49600,0,0
25,-6.363,4,4,CIN,PIT,0,4,4,4,2191.71,23800,94.39,4.165,49800,0,0
26,-6.364,4,2,CIN,PIT,0,5,6,4,2315.69,23700,94.17,2.271,49600,0,0
27,-6.436,4,2,SF,TB,0,4,4,4,2208.08,24000,94.33,2.144,49800,0,0
28,-6.478,4,2,SF,TB,0,4,4,4,1925.33,22300,95.30,3.089,49900,0,0
29,-6.479,4,3,SF,TB,0,4,4,4,2639.03,25800,94.30,2.623,49500,0,0
30,-6.538,4,3,HOU,BOS,0,4,4,4,2503.68,25200,95.41,3.316,49400,0,0
31,-6.540,4,2,CIN,PIT,0,6,6,4,2150.81,23300,93.10,1.924,50000,0,0
32,-6.652,4,1,BAL,NYY,0,7,7,4,2410.89,24500,94.19,1.305,49400,0,0
33,-6.709,4,2,SF,TB,0,5,5,4,2320.88,24000,93.82,3.080,49500,0,0
34,-6.731,4,2,SF,TB,0,5,5,4,2292.16,24000,93.71,2.919,50000,0,0
35,-6.743,5,2,SF,TB,0,4,4,5,2559.47,24700,96.61,3.674,49900,0,0
36,-6.749,5,2,SF,TB,0,4,4,5,2641.14,25500,96.54,2.459,49800,0,0
37,-6.806,4,3,HOU,BOS,0,5,5,4,1984.46,23100,95.37,1.982,49700,0,0
38,-6.880,4,1,BAL,NYY,0,6,6,4,1912.17,21800,92.97,1.528,49400,0,0
39,-6.886,4,2,SF,TB,0,5,5,4,2458.37,25000,92.76,4.005,49800,0,0
40,-6.905,4,2,CIN,PIT,0,4,5,5,2327.77,23600,91.96,2.271,49500,0,0
41,-7.024,4,2,SF,TB,0,4,4,4,1732.77,21400,93.05,2.927,49500,0,0
42,-7.042,4,2,SF,TB,0,4,5,4,2417.21,24500,103.34,6.078,49900,0,0
43,-7.072,4,2,SF,TB,0,4,5,4,2387.47,23900,103.19,6.405,50000,0,0
44,-7.077,4,2,SF,TB,0,5,5,4,2363.56,23700,91.00,2.053,49400,0,0
45,-7.095,4,2,WSH,MIL,0,5,5,4,2263.21,23600,92.38,2.966,49700,0,0
46,-7.109,4,3,SF,TB,0,4,5,4,2426.03,24500,103.00,5.941,49800,0,0
47,-7.131,4,2,SF,TB,0,6,6,4,2571.85,25600,102.87,5.854,49600,0,0
48,-7.167,4,4,SF,TB,0,4,4,4,1874.81,22600,92.07,4.452,49900,0,0
49,-7.185,4,3,HOU,BOS,0,4,4,4,2188.72,23300,92.82,2.706,49500,0,0
50,-7.188,5,2,SF,TB,0,5,5,5,2671.80,25300,95.00,2.266,49500,0,0
51,-7.235,4,3,HOU,BOS,0,4,4,4,2187.26,23800,92.75,3.693,49700,0,0
52,-7.238,4,2,WSH,MIL,0,5,6,4,2620.00,25400,91.16,2.928,49400,0,0
