P,P,C,1B,2B,3B,SS,OF,OF,OF
42756140,42755632,42755779,42755837,42755722,42755682,42755973,42755706,42755771,42755648
42755626,42756140,42755969,42755676,42755796,42755663,42755799,42755788,42755724,42755713
42755626,42755632,42755969,42755837,42755796,42755743,42755649,42755724,42755667,42755706
42755626,42756140,42755954,42755786,42755781,42755663,42755936,42755825,42755674,42755654
42755626,42756140,42755714,42755675,42755757,42755820,42755679,42755727,42755951,42755851
42755628,42756140,42755669,42755658,42755956,42755696,42755690,42755951,42755756,42755731
42755628,42756140,42755669,42755658,42755956,42755696,42755880,42755661,42755951,42755756
42755626,42755628,42755954,42755660,42755715,42755663,42755936,42755822,42755686,42755727
42755626,42756140,42755702,42755723,42755757,42755820,42755679,42755667,42755951,42755851
42755626,42755628,42755954,42755660,42755715,42755663,42755936,42755825,42755686,42755727
42755626,42756140,42755969,42755704,42755662,42755743,42755765,42755724,42755788,42755754
42755626,42756140,42755939,42755798,42755744,42755772,42755742,42755689,42755814,42755651
42756140,42755632,42755779,42755687,42755912,42755707,42755973,42755657,42755897,42755648
42755629,42756140,42755954,42755772,42755744,42755663,42755936,42755713,42755694,42755651
42755626,42756140,42755664,42755806,42755854,42755914,42755655,42755689,42755814,42755838
42755626,42755632,42755664,42755704,42755781,42755765,42755649,42755847,42755861,42755754
42755626,42756140,42755939,42755710,42755744,42755812,42755655,42755705,42755814,42755780
42755626,42756140,42755669,42755697,42755854,42755725,42755742,42755814,42755689,42755910
42755626,42756140,42755939,42755772,42755744,42755812,42755742,42755705,42755689,42755694
42755626,42756140,42755939,42755798,42755744,42755772,42755742,42755705,42755689,42755694
42755629,42756140,42755954,42755676,42755744,42755772,42755936,42755713,42755694,42755651
42755626,42756140,42755939,42755697,42755662,42755725,42755742,42755814,42755689,42755955
42755629,42755626,42755969,42755681,42755796,42755743,42755655,42755661,42755880,42755724
42755626,42756140,42755664,42755666,42755903,42755960,42755842,42755695,42755981,42755790
42755626,42755628,42755699,42755857,42755781,42755650,42755649,42755847,42755793,42755861
42756140,42755632,42755876,42755658,42755757,42755696,42755649,42755904,42755891,42755727
42755626,42756140,42755664,42755837,42755807,42755746,42755682,42755904,42755783,42755698
42755626,42756140,42755714,42755919,42755673,42755682,42755789,42755904,42755651,42755900
42756140,42755632,42755714,42755675,42755829,42755753,42755682,42755706,42755900,42755981
42756140,42755632,42755664,42755919,42755781,42755911,42755649,42755783,42755981,42755698
42755626,42756140,42755876,42755658,42755757,42755696,42755799,42755689,42755891,42755727
42755626,42756140,42755726,42755837,42755722,42755663,42755936,42755713,42755822,42755706
42756140,42755632,42755714,42755670,42755781,42755753,42755765,42755847,42756008,42755648
42755626,42756140,42755939,42755660,42755854,42755914,42755799,42755689,42755814,42755647
42756140,42755632,42755935,42755716,42755781,42755663,42755936,42755713,42755654,42755706
42756140,42755632,42755672,42755718,42755715,42755830,42755690,42755897,42755804,42755686
42755628,42755632,42755664,42755704,42755781,42755765,42755649,42755861,42755754,42755712
42755626,42756140,42755939,42755656,42755854,42755914,42755668,42755689,42755814,42755981
42756140,42755632,42755664,42755919,42755781,42755796,42755649,42756008,42755783,42755981
42755637,42755634,42755672,42755685,42755673,42755905,42755653,42755933,42755695,42755678
42755626,42756140,42755664,42755837,42755807,42755746,42755682,42755909,42755783,42755698
