rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-6.382,5,2,TOR,BOS,0,5,5,5,2741.97,25400,94.06,3.806,49400,0,0
2,-6.417,5,3,TOR,BOS,0,3,3,5,2599.92,24900,93.96,4.025,49800,0,0
3,-6.658,5,2,TOR,BOS,0,4,4,5,2616.18,24800,93.19,4.182,49400,0,0
4,-7.442,5,2,TOR,BOS,0,5,5,5,2761.52,25700,89.81,3.271,50000,0,0
5,-7.878,5,3,TOR,BOS,0,3,4,5,2452.84,24300,88.22,3.997,49400,0,0
6,-7.981,5,1,TOR,BOS,0,5,5,5,2566.01,25000,96.24,3.804,49600,0,0
7,-8.224,5,1,TEX,NYY,0,5,5,5,2493.91,24200,93.58,1.454,49800,0,0
8,-8.387,5,1,TOR,BOS,0,6,6,5,2624.88,25400,94.61,3.804,50000,0,0
9,-8.415,5,1,TOR,BOS,0,5,5,5,2274.29,23700,94.12,3.913,49600,0,0
10,-8.427,5,1,TOR,BOS,0,4,5,5,2561.72,24800,94.40,2.165,49400,0,0
11,-8.462,5,1,TOR,BOS,0,4,5,5,2591.52,25000,94.13,2.826,50000,0,0
12,-8.478,5,1,TEX,NYY,0,5,5,5,2593.07,24500,92.31,1.036,50000,0,0
13,-8.499,5,3,TEX,NYY,0,4,4,5,2584.65,24700,92.21,1.423,49400,0,0
14,-8.500,5,2,TOR,BOS,0,4,4,5,2561.56,25200,93.55,3.434,49800,0,0
15,-8.512,5,1,TEX,NYY,0,6,6,5,2578.29,24800,92.79,1.173,49800,0,0
16,-8.556,5,2,TOR,BOS,0,5,5,5,2626.50,25000,92.83,2.958,49500,0,0
17,-8.565,5,1,TOR,BOS,0,5,5,5,2560.55,24800,93.75,3.913,49600,0,0
18,-8.594,5,1,TOR,BOS,0,5,5,5,2549.22,24800,93.56,2.281,49500,0,0
19,-8.683,5,1,TOR,BOS,0,5,5,5,2650.36,25000,92.57,2.778,49400,0,0
20,-8.715,5,2,WSH,NYM,0,5,5,5,2711.01,25500,92.56,2.796,49800,0,0
21,-8.785,5,3,TOR,BOS,0,4,4,5,2178.62,23200,92.78,4.409,49400,0,0
22,-8.820,5,2,TOR,BOS,0,5,5,5,2161.57,23000,92.69,4.621,49400,0,0
23,-8.918,5,1,TOR,BOS,0,6,6,5,2567.90,24900,91.94,2.792,49700,0,0
24,-8.922,5,2,TOR,BOS,0,5,5,5,2309.55,23900,92.63,4.372,50000,0,0
25,-8.923,5,2,TOR,BOS,0,4,4,5,2558.61,24800,91.92,3.301,49500,0,0
26,-8.932,5,1,TEX,NYY,0,5,5,5,2592.99,24500,90.01,0.810,49800,0,0
27,-8.948,5,1,TOR,BOS,0,5,5,6,2504.90,24200,91.94,3.639,49500,0,0
28,-9.005,5,3,LAA,CWS,0,3,3,6,2643.03,25000,103.08,6.297,49800,0,0
29,-9.046,5,3,CWS,LAA,0,4,4,5,2492.87,24300,90.88,1.472,49600,0,0
30,-9.048,5,3,TOR,BOS,0,4,4,5,2410.00,24200,91.51,3.637,49700,0,0
31,-9.048,5,3,TOR,BOS,0,4,4,5,2410.00,24200,91.06,3.156,49700,0,0
32,-9.051,5,2,WSH,NYM,0,4,4,5,2779.37,25500,90.87,2.619,49900,0,0
33,-9.106,5,1,TOR,BOS,0,4,5,6,2417.02,23900,91.66,2.154,50000,0,0
34,-9.120,5,2,WSH,NYM,0,4,4,5,2517.72,24800,90.52,1.885,49900,0,0
35,-9.123,5,2,WSH,NYM,0,4,4,5,2656.24,25400,90.51,1.803,49800,0,0
36,-9.136,5,2,TOR,BOS,0,5,5,5,2530.63,24600,91.41,4.139,49700,0,0
37,-9.142,5,2,WSH,NYM,0,5,5,5,2835.15,26200,91.03,2.254,49700,0,0
38,-9.164,5,3,LAA,CWS,0,3,3,6,2670.66,25300,102.34,7.224,49600,0,0
39,-9.170,5,2,CWS,LAA,0,4,4,5,2515.23,23900,90.25,1.265,49400,0,0
40,-9.207,5,2,TOR,BOS,0,4,4,6,2397.42,23900,91.16,3.995,49800,0,0
41,-9.216,5,3,TOR,BOS,0,4,4,5,2262.83,23600,91.08,3.808,49400,0,0
42,-9.248,5,3,LAA,CWS,0,3,3,6,2577.29,25000,101.82,4.722,49600,0,0
43,-9.270,5,3,LAA,CWS,0,3,3,6,2541.28,24500,101.74,5.570,49700,0,0
44,-9.276,5,1,TOR,BOS,0,3,4,6,2443.44,24200,90.80,2.675,49400,0,0
45,-9.297,5,3,LAA,CWS,0,3,3,6,2662.25,25300,101.67,6.755,49800,0,0
46,-9.318,5,2,LAA,CWS,0,4,4,6,2276.75,23300,102.15,6.784,49800,0,0
47,-9.326,5,3,LAA,CWS,0,3,3,6,2196.57,23500,102.08,7.058,49900,0,0
48,-9.330,5,3,LAA,CWS,0,3,3,6,2579.71,25000,101.41,3.156,49900,0,0
49,-9.348,5,2,TOR,BOS,0,5,5,5,2321.72,23900,90.49,3.686,49400,0,0
50,-9.351,5,2,TOR,BOS,0,4,4,5,2695.20,25500,90.29,3.660,49700,0,0
51,-9.367,5,2,TOR,BOS,0,4,4,6,2418.35,23900,90.33,1.918,49600,0,0
52,-9.395,5,3,LAA,CWS,0,3,3,6,2623.76,25000,101.08,4.181,49700,0,0
53,-9.400,5,2,WSH,NYM,0,5,5,5,2255.30,23000,90.44,2.683,49400,0,0
54,-9.429,5,3,LAA,CWS,0,3,3,6,2550.61,25000,100.96,6.469,49800,0,0
55,-9.440,5,1,TOR,BOS,0,5,6,5,2405.60,24500,90.03,4.278,49900,0,0
56,-9.504,5,3,LAA,CWS,0,3,3,6,2237.50,23500,101.15,3.616,49400,0,0
57,-9.511,5,3,WSH,NYM,0,4,4,5,2772.65,26000,89.11,1.872,49800,0,0
58,-9.535,5,2,CWS,LAA,0,4,4,5,2407.18,23700,88.69,1.301,49500,0,0
59,-9.544,5,2,LAA,CWS,0,4,4,6,2217.41,23500,100.95,5.054,49900,0,0
60,-9.545,5,3,LAA,CWS,0,3,3,6,2214.14,23300,100.98,5.090,49600,0,0
61,-9.545,5,2,LAA,CWS,0,4,4,6,2280.44,23800,100.99,5.930,49400,0,0
62,-9.575,5,2,LAA,CWS,0,4,4,6,2583.51,25000,100.19,4.570,49500,0,0
63,-9.611,5,1,LAA,CWS,0,6,6,5,2495.28,24200,101.15,7.357,49600,0,0
64,-9.616,5,1,LAA,CWS,0,5,5,6,2183.60,23500,100.63,5.321,49700,0,0
65,-9.621,5,2,WSH,NYM,0,4,4,5,2248.02,23800,88.60,1.472,49800,0,0
66,-9.668,5,1,CWS,LAA,0,6,6,5,2370.57,23700,88.04,1.442,49800,0,0
67,-9.693,5,2,LAA,CWS,0,3,3,6,2582.17,25000,99.60,4.996,49800,0,0
68,-9.728,5,3,LAA,CWS,0,3,3,6,2143.27,23300,100.04,3.170,49800,0,0
69,-9.729,5,2,LAA,CWS,0,3,4,6,2185.15,23900,100.03,3.660,49900,0,0
70,-9.736,5,3,LAA,CWS,0,3,3,6,2113.39,22800,100.00,4.782,49400,0,0
71,-9.749,5,2,CWS,LAA,0,5,5,5,2673.74,25400,87.29,0.842,49900,0,0
72,-9.761,5,2,WSH,NYM,0,5,5,5,2315.60,23900,87.91,1.670,50000,0,0
73,-9.770,5,2,LAA,CWS,0,4,4,5,2603.38,25200,99.63,3.718,49800,0,0
74,-9.779,5,3,LAA,CWS,0,3,3,6,2589.29,25000,99.18,5.005,49400,0,0
75,-9.801,5,2,LAA,CWS,0,3,3,6,2621.16,24900,99.07,4.585,49500,0,0
