rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-6.586,4,4,DET,ATL,0,3,3,5,2306.17,23100,101.13,16.294,49400,0,0
2,-6.695,4,3,DET,ATL,0,3,3,5,2158.80,22700,100.48,13.449,49600,0,0
3,-6.806,4,2,CIN,COL,0,5,6,4,2284.32,23100,101.95,14.603,49700,0,0
4,-6.939,4,4,COL,CIN,0,4,4,4,2232.94,22900,97.80,12.045,50000,0,0
5,-7.196,4,3,DET,ATL,0,4,4,5,2137.50,22900,98.01,15.117,49900,0,0
6,-7.270,4,3,DET,ATL,0,4,4,4,1480.68,20000,98.80,18.934,49600,0,0
7,-7.398,4,2,COL,CIN,0,5,5,4,2240.09,23100,96.25,13.335,50000,0,0
8,-7.521,4,3,DET,ATL,0,4,4,5,2424.13,23200,96.35,11.792,49400,0,0
9,-7.586,4,3,STL,PIT,0,4,4,4,2337.18,23100,99.70,12.200,49600,0,0
10,-7.740,4,4,COL,CIN,0,3,3,5,2228.03,22800,94.88,14.481,49300,0,0
11,-7.741,4,3,ARI,MIL,0,4,4,4,2334.12,23100,95.82,13.233,49300,0,0
12,-7.752,4,4,DET,ATL,0,2,2,5,2189.61,22700,96.39,17.765,49600,0,0
13,-7.795,4,2,MIL,ARI,0,5,5,4,1452.45,19900,97.42,13.584,49200,0,0
14,-7.830,4,2,DET,ATL,0,4,4,5,2378.74,24200,95.53,14.172,49400,0,0
15,-7.846,4,4,DET,ATL,0,3,3,5,2435.18,24600,95.78,15.272,49300,0,0
16,-7.882,4,3,DET,ATL,0,3,4,5,2419.19,24600,95.58,14.459,49500,0,0
17,-7.937,4,4,DET,ATL,0,3,3,5,2378.84,24600,95.34,15.565,49900,0,0
18,-7.971,4,3,CIN,COL,0,4,4,4,2532.51,24500,96.83,13.677,49800,0,0
19,-8.026,4,4,STL,PIT,0,3,3,5,2183.67,22200,97.45,10.854,49600,0,0
20,-8.114,4,3,MIL,ARI,0,5,5,4,2524.30,24200,95.79,12.124,49300,0,0
21,-8.129,4,4,COL,CIN,0,3,3,5,2308.70,23400,92.54,12.120,49300,0,0
22,-8.131,4,3,MIL,ARI,0,4,5,4,2257.96,23200,94.52,7.775,49600,0,0
23,-8.150,4,4,DET,ATL,0,2,2,5,2397.10,23600,94.39,15.937,49300,0,0
24,-8.241,4,3,DET,ATL,0,3,3,5,2490.06,24500,93.44,10.807,49600,0,0
25,-8.300,4,3,PIT,STL,0,4,4,4,2204.20,22900,95.81,13.521,49500,0,0
26,-8.302,4,1,CIN,COL,0,6,7,4,2266.03,23100,94.45,8.421,49900,0,0
27,-8.307,4,3,CIN,COL,0,5,5,4,2522.78,24400,95.09,10.708,49600,0,0
28,-8.316,4,2,CIN,COL,0,5,5,4,1575.60,19900,95.45,12.660,49500,0,0
29,-8.323,4,3,STL,PIT,0,4,4,4,2183.21,22700,95.89,8.628,49600,0,0
30,-8.352,4,2,CIN,COL,0,4,5,4,1671.80,21000,95.48,14.848,49900,0,0
31,-8.370,4,2,CIN,COL,0,5,5,4,1650.58,20900,95.39,14.829,49600,0,0
32,-8.385,4,2,CIN,COL,0,4,4,5,2444.26,23600,95.13,13.994,49400,0,0
33,-8.410,4,4,MIL,ARI,0,4,4,4,2450.63,24100,94.29,12.838,49200,0,0
34,-8.469,4,2,MIL,ARI,0,5,5,4,2524.86,24400,93.59,7.343,49900,0,0
35,-8.478,4,2,CIN,COL,0,5,5,4,2551.47,24200,94.63,13.416,50000,0,0
36,-8.481,4,2,CIN,COL,0,4,5,4,2629.16,24500,94.27,9.192,49500,0,0
37,-8.527,4,2,COL,CIN,0,4,4,5,2170.74,22400,91.67,13.335,49300,0,0
38,-8.531,4,2,COL,CIN,0,3,4,5,2341.03,23500,91.65,12.677,49400,0,0
39,-8.537,4,4,COL,CIN,0,4,4,4,2487.25,24700,90.76,9.738,49400,0,0
40,-8.543,4,2,CIN,COL,0,5,5,4,1558.24,19900,94.30,13.313,49700,0,0
41,-8.667,4,3,ARI,MIL,0,4,5,4,2451.04,24200,91.83,10.660,49200,0,0
42,-8.668,4,2,MIL,ARI,0,5,5,4,2529.05,24400,92.56,6.534,49700,0,0
43,-8.680,4,3,CIN,COL,0,4,4,4,2456.85,23900,93.61,13.473,49300,0,0
44,-8.687,4,3,CIN,COL,0,4,4,5,2409.17,23600,93.58,11.333,49700,0,0
45,-8.729,4,3,DET,ATL,0,4,4,5,2507.11,23900,91.31,10.214,49200,0,0
46,-8.736,4,3,ARI,MIL,0,4,4,4,2265.83,23900,91.85,13.399,50000,0,0
47,-8.740,4,3,COL,CIN,0,5,5,4,2116.72,22300,88.69,5.592,49500,0,0
48,-8.789,4,4,STL,PIT,0,4,4,4,2171.64,22900,93.58,9.503,50000,0,0
49,-8.796,4,2,DET,ATL,0,4,5,5,2309.22,23400,91.03,8.910,49500,0,0
50,-8.849,4,4,DET,ATL,0,4,4,4,1456.74,20900,91.88,16.494,49300,0,0
51,-8.872,4,4,CIN,COL,0,3,3,5,1484.89,19200,93.08,16.080,49900,0,0
52,-8.923,4,3,COL,CIN,0,4,4,4,2293.38,23200,89.29,9.895,49800,0,0
53,-8.930,4,4,DET,ATL,0,3,3,5,2339.25,23900,90.31,12.017,49300,0,0
54,-8.944,4,4,DET,ATL,0,3,3,5,2276.93,22600,90.31,11.822,49600,0,0
55,-8.965,4,2,PIT,STL,0,4,4,5,2484.83,24500,93.14,10.847,49400,0,0
56,-9.022,4,4,ARI,MIL,0,2,2,5,2574.02,24400,90.35,10.227,49200,0,0
57,-9.028,4,3,STL,PIT,0,5,5,4,1492.68,20100,93.84,12.172,49700,0,0
58,-9.032,4,2,ARI,MIL,0,6,6,4,2208.98,22900,89.29,7.268,49800,0,0
59,-9.053,4,2,NYM,WSH,0,4,4,5,1688.31,20900,92.26,9.578,49600,0,0
60,-9.059,4,4,MIL,ARI,0,3,3,5,2215.04,22600,91.42,11.175,49600,0,0
61,-9.068,4,2,COL,CIN,0,4,4,4,1774.85,21600,89.09,10.815,49700,0,0
62,-9.103,4,3,NYM,WSH,0,4,4,4,2608.47,24500,91.37,7.927,49700,0,0
63,-9.107,4,2,DET,ATL,0,4,4,5,2355.33,23200,88.35,5.680,49800,0,0
64,-9.131,4,3,MIL,ARI,0,4,4,4,2471.46,24500,90.24,7.954,49300,0,0
65,-9.133,4,4,STL,PIT,0,3,3,5,2234.73,22700,93.01,10.959,50000,0,0
66,-9.212,4,2,CIN,COL,0,5,6,4,2012.86,22000,92.25,14.870,49200,0,0
67,-9.245,4,3,NYM,WSH,0,4,4,4,2604.32,24500,90.64,7.437,49500,0,0
68,-9.264,4,2,CIN,COL,0,6,6,4,2343.18,23100,89.60,7.206,49500,0,0
69,-9.276,4,3,STL,PIT,0,5,5,4,1465.91,20100,92.58,12.155,49900,0,0
70,-9.289,4,3,PIT,STL,0,4,4,5,2461.73,24500,91.48,8.951,49700,0,0
71,-9.293,4,3,ARI,MIL,0,4,4,4,2299.22,23700,89.10,11.525,49600,0,0
72,-9.327,4,3,ARI,MIL,0,4,4,4,2260.53,23700,88.92,11.836,50000,0,0
73,-9.329,4,3,NYM,WSH,0,3,4,5,1660.15,20500,90.78,9.302,49700,0,0
74,-9.337,4,3,PIT,STL,0,4,4,5,2417.85,24500,91.23,9.625,50000,0,0
75,-9.340,4,2,COL,CIN,0,4,5,4,1837.96,22000,87.72,9.848,49300,0,0
