rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-3.964,4,4,CWS,ARI,0,4,4,4,2476.61,24300,109.09,10.300,49800,0,0
2,-4.111,4,4,CWS,ARI,0,4,4,4,2014.57,22300,109.26,10.414,49500,0,0
3,-4.200,4,4,CWS,ARI,0,4,4,4,2193.83,22700,108.91,10.414,49900,0,0
4,-4.819,4,4,CWS,ARI,0,4,4,4,2205.09,22700,105.80,9.961,49400,0,0
5,-4.908,4,2,CWS,ARI,0,4,5,4,2621.91,24800,103.89,7.340,49400,0,0
6,-4.949,4,4,PHI,CHC,0,3,4,4,2305.65,23500,103.96,3.394,50000,0,0
7,-5.198,4,2,CWS,ARI,0,6,6,4,2527.07,24800,102.80,6.253,49700,0,0
8,-5.289,4,3,CWS,ARI,0,5,5,4,2285.61,23700,103.20,7.907,50000,0,0
9,-5.355,4,2,CWS,ARI,0,6,6,4,2522.48,24800,102.02,6.808,49900,0,0
10,-5.379,4,4,MIN,NYM,0,4,4,4,1920.83,22300,103.04,5.086,49800,0,0
11,-5.388,4,3,PHI,CHC,0,4,4,4,2428.99,24400,89.74,1.025,50000,0,0
12,-5.444,4,4,PHI,CHC,0,4,4,4,2477.60,24400,89.45,0.866,49500,0,0
13,-5.550,4,2,CWS,ARI,0,5,5,4,2501.30,24400,101.07,5.127,49500,0,0
14,-5.631,4,2,CWS,ARI,0,5,5,4,2194.65,22700,101.66,7.483,49500,0,0
15,-5.974,4,4,NYY,BOS,0,4,4,4,2238.21,23100,103.23,9.399,49800,0,0
16,-5.983,4,4,CWS,ARI,0,4,4,4,1944.74,21200,113.18,10.766,50000,0,0
17,-5.999,4,3,PHI,CHC,0,4,4,5,1775.95,20500,89.48,2.951,50000,0,0
18,-6.004,4,1,PHI,CHC,0,6,7,4,2419.59,24000,98.24,2.342,49600,0,0
19,-6.034,4,4,PHI,CHC,0,4,4,4,2158.45,23200,88.17,2.460,49900,0,0
20,-6.109,4,4,PHI,CHC,0,4,4,4,2191.92,23000,99.30,3.394,49500,0,0
21,-6.195,4,4,PHI,CHC,0,4,4,4,1991.61,22000,98.64,3.113,49500,0,0
22,-6.206,4,2,CWS,ARI,0,5,5,4,2802.16,26400,97.30,4.028,49700,0,0
23,-6.277,4,4,MIL,DET,0,4,4,4,1881.91,21200,111.08,6.729,49800,0,0
24,-6.286,4,3,PHI,CHC,0,4,5,4,2196.45,22800,97.87,3.906,49600,0,0
25,-6.396,4,4,MIL,DET,0,4,4,4,1797.36,21500,110.36,6.429,49500,0,0
26,-6.452,4,3,MIL,DET,0,4,5,4,2318.10,23900,109.29,5.361,49800,0,0
27,-6.498,4,3,MIN,NYM,0,4,4,4,2126.05,22300,98.00,3.858,49700,0,0
28,-6.513,4,2,CWS,ARI,0,6,6,4,2324.65,23700,96.96,4.295,50000,0,0
29,-6.546,4,3,WSH,ATL,0,5,5,4,1994.52,22400,100.22,6.216,49700,0,0
30,-6.553,4,3,BOS,NYY,0,4,4,5,2480.42,24300,95.88,4.129,49500,0,0
31,-6.612,4,2,PHI,CHC,0,5,5,4,2174.05,22900,84.63,0.960,49500,0,0
32,-6.615,4,2,CWS,ARI,0,5,5,4,2711.18,25500,95.25,3.063,49500,0,0
33,-6.652,4,4,MIL,DET,0,4,4,4,1927.80,21200,109.20,6.603,49400,0,0
34,-6.668,4,2,PHI,CHC,0,5,6,4,2400.75,24000,94.92,2.625,49800,0,0
35,-6.686,4,4,CWS,ARI,0,4,4,4,1725.57,21700,109.79,11.341,49800,0,0
36,-6.708,4,3,PHI,CHC,0,4,4,5,2154.99,21800,96.12,3.286,50000,0,0
37,-6.715,4,2,BOS,NYY,0,4,5,5,2441.00,24200,95.03,3.922,49500,0,0
38,-6.727,4,3,BOS,NYY,0,4,4,5,1738.28,21400,97.16,5.774,49800,0,0
39,-6.727,4,2,CWS,ARI,0,6,6,4,2312.25,23700,95.85,4.051,49500,0,0
40,-6.738,4,2,PHI,CHC,0,5,6,4,1879.47,21800,95.85,3.443,49400,0,0
41,-6.739,4,2,BOS,NYY,0,4,5,5,2428.50,24200,94.88,3.459,49800,0,0
42,-6.755,4,2,CWS,ARI,0,5,5,4,2705.48,25500,94.53,2.928,49800,0,0
43,-6.760,4,3,PHI,CHC,0,5,5,4,2368.99,24000,94.16,1.534,49700,0,0
44,-6.776,4,3,CWS,ARI,0,5,5,4,1773.27,21500,109.02,8.814,49500,0,0
45,-6.817,4,4,CWS,ARI,0,4,4,4,2044.02,22600,109.14,9.658,50000,0,0
46,-6.841,4,2,CWS,ARI,0,6,6,4,2373.18,24000,94.51,2.979,50000,0,0
47,-6.868,4,2,SF,LAD,0,3,4,5,1851.51,21900,95.47,1.638,49700,0,0
48,-6.920,4,2,SF,LAD,0,5,5,5,1578.89,20700,94.56,1.347,49900,0,0
49,-6.934,4,2,SF,LAD,0,4,5,5,1835.46,21900,95.11,1.359,49900,0,0
50,-7.017,4,4,MIL,DET,0,4,4,4,1893.57,21200,107.89,6.824,49800,0,0
51,-7.032,4,4,MIL,DET,0,4,4,4,1646.36,20300,108.32,6.649,49500,0,0
52,-7.049,4,2,NYM,MIN,0,5,5,4,2288.34,23500,95.70,4.795,49500,0,0
53,-7.069,4,4,CWS,ARI,0,4,4,4,2334.97,23800,107.48,10.882,49700,0,0
54,-7.090,4,4,CWS,ARI,0,4,4,4,2034.21,22600,107.77,10.258,50000,0,0
55,-7.095,4,4,BOS,NYY,0,4,4,4,2323.88,23600,105.93,7.543,49400,0,0
56,-7.099,4,4,CWS,ARI,0,4,4,4,2193.26,23000,107.48,10.686,49400,0,0
57,-7.105,4,2,CWS,ARI,0,5,6,4,1936.59,22300,107.43,7.771,49600,0,0
58,-7.105,4,3,CWS,ARI,0,4,5,4,1850.30,22400,107.30,8.795,49800,0,0
59,-7.117,4,3,MIL,DET,0,4,5,4,1848.81,22300,106.84,5.962,49700,0,0
60,-7.142,4,2,SF,LAD,0,5,6,4,2337.71,24300,92.75,0.926,49900,0,0
61,-7.151,4,3,CWS,ARI,0,5,5,4,2228.56,23100,106.40,8.782,49500,0,0
62,-7.172,4,3,CWS,ARI,0,4,5,4,1557.05,20700,108.07,10.425,49400,0,0
63,-7.193,4,2,CWS,ARI,0,5,6,4,2281.34,23600,105.96,7.279,49500,0,0
64,-7.194,4,4,BOS,NYY,0,4,4,4,2521.03,24700,105.69,7.196,49800,0,0
65,-7.217,4,3,ATL,WSH,0,5,5,4,2240.56,23100,110.65,13.676,49700,0,0
66,-7.219,4,4,CWS,ARI,0,4,4,4,1642.83,20700,107.86,9.798,49900,0,0
67,-7.231,4,3,CWS,ARI,0,5,5,4,2375.48,24100,106.21,7.084,49900,0,0
68,-7.239,4,4,ATL,WSH,0,4,4,4,1085.54,18800,112.43,18.932,49600,0,0
69,-7.241,4,2,CWS,ARI,0,5,6,4,2210.97,23100,92.82,2.657,49400,0,0
70,-7.280,4,3,PHI,CHC,0,5,5,4,2018.04,21000,104.03,4.062,49500,0,0
71,-7.282,4,3,CWS,ARI,0,5,5,4,2141.49,23500,106.71,7.900,50000,0,0
72,-7.297,4,3,MIL,DET,0,4,4,4,1797.33,21500,105.78,5.148,49400,0,0
73,-7.302,4,2,PHI,CHC,0,4,4,4,2252.64,23000,82.17,1.050,49600,0,0
74,-7.306,5,2,PHI,CHC,0,5,5,5,2534.74,24200,96.47,1.827,49900,0,0
75,-7.338,4,3,CWS,ARI,0,5,5,4,2375.73,23900,105.56,8.850,49700,0,0
