rank,score,primarySize,secondarySize,primaryTeam,primaryOpp,bringBack,numGames,numTeamsUsed,maxGameStack,salaryStd,salaryTopThree,proj,geoMeanOwnHit,salaryTotal,pitcherFacesStack,pitcherInBringBackTeam
1,-4.679,4,2,TOR,BOS,0,5,5,5,2623.15,25000,96.36,4.446,49900,0,0
2,-4.707,4,2,TOR,BOS,0,4,5,5,2746.71,25700,95.71,4.769,49600,0,0
3,-4.786,4,2,TOR,BOS,0,3,3,5,2666.53,25600,95.14,3.082,49400,0,0
4,-4.863,4,4,TOR,BOS,0,4,4,4,2578.16,25200,95.38,5.736,49900,0,0
5,-5.920,4,2,LAA,CWS,0,4,5,4,2777.86,25700,100.92,5.921,49500,0,0
6,-6.113,4,3,TOR,BOS,0,4,4,5,2567.88,25100,99.86,6.752,50000,0,0
7,-6.249,4,3,LAA,CWS,0,5,5,4,2296.00,22600,100.89,11.705,49800,0,0
8,-6.257,4,3,BOS,TOR,0,3,3,4,2779.01,25700,98.12,3.289,49900,0,0
9,-6.275,4,3,LAA,CWS,0,5,5,4,2628.69,25000,98.92,6.135,50000,0,0
10,-6.282,4,2,LAA,CWS,0,5,5,4,2723.31,25700,99.05,6.585,49400,0,0
11,-6.335,4,3,TOR,BOS,0,3,4,5,2432.71,25000,89.41,1.970,49700,0,0
12,-6.457,4,2,LAA,CWS,0,5,6,4,2286.24,24000,99.28,7.530,49900,0,0
13,-6.505,4,3,LAA,CWS,0,4,4,4,2647.72,24900,98.41,7.362,49600,0,0
14,-6.536,4,1,LAA,CWS,0,6,6,4,2572.47,24800,98.26,8.710,49800,0,0
15,-6.548,4,2,CHC,SD,0,5,5,4,2571.30,25000,93.70,2.681,49800,0,0
16,-6.633,4,3,LAA,CWS,0,5,5,4,2312.25,24000,98.72,10.372,49500,0,0
17,-6.718,4,3,LAA,CWS,0,4,4,4,2203.84,22500,98.73,11.827,49900,0,0
18,-6.750,4,3,LAA,CWS,0,5,5,4,2373.69,23700,97.77,8.979,49600,0,0
19,-6.763,4,3,LAA,CWS,0,4,5,4,2553.82,25000,96.64,6.166,50000,0,0
20,-6.767,4,3,CHC,SD,0,4,5,4,2560.16,24800,92.43,2.677,49400,0,0
21,-6.832,4,2,CHC,SD,0,4,4,4,2557.34,25000,92.28,2.741,50000,0,0
22,-6.838,4,3,LAA,CWS,0,4,4,4,2574.28,25500,96.80,10.571,49900,0,0
23,-6.932,4,4,LAA,CWS,0,3,3,5,2527.05,24400,97.69,11.397,50000,0,0
24,-6.942,4,2,TEX,NYY,0,5,5,4,2501.28,24800,90.97,1.795,49600,0,0
25,-7.023,4,2,LAA,CWS,0,4,4,4,2174.03,22500,97.19,11.340,49400,0,0
26,-7.033,4,2,TEX,NYY,0,5,5,4,2132.72,22800,90.39,1.833,49500,0,0
27,-7.115,4,3,LAA,CWS,0,5,5,4,2397.10,23800,96.11,10.191,49700,0,0
28,-7.123,4,3,LAA,CWS,0,5,5,4,2489.28,24600,96.13,11.379,49500,0,0
29,-7.137,4,4,TEX,NYY,0,3,3,5,2101.17,23000,89.86,1.362,49900,0,0
30,-7.140,4,3,LAA,CWS,0,4,5,4,2162.41,23200,96.20,6.554,50000,0,0
31,-7.149,5,2,TOR,BOS,0,3,3,6,2728.46,25800,98.50,6.466,49500,0,0
32,-7.167,4,3,TOR,BOS,0,4,4,5,2644.31,25100,94.15,4.249,49400,0,0
33,-7.168,4,3,BOS,TOR,0,4,4,4,2441.80,24100,94.71,3.104,49400,0,0
34,-7.197,4,2,CHC,SD,0,5,6,4,2543.93,25300,90.83,1.882,49800,0,0
35,-7.213,4,4,LAA,CWS,0,4,4,4,2560.16,24600,95.66,11.518,49600,0,0
36,-7.217,4,3,TOR,BOS,0,4,4,5,2697.94,25300,93.37,4.199,49900,0,0
37,-7.299,4,4,MIA,LAD,0,3,3,5,1877.34,21700,93.20,2.705,49400,0,0
38,-7.316,4,4,TEX,NYY,0,3,3,5,2253.46,23600,88.52,1.270,49700,0,0
39,-7.336,4,2,TEX,NYY,0,5,5,4,2252.58,23600,89.15,1.250,49300,0,0
40,-7.337,4,1,TEX,NYY,0,5,6,4,2220.45,22800,90.09,1.633,49600,0,0
41,-7.345,4,3,BOS,TOR,0,4,5,4,2186.53,23300,93.54,1.531,49900,0,0
42,-7.375,4,4,BOS,TOR,0,4,4,4,2226.57,23700,93.61,3.423,49800,0,0
43,-7.421,4,2,LAA,CWS,0,4,4,4,2511.99,24700,94.66,10.204,49300,0,0
44,-7.428,4,2,LAA,CWS,0,6,6,4,2453.98,24100,94.48,7.280,50000,0,0
45,-7.437,4,3,BOS,TOR,0,4,4,5,2253.55,23700,93.24,2.825,49500,0,0
46,-7.452,4,2,BOS,TOR,0,4,5,4,2587.59,24900,93.48,2.520,49800,0,0
47,-7.556,4,3,LAA,CWS,0,4,4,4,2285.19,23700,95.23,10.729,49300,0,0
48,-7.589,4,3,LAA,CWS,0,4,4,4,2417.87,24100,94.13,5.043,49300,0,0
49,-7.612,4,3,TOR,BOS,0,4,4,5,2513.64,25200,92.71,5.998,49600,0,0
50,-7.613,4,4,BOS,TOR,0,4,4,4,2251.75,23500,92.34,1.332,49400,0,0
51,-7.712,4,2,LAA,CWS,0,5,5,4,2287.47,23300,93.52,8.666,49500,0,0
52,-7.753,4,2,BOS,TOR,0,5,5,4,2250.80,23100,91.69,2.156,49700,0,0
53,-7.768,4,3,MIA,LAD,0,4,4,4,2347.96,23900,89.85,2.064,49900,0,0
54,-7.782,4,3,LAA,CWS,0,3,3,4,2566.40,24300,92.67,3.781,49600,0,0
55,-7.813,4,4,CHC,SD,0,4,4,4,1888.81,22300,89.33,4.342,49800,0,0
56,-7.867,4,4,BOS,TOR,0,4,4,4,1814.41,21200,91.45,2.216,49300,0,0
57,-7.918,4,3,TEX,NYY,0,4,4,4,1987.96,21900,87.29,2.256,50000,0,0
58,-7.937,4,4,LAA,CWS,0,4,4,4,2718.84,25500,104.64,7.144,49700,0,0
59,-7.955,4,4,MIA,LAD,0,3,3,5,1974.23,22600,90.57,3.070,49800,0,0
60,-7.960,4,2,TEX,NYY,0,5,5,4,2136.45,22700,86.55,2.086,49600,0,0
61,-7.993,4,3,PIT,STL,0,3,3,4,2643.48,25500,102.06,4.813,50000,0,0
62,-7.994,4,2,BOS,TOR,0,5,6,4,1930.83,22700,91.80,2.737,49300,0,0
63,-8.010,4,4,STL,PIT,0,4,4,4,2490.40,24300,104.59,11.043,49700,0,0
64,-8.030,4,2,TOR,BOS,0,5,5,4,2276.42,23000,90.82,6.616,49300,0,0
65,-8.077,4,2,LAA,CWS,0,6,6,4,2139.63,22200,92.63,8.482,50000,0,0
66,-8.097,4,3,PIT,STL,0,5,5,4,2635.53,26000,101.14,7.560,50000,0,0
67,-8.133,4,3,MIN,SEA,0,4,4,4,2593.76,25800,104.12,6.824,49800,0,0
68,-8.160,4,3,TEX,NYY,0,5,5,4,1726.30,21600,86.27,2.256,49700,0,0
69,-8.172,4,2,LAA,CWS,0,5,5,4,2282.19,23500,91.94,8.704,49600,0,0
70,-8.177,4,2,BOS,TOR,0,5,5,4,2249.91,23100,90.28,1.491,49300,0,0
71,-8.180,4,3,BOS,TOR,0,5,5,4,2264.97,23100,90.25,1.546,49300,0,0
72,-8.194,4,2,LAA,CWS,0,5,5,4,2287.38,22100,91.98,4.397,49300,0,0
73,-8.208,4,2,TOR,BOS,0,5,5,4,2355.19,23600,90.07,6.616,49900,0,0
