P,P,C,1B,2B,3B,SS,OF,OF,OF
42664895,42664892,42664942,42664912,42665102,42665009,42665131,42665140,42664967,42665076
42664894,42664892,42664937,42664929,42664933,42665009,42665131,42665076,42665041,42665128
42664901,42664893,42665056,42665082,42664935,42665061,42664978,42664973,42664936,42664986
42664895,42664892,42665081,42664945,42665012,42664949,42665184,42664916,42665007,42665060
42664895,42664892,42664995,42665000,42665153,42664949,42664918,42665141,42665087,42664947
42664898,42664892,42664980,42664929,42665156,42664946,42664918,42665074,42665128,42664991
42664895,42664893,42665159,42665156,42665128,42664940,42665105,42664914,42664912,42665041
42664895,42664892,42665159,42664912,42665156,42665100,42664972,42664916,42665007,42665128
42664894,42664892,42664980,42664927,42665153,42664946,42665013,42665141,42664943,42665024
42664895,42664893,42665136,42665185,42664930,42665100,42665083,42664915,42664912,42665115
42664895,42664894,42664942,42664975,42665005,42664952,42665096,42665152,42664912,42665155
42664899,42664893,42665150,42664964,42665111,42665046,42665070,42665063,42664912,42664915
42664895,42664892,42665159,42664975,42665156,42665100,42664972,42664916,42664915,42665128
42664898,42664892,42665150,42665022,42665111,42665124,42665020,42664938,42664916,42664921
42664896,42664892,42664937,42664927,42664935,42665009,42665013,42665076,42665053,42665155
42664898,42664892,42665130,42664912,42665005,42664940,42665096,42665152,42665193,42664915
42664895,42664892,42665014,42664961,42664987,42665169,42664966,42664962,42665043,42664947
42664895,42664893,42665136,42664912,42665067,42665046,42665070,42665142,42664959,42664930
42664895,42664892,42664965,42664929,42665311,42665009,42664952,42665076,42664967,42664992
42664895,42664898,42664942,42664975,42665005,42664952,42665096,42665152,42664912,42665122
42664896,42664892,42665136,42664912,42665067,42665046,42665070,42665142,42664959,42664930
42664896,42664892,42665093,42664945,42665012,42664949,42665184,42665035,42664916,42665007
42664898,42664892,42664988,42664912,42665005,42665061,42665096,42665152,42665140,42664917
42664895,42664894,42665136,42665185,42664930,42665100,42665083,42664915,42664912,42665115
42664899,42664892,42665150,42664964,42664981,42665044,42665105,42664976,42664925,42664938
42664906,42664895,42664942,42664924,42665102,42665009,42665131,42664915,42664967,42665076
42664895,42664892,42665025,42664975,42664923,42664946,42664918,42665141,42665122,42665147
42664895,42664892,42665025,42664975,42665209,42664946,42664918,42665141,42664925,42665122
42664896,42664892,42664937,42665059,42664935,42665009,42664919,42665140,42665053,42665076
42664895,42664894,42665136,42665185,42664930,42665100,42665057,42664915,42664912,42665115
42664896,42664892,42664937,42665010,42665311,42665009,42664952,42664914,42665140,42665076
42664896,42664898,42665062,42664924,42665209,42664940,42664949,42664916,42664990,42665147
42664895,42664894,42665136,42665185,42664930,42665139,42665057,42664915,42664912,42665115
42664895,42664893,42665081,42664912,42665005,42664940,42664952,42665152,42665096,42665106
42664894,42664898,42664942,42664975,42665005,42664952,42665096,42665152,42664912,42665122
42664894,42664892,42664937,42665010,42665311,42665009,42664952,42665140,42664917,42665076
42664899,42664892,42665093,42664945,42665012,42664949,42665184,42665035,42664916,42665007
42664898,42664893,42664988,42664912,42665005,42664940,42665096,42665152,42665193,42664932
42664895,42664892,42665136,42664983,42665067,42664949,42664972,42665123,42664959,42664930
42664898,42664892,42665025,42664985,42665209,42664946,42664918,42664916,42665155,42665122
42664894,42664892,42664942,42664924,42664981,42665009,42665131,42665076,42664992,42665053
