P,P,C,1B,2B,3B,SS,OF,OF,OF
42962148,42962149,42962212,42962225,42962239,42962360,42962200,42962184,42962373,42962175
42962148,42962147,42962364,42962258,42962187,42962234,42962210,42962164,42962294,42962381
42962147,42962149,42962390,42962285,42962264,42962218,42962200,42962277,42962165,42962211
42962154,42962149,42962212,42962202,42962239,42962360,42962200,42962373,42962164,42962175
42962147,42962149,42962364,42962194,42962233,42962223,42962200,42962294,42962175,42962266
42962147,42962149,42962364,42962258,42962233,42962218,42962246,42962192,42962211,42962188
42962148,42962149,42962364,42962194,42962219,42962223,42962246,42962175,42962271,42962211
42962147,42962149,42962390,42962194,42962264,42962312,42962168,42962247,42962175,42962333
42962150,42962149,42962364,42962258,42962233,42962223,42962200,42962175,42962333,42962165
42962150,42962149,42962390,42962285,42962179,42962256,42962168,42962277,42962283,42962170
42962147,42962157,42962254,42962381,42962179,42962223,42962246,42962294,42962175,42962165
42962148,42962149,42962274,42962193,42962179,42962373,42962222,42962205,42962252,42962211
42962150,42962147,42962364,42962228,42962219,42962223,42962255,42962238,42962163,42962294
42962147,42962149,42962390,42962285,42962264,42962223,42962260,42962277,42962181,42962165
42962148,42962149,42962390,42962285,42962264,42962344,42962168,42962251,42962238,42962163
42962157,42962149,42962364,42962196,42962179,42962223,42962246,42962294,42962181,42962170
42962148,42962149,42962390,42962285,42962264,42962185,42962168,42962371,42962214,42962181
42962150,42962149,42962217,42962258,42962186,42962223,42962246,42962201,42962381,42962181
42962152,42962149,42962390,42962285,42962264,42962185,42962200,42962277,42962165,42962181
42962148,42962149,42962364,42962215,42962233,42962354,42962168,42962294,42962271,42962165
42962148,42962149,42962204,42962193,42962173,42962373,42962348,42962252,42962205,42962211
42962150,42962149,42962315,42962297,42962219,42962240,42962231,42962163,42962189,42962238
42962150,42962148,42962390,42962285,42962179,42962256,42962168,42962277,42962283,42962170
42962148,42962149,42962390,42962193,42962264,42962218,42962168,42962281,42962205,42962259
42962541,42962149,42962390,42962248,42962180,42962218,42962168,42962259,42962247,42962211
42962149,42962152,42962390,42962182,42962264,42962346,42962168,42962247,42962251,42962165
42962150,42962149,42962364,42962215,42962233,42962223,42962231,42962167,42962184,42962294
42962150,42962154,42962364,42962258,42962178,42962223,42962200,42962167,42962175,42962294
42962147,42962148,42962364,42962285,42962233,42962223,42962168,42962247,42962294,42962211
42962148,42962149,42962411,42962202,42962299,42962312,42962210,42962380,42962164,42962192
42962149,42962153,42962390,42962228,42962264,42962207,42962168,42962164,42962277,42962214
