P,P,C,1B,2B,3B,SS,OF,OF,OF
42760422,42760424,42760455,42760504,42760450,42760505,42760445,42760612,42760583,42760593
42760422,42760423,42760633,42760504,42760536,42760463,42760445,42760583,42760612,42760440
42760422,42760424,42760633,42760451,42760536,42760505,42760557,42760439,42760476,42760583
42760423,42760424,42760633,42760522,42760536,42760505,42760445,42760583,42760470,42760440
42760422,42760423,42760491,42760585,42760586,42760616,42760445,42760440,42760640,42760460
42760422,42760424,42760568,42760444,42760536,42760505,42760445,42760583,42760652,42760495
42760433,42760422,42760491,42760437,42760586,42760616,42760445,42760440,42760640,42760460
42760423,42760424,42760626,42760451,42760591,42760632,42760557,42760551,42760436,42760437
42760422,42760424,42760622,42760522,42760453,42760463,42760445,42760539,42760466,42760640
42760422,42760423,42760584,42760492,42760447,42760498,42760595,42760508,42760640,42760440
42760422,42760425,42760493,42760437,42760471,42760505,42760477,42760583,42760523,42760593
42760422,42760428,42760493,42760522,42760490,42760498,42760445,42760640,42760652,42760437
42760423,42760424,42760622,42760443,42760498,42760616,42760445,42760454,42760640,42760495
42760423,42760424,42760622,42760444,42760498,42760530,42760445,42760469,42760640,42760495
42760422,42760423,42760526,42760535,42760450,42760616,42760500,42760508,42760495,42760456
42760427,42760424,42760622,42760504,42760490,42760498,42760445,42760640,42760436,42760468
42760431,42760424,42760622,42760437,42760586,42760463,42760445,42760640,42760442,42760467
42760422,42760428,42760483,42760535,42760452,42760498,42760445,42760624,42760440,42760640
42760422,42760423,42760509,42760504,42760450,42760498,42760484,42760508,42760470,42760640
42760422,42760424,42760526,42760492,42760450,42760486,42760595,42760542,42760573,42760456
42760422,42760423,42760526,42760522,42760450,42760616,42760500,42760508,42760495,42760456
42760423,42760424,42760455,42760522,42760553,42760498,42760557,42760470,42760640,42760437
42760425,42760423,42760622,42760443,42760490,42760616,42760445,42760440,42760640,42760495
42760422,42760425,42760598,42760494,42760453,42760534,42760458,42760439,42760529,42760617
42760431,42760424,42760622,42760451,42760452,42760498,42760445,42760538,42760640,42760437
42760422,42760428,42760509,42760492,42760453,42760534,42760458,42760542,42760512,42760464
42760422,42760426,42760622,42760451,42760498,42760518,42760445,42760640,42760467,42760460
42760422,42760426,42760455,42760522,42760579,42760498,42760445,42760573,42760640,42760437
42760422,42760428,42760558,42760504,42760450,42760486,42760458,42760512,42760503,42760482
42760428,42760424,42760455,42760492,42760496,42760498,42760445,42760440,42760561,42760640
42760422,42760424,42760633,42760437,42760536,42760505,42760445,42760583,42760612,42760470
42760422,42760424,42760584,42760444,42760447,42760536,42760484,42760593,42760612,42760481
42760426,42760424,42760626,42760451,42760591,42760632,42760445,42760551,42760460,42760437
42760423,42760424,42760526,42760504,42760450,42760486,42760569,42760439,42760561,42760573
42760422,42760426,42760622,42760451,42760553,42760498,42760557,42760440,42760640,42760437
42760422,42760423,42760633,42760444,42760536,42760463,42760569,42760612,42760447,42760478
42760433,42760423,42760493,42760443,42760490,42760605,42760477,42760495,42760468,42760462
42760422,42760426,42760558,42760504,42760450,42760486,42760458,42760577,42760503,42760482
42760422,42760429,42760558,42760492,42760453,42760534,42760458,42760439,42760542,42760577
42760432,42760422,42760493,42760494,42760617,42760534,42760458,42760439,42760573,42760437
42760428,42760424,42760626,42760459,42760453,42760632,42760506,42760439,42760466,42760485
42760426,42760424,42760626,42760441,42760591,42760472,42760461,42760474,42760485,42760510
42760422,42760425,42760599,42760516,42760498,42760518,42760445,42760640,42760481,42760440
42760422,42760426,42760622,42760522,42760453,42760463,42760445,42760539,42760640,42760442
42760427,42760423,42760626,42760489,42760586,42760463,42760506,42760454,42760508,42760440
42760425,42760423,42760626,42760437,42760591,42760632,42760477,42760551,42760468,42760436
42760423,42760429,42760491,42760522,42760490,42760616,42760445,42760640,42760470,42760436
42760426,42760424,42760622,42760437,42760591,42760498,42760445,42760454,42760485,42760640
42760422,42760425,42760633,42760522,42760536,42760505,42760445,42760523,42760508,42760436
42760423,42760428,42760626,42760489,42760453,42760632,42760515,42760466,42760439,42760474
42760426,42760424,42760613,42760516,42760447,42760498,42760445,42760640,42760470,42760457
42760426,42760424,42760626,42760516,42760450,42760632,42760458,42760474,42760454,42760469
42760422,42760426,42760455,42760444,42760536,42760605,42760477,42760612,42760462,42760480
42760422,42760426,42760622,42760444,42760617,42760534,42760445,42760440,42760640,42760464
42760433,42760424,42760526,42760504,42760450,42760486,42760527,42760436,42760468,42760652
42760433,42760424,42760626,42760489,42760447,42760463,42760484,42760485,42760474,42760478
42760422,42760434,42760592,42760441,42760453,42760534,42760458,42760476,42760512,42760464
42760422,42760424,42760622,42760535,42760586,42760569,42760445,42760449,42760440,42760561
42760430,42760423,42760493,42760443,42760490,42760605,42760477,42760495,42760468,42760480
42760422,42760429,42760483,42760494,42760452,42760498,42760458,42760523,42760464,42760617
42760423,42760424,42760592,42760578,42760490,42760616,42760515,42760439,42760652,42760437
42760425,42760428,42760626,42760489,42760490,42760465,42760477,42760551,42760474,42760437
42760422,42760424,42760483,42760459,42760490,42760518,42760527,42760624,42760468,42760495
42760428,42760424,42760633,42760444,42760536,42760465,42760445,42760539,42760612,42760442
42760422,42760435,42760455,42760601,42760498,42760463,42760445,42760640,42760470,42760436
42760422,42760423,42760491,42760578,42760579,42760519,42760515,42760539,42760460,42760437
42760422,42760424,42760491,42760437,42760496,42760465,42760569,42760538,42760542,42760561
42760427,42760428,42760592,42760441,42760453,42760534,42760458,42760476,42760512,42760464
42760429,42760424,42760622,42760444,42760498,42760505,42760445,42760640,42760652,42760436
42760429,42760424,42760626,42760443,42760453,42760632,42760506,42760439,42760551,42760468
42760429,42760424,42760626,42760489,42760453,42760632,42760506,42760539,42760439,42760440
42760422,42760435,42760622,42760444,42760536,42760534,42760445,42760439,42760440,42760640
42760426,42760424,42760633,42760444,42760536,42760465,42760445,42760539,42760612,42760442
42760427,42760428,42760483,42760492,42760452,42760498,42760445,42760538,42760440,42760640
42760432,42760424,42760626,42760443,42760453,42760632,42760506,42760439,42760551,42760440
