P,P,C,1B,2B,3B,SS,OF,OF,OF
Ranger Suarez (42716634),Matthew Boyd (42716636),Hunter Goodman (42716686),TJ Rumfield (42716761),Edouard Julien (42716731),Matt Chapman (42716677),Willy Adames (42716681),Tyler Freeman (42716711),Ramon Laureano (42716670),Mickey Moniak (42716723)
Max Fried (42716629),Matthew Boyd (42716636),Hunter Goodman (42716686),Jake Bauers (42716721),Fernando Tatis Jr. (42716652),Willi Castro (42716719),Javier Baez (42716809),Mickey Moniak (42716723),Tyler Freeman (42716711),Jake McCarthy (42716797)
Ranger Suarez (42716634),Shohei Ohtani (42716628),Hunter Goodman (42716686),Troy Johnston (42716716),Jake Cronenworth (42716741),Willi Castro (42716719),Konnor Griffin (42716788),Tyler Freeman (42716711),Ramon Laureano (42716670),Jake McCarthy (42716797)
Braxton Ashcraft (42716633),Shohei Ohtani (42716628),Luis Campusano (42716812),Kody Clemens (42716769),Jake Cronenworth (42716741),Kyle Karros (42716779),Xander Bogaerts (42716693),Matt Wallner (42716781),Ramon Laureano (42716670),Fernando Tatis Jr. (42716652)
Casey Mize (42716635),Braxton Ashcraft (42716633),Jake Rogers (42716872),Casey Schmitt (42716767),Jake Cronenworth (42716741),Manny Machado (42716668),Xander Bogaerts (42716693),Mickey Moniak (42716723),Jackson Merrill (42716664),Fernando Tatis Jr. (42716652)
Didier Fuentes (42717157),Shohei Ohtani (42716628),Hunter Goodman (42716686),Michael Busch (42716710),Edouard Julien (42716731),Kyle Karros (42716779),Dansby Swanson (42716749),Tyler Freeman (42716711),Mickey Moniak (42716723),Jackson Merrill (42716664)
Matthew Boyd (42716636),Braxton Ashcraft (42716633),Drake Baldwin (42716675),Troy Johnston (42716716),Edouard Julien (42716731),Kyle Karros (42716779),Xander Bogaerts (42716693),Tyler Freeman (42716711),Mickey Moniak (42716723),Fernando Tatis Jr. (42716652)
Ranger Suarez (42716634),Shohei Ohtani (42716628),James McCann (42716861),Munetaka Murakami (42716680),Chase Meidroth (42716775),Miguel Vargas (42716712),Luisangel Acuna (42716858),Fernando Tatis Jr. (42716652),Everson Pereira (42716787),Corbin Carroll (42716648)
Connor Prielipp (42717212),Shohei Ohtani (42716628),Keibert Ruiz (42716817),Gavin Sheets (42716701),Fernando Tatis Jr. (42716652),Manny Machado (42716668),Jose Tena (42716841),Oneil Cruz (42716647),Nick Castellanos (42716755),Jackson Merrill (42716664)
Casey Mize (42716635),Clay Holmes (42716630),Hunter Goodman (42716686),Troy Johnston (42716716),Willi Castro (42716719),Alex Bregman (42716704),Xander Bogaerts (42716693),Nick Castellanos (42716755),Tyler Freeman (42716711),Mickey Moniak (42716723)
Ranger Suarez (42716634),Shohei Ohtani (42716628),Connor Wong (42716878),Gavin Sheets (42716701),Fernando Tatis Jr. (42716652),Caleb Durbin (42716865),Xander Bogaerts (42716693),Kerry Carpenter (42716709),Ramon Laureano (42716670),Nick Castellanos (42716755)
Connor Prielipp (42717212),Shohei Ohtani (42716628),William Contreras (42716676),Bryce Harper (42716673),Jake Cronenworth (42716741),Manny Machado (42716668),Xander Bogaerts (42716693),Riley Greene (42716698),Nick Castellanos (42716755),Ramon Laureano (42716670)
Connor Prielipp (42717212),Jack Leiter (42716631),Kyle Higashioka (42716814),TJ Rumfield (42716761),Fernando Tatis Jr. (42716652),Manny Machado (42716668),Xander Bogaerts (42716693),Brandon Nimmo (42716666),Ramon Laureano (42716670),Jackson Merrill (42716664)
Matthew Boyd (42716636),Braxton Ashcraft (42716633),Victor Caratini (42716793),Gavin Sheets (42716701),Edouard Julien (42716731),Manny Machado (42716668),Xander Bogaerts (42716693),Wilyer Abreu (42716682),Ramon Laureano (42716670),Nick Castellanos (42716755)
Max Fried (42716629),Shohei Ohtani (42716628),Hunter Goodman (42716686),Spencer Horwitz (42716840),Nick Gonzales (42716770),Josh Jung (42716785),Konnor Griffin (42716788),Oneil Cruz (42716647),Marcell Ozuna (42716780),Mickey Moniak (42716723)
Max Fried (42716629),Matthew Boyd (42716636),Victor Caratini (42716793),Gavin Sheets (42716701),Jake Cronenworth (42716741),Kyle Karros (42716779),Xander Bogaerts (42716693),Trevor Larnach (42716804),Jackson Merrill (42716664),Fernando Tatis Jr. (42716652)
Max Fried (42716629),Tyler Mahle (42716639),Hunter Goodman (42716686),TJ Rumfield (42716761),Edouard Julien (42716731),Manny Machado (42716668),Luisangel Acuna (42716858),Mickey Moniak (42716723),Troy Johnston (42716716),Jackson Merrill (42716664)
Ranger Suarez (42716634),Clay Holmes (42716630),Hunter Goodman (42716686),Troy Johnston (42716716),Edouard Julien (42716731),Kyle Karros (42716779),CJ Abrams (42716654),Michael Harris II (42716802),Jake McCarthy (42716797),Jackson Merrill (42716664)
Didier Fuentes (42717157),Braxton Ashcraft (42716633),Hunter Goodman (42716686),Josh Bell (42716730),Jake Cronenworth (42716741),Manny Machado (42716668),Luisangel Acuna (42716858),Fernando Tatis Jr. (42716652),Ramon Laureano (42716670),Gavin Sheets (42716701)
Max Fried (42716629),Matthew Boyd (42716636),William Contreras (42716676),Jake Bauers (42716721),Brice Turang (42716655),Manny Machado (42716668),David Hamilton (42716758),Garrett Mitchell (42716739),Jahmai Jones (42716856),Nick Castellanos (42716755)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Kyle Higashioka (42716814),Joc Pederson (42716826),Josh Smith (42716837),Manny Machado (42716668),Xander Bogaerts (42716693),Ezequiel Duran (42716868),Brandon Nimmo (42716666),Oneil Cruz (42716647)
Matthew Boyd (42716636),Jack Leiter (42716631),Luis Campusano (42716812),Gavin Sheets (42716701),Luis Arraez (42716692),Tanner Murray (42716885),Xander Bogaerts (42716693),Fernando Tatis Jr. (42716652),Ramon Laureano (42716670),Tyler Freeman (42716711)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Drake Baldwin (42716675),Matt Olson (42716688),Ozzie Albies (42716714),Jorbit Vivas (42716828),Trevor Story (42716726),Mike Yastrzemski (42716813),James Wood (42716649),Michael Harris II (42716802)
Max Fried (42716629),Shohei Ohtani (42716628),Hunter Goodman (42716686),Spencer Torkelson (42716805),Gleyber Torres (42716727),Miguel Vargas (42716712),Kevin McGonigle (42716684),Jahmai Jones (42716856),Wenceel Perez (42716873),Jackson Merrill (42716664)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Edgar Quero (42716847),Munetaka Murakami (42716680),Ketel Marte (42716658),Austin Riley (42716728),Colson Montgomery (42716699),Ronald Acuna Jr. (42716657),Derek Hill (42716874),Everson Pereira (42716787)
Ranger Suarez (42716634),Matthew Boyd (42716636),Will Smith (42716697),Joc Pederson (42716826),Fernando Tatis Jr. (42716652),Manny Machado (42716668),Xander Bogaerts (42716693),Ceddanne Rafaela (42716801),Nick Castellanos (42716755),Jackson Merrill (42716664)
Casey Mize (42716635),Ranger Suarez (42716634),Luis Campusano (42716812),Gavin Sheets (42716701),Edouard Julien (42716731),Kyle Karros (42716779),Xander Bogaerts (42716693),Oneil Cruz (42716647),Nick Castellanos (42716755),Jackson Merrill (42716664)
Casey Mize (42716635),Shohei Ohtani (42716628),Hunter Goodman (42716686),Paul Goldschmidt (42716742),Edouard Julien (42716731),Willi Castro (42716719),Xander Bogaerts (42716693),Wenceel Perez (42716873),Jake McCarthy (42716797),Fernando Tatis Jr. (42716652)
Eduardo Rodriguez (42716632),Shohei Ohtani (42716628),Hunter Goodman (42716686),Luis Garcia Jr. (42716774),Willi Castro (42716719),Kyle Karros (42716779),Xander Bogaerts (42716693),Jacob Young (42716786),Ramon Laureano (42716670),Mickey Moniak (42716723)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Connor Wong (42716878),Mark Vientos (42716783),Jake Cronenworth (42716741),Kevin McGonigle (42716684),Xander Bogaerts (42716693),Ramon Laureano (42716670),Jackson Merrill (42716664),Mickey Moniak (42716723)
Casey Mize (42716635),Matthew Boyd (42716636),Hunter Goodman (42716686),Paul Goldschmidt (42716742),Jake Cronenworth (42716741),Manny Machado (42716668),Jose Caballero (42716822),Jackson Merrill (42716664),Tyler Freeman (42716711),Ramon Laureano (42716670)
Ranger Suarez (42716634),Shohei Ohtani (42716628),William Contreras (42716676),Jake Bauers (42716721),Brice Turang (42716655),Kevin McGonigle (42716684),Joey Ortiz (42716880),Wenceel Perez (42716873),Kerry Carpenter (42716709),Mickey Moniak (42716723)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Jonah Heim (42716879),Jake Bauers (42716721),Jake Cronenworth (42716741),Manny Machado (42716668),CJ Abrams (42716654),Mike Yastrzemski (42716813),Ronald Acuna Jr. (42716657),Michael Harris II (42716802)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Hunter Goodman (42716686),Joc Pederson (42716826),Brandon Lowe (42716656),Josh Jung (42716785),Corey Seager (42716665),Jahmai Jones (42716856),Brandon Nimmo (42716666),Marcell Ozuna (42716780)
Ranger Suarez (42716634),Jack Leiter (42716631),Hunter Goodman (42716686),TJ Rumfield (42716761),Fernando Tatis Jr. (42716652),Brady House (42716808),Jose Tena (42716841),Jackson Merrill (42716664),Troy Johnston (42716716),Tyler Freeman (42716711)
Connor Prielipp (42717212),Matthew Boyd (42716636),Hunter Goodman (42716686),Matt Olson (42716688),Jazz Chisholm Jr. (42716706),Austin Riley (42716728),CJ Abrams (42716654),Michael Harris II (42716802),James Wood (42716649),Ronald Acuna Jr. (42716657)
Casey Mize (42716635),Jack Leiter (42716631),Hunter Goodman (42716686),Troy Johnston (42716716),Willi Castro (42716719),Kyle Karros (42716779),Andruw Monasterio (42716896),Jarren Duran (42716679),Ramon Laureano (42716670),Jackson Merrill (42716664)
Didier Fuentes (42717157),Clay Holmes (42716630),Hunter Goodman (42716686),Jake Burger (42716705),Josh Smith (42716837),Manny Machado (42716668),Xander Bogaerts (42716693),Felix Reyes (42716902),Jackson Merrill (42716664),Fernando Tatis Jr. (42716652)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Luis Campusano (42716812),Troy Johnston (42716716),Fernando Tatis Jr. (42716652),Bo Bichette (42716740),Xander Bogaerts (42716693),Luis Robert Jr. (42716671),Nick Castellanos (42716755),Everson Pereira (42716787)
Chad Patrick (42716637),Shohei Ohtani (42716628),Hunter Goodman (42716686),TJ Rumfield (42716761),Jake Cronenworth (42716741),Manny Machado (42716668),David Hamilton (42716758),Nick Castellanos (42716755),Mickey Moniak (42716723),Gavin Sheets (42716701)
Ranger Suarez (42716634),Anthony Kay (42716640),Hunter Goodman (42716686),Gavin Sheets (42716701),Fernando Tatis Jr. (42716652),Alex Bregman (42716704),Xander Bogaerts (42716693),Wenceel Perez (42716873),Jackson Merrill (42716664),Mickey Moniak (42716723)
Ranger Suarez (42716634),Jack Leiter (42716631),Hunter Goodman (42716686),Gary Sanchez (42716743),Brice Turang (42716655),Willi Castro (42716719),Joey Ortiz (42716880),Jackson Merrill (42716664),Mickey Moniak (42716723),Nick Castellanos (42716755)
Ranger Suarez (42716634),Clay Holmes (42716630),Luis Campusano (42716812),Troy Johnston (42716716),Edouard Julien (42716731),Alex Bregman (42716704),David Hamilton (42716758),Mickey Moniak (42716723),Fernando Tatis Jr. (42716652),Ramon Laureano (42716670)
Max Fried (42716629),Braxton Ashcraft (42716633),Will Smith (42716697),TJ Rumfield (42716761),Jorbit Vivas (42716828),Manny Machado (42716668),Xander Bogaerts (42716693),Ramon Laureano (42716670),Mickey Moniak (42716723),Jake McCarthy (42716797)
Ranger Suarez (42716634),Matthew Boyd (42716636),Gary Sanchez (42716743),Jake Bauers (42716721),Nico Hoerner (42716672),Manny Machado (42716668),Javier Baez (42716809),Sal Frelick (42716756),Ramon Laureano (42716670),Jackson Merrill (42716664)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Jonah Heim (42716879),Jake Bauers (42716721),Jake Cronenworth (42716741),Manny Machado (42716668),Jose Caballero (42716822),Michael Harris II (42716802),Jackson Merrill (42716664),Fernando Tatis Jr. (42716652)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Edgar Quero (42716847),Munetaka Murakami (42716680),Fernando Tatis Jr. (42716652),Manny Machado (42716668),Konnor Griffin (42716788),Nick Castellanos (42716755),Ramon Laureano (42716670),Derek Hill (42716874)
Ranger Suarez (42716634),Shohei Ohtani (42716628),Jonah Heim (42716879),Joc Pederson (42716826),Fernando Tatis Jr. (42716652),Josh Jung (42716785),Xander Bogaerts (42716693),Mike Yastrzemski (42716813),Ramon Laureano (42716670),Jackson Merrill (42716664)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Jonah Heim (42716879),Matt Olson (42716688),Ozzie Albies (42716714),Austin Riley (42716728),Xander Bogaerts (42716693),Jahmai Jones (42716856),Jackson Merrill (42716664),Ramon Laureano (42716670)
Ranger Suarez (42716634),Shohei Ohtani (42716628),Hunter Goodman (42716686),Jake Bauers (42716721),Fernando Tatis Jr. (42716652),David Hamilton (42716758),Joey Ortiz (42716880),Brandon Lockridge (42716823),Jackson Merrill (42716664),Nick Castellanos (42716755)
Ranger Suarez (42716634),Matthew Boyd (42716636),Gary Sanchez (42716743),Jake Bauers (42716721),Fernando Tatis Jr. (42716652),Manny Machado (42716668),Joey Ortiz (42716880),Brandon Lockridge (42716823),Ramon Laureano (42716670),Jackson Merrill (42716664)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Luis Campusano (42716812),Spencer Horwitz (42716840),Jake Cronenworth (42716741),Miguel Vargas (42716712),Xander Bogaerts (42716693),Michael Harris II (42716802),Oneil Cruz (42716647),Ramon Laureano (42716670)
Ranger Suarez (42716634),Shohei Ohtani (42716628),William Contreras (42716676),Gary Sanchez (42716743),Jake Cronenworth (42716741),Austin Riley (42716728),Xander Bogaerts (42716693),Michael Harris II (42716802),Nick Castellanos (42716755),Ramon Laureano (42716670)
Max Fried (42716629),Matthew Boyd (42716636),Edgar Quero (42716847),Gavin Sheets (42716701),Ketel Marte (42716658),Tanner Murray (42716885),Xander Bogaerts (42716693),Jackson Merrill (42716664),Fernando Tatis Jr. (42716652),Derek Hill (42716874)
Clay Holmes (42716630),Shohei Ohtani (42716628),Edgar Quero (42716847),Munetaka Murakami (42716680),Chase Meidroth (42716775),Tanner Murray (42716885),Xander Bogaerts (42716693),Ramon Laureano (42716670),Nick Castellanos (42716755),Jackson Merrill (42716664)
Matthew Boyd (42716636),Shohei Ohtani (42716628),Jake Rogers (42716872),TJ Rumfield (42716761),Fernando Tatis Jr. (42716652),Willi Castro (42716719),Kevin McGonigle (42716684),Jahmai Jones (42716856),Riley Greene (42716698),Ramon Laureano (42716670)
