P,P,C,1B,2B,3B,SS,OF,OF,OF
David Peterson (42926499),Tarik Skubal (42926486),Joey Bart (42926634),Ryan O'Hearn (42926522),Brandon Lowe (42926515),Nolan Arenado (42926583),Elly De La Cruz (42926502),Marcell Ozuna (42926613),Bryan Reynolds (42926529),Carson Benge (42926626)
David Peterson (42926499),JR Ritchie (42926489),Francisco Alvarez (42926568),Alec Burleson (42926525),JJ Wetherholt (42926513),Bo Bichette (42926563),Elly De La Cruz (42926502),Juan Soto (42926506),Tyrone Taylor (42926671),Carson Benge (42926626)
Brandon Williamson (42926496),JR Ritchie (42926489),Adrian Del Castillo (42926561),Curtis Mead (42926594),Nasim Nunez (42926565),Ronny Mauricio (42926699),CJ Abrams (42926507),Joey Wiemer (42926547),James Wood (42926503),Corbin Carroll (42926504)
Brandon Williamson (42926496),Bubba Chandler (42926492),Jonah Heim (42926667),Matt Olson (42926518),Ozzie Albies (42926533),Austin Riley (42926556),CJ Abrams (42926507),Spencer Steer (42926624),Juan Soto (42926506),Ronald Acuna Jr. (42926514)
Tarik Skubal (42926486),Eduardo Rodriguez (42926491),Joey Bart (42926634),Alec Burleson (42926525),Brandon Lowe (42926515),Nolan Gorman (42926584),Masyn Winn (42926571),Marcell Ozuna (42926613),Jordan Walker (42926510),Nathan Church (42926597)
David Peterson (42926499),Tarik Skubal (42926486),Francisco Alvarez (42926568),Jose Fernandez (42926566),Ildemaro Vargas (42926549),Nolan Arenado (42926583),Elly De La Cruz (42926502),MJ Melendez (42926647),Alek Thomas (42926619),Corbin Carroll (42926504)
Tarik Skubal (42926486),Eduardo Rodriguez (42926491),Hunter Goodman (42926534),TJ Rumfield (42926604),Willi Castro (42926538),Ramon Urias (42926608),Ezequiel Tovar (42926560),Oneil Cruz (42926501),Jordan Beck (42926612),Nathan Church (42926597)
Brandon Williamson (42926496),Brandon Sproat (42926494),Ivan Herrera (42926537),Matt Olson (42926518),JJ Wetherholt (42926513),Ramon Urias (42926608),Masyn Winn (42926571),Nathan Church (42926597),Ryan O'Hearn (42926522),Oneil Cruz (42926501)
JR Ritchie (42926489),Eduardo Rodriguez (42926491),Francisco Alvarez (42926568),Matt Olson (42926518),Ketel Marte (42926508),Bo Bichette (42926563),Geraldo Perdomo (42926552),Juan Soto (42926506),MJ Melendez (42926647),Brett Baty (42926596)
Brandon Williamson (42926496),Cade Cavalli (42926493),Ivan Herrera (42926537),Alec Burleson (42926525),JJ Wetherholt (42926513),Nolan Gorman (42926584),Elly De La Cruz (42926502),Nathan Church (42926597),Daylen Lile (42926526),Joey Wiemer (42926547)
Bubba Chandler (42926492),JR Ritchie (42926489),Hunter Goodman (42926534),Ryan O'Hearn (42926522),Nasim Nunez (42926565),Nick Gonzales (42926577),Ezequiel Tovar (42926560),Marcell Ozuna (42926613),Bryan Reynolds (42926529),Oneil Cruz (42926501)
Bubba Chandler (42926492),Tarik Skubal (42926486),Brett Sullivan (42926679),TJ Rumfield (42926604),Willi Castro (42926538),Kevin McGonigle (42926519),Ezequiel Tovar (42926560),Brandon Marsh (42926574),Mickey Moniak (42926551),Corbin Carroll (42926504)
Brandon Williamson (42926496),Tarik Skubal (42926486),Gary Sanchez (42926585),Jake Bauers (42926540),Brice Turang (42926511),Matt Chapman (42926532),Joey Ortiz (42926675),TJ Friedl (42926570),Oneil Cruz (42926501),Brandon Lockridge (42926632)
David Peterson (42926499),Tarik Skubal (42926486),William Contreras (42926544),Jake Bauers (42926540),Brice Turang (42926511),Casey Schmitt (42926600),Elly De La Cruz (42926502),Bryan Reynolds (42926529),Brandon Lockridge (42926632),Greg Jones (42926707)
JR Ritchie (42926489),Eduardo Rodriguez (42926491),Hunter Goodman (42926534),TJ Rumfield (42926604),Ozzie Albies (42926533),Kyle Karros (42926646),Ezequiel Tovar (42926560),Mickey Moniak (42926551),James Wood (42926503),Ronald Acuna Jr. (42926514)
Brandon Williamson (42926496),Tarik Skubal (42926486),Keibert Ruiz (42926640),Alec Burleson (42926525),Marcus Semien (42926611),Ronny Mauricio (42926699),CJ Abrams (42926507),Joey Wiemer (42926547),Daylen Lile (42926526),Juan Soto (42926506)
Tomoyuki Sugano (42926878),Tarik Skubal (42926486),Adrian Del Castillo (42926561),Jake Bauers (42926540),Brice Turang (42926511),Nolan Gorman (42926584),Masyn Winn (42926571),Blake Perkins (42926639),Corbin Carroll (42926504),Brandon Lockridge (42926632)
Brandon Williamson (42926496),Tarik Skubal (42926486),William Contreras (42926544),Ryan O'Hearn (42926522),Brice Turang (42926511),Nolan Arenado (42926583),Joey Ortiz (42926675),Corbin Carroll (42926504),Lourdes Gurriel Jr. (42926589),Alek Thomas (42926619)
Brandon Williamson (42926496),Cade Cavalli (42926493),Drake Baldwin (42926516),Spencer Torkelson (42926591),Gleyber Torres (42926558),Jace Jung (42926799),CJ Abrams (42926507),James Wood (42926503),Ronald Acuna Jr. (42926514),Riley Greene (42926541)
Brandon Williamson (42926496),Cade Cavalli (42926493),Jonah Heim (42926667),Alec Burleson (42926525),JJ Wetherholt (42926513),Nick Gonzales (42926577),Masyn Winn (42926571),Oneil Cruz (42926501),Jordan Walker (42926510),Riley Greene (42926541)
David Peterson (42926499),JR Ritchie (42926489),William Contreras (42926544),Jake Bauers (42926540),Ketel Marte (42926508),Luis Rengifo (42926635),Willy Adames (42926559),Oneil Cruz (42926501),Corbin Carroll (42926504),Greg Jones (42926707)
Cade Cavalli (42926493),JR Ritchie (42926489),William Contreras (42926544),Jake Bauers (42926540),Brice Turang (42926511),Nolan Gorman (42926584),Joey Ortiz (42926675),Ronald Acuna Jr. (42926514),Michael Harris II (42926588),Corbin Carroll (42926504)
Brandon Williamson (42926496),Cade Cavalli (42926493),Drake Baldwin (42926516),Matt Olson (42926518),Ozzie Albies (42926533),Austin Riley (42926556),Kevin McGonigle (42926519),Oneil Cruz (42926501),Wenceel Perez (42926690),Kerry Carpenter (42926555)
David Peterson (42926499),Eduardo Rodriguez (42926491),Dillon Dingler (42926530),Matt Olson (42926518),Brandon Lowe (42926515),Colt Keith (42926579),Elly De La Cruz (42926502),Riley Greene (42926541),Michael Harris II (42926588),Kerry Carpenter (42926555)
JR Ritchie (42926489),Eduardo Rodriguez (42926491),Ivan Herrera (42926537),Sal Stewart (42926512),JJ Wetherholt (42926513),Kyle Karros (42926646),Ezequiel Tovar (42926560),Brenton Doyle (42926606),Jordan Beck (42926612),Juan Soto (42926506)
David Peterson (42926499),Tarik Skubal (42926486),Brett Sullivan (42926679),Ryan O'Hearn (42926522),Willi Castro (42926538),Kyle Karros (42926646),Elly De La Cruz (42926502),Kyle Schwarber (42926509),Mickey Moniak (42926551),Spencer Steer (42926624)
David Peterson (42926499),Brandon Sproat (42926494),Ivan Herrera (42926537),Alec Burleson (42926525),Brandon Lowe (42926515),Nolan Gorman (42926584),Joey Ortiz (42926675),Bryan Reynolds (42926529),Oneil Cruz (42926501),Jordan Walker (42926510)
Bubba Chandler (42926492),Cade Cavalli (42926493),Dillon Dingler (42926530),Spencer Torkelson (42926591),Willi Castro (42926538),Jace Jung (42926799),Kevin McGonigle (42926519),Oneil Cruz (42926501),Mickey Moniak (42926551),Ronald Acuna Jr. (42926514)
Cade Cavalli (42926493),Brandon Sproat (42926494),Hunter Goodman (42926534),Jake Bauers (42926540),Willi Castro (42926538),Kevin McGonigle (42926519),Elly De La Cruz (42926502),Brenton Doyle (42926606),Mickey Moniak (42926551),Kerry Carpenter (42926555)
Bubba Chandler (42926492),Tarik Skubal (42926486),Gary Sanchez (42926585),Jake Bauers (42926540),Ildemaro Vargas (42926549),Kyle Karros (42926646),Joey Ortiz (42926675),Juan Soto (42926506),Corbin Carroll (42926504),Lourdes Gurriel Jr. (42926589)
Cade Cavalli (42926493),Tarik Skubal (42926486),Ivan Herrera (42926537),Sal Stewart (42926512),JJ Wetherholt (42926513),Luis Rengifo (42926635),Elly De La Cruz (42926502),Spencer Steer (42926624),Greg Jones (42926707),Brandon Lockridge (42926632)
Cade Cavalli (42926493),Tarik Skubal (42926486),Ivan Herrera (42926537),Sal Stewart (42926512),Ketel Marte (42926508),Jace Jung (42926799),Kevin McGonigle (42926519),Victor Scott II (42926683),Jordan Walker (42926510),Wenceel Perez (42926690)
Tarik Skubal (42926486),Eduardo Rodriguez (42926491),Ivan Herrera (42926537),Alec Burleson (42926525),Matt McLain (42926595),Ramon Urias (42926608),Elly De La Cruz (42926502),Mickey Moniak (42926551),Brenton Doyle (42926606),Jordan Beck (42926612)
David Peterson (42926499),Tarik Skubal (42926486),Gary Sanchez (42926585),Sal Stewart (42926512),JJ Wetherholt (42926513),Nick Gonzales (42926577),Elly De La Cruz (42926502),Spencer Steer (42926624),TJ Friedl (42926570),Brandon Lockridge (42926632)
David Peterson (42926499),Tarik Skubal (42926486),Dillon Dingler (42926530),Sal Stewart (42926512),Gleyber Torres (42926558),Jace Jung (42926799),Elly De La Cruz (42926502),TJ Friedl (42926570),Spencer Steer (42926624),Riley Greene (42926541)
David Peterson (42926499),Tarik Skubal (42926486),Ivan Herrera (42926537),Alec Burleson (42926525),Matt McLain (42926595),Nolan Gorman (42926584),Elly De La Cruz (42926502),Victor Scott II (42926683),Spencer Steer (42926624),Juan Soto (42926506)
David Peterson (42926499),Tarik Skubal (42926486),Hunter Goodman (42926534),TJ Rumfield (42926604),Gleyber Torres (42926558),Colt Keith (42926579),Kevin McGonigle (42926519),Brenton Doyle (42926606),Juan Soto (42926506),Kerry Carpenter (42926555)
David Peterson (42926499),Tarik Skubal (42926486),Hunter Goodman (42926534),Jose Fernandez (42926566),Ketel Marte (42926508),Kyle Karros (42926646),Geraldo Perdomo (42926552),Mickey Moniak (42926551),Jordan Beck (42926612),Corbin Carroll (42926504)
Bubba Chandler (42926492),David Peterson (42926499),Dillon Dingler (42926530),Nathaniel Lowe (42926663),Gleyber Torres (42926558),Kevin McGonigle (42926519),Elly De La Cruz (42926502),TJ Friedl (42926570),Oneil Cruz (42926501),Riley Greene (42926541)
David Peterson (42926499),Tarik Skubal (42926486),Dillon Dingler (42926530),Ildemaro Vargas (42926549),Gleyber Torres (42926558),Colt Keith (42926579),Geraldo Perdomo (42926552),Spencer Steer (42926624),Riley Greene (42926541),Corbin Carroll (42926504)
David Peterson (42926499),Tarik Skubal (42926486),Adrian Del Castillo (42926561),Jose Fernandez (42926566),Gleyber Torres (42926558),Ke'Bryan Hayes (42926691),Elly De La Cruz (42926502),TJ Friedl (42926570),Corbin Carroll (42926504),Lourdes Gurriel Jr. (42926589)
David Peterson (42926499),Tarik Skubal (42926486),Ivan Herrera (42926537),Alec Burleson (42926525),JJ Wetherholt (42926513),Ramon Urias (42926608),Kevin McGonigle (42926519),Kerry Carpenter (42926555),Wenceel Perez (42926690),Riley Greene (42926541)
David Peterson (42926499),Tarik Skubal (42926486),Adrian Del Castillo (42926561),Spencer Torkelson (42926591),Ildemaro Vargas (42926549),Jace Jung (42926799),Kevin McGonigle (42926519),Oneil Cruz (42926501),Wenceel Perez (42926690),Corbin Carroll (42926504)
Bubba Chandler (42926492),David Peterson (42926499),William Contreras (42926544),Sal Stewart (42926512),Brice Turang (42926511),Kevin McGonigle (42926519),Elly De La Cruz (42926502),Kerry Carpenter (42926555),Brandon Lockridge (42926632),Blake Perkins (42926639)
David Peterson (42926499),Tarik Skubal (42926486),Hunter Goodman (42926534),TJ Rumfield (42926604),JJ Wetherholt (42926513),Nolan Gorman (42926584),Masyn Winn (42926571),Nathan Church (42926597),Mickey Moniak (42926551),Juan Soto (42926506)
David Peterson (42926499),Tarik Skubal (42926486),Dillon Dingler (42926530),Spencer Horwitz (42926629),Nick Gonzales (42926577),Kevin McGonigle (42926519),Konnor Griffin (42926564),Marcell Ozuna (42926613),Riley Greene (42926541),Corbin Carroll (42926504)
Bubba Chandler (42926492),Tarik Skubal (42926486),Gary Sanchez (42926585),Jake Bauers (42926540),Matt McLain (42926595),Ke'Bryan Hayes (42926691),Elly De La Cruz (42926502),TJ Friedl (42926570),Oneil Cruz (42926501),Brandon Lockridge (42926632)
David Peterson (42926499),Tarik Skubal (42926486),Ivan Herrera (42926537),Ildemaro Vargas (42926549),JJ Wetherholt (42926513),Nolan Gorman (42926584),Jose Fernandez (42926566),Nathan Church (42926597),Corbin Carroll (42926504),Lourdes Gurriel Jr. (42926589)
David Peterson (42926499),Tarik Skubal (42926486),Francisco Alvarez (42926568),Sal Stewart (42926512),Matt McLain (42926595),Kevin McGonigle (42926519),Elly De La Cruz (42926502),TJ Friedl (42926570),Jordan Beck (42926612),Spencer Steer (42926624)
David Peterson (42926499),Tarik Skubal (42926486),Jose Trevino (42926645),Nathaniel Lowe (42926663),Matt McLain (42926595),Kevin McGonigle (42926519),Elly De La Cruz (42926502),TJ Friedl (42926570),Juan Soto (42926506),Riley Greene (42926541)
David Peterson (42926499),Tarik Skubal (42926486),Hunter Goodman (42926534),Sal Stewart (42926512),Matt McLain (42926595),Kyle Karros (42926646),Elly De La Cruz (42926502),Mickey Moniak (42926551),Brenton Doyle (42926606),JJ Bleday (42926562)
David Peterson (42926499),Tarik Skubal (42926486),Brett Sullivan (42926679),Sal Stewart (42926512),Matt McLain (42926595),Nick Gonzales (42926577),Elly De La Cruz (42926502),Spencer Steer (42926624),JJ Bleday (42926562),Corbin Carroll (42926504)
David Peterson (42926499),Tarik Skubal (42926486),Hunter Goodman (42926534),Spencer Torkelson (42926591),Gleyber Torres (42926558),Luis Rengifo (42926635),Elly De La Cruz (42926502),Brenton Doyle (42926606),Jordan Beck (42926612),Oneil Cruz (42926501)
David Peterson (42926499),Tarik Skubal (42926486),Dillon Dingler (42926530),Sal Stewart (42926512),Matt McLain (42926595),Luis Rengifo (42926635),Elly De La Cruz (42926502),Spencer Steer (42926624),TJ Friedl (42926570),Kerry Carpenter (42926555)
David Peterson (42926499),Tarik Skubal (42926486),Joey Bart (42926634),Nathaniel Lowe (42926663),Matt McLain (42926595),Kevin McGonigle (42926519),Elly De La Cruz (42926502),TJ Friedl (42926570),JJ Bleday (42926562),Juan Soto (42926506)
David Peterson (42926499),Tarik Skubal (42926486),Francisco Alvarez (42926568),Sal Stewart (42926512),Matt McLain (42926595),Jace Jung (42926799),Elly De La Cruz (42926502),TJ Friedl (42926570),Spencer Steer (42926624),Juan Soto (42926506)
David Peterson (42926499),Tarik Skubal (42926486),William Contreras (42926544),Sal Stewart (42926512),Brice Turang (42926511),Kyle Karros (42926646),Elly De La Cruz (42926502),Jordan Beck (42926612),Brenton Doyle (42926606),Brandon Lockridge (42926632)
David Peterson (42926499),Tarik Skubal (42926486),Gary Sanchez (42926585),Sal Stewart (42926512),Matt McLain (42926595),Ke'Bryan Hayes (42926691),Elly De La Cruz (42926502),Oneil Cruz (42926501),TJ Friedl (42926570),Blake Perkins (42926639)
David Peterson (42926499),Tarik Skubal (42926486),William Contreras (42926544),Spencer Torkelson (42926591),Gleyber Torres (42926558),Kevin McGonigle (42926519),Elly De La Cruz (42926502),Riley Greene (42926541),Kerry Carpenter (42926555),Greg Jones (42926707)
Bubba Chandler (42926492),Tarik Skubal (42926486),Hunter Goodman (42926534),Sal Stewart (42926512),Matt McLain (42926595),Luis Rengifo (42926635),Elly De La Cruz (42926502),TJ Friedl (42926570),Jordan Beck (42926612),Spencer Steer (42926624)
David Peterson (42926499),Tarik Skubal (42926486),Jose Trevino (42926645),Sal Stewart (42926512),Nick Gonzales (42926577),Luis Rengifo (42926635),Elly De La Cruz (42926502),Oneil Cruz (42926501),TJ Friedl (42926570),Spencer Steer (42926624)
David Peterson (42926499),Tarik Skubal (42926486),Jose Trevino (42926645),Sal Stewart (42926512),Gleyber Torres (42926558),Colt Keith (42926579),Elly De La Cruz (42926502),JJ Bleday (42926562),TJ Friedl (42926570),Riley Greene (42926541)
David Peterson (42926499),Tarik Skubal (42926486),Dillon Dingler (42926530),Sal Stewart (42926512),Gleyber Torres (42926558),Colt Keith (42926579),Kevin McGonigle (42926519),Spencer Steer (42926624),JJ Bleday (42926562),Riley Greene (42926541)
