idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
0,T,fivePlus,5,2,2,WSH,94.16,10.64,40.58,144.65,0.380,1.371,0.000,0.000,0.176
1,T,fivePlus,5,1,1,TB,100.26,12.53,45.82,148.25,0.350,1.359,0.000,0.000,0.250
2,T,fivePlus,5,2,2,STL,96.37,9.16,35.14,138.00,0.380,1.351,0.000,0.000,0.250
3,T,fivePlus,5,1,1,BOS,97.97,13.44,44.49,148.85,0.350,1.341,0.000,0.000,0.250
4,T,fivePlus,5,2,2,BAL,95.73,10.18,40.18,137.65,0.380,1.337,0.000,0.000,0.250
5,T,fivePlus,5,2,2,NYY,98.58,13.55,41.54,150.65,0.380,1.335,0.000,0.000,0.250
6,T,fivePlus,5,2,2,HOU,95.26,11.16,40.54,140.65,0.380,1.328,0.000,0.000,0.250
7,T,fivePlus,5,1,1,BAL,97.38,12.59,47.24,141.85,0.350,1.326,0.000,0.000,0.250
8,T,fivePlus,5,2,2,NYY,95.73,14.07,44.68,147.65,0.380,1.316,0.000,0.000,0.250
9,T,fivePlus,5,2,2,PHI,96.59,10.22,41.20,141.40,0.380,1.315,0.000,0.000,0.250
10,T,fivePlus,5,1,1,NYY,96.81,11.72,37.59,145.65,0.350,1.313,0.000,0.000,0.250
11,T,fivePlus,5,2,2,STL,97.42,10.62,41.37,140.65,0.380,1.310,0.000,0.000,0.250
12,T,fivePlus,5,1,1,SF,97.79,10.00,42.52,146.85,0.350,1.307,0.000,0.000,0.250
13,T,fivePlus,5,1,1,CIN,95.03,7.38,37.54,138.65,0.350,1.289,0.000,0.000,0.250
14,T,fivePlus,5,1,1,SF,96.38,10.70,41.49,143.85,0.350,1.286,0.000,0.000,0.333
15,T,fivePlus,5,1,1,STL,95.82,10.54,38.54,139.65,0.350,1.286,0.000,0.000,0.250
16,T,fivePlus,5,2,2,STL,94.96,10.01,43.08,140.20,0.380,1.280,0.000,0.000,0.250
17,T,fivePlus,5,1,1,STL,97.22,12.61,41.49,144.85,0.350,1.280,0.000,0.000,0.250
18,T,fivePlus,5,2,2,MIL,93.76,9.38,42.31,140.17,0.380,1.278,0.000,0.000,0.250
19,T,fivePlus,5,2,1,MIL,97.54,13.45,46.27,148.37,0.350,1.268,0.000,0.000,0.250
20,T,fivePlus,5,2,1,MIA,94.59,10.42,42.20,143.40,0.350,1.263,0.000,0.000,0.250
21,T,fivePlus,5,1,1,PHI,96.96,10.19,37.95,142.80,0.350,1.245,0.000,0.000,0.250
22,T,fivePlus,5,1,1,SF,94.68,9.13,42.42,140.25,0.350,1.240,0.000,0.000,0.333
23,T,fivePlus,5,2,0,BOS,99.28,12.34,44.83,147.25,0.300,1.238,0.000,0.000,0.250
24,T,fivePlus,5,2,1,LAD,95.56,12.41,45.23,144.85,0.350,1.237,0.000,0.000,0.250
25,T,fivePlus,5,2,0,BOS,97.21,9.61,36.54,143.65,0.300,1.232,0.000,0.000,0.250
26,T,fivePlus,5,2,0,ARI,100.23,14.07,41.79,148.25,0.300,1.231,0.000,0.000,0.429
27,T,four+BB,4,2,2,MIL,97.14,12.69,43.83,152.25,0.280,1.100,0.000,0.000,0.176
28,T,four+BB,4,2,2,CHC,101.09,17.12,42.54,155.65,0.280,1.093,0.000,0.000,0.429
29,T,four+BB,4,2,1,CHC,100.88,15.74,44.79,152.25,0.250,1.072,0.000,0.000,0.429
30,T,four+BB,4,2,2,CHC,102.53,16.49,41.49,153.85,0.280,1.044,0.000,0.000,0.538
31,T,four+BB,4,4,4,CHC,102.59,19.06,39.04,155.65,0.280,1.033,0.000,0.000,0.429
32,T,four+BB,4,3,1,NYY,100.87,14.52,36.14,148.00,0.250,1.029,0.000,0.000,0.250
33,T,four+BB,4,2,2,LAD,99.84,14.18,40.54,147.65,0.280,1.016,0.000,0.000,0.250
34,T,four+BB,4,2,2,CHC,100.07,16.61,44.20,153.40,0.280,1.012,0.000,0.000,0.429
35,T,four+BB,4,2,1,ARI,101.12,15.51,42.49,150.85,0.250,1.007,0.000,0.000,0.333
36,T,four+BB,4,2,2,TB,97.07,11.49,42.79,145.25,0.280,1.005,0.000,0.000,0.333
37,T,four+BB,4,2,1,CHC,106.45,18.96,42.54,161.65,0.250,0.973,0.000,0.000,0.667
38,T,four+BB,4,2,2,SF,95.86,8.95,41.88,143.20,0.280,0.972,0.000,0.000,0.250
39,T,four+BB,4,1,1,SF,99.40,11.00,39.95,145.80,0.250,0.964,0.000,0.000,0.250
40,T,four+BB,4,3,3,ARI,99.63,17.75,40.00,151.60,0.280,0.963,0.000,0.000,0.333
41,T,three-three,3,3,3,WSH,95.34,11.14,47.15,143.37,0.180,0.668,0.000,0.000,0.250
42,T,three-three,3,3,3,BOS,92.95,10.53,45.63,139.85,0.180,0.636,0.000,0.000,0.250
43,T,three-three,3,3,2,BAL,91.31,7.79,35.05,136.60,0.180,0.630,0.000,0.000,0.176
44,T,three-three,3,3,0,CIN,98.21,11.23,44.63,144.85,0.100,0.612,0.000,0.000,0.250
45,C,four+naked,4,2,0,CHC,105.13,18.71,43.54,155.65,0.200,0.793,126.899,0.000,0.333
46,C,four+naked,4,4,0,ARI,104.68,16.38,43.49,153.85,0.200,0.780,126.424,0.000,0.333
47,C,four+naked,4,3,0,CHC,104.68,16.79,42.49,155.85,0.200,0.807,125.924,0.000,0.538
48,C,four+naked,4,2,0,PHI,103.51,15.38,44.79,150.25,0.200,0.737,125.904,0.000,0.333
49,C,four+naked,4,1,0,CHC,104.10,16.76,43.54,154.65,0.200,0.798,125.869,0.000,0.429
50,C,four+naked,4,2,0,ARI,103.91,15.71,43.79,153.25,0.200,0.776,125.804,0.000,0.429
51,C,four+naked,4,2,0,BOS,104.52,17.60,42.54,154.65,0.200,0.826,125.789,0.000,0.333
52,C,four+naked,4,2,0,LAD,102.00,14.56,47.52,150.85,0.200,0.711,125.758,0.000,0.333
53,C,four+naked,4,2,0,SF,103.34,14.48,44.79,152.25,0.200,0.803,125.734,0.000,0.333
54,C,four+naked,4,1,0,SF,101.70,11.14,47.56,143.77,0.200,0.746,125.482,0.000,0.333
55,C,four+naked,4,3,0,PHI,104.13,15.96,42.54,150.65,0.200,0.799,125.399,0.000,0.667
56,C,four+naked,4,3,0,NYY,101.44,14.14,47.82,153.25,0.200,0.757,125.348,0.000,0.333
57,C,four+naked,4,2,0,SF,102.87,13.64,44.79,151.25,0.200,0.797,125.264,0.000,0.333
58,C,four+naked,4,3,0,CHC,101.52,17.18,47.11,157.65,0.200,0.792,125.075,0.000,0.429
59,C,four+naked,4,2,0,CHC,104.06,16.60,41.54,157.65,0.200,0.784,124.829,0.000,0.667
60,D,four+BB,4,3,1,CHC,108.10,19.29,45.54,161.65,0.250,1.001,0.000,105.116,0.538
61,D,fivePlus,5,2,1,CHC,106.07,18.04,43.54,157.65,0.350,1.035,0.000,104.135,0.429
62,D,fivePlus,5,2,1,CHC,106.23,20.29,44.54,160.65,0.350,1.020,0.000,103.805,0.429
63,D,fivePlus,5,2,0,PHI,105.63,15.21,43.79,152.25,0.300,1.039,0.000,103.713,0.333
64,D,fivePlus,5,2,2,CHC,105.90,19.88,43.14,159.90,0.380,1.016,0.000,103.484,0.538
65,D,fivePlus,5,3,0,CHC,107.10,19.30,43.54,157.65,0.300,1.014,0.000,103.454,0.667
66,D,four+BB,4,2,1,CHC,105.82,17.41,44.79,155.25,0.250,1.004,0.000,103.398,0.429
67,D,fivePlus,5,2,2,CHC,105.69,18.11,41.54,155.65,0.380,1.030,0.000,103.252,0.538
68,D,fivePlus,5,2,0,PHI,104.71,13.17,42.79,149.25,0.300,1.078,0.000,103.246,0.250
69,D,fivePlus,5,2,2,CHC,106.06,19.49,42.49,157.85,0.380,1.026,0.000,103.065,0.538
70,D,fivePlus,5,1,1,CHC,105.33,19.38,43.49,159.85,0.350,1.027,0.000,102.886,0.429
71,D,fivePlus,5,3,0,CHC,105.83,19.34,44.49,157.85,0.300,1.015,0.000,102.824,0.538
72,D,four+BB,4,4,4,CHC,105.82,20.26,46.79,162.25,0.280,0.986,0.000,102.803,0.538
73,D,fivePlus,5,2,0,CHC,105.22,16.48,40.54,153.65,0.300,1.027,0.000,102.793,0.429
74,D,fivePlus,5,3,0,PHI,105.78,15.52,42.54,152.65,0.300,1.034,0.000,102.777,0.538
