idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
59,C,four+naked,4,3,0,PHI,106.84,15.91,43.45,148.31,0.200,0.846,128.565,0.000,0.333
60,D,four+BB,4,3,1,DET,111.03,17.70,43.45,155.31,0.250,0.993,0.000,109.045,0.333
61,D,fivePlus,5,2,0,DET,111.30,17.81,43.45,156.31,0.300,1.034,0.000,108.838,0.429
62,D,fivePlus,5,2,0,PHI,111.14,15.84,44.45,151.31,0.300,1.051,0.000,108.753,0.538
63,D,fivePlus,5,2,0,NYY,110.59,18.24,40.55,152.61,0.300,1.016,0.000,108.168,0.429
64,D,fivePlus,5,2,0,NYY,110.44,19.83,44.45,157.31,0.300,1.016,0.000,108.011,0.538
65,D,fivePlus,5,3,0,NYY,110.10,19.30,42.45,155.31,0.300,1.012,0.000,107.678,0.429
66,D,fivePlus,5,2,0,NYY,110.18,18.12,41.55,151.61,0.300,1.022,0.000,107.173,0.538
67,D,fivePlus,5,3,0,NYY,109.51,19.00,43.45,155.31,0.300,1.018,0.000,107.052,0.429
68,D,fivePlus,5,3,0,NYY,109.27,18.53,44.45,154.31,0.300,1.012,0.000,106.827,0.429
69,D,four+BB,4,2,2,CIN,109.22,15.52,40.55,149.61,0.280,1.015,0.000,106.804,0.429
70,D,fivePlus,5,2,0,CIN,109.07,14.06,40.55,148.61,0.300,1.058,0.000,106.668,0.429
71,D,fivePlus,5,1,0,PHI,109.28,14.10,44.45,149.31,0.300,1.073,0.000,0.000,0.538
72,D,fivePlus,5,2,0,PHI,109.05,14.76,41.55,146.61,0.300,1.058,0.000,106.604,0.429
73,D,fivePlus,5,2,0,NYY,109.46,18.50,43.45,152.31,0.300,1.005,0.000,106.469,0.538
74,D,four+BB,4,3,3,DET,108.77,15.04,40.55,151.61,0.280,1.011,0.000,106.339,0.429
