idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
0,T,fivePlus,5,2,2,TEX,97.83,11.30,40.40,143.63,0.380,1.382,0.000,0.000,0.250
1,T,fivePlus,5,2,2,LAA,102.85,12.57,41.45,146.31,0.380,1.314,0.000,0.000,0.250
2,T,fivePlus,5,1,1,HOU,99.80,11.53,40.85,139.61,0.350,1.306,0.000,0.000,0.250
3,T,fivePlus,5,2,2,MIL,101.50,9.76,38.16,139.05,0.380,1.296,0.000,0.000,0.333
4,T,fivePlus,5,2,1,CHC,105.08,13.60,41.45,144.31,0.350,1.292,0.000,0.000,0.333
5,T,fivePlus,5,2,2,PIT,98.36,9.73,36.55,134.61,0.380,1.292,0.000,0.000,0.250
6,T,fivePlus,5,2,2,PHI,103.69,12.30,41.45,147.31,0.380,1.290,0.000,0.000,0.429
7,T,fivePlus,5,2,2,ATL,97.54,11.08,37.55,142.61,0.380,1.274,0.000,0.000,0.250
8,T,fivePlus,5,1,1,PIT,99.22,9.71,40.03,139.61,0.350,1.270,0.000,0.000,0.250
9,T,fivePlus,5,1,1,CIN,103.49,13.14,39.55,146.86,0.350,1.267,0.000,0.000,0.429
10,T,fivePlus,5,2,2,HOU,97.85,10.62,34.25,134.30,0.380,1.266,0.000,0.000,0.176
11,T,fivePlus,5,1,1,CHC,101.82,11.68,36.55,141.61,0.350,1.263,0.000,0.000,0.250
12,T,fivePlus,5,1,1,CHC,100.54,11.16,40.31,137.61,0.350,1.262,0.000,0.000,0.250
13,T,fivePlus,5,2,2,PHI,103.60,12.62,41.45,144.31,0.380,1.260,0.000,0.000,0.250
14,T,fivePlus,5,2,2,NYY,102.39,15.34,42.03,147.61,0.380,1.253,0.000,0.000,0.333
15,T,fivePlus,5,2,2,LAD,102.53,12.63,35.85,144.85,0.380,1.252,0.000,0.000,0.333
16,T,fivePlus,5,2,2,NYY,100.18,13.11,36.40,142.05,0.380,1.248,0.000,0.000,0.250
17,T,fivePlus,5,2,1,CHC,103.82,13.29,40.45,143.31,0.350,1.243,0.000,0.000,0.333
18,T,fivePlus,5,2,0,TEX,102.31,13.65,40.45,146.31,0.300,1.238,0.000,0.000,0.333
19,T,fivePlus,5,1,1,CIN,104.18,14.62,43.45,149.31,0.350,1.227,0.000,0.000,0.333
20,T,fivePlus,5,2,2,CIN,101.99,14.06,40.25,145.06,0.380,1.218,0.000,0.000,0.429
21,T,fivePlus,5,1,1,PHI,105.93,12.52,41.55,144.61,0.350,1.214,0.000,0.000,0.429
22,T,fivePlus,5,2,0,NYY,105.33,17.76,45.03,151.31,0.300,1.211,0.000,0.000,0.429
23,T,fivePlus,5,1,1,KC,102.21,11.36,37.40,142.05,0.350,1.207,0.000,0.000,0.250
24,T,fivePlus,5,1,1,DET,102.34,15.01,42.40,148.63,0.350,1.204,0.000,0.000,0.429
25,T,fivePlus,5,2,1,DET,99.79,11.57,35.40,140.30,0.350,1.204,0.000,0.000,0.250
26,T,fivePlus,5,2,1,CHC,101.33,13.77,40.40,147.63,0.350,1.202,0.000,0.000,0.250
27,T,four+BB,4,2,2,KC,102.30,12.96,42.45,144.31,0.280,1.061,0.000,0.000,0.333
28,T,four+BB,4,2,1,NYY,106.73,16.33,40.55,152.61,0.250,1.052,0.000,0.000,0.333
29,T,four+BB,4,2,1,DET,110.83,16.32,40.55,152.61,0.250,1.009,0.000,0.000,0.667
30,T,four+BB,4,2,2,CIN,99.16,11.03,34.00,141.25,0.280,0.996,0.000,0.000,0.250
31,T,four+BB,4,2,2,CIN,106.70,14.48,41.55,146.61,0.280,0.981,0.000,0.000,0.429
32,T,four+BB,4,2,2,KC,105.43,15.77,44.45,154.31,0.280,0.976,0.000,0.000,0.250
33,T,four+BB,4,2,2,MIL,98.09,10.69,36.70,140.25,0.280,0.970,0.000,0.000,0.250
34,T,four+BB,4,1,1,DET,103.57,13.97,36.25,144.30,0.250,0.949,0.000,0.000,0.333
35,T,four+BB,4,3,3,CIN,101.39,14.95,39.70,148.86,0.280,0.949,0.000,0.000,0.250
36,T,four+BB,4,2,1,DET,105.65,14.86,40.55,151.61,0.250,0.942,0.000,0.000,0.429
37,T,four+BB,4,2,1,PHI,103.58,14.12,41.40,146.63,0.250,0.924,0.000,0.000,0.333
38,T,four+BB,4,1,1,KC,101.38,11.99,37.40,143.00,0.250,0.901,0.000,0.000,0.250
39,T,four+BB,4,2,2,ATL,95.63,11.29,44.10,141.63,0.280,0.885,0.000,0.000,0.250
40,T,four+BB,4,2,2,MIL,94.83,7.88,37.11,136.36,0.280,0.877,0.000,0.000,0.250
41,T,three-three,3,3,3,ATL,98.06,10.31,37.55,138.61,0.180,0.678,0.000,0.000,0.250
42,T,three-three,3,3,1,MIL,98.77,9.92,33.84,139.35,0.150,0.653,0.000,0.000,0.250
43,T,three-three,3,3,2,KC,99.91,12.07,37.86,143.25,0.180,0.640,0.000,0.000,0.333
44,T,three-three,3,3,1,ATH,97.48,12.05,43.33,144.63,0.150,0.634,0.000,0.000,0.250
45,C,four+naked,4,2,0,CIN,110.25,16.47,43.45,151.31,0.200,0.880,131.975,0.000,0.333
46,C,four+naked,4,4,0,KC,110.64,18.16,42.55,153.61,0.200,0.840,131.915,0.000,0.429
47,C,four+naked,4,3,0,NYY,109.46,18.41,42.55,153.61,0.200,0.817,130.735,0.000,0.429
48,C,four+naked,4,4,0,DET,108.81,20.60,43.45,158.31,0.200,0.781,130.535,0.000,0.429
49,C,four+naked,4,4,0,NYY,108.38,19.63,43.45,158.31,0.200,0.779,130.105,0.000,0.429
50,C,four+naked,4,3,0,DET,107.93,16.76,43.45,151.31,0.200,0.818,129.655,0.000,0.429
51,C,four+naked,4,3,0,DET,109.18,16.47,40.55,154.61,0.200,0.848,129.455,0.000,0.667
52,C,four+naked,4,1,0,KC,109.11,14.86,40.55,146.61,0.200,0.810,129.385,0.000,0.429
53,C,four+naked,4,3,0,PHI,108.79,15.26,40.55,151.61,0.200,0.804,129.065,0.000,0.333
54,C,four+naked,4,2,0,KC,108.14,16.09,41.55,152.61,0.200,0.795,128.915,0.000,0.429
55,C,four+naked,4,2,0,NYY,106.69,17.95,44.45,153.31,0.200,0.752,128.915,0.000,0.333
56,C,four+naked,4,4,0,MIL,107.49,16.98,42.45,155.31,0.200,0.761,128.715,0.000,0.429
57,C,four+naked,4,2,0,KC,108.38,14.56,40.55,148.61,0.200,0.797,128.655,0.000,0.429
58,C,four+naked,4,1,0,MIL,106.88,16.48,43.45,152.31,0.200,0.804,128.605,0.000,0.429
