idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
41,T,four+BB,4,2,2,NYM,95.59,6.63,40.83,138.90,0.280,0.904,0.000,0.000,0.176
42,T,four+BB,4,3,3,BOS,97.21,8.45,44.16,146.10,0.280,0.904,0.000,0.000,0.250
43,T,four+BB,4,3,1,CLE,100.42,8.37,45.46,144.40,0.250,0.886,0.000,0.000,0.250
44,T,four+BB,4,2,2,CHC,96.64,6.65,42.18,140.25,0.280,0.885,0.000,0.000,0.250
45,C,four+naked,4,3,0,SEA,107.62,12.25,47.73,147.60,0.200,0.794,131.482,0.000,0.538
46,C,four+naked,4,3,0,PHI,106.89,11.39,46.73,146.60,0.200,0.838,130.252,0.000,0.333
47,C,four+naked,4,4,0,PHI,105.44,11.71,47.61,146.60,0.200,0.705,129.245,0.000,0.429
48,C,four+naked,4,3,0,NYY,106.25,12.11,45.73,155.60,0.200,0.791,129.113,0.000,0.333
49,C,four+naked,4,4,0,WSH,105.70,11.28,46.73,146.60,0.200,0.744,129.062,0.000,0.333
50,C,four+naked,4,3,0,CWS,105.60,11.67,45.73,148.60,0.200,0.807,128.463,0.000,0.333
51,C,four+naked,4,2,0,SEA,103.52,10.96,49.75,149.60,0.200,0.676,128.394,0.000,0.429
52,C,four+naked,4,4,0,SEA,106.20,11.98,44.29,147.05,0.200,0.704,128.344,0.000,0.333
53,C,four+naked,4,3,0,SEA,105.57,11.43,45.29,152.05,0.200,0.705,128.214,0.000,0.333
54,C,four+naked,4,3,0,SEA,106.29,11.45,43.63,151.25,0.200,0.746,128.102,0.000,0.429
55,C,four+naked,4,4,0,NYY,104.81,10.78,45.73,149.60,0.200,0.881,127.672,0.000,0.333
56,C,four+naked,4,3,0,SEA,103.04,11.25,49.03,147.60,0.200,0.746,127.553,0.000,0.333
57,C,four+naked,4,2,0,NYM,103.57,10.49,47.73,147.60,0.200,0.776,127.433,0.000,0.250
58,C,four+naked,4,2,0,SEA,102.18,11.68,50.31,149.60,0.200,0.637,127.335,0.000,0.333
59,C,four+naked,4,3,0,SEA,105.99,11.24,42.63,147.25,0.200,0.720,127.302,0.000,0.333
60,D,fivePlus,5,3,0,WSH,107.40,10.74,45.16,150.20,0.300,1.002,0.000,106.001,0.538
61,D,fivePlus,5,3,3,WSH,107.42,12.10,43.29,148.05,0.380,0.995,0.000,105.542,0.333
62,D,fivePlus,5,2,0,WSH,107.33,12.43,46.73,151.60,0.300,1.020,0.000,105.470,0.333
63,D,four+naked,4,3,0,PHI,106.67,9.61,40.48,145.20,0.200,0.865,0.000,105.242,0.429
64,D,fivePlus,5,2,0,SEA,106.87,11.93,46.73,148.60,0.300,1.022,0.000,104.987,0.333
65,D,fivePlus,5,2,0,BOS,106.22,13.14,51.75,154.60,0.300,1.005,0.000,104.775,0.250
66,D,fivePlus,5,2,0,SEA,107.64,12.86,48.73,149.60,0.300,0.970,0.000,104.704,0.538
67,D,fivePlus,5,3,0,WSH,105.85,12.38,42.84,150.40,0.300,1.000,0.000,104.425,0.333
68,D,fivePlus,5,3,0,SEA,106.79,11.92,43.63,148.25,0.300,0.981,0.000,104.420,0.429
69,D,fivePlus,5,2,0,WSH,106.25,11.92,41.48,152.20,0.300,1.009,0.000,104.381,0.333
70,D,fivePlus,5,2,0,WSH,107.23,11.21,40.19,150.80,0.300,1.014,0.000,104.338,0.538
71,D,fivePlus,5,1,0,WSH,106.63,11.03,41.63,148.25,0.300,1.023,0.000,104.281,0.429
72,D,fivePlus,5,2,0,WSH,107.13,12.42,46.46,151.40,0.300,1.003,0.000,104.226,0.538
73,D,fivePlus,5,2,0,BOS,105.41,12.17,49.75,152.60,0.300,1.048,0.000,103.975,0.250
74,D,fivePlus,5,1,0,PHI,106.26,8.71,39.48,144.20,0.300,1.246,0.000,103.918,0.429
