idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
0,T,fivePlus,5,3,3,MIA,97.97,6.33,41.19,133.80,0.380,1.405,0.000,0.000,0.250
1,T,fivePlus,5,2,2,ATH,98.82,7.43,47.13,139.05,0.380,1.403,0.000,0.000,0.250
2,T,fivePlus,5,1,1,TEX,99.88,8.95,42.59,144.75,0.350,1.369,0.000,0.000,0.250
3,T,fivePlus,5,2,1,PHI,101.39,6.87,39.63,136.25,0.350,1.355,0.000,0.000,0.250
4,T,fivePlus,5,1,1,CWS,101.32,9.59,41.29,144.05,0.350,1.354,0.000,0.000,0.333
5,T,fivePlus,5,2,1,CHC,100.39,7.21,38.48,144.20,0.350,1.353,0.000,0.000,0.250
6,T,fivePlus,5,2,1,SF,97.52,5.10,31.44,131.75,0.350,1.340,0.000,0.000,0.250
7,T,fivePlus,5,2,1,LAD,100.91,8.89,46.09,147.20,0.350,1.333,0.000,0.000,0.250
8,T,fivePlus,5,2,2,MIA,98.52,6.39,41.29,132.05,0.380,1.333,0.000,0.000,0.250
9,T,fivePlus,5,2,2,HOU,94.56,8.11,40.84,139.40,0.380,1.331,0.000,0.000,0.250
10,T,fivePlus,5,2,1,LAA,100.62,9.02,41.84,145.40,0.350,1.329,0.000,0.000,0.250
11,T,fivePlus,5,1,1,MIA,98.95,7.25,38.92,139.50,0.350,1.323,0.000,0.000,0.250
12,T,fivePlus,5,1,1,HOU,97.70,8.12,41.49,140.20,0.350,1.317,0.000,0.000,0.250
13,T,fivePlus,5,2,1,BAL,97.14,8.54,49.05,143.60,0.350,1.315,0.000,0.000,0.250
14,T,fivePlus,5,1,1,STL,95.89,7.85,44.73,138.60,0.350,1.311,0.000,0.000,0.176
15,T,fivePlus,5,2,0,SF,101.33,7.91,47.56,138.60,0.300,1.308,0.000,0.000,0.333
16,T,fivePlus,5,1,1,SF,99.27,6.07,41.95,134.80,0.350,1.304,0.000,0.000,0.250
17,T,fivePlus,5,1,1,PHI,101.50,7.54,42.35,140.05,0.350,1.301,0.000,0.000,0.250
18,T,fivePlus,5,1,1,TEX,96.62,6.24,47.77,138.35,0.350,1.298,0.000,0.000,0.250
19,T,fivePlus,5,2,2,SEA,100.82,10.49,45.73,145.60,0.380,1.298,0.000,0.000,0.429
20,T,fivePlus,5,2,0,TEX,100.18,8.84,44.73,147.60,0.300,1.295,0.000,0.000,0.250
21,T,fivePlus,5,1,0,MIA,102.49,7.78,40.48,143.20,0.300,1.294,0.000,0.000,0.250
22,T,fivePlus,5,3,0,NYY,102.48,9.31,40.48,146.20,0.300,1.287,0.000,0.000,0.250
23,T,fivePlus,5,1,1,CLE,99.76,8.03,39.39,147.95,0.350,1.279,0.000,0.000,0.250
24,T,fivePlus,5,1,1,CHC,96.80,5.51,38.89,138.15,0.350,1.276,0.000,0.000,0.176
25,T,fivePlus,5,2,1,CWS,100.13,11.19,43.59,145.75,0.350,1.273,0.000,0.000,0.333
26,T,fivePlus,5,1,1,NYY,99.36,9.16,41.29,143.70,0.350,1.271,0.000,0.000,0.250
27,T,four+BB,4,2,2,NYY,102.22,9.78,40.29,147.05,0.280,1.147,0.000,0.000,0.250
28,T,four+BB,4,3,3,WSH,104.29,11.52,40.48,150.20,0.280,1.130,0.000,0.000,0.250
29,T,four+BB,4,3,3,MIA,99.94,6.66,40.48,136.20,0.280,1.122,0.000,0.000,0.250
30,T,four+BB,4,2,2,TOR,97.91,8.60,40.49,143.65,0.280,1.026,0.000,0.000,0.176
31,T,four+BB,4,2,1,WSH,103.34,8.83,39.63,145.25,0.250,1.011,0.000,0.000,0.333
32,T,four+BB,4,2,2,ATH,98.00,5.12,40.25,135.55,0.280,0.992,0.000,0.000,0.250
33,T,four+BB,4,2,1,KC,101.00,10.89,46.73,149.60,0.250,0.986,0.000,0.000,0.333
34,T,four+BB,4,3,1,WSH,100.38,10.14,43.73,144.60,0.250,0.975,0.000,0.000,0.333
35,T,four+BB,4,2,2,SEA,97.98,6.19,36.20,135.55,0.280,0.974,0.000,0.000,0.250
36,T,four+BB,4,3,1,PHI,102.10,9.60,42.84,147.40,0.250,0.972,0.000,0.000,0.333
37,T,four+BB,4,2,2,BOS,96.12,7.06,38.54,140.20,0.280,0.971,0.000,0.000,0.176
38,T,four+BB,4,3,3,CWS,101.98,9.58,39.08,141.55,0.280,0.969,0.000,0.000,0.250
39,T,four+BB,4,2,2,BAL,96.07,6.32,34.75,139.90,0.280,0.954,0.000,0.000,0.176
40,T,four+BB,4,2,1,KC,100.50,10.12,40.84,148.40,0.250,0.912,0.000,0.000,0.250
