idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
0,T,fivePlus,5,3,3,NYM,87.72,11.79,36.55,128.55,0.380,1.513,0.000,0.000,0.250
1,T,fivePlus,5,1,0,WSH,86.01,11.38,34.30,127.70,0.300,1.452,0.000,0.000,0.250
2,T,fivePlus,5,2,2,STL,92.68,17.13,39.64,136.65,0.380,1.448,0.000,0.000,0.250
3,T,fivePlus,5,3,0,COL,88.03,12.72,32.40,133.45,0.300,1.445,0.000,0.000,0.250
4,T,fivePlus,5,2,0,NYM,90.90,14.32,39.13,134.70,0.300,1.438,0.000,0.000,0.250
5,T,fivePlus,5,3,0,WSH,85.47,12.50,33.60,130.40,0.300,1.425,0.000,0.000,0.250
6,T,fivePlus,5,3,0,DET,88.30,14.73,35.35,134.30,0.300,1.423,0.000,0.000,0.333
7,T,fivePlus,5,1,1,STL,88.25,13.40,34.75,131.01,0.350,1.399,0.000,0.000,0.250
8,T,fivePlus,5,2,2,PIT,85.99,14.03,33.75,129.01,0.380,1.391,0.000,0.000,0.250
9,T,fivePlus,5,2,2,ARI,90.61,16.00,39.64,134.30,0.380,1.376,0.000,0.000,0.250
10,T,fivePlus,5,2,2,ATL,89.35,15.44,31.64,133.35,0.380,1.368,0.000,0.000,0.250
11,T,fivePlus,5,2,0,ATL,87.85,14.61,36.70,132.50,0.300,1.366,0.000,0.000,0.176
12,T,fivePlus,5,1,0,PIT,93.48,20.12,40.64,136.65,0.300,1.365,0.000,0.000,0.250
13,T,fivePlus,5,2,0,NYM,91.58,14.96,40.27,134.75,0.300,1.362,0.000,0.000,0.250
14,T,fivePlus,5,2,1,WSH,78.11,7.35,30.11,119.86,0.350,1.355,0.000,0.000,0.250
15,T,fivePlus,5,1,0,ATL,83.36,10.09,31.96,125.96,0.300,1.355,0.000,0.000,0.250
