idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
16,T,fivePlus,5,3,3,STL,87.08,13.60,33.80,130.30,0.380,1.351,0.000,0.000,0.250
17,T,fivePlus,5,2,0,ARI,93.50,19.79,45.03,136.65,0.300,1.350,0.000,0.000,0.333
18,T,fivePlus,5,2,0,COL,91.11,15.72,33.80,136.30,0.300,1.338,0.000,0.000,0.250
19,T,fivePlus,5,2,2,STL,83.45,10.58,30.05,125.86,0.380,1.334,0.000,0.000,0.250
20,T,fivePlus,5,2,0,NYM,85.82,10.55,31.40,128.40,0.300,1.332,0.000,0.000,0.250
21,T,fivePlus,5,2,0,STL,84.08,11.31,33.01,127.11,0.300,1.330,0.000,0.000,0.250
22,T,fivePlus,5,2,0,PIT,85.85,13.35,32.15,130.15,0.300,1.327,0.000,0.000,0.176
23,T,fivePlus,5,1,0,COL,85.36,16.04,33.55,126.30,0.300,1.325,0.000,0.000,0.250
24,T,fivePlus,5,1,0,MIL,84.64,14.77,32.75,127.01,0.300,1.317,0.000,0.000,0.429
25,T,fivePlus,5,1,0,MIL,90.57,18.87,38.64,132.65,0.300,1.316,0.000,0.000,0.429
26,T,fivePlus,5,2,0,COL,84.06,9.23,26.40,127.15,0.300,1.314,0.000,0.000,0.250
27,T,four+BB,4,3,3,WSH,83.56,10.29,40.06,124.26,0.280,1.357,0.000,0.000,0.250
28,T,four+BB,4,2,2,MIL,85.53,13.19,31.00,129.45,0.280,1.310,0.000,0.000,0.250
29,T,four+BB,4,3,3,ARI,87.73,15.33,38.84,132.01,0.280,1.280,0.000,0.000,0.250
30,T,four+BB,4,2,2,DET,81.97,9.85,27.25,125.11,0.280,1.264,0.000,0.000,0.250
31,T,four+BB,4,2,2,STL,84.02,12.59,32.71,129.11,0.280,1.247,0.000,0.000,0.250
32,T,four+BB,4,2,2,MIL,85.42,15.47,33.24,127.50,0.280,1.245,0.000,0.000,0.250
33,T,four+BB,4,2,1,MIL,84.69,10.74,29.90,129.55,0.250,1.236,0.000,0.000,0.250
34,T,four+BB,4,3,3,ATL,84.70,12.51,28.25,129.11,0.280,1.234,0.000,0.000,0.250
35,T,four+BB,4,2,2,DET,91.97,17.74,32.64,139.35,0.280,1.224,0.000,0.000,0.250
36,T,four+BB,4,2,1,COL,89.42,12.70,32.40,134.40,0.250,1.216,0.000,0.000,0.250
37,T,four+BB,4,2,2,COL,88.85,19.63,36.64,129.65,0.280,1.168,0.000,0.000,0.333
38,T,four+BB,4,3,3,STL,89.90,15.31,35.94,134.50,0.280,1.163,0.000,0.000,0.250
39,T,four+BB,4,2,1,DET,87.17,14.57,30.05,131.40,0.250,1.140,0.000,0.000,0.250
40,T,four+BB,4,2,1,COL,90.00,15.33,28.60,137.55,0.250,1.132,0.000,0.000,0.250
41,T,three-three,3,3,3,MIL,92.09,15.89,36.55,136.55,0.180,1.132,0.000,0.000,0.250
42,T,three-three,3,3,0,CIN,96.05,18.64,36.30,141.70,0.100,0.952,0.000,0.000,0.429
43,T,three-three,3,3,0,STL,92.53,17.46,36.30,137.70,0.100,0.932,0.000,0.000,0.250
44,T,three-three,3,3,0,STL,94.44,17.65,36.80,139.30,0.100,0.924,0.000,0.000,0.333
45,C,four+naked,4,2,0,CIN,101.95,23.29,41.64,149.65,0.200,1.057,122.769,0.000,0.538
46,C,four+naked,4,4,0,DET,101.13,24.75,40.64,148.65,0.200,0.973,121.449,0.000,0.538
47,C,four+naked,4,3,0,STL,99.70,21.75,42.64,144.90,0.200,1.021,121.019,0.000,0.429
48,C,four+naked,4,3,0,DET,100.48,21.28,40.64,147.90,0.200,1.016,120.799,0.000,0.333
49,C,four+naked,4,4,0,COL,97.80,20.64,43.94,143.65,0.200,1.007,119.771,0.000,0.333
50,C,four+naked,4,3,0,DET,98.80,23.16,38.39,147.35,0.200,0.954,117.994,0.000,0.429
51,C,four+naked,4,3,0,DET,98.01,22.49,39.64,143.65,0.200,0.958,117.829,0.000,0.538
52,C,four+naked,4,3,0,ARI,95.82,22.30,43.94,140.65,0.200,0.982,117.791,0.000,0.333
53,C,four+naked,4,4,0,STL,97.45,20.07,40.64,142.65,0.200,1.029,117.769,0.000,0.333
54,C,four+naked,4,3,0,DET,96.35,21.28,39.64,141.65,0.200,0.995,116.169,0.000,0.250
55,C,four+naked,4,2,0,MIL,97.42,20.13,37.39,146.35,0.200,1.058,116.114,0.000,0.429
56,C,four+naked,4,3,0,STL,95.89,17.57,39.64,139.90,0.200,1.247,115.709,0.000,0.333
57,C,four+naked,4,3,0,PIT,95.81,22.16,39.64,141.65,0.200,0.999,115.629,0.000,0.333
58,C,four+naked,4,3,0,CIN,96.83,20.45,37.55,143.30,0.200,0.996,115.605,0.000,0.538
59,C,four+naked,4,4,0,STL,93.58,18.31,42.94,135.65,0.200,1.158,115.051,0.000,0.333
60,D,fivePlus,5,1,1,CIN,104.32,26.04,42.64,152.65,0.350,1.019,0.000,101.921,0.667
61,D,fivePlus,5,2,0,CIN,103.35,25.27,43.64,150.90,0.300,1.027,0.000,100.947,0.667
62,D,four+BB,4,4,4,COL,101.62,23.27,39.64,150.65,0.280,1.030,0.000,99.706,0.429
63,D,fivePlus,5,1,1,CIN,102.07,24.62,41.64,150.65,0.350,1.049,0.000,99.661,0.429
64,D,other,3,2,1,COL,101.28,22.46,40.64,149.65,0.150,0.999,0.000,99.357,0.333
65,D,fivePlus,5,2,0,CIN,102.26,24.90,40.64,149.65,0.300,1.016,0.000,99.284,0.538
66,D,fivePlus,5,1,0,CIN,102.55,24.19,43.64,149.90,0.300,1.050,0.000,98.933,0.667
67,D,fivePlus,5,2,0,CIN,102.55,24.10,42.64,148.90,0.300,1.034,0.000,98.897,0.667
68,D,three-three,3,3,0,MIL,101.27,22.07,41.64,149.65,0.100,0.957,0.000,98.847,0.429
69,D,fivePlus,5,2,0,CIN,101.43,24.24,41.64,149.65,0.300,1.054,0.000,98.432,0.538
70,D,fivePlus,5,2,0,DET,100.05,22.62,40.64,148.65,0.300,1.053,0.000,98.093,0.333
71,D,fivePlus,5,2,2,CIN,101.00,22.82,38.55,149.30,0.380,1.027,0.000,98.027,0.538
72,D,fivePlus,5,2,0,CIN,100.65,24.61,41.64,147.65,0.300,1.052,0.000,97.630,0.538
73,D,fivePlus,5,3,0,CIN,100.44,24.29,40.64,148.65,0.300,1.025,0.000,97.437,0.538
74,D,fivePlus,5,3,0,DET,100.33,23.98,39.64,148.65,0.300,1.013,0.000,97.342,0.538
