P,P,C,1B,2B,3B,SS,OF,OF,OF
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Freddie Freeman (42722884),Luis Arraez (42722925),Matt Chapman (42722909),Willy Adames (42722919),Ramon Laureano (42722898),Heliot Ramos (42722986),Will Brennan (42723055)
Michael Soroka (42722870),Tyler Glasnow (42722867),Drake Baldwin (42722899),Matt Olson (42722905),Nasim Nunez (42722955),Austin Riley (42722928),CJ Abrams (42722888),Ronald Acuna Jr. (42722889),Mike Yastrzemski (42722987),Brandon Lockridge (42723009)
Tarik Skubal (42722864),Logan Webb (42722868),Carson Kelly (42722988),Michael Busch (42722937),Nico Hoerner (42722891),Matt Shaw (42723031),Trea Turner (42722908),James Wood (42722882),Ian Happ (42722934),Felix Reyes (42723049)
Tarik Skubal (42722864),Michael Soroka (42722870),Keibert Ruiz (42723004),Matt Olson (42722905),Ozzie Albies (42722936),Kyle Karros (42722954),Mauricio Dubon (42722965),Mike Yastrzemski (42722987),Ronald Acuna Jr. (42722889),James Wood (42722882)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Aramis Garcia (42723030),Munetaka Murakami (42722894),Jake Cronenworth (42722956),Miguel Vargas (42722926),Colson Montgomery (42722912),Ramon Laureano (42722898),Everson Pereira (42722960),Andrew Benintendi (42722989)
Tyler Glasnow (42722867),Logan Webb (42722868),Aramis Garcia (42723030),Ildemaro Vargas (42722945),Fernando Tatis Jr. (42722880),Nolan Arenado (42722983),Geraldo Perdomo (42722927),Ramon Laureano (42722898),Corbin Carroll (42722879),Tristan Peters (42723048)
Tarik Skubal (42722864),Logan Webb (42722868),Reese McGuire (42723053),Munetaka Murakami (42722894),Chase Meidroth (42722975),Jose Tena (42723012),CJ Abrams (42722888),Sam Antonacci (42722996),Corbin Carroll (42722879),Everson Pereira (42722960)
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Matt Olson (42722905),Fernando Tatis Jr. (42722880),Nolan Arenado (42722983),Geraldo Perdomo (42722927),Jorge Barrosa (42723035),Alek Thomas (42722990),Corbin Carroll (42722879)
Tarik Skubal (42722864),Michael Soroka (42722870),Drake Baldwin (42722899),TJ Rumfield (42722935),Jorbit Vivas (42723005),Austin Riley (42722928),Mauricio Dubon (42722965),Michael Harris II (42722970),Dominic Smith (42722949),James Wood (42722882)
Michael Soroka (42722870),Tyler Glasnow (42722867),Brett Sullivan (42723010),TJ Rumfield (42722935),Willi Castro (42722921),Kyle Karros (42722954),Trea Turner (42722908),Jackson Merrill (42722886),Ramon Laureano (42722898),Troy Johnston (42722913)
Michael Soroka (42722870),Tyler Glasnow (42722867),Aramis Garcia (42723030),Ty France (42723007),Jake Cronenworth (42722956),Manny Machado (42722890),Geraldo Perdomo (42722927),Mickey Moniak (42722910),Jackson Merrill (42722886),Ramon Laureano (42722898)
Michael Soroka (42722870),Logan Webb (42722868),William Contreras (42722907),Bryce Harper (42722900),Gleyber Torres (42722941),Colt Keith (42722947),Kevin McGonigle (42722903),Wenceel Perez (42723054),Javier Baez (42722991),Corbin Carroll (42722879)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Keibert Ruiz (42723004),Shohei Ohtani (42722876),Nasim Nunez (42722955),Jorbit Vivas (42723005),Trea Turner (42722908),James Wood (42722882),Jacob Young (42722979),Felix Reyes (42723049)
Michael Soroka (42722870),Logan Webb (42722868),Brett Sullivan (42723010),Troy Johnston (42722913),Edouard Julien (42722930),Austin Riley (42722928),Ezequiel Tovar (42722906),Brandon Marsh (42722985),Jackson Merrill (42722886),Mickey Moniak (42722910)
Michael Soroka (42722870),Logan Webb (42722868),Carson Kelly (42722988),TJ Rumfield (42722935),Bryson Stott (42722995),Alec Bohm (42722963),Trea Turner (42722908),Kyle Schwarber (42722883),Ian Happ (42722934),Jackson Merrill (42722886)
Tarik Skubal (42722864),Michael Soroka (42722870),Miguel Amaya (42722971),Matt Olson (42722905),Nico Hoerner (42722891),Alec Bohm (42722963),Trea Turner (42722908),Justin Crawford (42723008),Felix Reyes (42723049),Shohei Ohtani (42722876)
Michael Soroka (42722870),Logan Webb (42722868),Adrian Del Castillo (42722948),TJ Rumfield (42722935),Jake Cronenworth (42722956),Manny Machado (42722890),Xander Bogaerts (42722901),Mickey Moniak (42722910),Fernando Tatis Jr. (42722880),Will Brennan (42723055)
Michael Soroka (42722870),Logan Webb (42722868),Drake Baldwin (42722899),Luis Garcia Jr. (42722984),Ozzie Albies (42722936),Austin Riley (42722928),CJ Abrams (42722888),Michael Harris II (42722970),Seiya Suzuki (42722924),Kyle Schwarber (42722883)
Tarik Skubal (42722864),Logan Webb (42722868),Reese McGuire (42723053),Bryce Harper (42722900),Ketel Marte (42722885),Alex Bregman (42722933),Dansby Swanson (42722959),Matt Shaw (42723031),Seiya Suzuki (42722924),Mickey Moniak (42722910)
Tarik Skubal (42722864),Michael Soroka (42722870),Adrian Del Castillo (42722948),Dominic Smith (42722949),Ozzie Albies (42722936),Jose Tena (42723012),CJ Abrams (42722888),Mike Yastrzemski (42722987),Michael Harris II (42722970),Jackson Merrill (42722886)
Tarik Skubal (42722864),Michael Soroka (42722870),Carson Kelly (42722988),Matt Olson (42722905),Jorbit Vivas (42723005),Jose Tena (42723012),CJ Abrams (42722888),James Wood (42722882),Seiya Suzuki (42722924),Ian Happ (42722934)
Tarik Skubal (42722864),Logan Webb (42722868),Freddy Fermin (42722982),TJ Rumfield (42722935),Jake Cronenworth (42722956),Willi Castro (42722921),Ezequiel Tovar (42722906),Troy Johnston (42722913),Ramon Laureano (42722898),Heliot Ramos (42722986)
Cristopher Sanchez (42722866),Tyler Glasnow (42722867),Aramis Garcia (42723030),Munetaka Murakami (42722894),Ketel Marte (42722885),Willi Castro (42722921),Geraldo Perdomo (42722927),Fernando Tatis Jr. (42722880),Jorge Barrosa (42723035),Sam Antonacci (42722996)
Tyler Glasnow (42722867),Logan Webb (42722868),William Contreras (42722907),Bryce Harper (42722900),Bryson Stott (42722995),Miguel Vargas (42722926),Trea Turner (42722908),Ian Happ (42722934),Felix Reyes (42723049),Mickey Moniak (42722910)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Adrian Del Castillo (42722948),Ildemaro Vargas (42722945),Fernando Tatis Jr. (42722880),Colt Keith (42722947),Geraldo Perdomo (42722927),Riley Greene (42722920),Andrew Benintendi (42722989),Jorge Barrosa (42723035)
Tarik Skubal (42722864),Michael Soroka (42722870),Brett Sullivan (42723010),Ty France (42723007),Edouard Julien (42722930),Manny Machado (42722890),Xander Bogaerts (42722901),Jacob Young (42722979),Jackson Merrill (42722886),Jake McCarthy (42722972)
Tarik Skubal (42722864),Logan Webb (42722868),Reese McGuire (42723053),Munetaka Murakami (42722894),Ozzie Albies (42722936),Miguel Vargas (42722926),Geraldo Perdomo (42722927),Ronald Acuna Jr. (42722889),Michael Harris II (42722970),Andrew Benintendi (42722989)
Cristopher Sanchez (42722866),Michael Soroka (42722870),Freddy Fermin (42722982),Freddie Freeman (42722884),Edouard Julien (42722930),Miguel Andujar (42722939),Xander Bogaerts (42722901),Felix Reyes (42723049),Jackson Merrill (42722886),Mickey Moniak (42722910)
Logan Webb (42722868),Tyler Glasnow (42722867),Miguel Amaya (42722971),Bryce Harper (42722900),Bryson Stott (42722995),Matt Shaw (42723031),Dansby Swanson (42722959),James Wood (42722882),Brandon Marsh (42722985),Corbin Carroll (42722879)
Tarik Skubal (42722864),Michael Soroka (42722870),Aramis Garcia (42723030),Spencer Torkelson (42723002),Ketel Marte (42722885),Manny Machado (42722890),Javier Baez (42722991),Ramon Laureano (42722898),Fernando Tatis Jr. (42722880),Jorge Barrosa (42723035)
Cristopher Sanchez (42722866),Tyler Glasnow (42722867),William Contreras (42722907),Shohei Ohtani (42722876),Gleyber Torres (42722941),Colt Keith (42722947),Trea Turner (42722908),Blake Perkins (42723017),Luis Matos (42723028),Riley Greene (42722920)
Michael Soroka (42722870),Logan Webb (42722868),Drake Baldwin (42722899),Ty France (42723007),Jake Cronenworth (42722956),Austin Riley (42722928),Xander Bogaerts (42722901),James Wood (42722882),Ronald Acuna Jr. (42722889),Jacob Young (42722979)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Dalton Rushing (42722943),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Austin Riley (42722928),Trea Turner (42722908),Michael Harris II (42722970),Brandon Marsh (42722985),Felix Reyes (42723049)
Tarik Skubal (42722864),Logan Webb (42722868),Drake Baldwin (42722899),Bryce Harper (42722900),Bryson Stott (42722995),Austin Riley (42722928),Trea Turner (42722908),Ronald Acuna Jr. (42722889),Michael Harris II (42722970),Felix Reyes (42723049)
Tarik Skubal (42722864),Logan Webb (42722868),Brett Sullivan (42723010),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Kyle Karros (42722954),Trea Turner (42722908),Justin Crawford (42723008),Felix Reyes (42723049),Jackson Merrill (42722886)
Tarik Skubal (42722864),Logan Webb (42722868),Drake Baldwin (42722899),Ty France (42723007),Bryson Stott (42722995),Manny Machado (42722890),Xander Bogaerts (42722901),Justin Crawford (42723008),Felix Reyes (42723049),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Logan Webb (42722868),Freddy Fermin (42722982),Bryce Harper (42722900),Jake Cronenworth (42722956),Manny Machado (42722890),Trea Turner (42722908),Felix Reyes (42723049),Justin Crawford (42723008),Ramon Laureano (42722898)
Tarik Skubal (42722864),Logan Webb (42722868),Patrick Bailey (42723037),Ty France (42723007),Chase Meidroth (42722975),Manny Machado (42722890),Trea Turner (42722908),Felix Reyes (42723049),Jackson Merrill (42722886),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Ty France (42723007),Jake Cronenworth (42722956),Austin Riley (42722928),Trea Turner (42722908),Kyle Schwarber (42722883),Brandon Marsh (42722985),Jackson Merrill (42722886)
Tarik Skubal (42722864),Logan Webb (42722868),Freddy Fermin (42722982),Bryce Harper (42722900),Bryson Stott (42722995),Miguel Andujar (42722939),Xander Bogaerts (42722901),Felix Reyes (42723049),Brandon Marsh (42722985),Jackson Merrill (42722886)
Tarik Skubal (42722864),Michael Soroka (42722870),Drake Baldwin (42722899),Bryce Harper (42722900),Willi Castro (42722921),Austin Riley (42722928),Trea Turner (42722908),Justin Crawford (42723008),Felix Reyes (42723049),Mickey Moniak (42722910)
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Bryce Harper (42722900),Jake Cronenworth (42722956),Alec Bohm (42722963),Xander Bogaerts (42722901),Justin Crawford (42723008),Brandon Marsh (42722985),Fernando Tatis Jr. (42722880)
Michael Soroka (42722870),Tyler Glasnow (42722867),Aramis Garcia (42723030),Bryce Harper (42722900),Ozzie Albies (42722936),Manny Machado (42722890),Trea Turner (42722908),Felix Reyes (42723049),Kyle Schwarber (42722883),Jackson Merrill (42722886)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Dalton Rushing (42722943),Luis Garcia Jr. (42722984),Bryson Stott (42722995),Kevin McGonigle (42722903),Trea Turner (42722908),Felix Reyes (42723049),Kyle Schwarber (42722883),Mickey Moniak (42722910)
Michael Soroka (42722870),Tyler Glasnow (42722867),Freddy Fermin (42722982),Ty France (42723007),Bryson Stott (42722995),Alec Bohm (42722963),Trea Turner (42722908),Kyle Schwarber (42722883),Fernando Tatis Jr. (42722880),Ramon Laureano (42722898)
Tarik Skubal (42722864),Michael Soroka (42722870),Aramis Garcia (42723030),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Jose Tena (42723012),Trea Turner (42722908),Justin Crawford (42723008),Felix Reyes (42723049),Kyle Tucker (42722878)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Reese McGuire (42723053),Bryce Harper (42722900),Bryson Stott (42722995),Miguel Vargas (42722926),Trea Turner (42722908),Kyle Schwarber (42722883),Sam Antonacci (42722996),Andrew Benintendi (42722989)
Tarik Skubal (42722864),Logan Webb (42722868),Adrian Del Castillo (42722948),Bryce Harper (42722900),Bryson Stott (42722995),Kevin McGonigle (42722903),Trea Turner (42722908),Felix Reyes (42723049),Brandon Marsh (42722985),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Michael Soroka (42722870),Adrian Del Castillo (42722948),Bryce Harper (42722900),Bryson Stott (42722995),Alec Bohm (42722963),Trea Turner (42722908),Justin Crawford (42723008),Ramon Laureano (42722898),Jackson Merrill (42722886)
Tarik Skubal (42722864),Michael Soroka (42722870),Carson Kelly (42722988),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Alec Bohm (42722963),Trea Turner (42722908),Felix Reyes (42723049),Kyle Schwarber (42722883),Alek Thomas (42722990)
Tarik Skubal (42722864),Logan Webb (42722868),Carson Kelly (42722988),Bryce Harper (42722900),Bryson Stott (42722995),Austin Riley (42722928),Trea Turner (42722908),Felix Reyes (42723049),Seiya Suzuki (42722924),Kyle Schwarber (42722883)
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Alec Bohm (42722963),Trea Turner (42722908),Felix Reyes (42723049),Justin Crawford (42723008),Ramon Laureano (42722898)
Tarik Skubal (42722864),Michael Soroka (42722870),Freddy Fermin (42722982),Bryce Harper (42722900),Bryson Stott (42722995),Manny Machado (42722890),Trea Turner (42722908),Felix Reyes (42723049),Ian Happ (42722934),Kyle Schwarber (42722883)
Tarik Skubal (42722864),Tyler Glasnow (42722867),Carson Kelly (42722988),Bryce Harper (42722900),Bryson Stott (42722995),Kyle Karros (42722954),Trea Turner (42722908),Kyle Schwarber (42722883),Felix Reyes (42723049),Ramon Laureano (42722898)
Tarik Skubal (42722864),Logan Webb (42722868),Drake Baldwin (42722899),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Austin Riley (42722928),Trea Turner (42722908),Felix Reyes (42723049),Brandon Marsh (42722985),Matt Shaw (42723031)
Tarik Skubal (42722864),Michael Soroka (42722870),Carson Kelly (42722988),Bryce Harper (42722900),Bryson Stott (42722995),Austin Riley (42722928),Trea Turner (42722908),James Wood (42722882),Michael Harris II (42722970),Felix Reyes (42723049)
Tarik Skubal (42722864),Michael Soroka (42722870),Carson Kelly (42722988),Bryce Harper (42722900),Bryson Stott (42722995),Alex Bregman (42722933),Trea Turner (42722908),Felix Reyes (42723049),Ian Happ (42722934),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Logan Webb (42722868),Dillon Dingler (42722911),Ty France (42723007),Bryson Stott (42722995),Alec Bohm (42722963),Trea Turner (42722908),Felix Reyes (42723049),Kyle Schwarber (42722883),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Michael Soroka (42722870),Drake Baldwin (42722899),Bryce Harper (42722900),Bryson Stott (42722995),Austin Riley (42722928),Trea Turner (42722908),Ronald Acuna Jr. (42722889),Justin Crawford (42723008),Brandon Marsh (42722985)
Tarik Skubal (42722864),Michael Soroka (42722870),Adrian Del Castillo (42722948),Shohei Ohtani (42722876),Bryson Stott (42722995),Alec Bohm (42722963),Trea Turner (42722908),Felix Reyes (42723049),Brandon Marsh (42722985),Fernando Tatis Jr. (42722880)
Tarik Skubal (42722864),Logan Webb (42722868),Carson Kelly (42722988),Bryce Harper (42722900),Fernando Tatis Jr. (42722880),Kevin McGonigle (42722903),Trea Turner (42722908),Felix Reyes (42723049),Brandon Marsh (42722985),Justin Crawford (42723008)
Michael Soroka (42722870),Tyler Glasnow (42722867),Freddy Fermin (42722982),Bryce Harper (42722900),Bryson Stott (42722995),Manny Machado (42722890),Trea Turner (42722908),Felix Reyes (42723049),Kyle Schwarber (42722883),Jackson Merrill (42722886)
