P,P,C,1B,2B,3B,SS,OF,OF,OF
George Kirby (42672737),Chris Sale (42672735),Ivan Herrera (42672808),TJ Rumfield (42672817),Edouard Julien (42672805),Kyle Karros (42672837),Miguel Rojas (42672827),Kyle Tucker (42672748),Brenton Doyle (42672818),Mickey Moniak (42672807)
Chris Sale (42672735),Yusei Kikuchi (42672743),Hunter Goodman (42672773),Freddie Freeman (42672753),Edouard Julien (42672805),Kyle Karros (42672837),Ezequiel Tovar (42672784),Eloy Jimenez (42672923),Jordan Beck (42672829),Kyle Tucker (42672748)
Cristopher Sanchez (42672734),Yusei Kikuchi (42672743),Hunter Goodman (42672773),TJ Rumfield (42672817),Edouard Julien (42672805),Kyle Karros (42672837),Andres Gimenez (42672835),Wyatt Langford (42672799),Shohei Ohtani (42672746),Mickey Moniak (42672807)
Chris Sale (42672735),Emmet Sheehan (42672740),Luis Campusano (42672881),Jose Fernandez (42672830),Ketel Marte (42672763),Nolan Arenado (42672846),Geraldo Perdomo (42672792),Teoscar Hernandez (42672754),Eloy Jimenez (42672923),Corbin Carroll (42672751)
Chris Sale (42672735),George Kirby (42672737),Adrian Del Castillo (42672832),Jose Fernandez (42672830),Edouard Julien (42672805),Ernie Clement (42672872),Geraldo Perdomo (42672792),Jesus Sanchez (42672823),Lourdes Gurriel Jr. (42672934),Corbin Carroll (42672751)
George Kirby (42672737),Chris Sale (42672735),Logan O'Hoppe (42672850),Nolan Schanuel (42672842),Ketel Marte (42672763),Kyle Karros (42672837),Zach Neto (42672761),Nick Castellanos (42672869),Jo Adell (42672789),Josh Lowe (42672855)
Chris Sale (42672735),George Kirby (42672737),Tyler Heineman (42672910),Vladimir Guerrero Jr. (42672760),Ketel Marte (42672763),Kazuma Okamoto (42672793),Andres Gimenez (42672835),Taylor Trammell (42672876),Myles Straw (42672904),Corbin Carroll (42672751)
Nathan Eovaldi (42672736),Chris Sale (42672735),Logan O'Hoppe (42672850),Ty France (42672902),Adam Frazier (42672870),Yoan Moncada (42672826),Corey Seager (42672759),Wyatt Langford (42672799),Mike Trout (42672752),Josh Lowe (42672855)
Chris Sale (42672735),Yusei Kikuchi (42672743),Dalton Rushing (42672800),TJ Rumfield (42672817),Alex Freeland (42672811),Kyle Karros (42672837),Ezequiel Tovar (42672784),Teoscar Hernandez (42672754),Troy Johnston (42672790),Mickey Moniak (42672807)
Cristopher Sanchez (42672734),George Kirby (42672737),Luis Campusano (42672881),Ty France (42672902),Adam Frazier (42672870),Max Muncy (42672762),Zach Neto (42672761),Josh Lowe (42672855),Mike Trout (42672752),Jo Adell (42672789)
Chris Sale (42672735),Yusei Kikuchi (42672743),Christian Vazquez (42672857),Freddie Freeman (42672753),Jose Altuve (42672766),Nolan Gorman (42672822),Masyn Winn (42672838),Yordan Alvarez (42672749),Cam Smith (42672794),Taylor Trammell (42672876)
Chris Sale (42672735),Yusei Kikuchi (42672743),Ivan Herrera (42672808),Jake Burger (42672785),JJ Wetherholt (42672777),Ramon Urias (42672852),Carlos Correa (42672774),Yordan Alvarez (42672749),Nathan Church (42672891),Jordan Walker (42672782)
Chris Sale (42672735),George Kirby (42672737),Ivan Herrera (42672808),Alec Burleson (42672781),Jose Fermin (42672914),Ramon Urias (42672852),Nick Allen (42672909),Jordan Walker (42672782),Cam Smith (42672794),Kyle Tucker (42672748)
George Kirby (42672737),Chris Sale (42672735),Christian Vazquez (42672857),Shohei Ohtani (42672746),JJ Wetherholt (42672777),Ramon Urias (42672852),Masyn Winn (42672838),Jose Fermin (42672914),Nathan Church (42672891),Mike Trout (42672752)
Lance McCullers Jr. (42672738),Chris Sale (42672735),Dalton Rushing (42672800),Ty France (42672902),Alex Freeland (42672811),Max Muncy (42672762),Miguel Rojas (42672827),Jordan Beck (42672829),Brenton Doyle (42672818),Teoscar Hernandez (42672754)
Chris Sale (42672735),Yusei Kikuchi (42672743),Cal Raleigh (42672770),Joc Pederson (42672854),Ketel Marte (42672763),Ezequiel Duran (42672885),Corey Seager (42672759),Wyatt Langford (42672799),Luke Raley (42672821),Brandon Nimmo (42672765)
Lance McCullers Jr. (42672738),George Kirby (42672737),Dalton Rushing (42672800),Freddie Freeman (42672753),Alex Freeland (42672811),Kyle Karros (42672837),Miguel Rojas (42672827),Eloy Jimenez (42672923),Shohei Ohtani (42672746),Troy Johnston (42672790)
Lance McCullers Jr. (42672738),Chris Sale (42672735),Dalton Rushing (42672800),TJ Rumfield (42672817),Edouard Julien (42672805),Oswald Peraza (42672878),Zach Neto (42672761),Mike Trout (42672752),Jo Adell (42672789),Josh Lowe (42672855)
Cristopher Sanchez (42672734),Nathan Eovaldi (42672736),Logan O'Hoppe (42672850),Jose Fernandez (42672830),Oswald Peraza (42672878),Yoan Moncada (42672826),Zach Neto (42672761),Adolis Garcia (42672847),Ramon Laureano (42672788),Mike Trout (42672752)
George Kirby (42672737),Emmet Sheehan (42672740),Christian Vazquez (42672857),Christian Walker (42672771),Jose Altuve (42672766),Nolan Gorman (42672822),Nick Allen (42672909),Jose Fermin (42672914),Yordan Alvarez (42672749),Shohei Ohtani (42672746)
Nathan Eovaldi (42672736),Chris Sale (42672735),Adrian Del Castillo (42672832),TJ Rumfield (42672817),Edouard Julien (42672805),Ernie Clement (42672872),Ezequiel Tovar (42672784),Teoscar Hernandez (42672754),Jordan Beck (42672829),Brenton Doyle (42672818)
George Kirby (42672737),Zac Gallen (42672741),Hunter Goodman (42672773),Shohei Ohtani (42672746),Edouard Julien (42672805),Austin Riley (42672809),Ezequiel Tovar (42672784),Taylor Trammell (42672876),Mickey Moniak (42672807),Brenton Doyle (42672818)
Chris Sale (42672735),Emmet Sheehan (42672740),Cal Raleigh (42672770),Shohei Ohtani (42672746),Miguel Rojas (42672827),Ezequiel Duran (42672885),J.P. Crawford (42672863),Luke Raley (42672821),Randy Arozarena (42672780),Dominic Canzone (42672845)
Chris Sale (42672735),Zac Gallen (42672741),Luis Campusano (42672881),Ty France (42672902),Fernando Tatis Jr. (42672756),Ezequiel Duran (42672885),Zach Neto (42672761),Ramon Laureano (42672788),Jackson Merrill (42672776),Mike Trout (42672752)
Nathan Eovaldi (42672736),Chris Sale (42672735),Ivan Herrera (42672808),Christian Walker (42672771),JJ Wetherholt (42672777),Nolan Gorman (42672822),Masyn Winn (42672838),Jordan Walker (42672782),Mickey Moniak (42672807),Josh Lowe (42672855)
Cristopher Sanchez (42672734),George Kirby (42672737),Luis Campusano (42672881),Alec Burleson (42672781),Fernando Tatis Jr. (42672756),Ramon Urias (42672852),Xander Bogaerts (42672797),Jo Adell (42672789),Nick Castellanos (42672869),Ramon Laureano (42672788)
Nathan Eovaldi (42672736),George Kirby (42672737),Logan O'Hoppe (42672850),Ty France (42672902),Fernando Tatis Jr. (42672756),Miguel Andujar (42672861),Trea Turner (42672769),Corbin Carroll (42672751),Ramon Laureano (42672788),Nick Castellanos (42672869)
Chris Sale (42672735),Emmet Sheehan (42672740),Logan O'Hoppe (42672850),Shohei Ohtani (42672746),Oswald Peraza (42672878),Manny Machado (42672778),J.P. Crawford (42672863),Jackson Merrill (42672776),Ramon Laureano (42672788),Miguel Andujar (42672861)
Chris Sale (42672735),Emmet Sheehan (42672740),Tyler Heineman (42672910),Shohei Ohtani (42672746),Ildemaro Vargas (42672813),Ernie Clement (42672872),Andres Gimenez (42672835),Lourdes Gurriel Jr. (42672934),Jesus Sanchez (42672823),Kyle Tucker (42672748)
George Kirby (42672737),Chris Sale (42672735),Logan O'Hoppe (42672850),Ty France (42672902),Ildemaro Vargas (42672813),Oswald Peraza (42672878),Xander Bogaerts (42672797),Randy Arozarena (42672780),Mike Trout (42672752),Jo Adell (42672789)
Chris Sale (42672735),Yusei Kikuchi (42672743),Adrian Del Castillo (42672832),Shohei Ohtani (42672746),Alex Freeland (42672811),Ernie Clement (42672872),Miguel Rojas (42672827),Kyle Tucker (42672748),Mickey Moniak (42672807),Josh Lowe (42672855)
Lance McCullers Jr. (42672738),Chris Sale (42672735),Adrian Del Castillo (42672832),Ildemaro Vargas (42672813),Ernie Clement (42672872),Nolan Arenado (42672846),Zach Neto (42672761),Corbin Carroll (42672751),Eloy Jimenez (42672923),Mike Trout (42672752)
Chris Sale (42672735),Emmet Sheehan (42672740),Adrian Del Castillo (42672832),Vladimir Guerrero Jr. (42672760),Ketel Marte (42672763),Ernie Clement (42672872),J.P. Crawford (42672863),Yordan Alvarez (42672749),Jesus Sanchez (42672823),Nathan Lukes (42672894)
Chris Sale (42672735),Emmet Sheehan (42672740),Ivan Herrera (42672808),Christian Walker (42672771),Ketel Marte (42672763),Yoan Moncada (42672826),Nick Allen (42672909),Taylor Trammell (42672876),Jordan Walker (42672782),Yordan Alvarez (42672749)
