idx,bucket,stackType,primarySize,secondarySize,bringBack,primaryTeam,projection,ownership,floor,ceiling,corrAdj,evT,scoreC,scoreD,maxJacToPortfolio
31,T,four+BB,4,3,3,BAL,99.32,19.78,36.90,141.80,0.280,0.888,0.000,0.000,0.333
32,T,four+BB,4,3,1,TB,94.33,15.99,37.01,139.75,0.250,0.886,0.000,0.000,0.333
33,T,four+BB,4,2,2,CIN,91.86,17.47,42.12,139.35,0.280,0.868,0.000,0.000,0.250
34,T,four+BB,4,3,1,CLE,93.63,13.33,38.76,133.37,0.250,0.867,0.000,0.000,0.250
35,T,four+BB,4,3,1,LAA,94.03,17.23,36.34,142.30,0.250,0.863,0.000,0.000,0.333
36,T,four+BB,4,2,2,BAL,92.61,16.06,37.60,139.82,0.280,0.847,0.000,0.000,0.250
37,T,four+BB,4,3,1,ATH,90.17,10.79,30.67,130.05,0.250,0.841,0.000,0.000,0.250
38,T,four+BB,4,3,1,CIN,94.59,14.47,31.15,137.06,0.250,0.797,0.000,0.000,0.429
39,T,four+BB,4,3,1,KC,96.62,20.30,40.79,143.35,0.250,0.778,0.000,0.000,0.250
40,T,four+BB,4,2,2,LAA,88.58,15.33,37.23,137.61,0.280,0.776,0.000,0.000,0.429
41,T,four+BB,4,2,2,CLE,89.59,14.17,37.12,132.35,0.280,0.757,0.000,0.000,0.250
42,T,four+BB,4,3,1,TB,92.92,15.51,35.10,137.35,0.250,0.757,0.000,0.000,0.250
43,T,four+BB,4,3,1,HOU,91.02,13.17,32.45,130.75,0.250,0.756,0.000,0.000,0.250
44,T,four+BB,4,3,1,HOU,91.11,12.75,39.70,128.92,0.250,0.723,0.000,0.000,0.250
45,C,four+naked,4,3,0,LAA,104.53,21.36,39.89,145.95,0.200,0.856,124.474,0.000,0.429
46,C,four+naked,4,2,0,KC,104.47,21.93,39.89,143.95,0.200,0.857,124.414,0.000,0.429
47,C,four+naked,4,4,0,BAL,104.21,20.49,39.89,143.95,0.200,0.824,124.154,0.000,0.538
48,C,four+naked,4,2,0,LAA,103.18,21.30,41.89,147.95,0.200,0.869,124.124,0.000,0.429
49,C,four+naked,4,3,0,KC,103.97,21.60,39.89,147.95,0.200,0.844,123.914,0.000,0.538
50,C,four+naked,4,2,0,LAA,102.96,21.32,41.89,145.95,0.200,0.863,123.904,0.000,0.429
51,C,four+naked,4,3,0,KC,102.03,21.20,43.16,144.95,0.200,0.772,123.612,0.000,0.538
52,C,four+naked,4,3,0,KC,103.62,20.09,39.89,142.95,0.200,0.870,123.564,0.000,0.538
53,C,four+naked,4,2,0,LAA,104.06,21.39,38.89,148.95,0.200,0.867,123.504,0.000,0.429
54,C,four+naked,4,4,0,SEA,103.55,20.52,39.89,146.95,0.200,0.833,123.494,0.000,0.429
55,C,four+naked,4,4,0,LAA,103.35,20.09,39.89,143.95,0.200,0.884,123.294,0.000,0.429
56,C,four+naked,4,4,0,KC,102.70,19.74,40.89,142.95,0.200,0.840,123.144,0.000,0.538
57,C,four+naked,4,2,0,CIN,103.19,21.07,39.89,145.95,0.200,0.825,123.134,0.000,0.429
58,C,four+naked,4,4,0,LAA,102.67,21.39,40.89,146.95,0.200,0.818,123.114,0.000,0.429
59,C,four+naked,4,3,0,LAA,103.14,20.03,39.89,146.95,0.200,0.929,123.084,0.000,0.429
60,D,fivePlus,5,2,0,SEA,105.26,20.58,38.89,145.95,0.300,1.061,0.000,102.794,0.538
61,D,fivePlus,5,2,0,KC,105.51,22.37,40.89,146.95,0.300,1.016,0.000,102.483,0.538
62,D,fivePlus,5,2,0,KC,104.73,22.55,40.89,147.95,0.300,1.032,0.000,102.249,0.538
63,D,fivePlus,5,2,0,SEA,104.58,20.07,38.89,145.95,0.300,1.106,0.000,102.097,0.429
64,D,fivePlus,5,3,0,SEA,104.47,19.77,38.89,144.95,0.300,1.087,0.000,101.989,0.538
65,D,fivePlus,5,1,1,KC,104.92,23.39,39.89,151.95,0.350,1.028,0.000,101.887,0.538
66,D,fivePlus,5,1,1,KC,104.79,19.95,45.55,142.97,0.350,1.100,0.000,101.728,0.538
67,D,fivePlus,5,3,0,KC,104.20,21.30,40.89,144.95,0.300,1.019,0.000,101.706,0.429
68,D,fivePlus,5,2,0,BAL,104.06,21.05,41.82,148.95,0.300,1.031,0.000,101.615,0.429
69,D,fivePlus,5,2,0,CIN,104.61,20.23,38.89,145.95,0.300,1.040,0.000,101.559,0.538
70,D,fivePlus,5,3,3,KC,104.56,22.82,40.89,148.95,0.380,1.018,0.000,101.518,0.538
71,D,fivePlus,5,3,0,KC,104.50,21.45,40.89,144.95,0.300,1.022,0.000,101.430,0.538
72,D,four+BB,4,3,1,KC,104.50,21.73,40.89,146.95,0.250,0.963,0.000,101.421,0.538
73,D,fivePlus,5,1,0,SEA,104.32,20.22,38.89,145.95,0.300,1.111,0.000,101.267,0.538
74,D,fivePlus,5,2,0,SEA,103.75,20.09,40.89,146.95,0.300,1.124,0.000,101.261,0.429
