P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale (42755626),Nolan McLean (42756140),Shea Langeliers (42755664),Joc Pederson (42755856),Josh Smith (42755873),David Hamilton (42755765),Corey Seager (42755668),Alejandro Osuna (42755947),Carlos Cortes (42755783),Brandon Nimmo (42755678)
Nolan McLean (42756140),Kyle Harrison (42755632),Cal Raleigh (42755672),Alec Burleson (42755675),Matt McLain (42755781),Nolan Gorman (42755753),Masyn Winn (42755789),TJ Friedl (42755745),Jordan Walker (42755665),Nathan Church (42755845)
Nolan McLean (42756140),Kyle Harrison (42755632),Danny Jansen (42755805),Nick Kurtz (42755666),Jeff McNeil (42755807),Max Muncy (42755759),Corey Seager (42755668),Riley Greene (42755706),Tyler Soderstrom (42755698),Carlos Cortes (42755783)
Chris Sale (42755626),Nolan McLean (42756140),Ivan Herrera (42755714),Alec Burleson (42755675),JJ Wetherholt (42755673),Ramon Urias (42755820),Leo Rivas (42755960),Michael Harris II (42755787),Ronald Acuna Jr. (42755661),Victor Scott II (42755900)
Nolan McLean (42756140),Kyle Harrison (42755632),Drake Baldwin (42755669),Bryce Harper (42755687),Edmundo Sosa (42755912),Austin Riley (42755717),Trea Turner (42755690),Jarren Duran (42755689),Adolis Garcia (42755804),Felix Reyes (42755897)
Chris Sale (42755626),Kyle Harrison (42755632),Ivan Herrera (42755714),Josh Naylor (42755735),JJ Wetherholt (42755673),Ramon Urias (42755820),Masyn Winn (42755789),Julio Rodriguez (42755695),Luke Raley (42755785),Jordan Walker (42755665)
Chris Sale (42755626),Nolan McLean (42756140),Ryan Jeffers (42755702),Jonathan Aranda (42755716),Luke Keaschall (42755711),Royce Lewis (42755784),Brooks Lee (42755901),Jake Fraley (42755825),Byron Buxton (42755667),Garrett Mitchell (42755754)
Nolan McLean (42756140),Kyle Harrison (42755632),Rafael Marchan (42755938),Sal Stewart (42755670),Dylan Moore (42755956),Alec Bohm (42755830),Corey Seager (42755668),Ronald Acuna Jr. (42755661),Kyle Schwarber (42755657),Felix Reyes (42755897)
Nolan McLean (42756140),Kyle Harrison (42755632),J.C. Escarra (42755876),Christian Walker (42755697),Matt McLain (42755781),Isaac Paredes (42755725),Carlos Correa (42755707),Wilyer Abreu (42755705),Yordan Alvarez (42755648),Daniel Johnson (42755955)
Kyle Bradish (42755628),Nolan McLean (42756140),Jake Rogers (42755935),Luis Garcia Jr. (42755798),Nasim Nunez (42755744),Tanner Murray (42755951),CJ Abrams (42755655),Daylen Lile (42755694),James Wood (42755651),Everson Pereira (42755756)
Nolan McLean (42756140),Kyle Harrison (42755632),Brandon Valenzuela (42755969),Vladimir Guerrero Jr. (42755656),Lenyn Sosa (42755889),Jose Ramirez (42755650),David Hamilton (42755765),Jesus Sanchez (42755788),Daulton Varsho (42755724),Angel Martinez (42755721)
