P,P,C,1B,2B,3B,SS,OF,OF,OF
42962150,42962149,42962341,42962196,42962371,42962207,42962260,42962189,42962163,42962238
42962147,42962149,42962341,42962196,42962179,42962256,42962260,42962164,42962371,42962295
42962148,42962149,42962254,42962194,42962179,42962312,42962200,42962175,42962283,42962332
42962154,42962149,42962217,42962194,42962371,42962218,42962260,42962175,42962181,42962211
42962150,42962149,42962341,42962196,42962371,42962280,42962260,42962184,42962163,42962195
42962147,42962149,42962217,42962196,42962186,42962218,42962260,42962294,42962371,42962211
42962147,42962149,42962411,42962196,42962179,42962280,42962200,42962384,42962181,42962295
42962147,42962149,42962341,42962196,42962186,42962218,42962200,42962384,42962175,42962371
42962150,42962149,42962341,42962196,42962371,42962223,42962260,42962189,42962163,42962238
42962148,42962149,42962254,42962194,42962208,42962256,42962200,42962333,42962175,42962283
42962147,42962149,42962244,42962190,42962179,42962218,42962268,42962307,42962287,42962241
42962154,42962149,42962244,42962196,42962186,42962218,42962260,42962165,42962371,42962211
42962147,42962149,42962217,42962196,42962186,42962312,42962200,42962175,42962333,42962371
42962154,42962149,42962244,42962248,42962219,42962218,42962200,42962175,42962283,42962188
42962150,42962149,42962204,42962248,42962186,42962218,42962260,42962371,42962181,42962211
42962147,42962149,42962390,42962285,42962264,42962218,42962200,42962277,42962165,42962211
42962147,42962149,42962254,42962236,42962179,42962344,42962255,42962294,42962165,42962283
42962154,42962149,42962244,42962194,42962208,42962218,42962242,42962169,42962294,42962211
42962147,42962149,42962254,42962208,42962299,42962256,42962222,42962266,42962165,42962283
42962148,42962149,42962411,42962196,42962186,42962312,42962260,42962295,42962192,42962188
42962147,42962149,42962254,42962194,42962179,42962330,42962236,42962175,42962332,42962283
42962148,42962149,42962217,42962194,42962186,42962312,42962200,42962266,42962181,42962371
42962150,42962149,42962217,42962248,42962186,42962218,42962242,42962371,42962181,42962211
42962148,42962149,42962274,42962248,42962327,42962256,42962242,42962252,42962165,42962188
42962148,42962149,42962250,42962194,42962327,42962207,42962300,42962294,42962165,42962214
42962147,42962149,42962364,42962258,42962233,42962218,42962246,42962192,42962211,42962188
42962148,42962149,42962217,42962194,42962186,42962312,42962200,42962181,42962295,42962371
42962150,42962149,42962204,42962258,42962173,42962268,42962348,42962163,42962276,42962294
42962148,42962149,42962254,42962258,42962179,42962185,42962236,42962293,42962192,42962332
42962147,42962149,42962244,42962258,42962328,42962185,42962172,42962310,42962293,42962192
42962150,42962149,42962250,42962208,42962178,42962256,42962200,42962175,42962283,42962332
42962147,42962149,42962393,42962165,42962313,42962354,42962200,42962195,42962238,42962203
42962147,42962149,42962411,42962194,42962313,42962354,42962210,42962195,42962203,42962192
42962147,42962149,42962341,42962208,42962173,42962256,42962260,42962181,42962295,42962283
42962148,42962149,42962250,42962248,42962313,42962218,42962222,42962203,42962192,42962211
42962148,42962149,42962254,42962190,42962179,42962268,42962348,42962241,42962307,42962175
42962148,42962150,42962217,42962194,42962371,42962280,42962200,42962203,42962165,42962295
42962148,42962149,42962204,42962208,42962173,42962256,42962260,42962181,42962371,42962295
42962147,42962149,42962364,42962194,42962233,42962223,42962200,42962294,42962175,42962266
42962148,42962149,42962341,42962196,42962186,42962223,42962260,42962205,42962295,42962192
42962148,42962149,42962364,42962194,42962219,42962223,42962246,42962175,42962271,42962211
42962148,42962149,42962254,42962258,42962179,42962185,42962328,42962293,42962320,42962170
42962150,42962149,42962217,42962196,42962179,42962223,42962246,42962371,42962295,42962181
42962148,42962149,42962254,42962194,42962208,42962256,42962222,42962175,42962333,42962283
42962147,42962148,42962217,42962194,42962371,42962280,42962200,42962303,42962165,42962295
42962147,42962149,42962217,42962196,42962186,42962218,42962260,42962278,42962371,42962211
42962148,42962149,42962254,42962236,42962299,42962218,42962200,42962333,42962175,42962192
42962154,42962149,42962254,42962194,42962179,42962185,42962222,42962175,42962283,42962332
42962154,42962149,42962244,42962248,42962179,42962218,42962200,42962175,42962333,42962211
42962150,42962149,42962250,42962208,42962179,42962268,42962348,42962163,42962241,42962287
42962147,42962149,42962204,42962194,42962173,42962312,42962348,42962287,42962307,42962175
42962154,42962149,42962341,42962196,42962179,42962280,42962246,42962181,42962295,42962170
42962147,42962149,42962244,42962225,42962179,42962218,42962242,42962266,42962333,42962211
42962148,42962149,42962364,42962194,42962327,42962207,42962200,42962294,42962165,42962214
42962154,42962149,42962341,42962196,42962186,42962280,42962200,42962294,42962175,42962181
42962148,42962149,42962274,42962248,42962371,42962312,42962200,42962175,42962188,42962192
42962150,42962149,42962315,42962297,42962219,42962240,42962231,42962169,42962163,42962347
42962147,42962149,42962224,42962182,42962327,42962218,42962300,42962177,42962332,42962211
42962152,42962149,42962341,42962171,42962371,42962280,42962260,42962163,42962238,42962181
42962148,42962149,42962224,42962182,42962327,42962344,42962255,42962238,42962175,42962214
42962147,42962149,42962393,42962215,42962219,42962354,42962255,42962281,42962189,42962163
42962147,42962149,42962411,42962194,42962173,42962268,42962200,42962241,42962287,42962307
42962147,42962149,42962244,42962194,42962208,42962223,42962246,42962294,42962271,42962192
42962150,42962149,42962274,42962190,42962179,42962207,42962268,42962307,42962241,42962188
42962147,42962149,42962393,42962258,42962233,42962218,42962246,42962294,42962165,42962211
42962148,42962149,42962204,42962193,42962239,42962312,42962255,42962252,42962267,42962175
42962147,42962149,42962274,42962248,42962313,42962312,42962242,42962175,42962192,42962211
42962147,42962149,42962254,42962194,42962233,42962223,42962246,42962203,42962221,42962294
42962148,42962149,42962301,42962225,42962179,42962185,42962353,42962320,42962211,42962188
42962147,42962149,42962217,42962196,42962186,42962312,42962200,42962333,42962181,42962371
42962148,42962149,42962244,42962165,42962239,42962346,42962242,42962267,42962252,42962205
42962154,42962149,42962250,42962208,42962179,42962268,42962246,42962163,42962241,42962287
42962147,42962149,42962244,42962297,42962208,42962218,42962242,42962183,42962294,42962211
42962147,42962149,42962274,42962258,42962180,42962223,42962330,42962294,42962188,42962192
42962147,42962149,42962244,42962215,42962313,42962354,42962200,42962169,42962281,42962195
